FR GICSSEC ALL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4376.5 at 2012-08-24T16:17:07. Report at Friday, August 24, 2012. Processed Saturday at 2012-08-25T01:00:07+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Automobiles & Components,,
Adv Braking Tech,ABV,.018,-,-,-,-,-,-,.018,.018,.026,.013,-,,-,.01,-,-.02,-,-.1,-5.26,,
Autodom,AIE,.015,-,-,-,-,-,-,.015,.015,.036,.01,-,,-,.03,-,-5.35,-,-,Stdy,,
Berklee,BER,.48,-,.33,.80,660,.48,.45,.48,.32,.51,.32,2.00,,-,1.07,4.17,-32.60,-,+16,+50.00,,
DataDot Tech,DDT,.022,-,-,-,-,-,-,.024,.022,.037,.016,-,,-,.01,-,-.49,-,-.2,-8.33,,
Fleetwood Corp,FWD,12.00,-46,12.00,12.01,2112,12.08,11.85,12.99,11.85,13.46,10.31,76.00,f,1.19,2.77,6.33,90.40,13.3,-100,-7.69,,
Orbital Corp,OEC,.21,-,.20,.21,-,-,-,.21,.195,.40,.18,-,,-,.38,-,3.80,5.5,+1.5,+7.69,,
Schaffer Corp,SFC,3.85,+10,3.90,3.95,85,3.85,3.84,3.85,3.61,4.01,3.10,21.00,f,2.49,3.72,5.45,52.20,7.4,+25,+6.94,,
Sprintex,SIX,.01,-,-,-,-,-,-,.019,.01,.035,.01,-,,-,.01,-,-1.43,-,-.9,-47.37,,
Supply Net,SNL,1.27,+1,1.25,1.27,107,1.27,1.26,1.27,1.26,1.32,.65,7.00,f,1.34,.44,5.51,9.41,13.5,+2,+1.60,,
VMoto,VMT,.013,-,.013,.014,3000,.013,.013,.014,.013,.029,.009,-,,-,.01,-,-1.30,-,-.1,-7.14,,
  opt dec14,VMTO,.004,-,-,-,-,-,-,.004,.004,.004,.002,-,,-,-,-,-,-,-,Stdy,,
Consumer Durables & Apparel,,
Atlas Southsea Pearl,ATP,.062,-,.061,.062,-,-,-,.062,.06,.103,.050,-,,-,.14,-,.39,15.9,-,Stdy,,
Audio Pixels,AKP,5.00,-20,4.81,5.20,18,5.20,5.00,5.20,4.75,7.60,4.75,-,,-,.10,-,-8.49,-,+10,+2.04,,
Billabong Int'l,BBG,1.345,+.5,1.34,1.35,16488,1.355,1.33,1.375,1.33,3.589,.925,16.00,,1.94,-.46,11.90,31.00,4.3,-3,-2.18,,
