FR GICSSEC ALL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5185.7 at 2014-10-10T16:40:06. Report at Friday, October 10, 2014. Processed Saturday at 2014-10-11T01:00:02+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Automobiles & Components,,
Adv Braking Tech,ABV,.007,-,.006,.007,-,-,-,.007,.006,.017,.005,-,,-,-,-,-.67,-,-,Stdy,,
  opt aug16,ABVO,.002,-,.002,.003,-,-,-,.002,.002,.003,.002,-,,-,-,-,-,-,-,Stdy,,
ARB Corp,ARP,12.15,-18,12.15,12.22,1118,12.20,12.02,12.88,11.99,13.73,10.46,29.00,f,2.02,2.49,2.39,58.70,20.7,-59,-4.63,,
Authorised Invest,AIY,.025,-,.021,.11,-,-,-,.025,.025,.04,.02,-,,-,.02,-,.38,6.6,-,Stdy,,
DataDot Tech,DDT,.029,+.2,.028,.029,42896,.03,.028,.03,.027,.05,.015,-,,-,.01,-,-.22,-,+.2,+7.41,,
Orbital Corp,OEC,.32,-,.32,.35,1737,.375,.32,.375,.25,.375,.14,-,,-,.42,-,3.39,9.4,+8,+33.33,,
Schaffer Corp,SFC,-,-,5.63,5.80,-,-,-,5.80,5.80,6.29,5.29,25.00,f,1.76,4.69,-,44.10,-,-,Stdy,,
Sprintex,SIX,.002,-,.002,.003,4000,.002,.002,.003,.002,.015,.002,-,,-,-,-,-.52,-,-.1,-33.33,,
VMoto,VMT,.043,-.1,.043,.045,36477,.044,.041,.046,.041,.06,.021,-,,-,.01,-,.12,35.8,-.4,-8.51,,
  opt dec14,VMTO,.005,-,.004,.005,1350,.005,.005,.006,.005,.025,.005,-,,-,-,-,-,-,-.1,-16.67,,
Consumer Durables & Apparel,,
Atlas Pearls&Perfumes,ATP,.10,-.5,.095,.10,1084,.10,.10,.105,.10,.14,.043,-,,-,.09,-,.61,16.4,-,Stdy,,
Audio Pixels,AKP,12.50,-40,12.50,12.62,34,12.50,12.40,13.65,12.30,14.50,3.15,-,,-,.11,-,-17.28,-,-115,-8.42,,
