Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,
 XAO 4803.3 at 14:41 24/12/2009  Report at 15:42 Thursday 24/12/2009. Processed 16:08 Thursday 24/12/2009.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move
Western Uranium,WTN,0.45,-1,0.45,0.46,717,0.47,0.45,0.55,0.45,0.785,0.035,-,,-,-,-,-2.01,-,-10.0,-18.18
  opt jun10,WTNO,0.24,-2.5,0.25,0.28,35,0.24,0.24,0.33,0.24,0.56,0.002,-,,-,-,-,-,-,-9.0,-27.27
Westralian Gas & Pwr,WGP,0.024,0.1,0.024,0.025,1402,0.024,0.024,0.024,0.022,0.04,0.018,-,,-,-,-,-2.07,-,0.2,9.09
  opt oct11,WGPOA,0.005,-,0.005,0.008,-,-,-,0.005,0.005,0.01,0.003,-,,-,-,-,-,-,-,-
Westside Corp,WCL,0.435,1,0.43,0.45,75,0.44,0.435,0.44,0.425,0.705,0.39,-,,-,-,-,-3.87,-,-,-
Whinnen Res,WWW,0.099,-,0.085,0.095,-,-,-,0.099,0.099,0.17,0.023,-,,-,-,-,-3.55,-,-,-
  opt apr13,WWWO,-,-,0.013,0.04,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
White Canyon Uranium,WCU,0.255,-,0.25,0.26,1020,0.255,0.25,0.27,0.24,0.445,0.10,-,,-,-,-,-0.57,-,-1.5,-5.56
  opt jan10,WCUO,0.012,-0.1,0.011,0.015,1500,0.013,0.012,0.024,0.012,0.165,0.011,-,,-,-,-,-,-,-0.8,-40
Whitehaven Coal,WHC,4.90,1,4.87,4.90,7655,4.94,4.88,4.94,4.63,4.94,1.20,8.5,f,7.12,1.68,1.73,60.5,8.1,25.0,5.38
Wildhorse Energy,WHE,0.30,-,0.30,0.32,355,0.30,0.295,0.325,0.295,0.70,0.044,-,,-,-,-,-9.8,-,-1.5,-4.76
Woodside Pet,WPL,47.50,14,47.44,47.51,6824,47.63,47.22,48.38,47.06,53.869,31.189,110,f,2.18,11.33,2.32,240,19.8,-12.0,-0.25
Yellow Rock,YRR,0.047,-,0.046,0.048,4485,0.048,0.047,0.05,0.044,0.092,0.035,-,,-,-,-,-11.56,-,-0.3,-6
  opt sep12,YRROA,-,-,0.011,0.025,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
SECTOR: Financials ex Real Estate,,,,,,,,,,,,,,,,,,,,,
INDUSTRY GROUP: Banks,,,,,,,,,,,,,,,,,,,,,
ANZ Banking Grp,ANZ,22.39,68,22.36,22.39,63702,22.58,21.71,22.58,20.95,25.25,11.83,102,f,1.67,10.72,4.56,170.4,13.1,105.0,4.92
Bank of Qld,BOQ,11.30,8,11.26,11.30,1693,11.30,11.16,11.30,10.76,13.49,6.228,52,f,1.46,6.62,4.60,75.9,14.9,60.0,5.61
Bendigo & Adelaide,BEN,9.39,30,9.18,9.40,5987,9.39,9.07,9.39,8.84,11.515,5.733,43,f,0.60,4.03,4.58,25.6,36.7,64.0,7.31
C'wlth Bank  of Aust ,CBA,53.87,87,53.79,53.88,13935,53.92,52.90,53.92,52.15,56.24,24.03,228,f,1.44,13.65,4.23,328.5,16.4,101.0,1.91
Firstfolio Ltd,FFF,0.06,-,0.058,0.06,4166,0.06,0.06,0.06,0.05,0.07,0.02,-,,-,-0.07,-,0.79,7.6,-,-
  def,FFFN,-,-,0.007,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
Homeloans Ltd,HOM,0.62,-,0.60,0.62,-,-,-,0.62,0.60,0.84,0.30,7,f,1.03,0.53,11.29,7.2,8.6,2.0,3.33
Mortgage Choice,MOC,1.155,-0.5,1.15,1.18,184,1.17,1.155,1.20,1.15,1.40,0.69,10.25,f,2.20,0.54,8.87,22.6,5.1,-2.5,-2.12
Mystate Ltd,MYS,2.66,-,2.66,2.70,353,2.68,2.66,2.84,2.66,3.10,2.60,-,f,-,-,-,-,-,-,-
National Aust Bank,NAB,26.70,33,26.67,26.72,37831,26.70,26.40,26.70,26.00,32.37,15.85,146,f,1.80,12.66,5.47,262.7,10.2,71.0,2.73
RHG Ltd,RHG,0.53,1.5,0.525,0.53,4008,0.54,0.53,0.595,0.46,0.75,0.13,-,,-,0.72,-,35.5,1.5,-10.5,-16.54
Rock Bld perm.,ROK,2.51,-7,2.51,2.58,3,2.51,2.51,2.58,2.50,3.10,2.13,18.5,f,1.21,1.84,7.37,22.3,11.3,-,-
Westpac Banking,WBC,25.39,71,25.30,25.40,74540,25.45,24.75,25.45,23.35,27.57,14.40,116,f,1.08,7.89,4.57,125.3,20.3,190.0,8.09
Wide Bay Aust Ltd,WBB,9.36,-1,9.38,9.51,76,9.40,9.35,9.51,9.35,9.88,5.55,60,f,0.94,3.49,6.41,56.41,16.6,-4.0,-0.43
INDUSTRY: Diversified Financials - Consumer Finance,,,,,,,,,,,,,,,,,,,,,
ASK Funding Ltd,AKF,0.25,-,0.23,0.33,-,-,-,0.25,0.25,0.37,0.125,1.3,f,4.15,0.35,5.20,5.4,4.6,-,-
Flexigrp Ltd,FXL,1.535,1.5,1.52,1.535,213,1.535,1.51,1.55,1.49,1.795,0.24,6,f,2.40,0.11,3.91,14.4,10.7,4.5,3.02
INDUSTRY: Diversified Financials - Diversified Financial Resources,,,,,,,,,,,,,,,,,,,,,
Aberdeen Leaders,ALR,1.39,1,1.36,1.39,50,1.39,1.385,1.39,1.35,1.44,0.90,9,f,-,1.45,6.47,-21.34,-,-,-
Adelaide Managed unt,AYT,1.35,-,1.32,1.40,-,-,-,1.37,1.35,1.76,1.10,15.47,,0.81,1.81,11.46,12.59,10.7,-3.0,-2.17
Advanced Share,ASW,0.42,-,0.40,0.42,-,-,-,0.43,0.35,0.43,0.15,2,f,1.05,0.09,4.76,2.1,20.0,7.0,20
Alternative Invest unt,AIQ,1.05,3,1.03,1.06,10,1.05,1.05,1.05,1.01,1.45,0.575,47,,-,1.41,44.76,-33.96,-,3.0,2.94
Amcil Ltd,AMH,0.675,-0.5,0.675,0.68,91,0.68,0.675,0.68,0.67,0.72,0.43,2,f,1.31,0.73,2.96,2.63,25.7,-0.5,-0.74
AMP Capital China unt,AGF,1.045,1.5,1.035,1.045,621,1.05,1.04,1.09,1.02,1.265,0.73,3.9,,1.12,1.33,3.73,4.35,24.0,-2.0,-1.88
APN Prop Grp,APD,0.35,-,0.35,0.375,-,-,-,0.38,0.35,0.41,0.09,3,,-,0.20,8.57,-18.08,-,-3.0,-7.89
Argo Invest,ARG,6.72,-6,6.72,6.74,438,6.77,6.71,6.78,6.59,6.91,4.52,27,f,-,6.33,4.02,-11.1,-,7.0,1.05
Asian Masters Fund,AUF,1.00,-,1.00,1.01,197,1.00,1.00,1.00,0.99,1.05,0.77,-,,-,0.98,-,0.76,131.6,1.0,1.01
Astra Capital Ltd,AKR,0.79,-,0.76,0.81,-,-,-,0.79,0.79,1.10,0.008,-,,-,1.60,-,-0.03,-,-,-
ASX Ltd,ASX,34.75,22,34.50,34.94,2204,34.95,34.52,34.95,34.03,37.90,23.52,164.9,f,1.11,2.66,4.75,183.2,19.0,68.0,2
Aurora Buy-Write ord ,ABW,1.19,-,1.20,1.21,-,-,-,1.215,1.19,7.35,0.867,20.5,,-,1.23,17.23,-57.97,-,-1.0,-0.83
Aurora Global Tr unt,AIB,1.035,-,1.10,1.13,-,-,-,1.035,1.01,7.50,0.977,51.5,,-,1.20,49.76,-13.91,-,-,-
Aurora Sandringham ,AOD,1.055,1,1.045,1.055,5,1.055,1.055,1.11,1.045,1.175,1.045,5,,-,1.08,4.74,-6.57,-,-5.5,-4.95
Aust Ethical,AEF,31.00,-,29.50,31.00,-,-,-,31.00,29.50,37.00,17.00,147,f,0.83,8.53,4.74,121.6,25.5,-,-
Aust Foundation,AFI,5.15,-3,5.15,5.18,2634,5.20,5.14,5.20,5.14,5.35,3.45,21,f,0.51,4.86,4.08,10.61,48.5,-5.0,-0.96
Aust Leaders,ALF,1.16,1.5,1.15,1.16,398,1.16,1.14,1.165,1.11,1.265,0.55,5,f,2.37,1.53,4.31,11.85,9.8,-,-
  opt nov10,ALFO,0.046,-0.1,0.045,0.05,2641,0.046,0.046,0.05,0.046,0.10,0.045,-,,-,-,-,-,-,-0.4,-8
Aust United Invest,AUI,7.40,-,7.40,7.55,-,-,-,7.40,7.40,7.90,4.25,25,f,0.56,7.35,3.38,14,52.9,-,-
Austock Grp Ltd,ACK,0.30,-,0.30,0.32,-,-,-,0.30,0.28,0.35,0.15,1,,-,0.19,3.33,-17.6,-,-,-
BBX Hldgs,BBX,0.02,-,0.002,0.03,-,-,-,0.02,0.02,0.02,0.01,-,,-,0.01,-,-12.17,-,-,-
Belmont Hldgs,BET,1.155,-,1.15,-,-,-,-,1.155,1.155,1.99,1.10,12.5,,0.02,1.77,10.82,0.19,607.9,-,-
Bentley Capital,BEL,0.28,-0.5,0.28,0.30,543,0.285,0.28,0.295,0.28,0.329,0.194,-,f,-,0.44,-,-1.46,-,-0.5,-1.75
Bisan Ltd,BSN,0.05,-,0.04,0.06,-,-,-,0.05,0.05,0.06,0.02,-,,-,0.06,-,-2.82,-,-,-
BKI Invest Ltd,BKI,1.285,-1,1.28,1.285,36,1.285,1.265,1.295,1.25,1.33,0.79,6,f,1.06,1.40,4.67,6.34,20.3,3.5,2.8
Blue Capital Ltd,BIV,0.015,-,0.016,0.02,-,-,-,0.015,0.015,0.055,0.013,-,,-,0.03,-,-0.79,-,-,-
Cadence Capital,CDM,0.795,-,0.775,0.795,-,-,-,0.80,0.76,0.88,0.43,2,f,-,1.11,2.52,-13.8,-,-1.5,-1.85
Carlton Invest,CIN,18.01,-,17.15,17.90,-,-,-,18.01,18.01,18.95,12.00,67,f,0.91,20.45,3.72,61,29.5,-,-
  7% cum pf,CINPA,2.11,-,2.11,-,-,-,-,2.11,2.11,2.11,2.11,14,,-,-,6.64,-,-,-,-
Centrepoint Alliance,CAF,0.16,-,0.15,0.175,-,-,-,0.16,0.15,0.22,0.12,-,,-,0.21,-,-32.59,-,1.0,6.67
Century Aust,CYA,0.83,-,0.825,0.84,51,0.83,0.83,0.84,0.825,0.91,0.56,4.5,f,-,1.02,5.42,-14.26,-,-,-
Challenger FSG Ltd,CGF,4.17,2,4.11,4.18,7478,4.18,4.09,4.20,4.08,4.38,0.865,12.5,,-,1.81,3.00,-16.2,-,3.0,0.72
Chapmans Ltd,CHP,0.014,-,0.018,0.022,-,-,-,0.014,0.014,0.026,0.011,-,,-,0.02,-,-1.7,-,-,-
Charter Pacific,CHF,0.062,-,0.057,0.06,-,-,-,0.057,0.057,0.076,0.04,-,,-,0.12,-,-9.1,-,-,-
  opt feb11,CHFO,0.003,-,0.003,0.009,-,-,-,0.003,0.003,0.013,0.003,-,,-,-,-,-,-,-,-
China Century Capitl,CCY,0.07,-,0.073,0.074,-,-,-,0.07,0.066,0.115,0.02,-,,-,0.05,-,-19.36,-,0.4,6.06
Choiseul Investments   ,CHO,5.00,-,5.00,5.10,75,5.00,5.00,5.04,4.93,5.20,3.53,22,f,0.99,5.30,4.40,21.7,23.0,1.0,0.2
Clime Capital,CAM,1.09,-,1.05,1.09,105,1.09,1.06,1.09,1.06,1.145,0.55,2,f,0.92,1.37,1.83,1.84,59.2,-,-
Clime Invest,CIW,0.41,-,0.45,1.00,-,-,-,0.41,0.41,0.49,0.166,0.35,f,-,0.40,0.85,-5.8,-,-,-
Contango Capital,CCQ,0.815,-,0.81,0.865,10,0.815,0.815,0.815,0.81,1.55,0.514,2,,-,1.66,2.45,-25.39,-,0.5,0.62
Contango Microcap,CTN,0.995,-1.5,0.995,1.00,940,1.01,0.99,1.01,0.98,1.19,0.47,2,f,-,1.53,2.01,-43.1,-,-,-
Count Financial,COU,1.275,-,1.275,1.30,63,1.29,1.275,1.325,1.275,1.60,0.73,7,f,1.09,0.18,5.49,7.6,16.8,-0.5,-0.39
CS GP100 Aust Tr unt,CSJ,0.97,-,0.98,1.00,-,-,-,0.97,0.97,1.05,0.925,2.35,,-,0.99,2.42,-10.5,-,-,-
Cs100 Emrg Mkt Infra unt,CSU,0.905,-,0.90,0.925,-,-,-,0.905,0.905,0.98,0.87,2.66,,-,0.90,2.94,-8.24,-,-,-
Diversa Ltd,DVA,0.15,-,0.11,0.135,-,-,-,0.15,0.15,0.19,0.01,-,,-,0.05,-,-4.9,-,-,-
Diversified United,DUI,3.22,5,3.13,3.22,44,3.22,3.19,3.22,3.12,3.22,1.945,13,f,-,3.24,4.04,-2.5,-,4.0,1.26
Djerriwarrh Invest,DJW,4.55,-6,4.55,4.59,125,4.63,4.55,4.63,4.45,4.63,2.95,26,f,-,3.94,5.71,-6.85,-,-,-
DKN Financial Grp,DKN,0.70,-,0.70,0.75,-,-,-,0.70,0.70,0.78,0.30,2,f,-,0.07,2.86,-8.28,-,-,-
Emerging Leaders,ELI,0.90,-,0.89,0.925,-,-,-,0.90,0.895,0.965,0.45,3.75,,-,1.10,4.17,-17.75,-,-,-
Energy Ventures,EVE,0.051,-,0.051,0.055,2450,0.051,0.051,0.051,0.044,0.095,0.007,-,,-,0.09,-,-1.6,-,-0.1,-1.92
Equities & Freehldgss,EQF,0.27,-,0.27,0.28,-,-,-,0.27,0.27,0.30,0.02,-,,-,0.19,-,-26.4,-,-2.5,-8.47
Everest Financial,EFG,0.055,0.2,0.055,0.06,916,0.055,0.055,0.055,0.052,0.091,0.048,-,,-,0.09,-,-69.97,-,-,-
Fat Prophets,FAT,0.925,-0.5,0.92,0.925,50,0.925,0.925,0.94,0.925,0.945,0.525,2.75,,-,1.15,2.97,-7.2,-,-0.5,-0.54
Fiducian Portfolio,FPS,1.55,-,1.50,1.60,-,-,-,1.55,1.51,1.75,0.912,6.75,f,1.49,0.31,4.35,10.09,15.4,5.0,3.33
Fox Invest Ltd,FXI,0.60,-,0.60,0.71,-,-,-,0.60,0.59,0.67,0.425,-,,-,0.66,-,-39,-,-,-
FSA Grp Ltd,FSA,0.41,-1,0.41,0.44,340,0.42,0.41,0.44,0.41,0.465,0.175,-,,-,0.24,-,7.66,5.4,-2.5,-5.75
Global Masters Fund,GFL,0.69,-,0.70,0.79,-,-,-,0.70,0.69,0.88,0.60,-,,-,0.88,-,-0.52,-,-,-
Global Min,GMI,1.17,-,1.17,1.175,500,1.17,1.17,1.19,1.12,1.23,0.67,6,,-,1.36,5.13,-34.05,-,7.0,6.36
Global Resource,GRF,1.64,-,1.64,1.66,-,-,-,1.64,1.64,1.66,1.60,-,,-,-,-,-,-,-,-
Grandbridge Ltd,GBA,0.135,1,0.125,0.155,125,0.135,0.135,0.135,0.125,0.23,0.02,-,,-,0.09,-,-0.39,-,1.5,12.5
Hastings High Yld unt,HHY,1.30,-4.5,1.31,1.34,655,1.345,1.30,1.35,1.30,1.43,0.85,17.01,,0.73,1.87,13.08,12.4,10.5,-3.5,-2.62
HFA Accelerator Plus,HAP,0.28,-,0.28,0.29,370,0.28,0.28,0.29,0.28,0.33,0.068,1.5,,-,0.44,5.36,-79.25,-,0.5,1.82
Hillcrest Litigat,HLS,0.085,-,0.075,0.11,-,-,-,0.085,0.085,0.11,0.052,-,,-,0.09,-,2.59,3.3,-,-
Hunter Hall Global,HHV,0.825,0.5,0.82,0.83,551,0.825,0.815,0.825,0.80,0.855,0.48,-,,-,1.05,-,-17.56,-,1.0,1.23
Hyperion Flagship,HIP,1.49,-,1.49,1.89,106,1.49,1.47,1.49,1.47,1.50,1.00,8.5,f,-,1.51,5.70,-2.42,-,-,-
IFC Capital Ltd,IFC,0.07,-,0.052,0.10,-,-,-,0.07,0.07,0.10,0.02,-,,-,0.10,-,-10.9,-,-,-
IMF (Aust) Ltd,IMF,1.84,1.5,1.82,1.84,103,1.84,1.83,1.87,1.81,1.98,0.77,15,f,1.16,0.27,8.15,17.35,10.6,2.5,1.38
India Equities Fund,INE,0.49,2,0.46,0.49,257,0.49,0.485,0.49,0.46,0.597,0.222,-,,-,0.70,-,-16.95,-,1.5,3.16
  opt aug10,INEO,0.11,-0.5,0.10,0.115,83,0.11,0.11,0.115,0.11,0.18,0.085,-,,-,-,-,-,-,1.0,10
ING Private Equity,IPE,0.285,-,0.29,0.30,-,-,-,0.30,0.285,0.342,0.154,5.4,,-,0.47,18.95,-20.18,-,-0.5,-1.72
Integrated Res,IRG,0.01,-,0.009,0.011,-,-,-,0.012,0.01,0.029,0.002,-,,-,-,-,-0.17,-,-0.3,-23.08
Investorfirst Ltd,INQ,0.11,-0.5,0.105,0.11,844,0.11,0.105,0.12,0.105,0.15,0.05,-,,-,0.04,-,-1.23,-,-1.5,-12
Ipernica Ltd,IPR,0.17,-,0.165,0.17,1094,0.17,0.165,0.18,0.165,0.18,0.043,1,,-,0.05,5.88,-1.56,-,0.5,3.03
Ironbark Capital,IBC,0.46,-,0.46,0.47,-,-,-,0.47,0.455,0.50,0.35,2.5,f,-,0.53,5.43,-2.5,-,-1.0,-2.13
K2 Asset Mgmt,KAM,0.79,3,0.76,0.79,172,0.79,0.79,0.79,0.76,0.82,0.10,-,,-,0.03,-,0.96,82.3,-,-
Katana Capital,KAT,0.685,-,0.73,0.79,-,-,-,0.685,0.685,0.80,0.35,0.5,f,-,0.98,0.73,-18.53,-,-11.0,-13.84
Keybridge Capital,KBC,0.096,-,0.095,0.099,201,0.099,0.096,0.10,0.096,0.24,0.063,7.6,,-,0.62,79.17,-75.05,-,-0.2,-2.04
London City Equities,LCE,0.44,-,0.36,-,-,-,-,0.44,0.44,0.51,0.39,1,f,1.08,0.54,2.27,1.08,40.7,-,-
Luminus Systems,LSL,0.012,-,0.011,0.02,-,-,-,0.012,0.012,0.03,0.005,-,,-,-,-,-39.79,-,-,-
Macq Winton ord unt,MWG,1.19,-,1.16,1.215,-,-,-,1.19,1.19,1.28,1.08,-,,-,1.30,-,-4.23,-,-,-
Magellan Fin Grp,MFG,0.86,2,0.86,0.87,339,0.87,0.84,0.87,0.805,0.90,0.32,-,,-,0.66,-,-8.5,-,4.0,4.88
  opt jun11,MFGOB,0.105,-,0.035,-,-,-,-,0.105,0.105,0.105,0.105,-,,-,-,-,-,-,-,-
  opt jun16,MFGOC,0.07,-,0.077,-,-,-,-,0.07,0.057,0.15,0.011,-,,-,-,-,-,-,1.3,22.81
Magellan Flagship,MFF,0.625,-,0.62,0.625,720,0.625,0.62,0.625,0.61,0.625,0.40,-,,-,0.75,-,-3.96,-,1.5,2.46
MAX Tr unt,MXQ,0.07,1.5,0.055,0.07,900,0.07,0.055,0.07,0.051,0.09,0.002,1.86,,-,0.22,26.57,-45.1,-,1.9,37.25
Milton Corp,MLT,18.19,-,18.05,18.19,51,18.19,18.15,18.19,17.80,18.19,12.00,78,f,0.74,17.82,4.29,57.7,31.5,20.0,1.11
Mirrabooka Invest,MIR,2.10,5,2.02,2.15,664,2.10,2.05,2.10,2.02,2.15,1.14,10,f,-,1.82,4.76,-5.44,-,10.0,5
MMC Contrarian,MMA,0.45,-,0.45,0.455,202,0.45,0.45,0.45,0.44,0.505,0.34,-,,-,5.68,-,-2.7,-,1.0,2.27
Money3 Corp,MNY,0.50,-,0.50,-,-,-,-,0.50,0.45,0.50,0.30,3.3,f,1.06,0.28,6.60,3.51,14.2,5.0,11.11
Multi Channel,MUT,0.005,-,0.003,0.004,-,-,-,0.005,0.004,0.025,0.001,-,,-,-0.07,-,-43.28,-,0.2,66.67
Murchison Hldgs,MCH,0.70,-,0.55,0.70,-,-,-,0.70,0.65,1.05,0.52,-,,-,1.34,-,9.67,7.2,-,-
  opt may10,MCHOA,0.001,-,-,-,-,-,-,0.001,0.001,0.001,0.001,-,,-,-,-,-,-,-,-
NSX Ltd,NSX,0.20,-,0.20,0.22,3518,0.20,0.20,0.205,0.195,0.289,0.144,-,,-,0.05,-,-20.48,-,-1.0,-4.76
Oncard Intl,ONC,0.16,-,0.155,0.165,-,-,-,0.165,0.15,0.24,0.081,-,,-,-,-,2.8,5.7,1.0,6.67
Orchid Capital,ORC,0.03,-,0.025,0.045,-,-,-,0.03,0.03,0.03,0.003,-,,-,0.01,-,-0.51,-,-,-
  opt feb12,ORCOA,0.004,-,0.005,0.012,-,-,-,0.004,0.004,0.005,0.001,-,,-,-,-,-,-,-,-
Orion Equities,OEQ,0.485,-,0.52,0.58,-,-,-,0.57,0.485,0.64,0.345,0.5,,-,1.48,1.03,-67.3,-,-8.5,-14.91
Over Fifty Grp,OFG,0.70,1,0.67,0.715,110,0.70,0.70,0.73,0.69,1.09,0.26,3,,-,0.43,4.29,-21.34,-,-2.5,-3.45
Ozgrowth Ltd,OZG,0.175,0.5,0.17,0.175,1100,0.175,0.175,0.175,0.165,0.175,0.09,0.2,,-,0.23,1.14,-0.95,-,0.5,2.94
Peters MacGregor,PET,0.65,-,0.63,0.68,-,-,-,0.65,0.65,0.68,0.455,1.5,,-,0.90,2.31,-12.77,-,-,-
Plan B Grp Hld,PLB,0.76,-,0.72,0.78,-,-,-,0.76,0.76,0.82,0.45,2.3,f,0.56,0.06,3.03,1.28,59.4,-,-
Platinum Capital,PMC,1.70,3,1.67,1.68,237,1.70,1.67,1.70,1.62,1.85,1.12,10,f,1.47,1.32,5.88,14.74,11.5,5.0,3.03
Premium Investors,PRV,0.71,-0.5,0.70,0.715,500,0.71,0.71,0.715,0.685,0.93,0.41,3.5,f,-,0.88,4.93,-17.65,-,2.5,3.65
Prime Financial,PFG,0.235,-,0.22,0.235,-,-,-,0.235,0.22,0.25,0.065,1.4,,0.57,0.14,5.96,0.8,29.4,1.0,4.44
Public Hldgs,PHA,0.05,-,0.05,-,-,-,-,0.05,0.05,0.10,0.03,-,,-,0.18,-,-4.71,-,-,-
Quest Invest,QST,0.14,-,0.095,0.098,-,-,-,0.14,0.14,0.145,0.08,-,,-,0.20,-,8.7,1.6,-,-
  opt jun10,QSTOA,0.001,-,-,-,-,-,-,0.001,0.001,0.001,0.001,-,,-,-,-,-,-,-,-
Questus Ltd,QSS,0.08,-,0.08,0.105,-,-,-,0.105,0.08,0.153,0.05,-,,-,0.15,-,1.2,6.7,-2.5,-23.81
RIMCapital Ltd,RMC,0.032,-,0.032,0.038,-,-,-,0.032,0.032,0.25,0.03,-,,-,0.03,-,-10.88,-,-,-
Robe Aust Ltd,ROB,0.011,-,0.009,0.011,3111,0.012,0.01,0.012,0.01,0.06,0.01,0.25,,-,-,22.73,-24.86,-,-0.5,-31.25
Souls Private Equity,SOE,0.10,-,0.10,0.105,4070,0.105,0.10,0.105,0.10,0.105,0.068,-,,-,0.19,-,-3.79,-,-,-
Strategic Pooled,SPD,0.11,-,0.12,0.145,-,-,-,0.11,0.11,0.21,0.10,-,,-,0.15,-,-2.88,-,-,-
Sunvest Corp,SVS,0.275,-,0.215,0.32,-,-,-,0.275,0.275,0.75,0.15,-,,-,0.44,-,-4.95,-,-,-
Sylvastate Ltd,SYL,3.85,-,3.82,3.94,200,3.85,3.85,3.85,3.80,4.09,2.52,21,f,0.15,4.00,5.45,3.12,123.4,-,-
Tag Pacific Ltd,TAG,0.225,-,0.225,0.23,-,-,-,0.23,0.225,0.27,0.12,0.75,f,2.27,0.32,3.33,1.7,13.2,-0.5,-2.17
Templeton Global,TGG,0.86,1,0.83,0.86,463,0.86,0.84,0.86,0.80,0.885,0.63,-,,-,0.98,-,-13.7,-,5.0,6.17
Thinksmart Ltd,TSM,0.85,-4.5,0.85,0.89,248,0.865,0.85,0.895,0.85,0.96,0.10,3,f,1.21,0.09,3.53,3.64,23.4,-5.0,-5.56
Tidewater Invest,TDI,0.32,-,0.31,0.40,-,-,-,0.32,0.32,0.32,0.14,-,,-,0.19,-,-19.9,-,-,-
Tooth & Co,TTH,0.011,-,0.011,0.03,-,-,-,0.011,0.011,0.03,0.01,-,,-,-,-,0.66,1.7,-,-
Tranzact Fin Service,TFS,0.15,-,0.15,0.17,100,0.15,0.15,0.15,0.15,0.215,0.12,0.35,f,4.57,0.07,2.33,1.6,9.4,-,-
  opt apr10,TFSO,0.018,-,0.001,0.01,-,-,-,0.018,0.018,0.018,0.018,-,,-,-,-,-,-,-,-
Trojan Equity,TJN,0.425,-,0.42,0.45,-,-,-,0.425,0.425,0.455,0.168,-,,-,0.57,-,-32.9,-,0.5,1.19
Van Eyk Three Pillar,VTP,0.91,-,0.915,0.93,-,-,-,0.91,0.905,0.94,0.585,2.5,f,-,1.05,2.75,-14.6,-,0.5,0.55
Verus Invest,VIL,0.023,-0.1,0.022,0.024,267720,0.025,0.022,0.026,0.019,0.04,0.001,-,,-,-,-,-0.55,-,0.2,9.52
  opt jun10,VILO,0.007,-,0.005,0.007,152713,0.007,0.005,0.007,0.004,0.012,0.001,-,,-,-,-,-,-,0.1,16.67
Vesture Ltd,VES,0.027,-,0.027,0.03,300,0.027,0.027,0.027,0.025,0.027,0.006,-,,-,-0.03,-,-13.17,-,0.1,3.85
Wallace Absolute,WAB,0.04,-,0.041,0.047,-,-,-,0.04,0.04,0.16,0.038,-,,-,0.06,-,-70.45,-,-,-
WAM Active Ltd,WAA,1.01,-,1.005,1.06,-,-,-,1.01,1.005,1.05,0.61,2,f,2.08,1.25,1.98,4.16,24.3,0.5,0.5
WAM Capital Ltd,WAM,1.28,1,1.265,1.28,70,1.28,1.27,1.28,1.255,1.355,0.71,4,f,-,1.65,3.13,-3.9,-,2.5,1.99
Westoz Inv Ltd,WIC,1.14,-,1.10,1.14,160,1.15,1.14,1.15,1.13,1.20,1.00,-,,-,-,-,-,-,-,-
  opt jun12,WICO,0.155,-,0.15,0.18,-,-,-,0.155,0.155,0.25,0.15,-,,-,-,-,-,-,-,-
Whitefield Ltd,WHF,3.34,2,3.28,3.34,200,3.34,3.32,3.34,3.28,3.63,1.95,17,f,0.30,3.54,5.09,5.09,65.6,6.0,1.83
  8% cum pf,WHFPA,1.345,-,-,-,-,-,-,1.345,1.345,1.345,1.345,8,,-,-,5.95,-,-,-,-
Wilson Invest,WIL,0.73,0.5,0.725,0.73,295,0.73,0.725,0.735,0.705,0.805,0.405,4,f,0.40,0.95,5.48,1.61,45.3,1.0,1.39
INDUSTRY: Diversified Financials - Multi-Sector Holdings,,,,,,,,,,,,,,,,,,,,,
Gowing Bros Ltd,GOW,2.46,-,2.46,2.49,563,2.46,2.46,2.46,2.46,2.811,2.102,10,f,1.47,3.23,4.07,14.66,16.8,-4.0,-1.6
Guinness Peat cdi,GPG,0.67,-,0.67,0.675,3776,0.68,0.67,0.69,0.65,0.773,0.359,2.1,,-,0.86,3.13,-4.04,-,0.5,0.75
Soul Pattinson,SOL,13.35,-5,13.35,13.45,158,13.46,13.35,13.58,13.02,14.035,7.018,32,f,14.57,10.91,2.40,466.25,2.9,34.0,2.61
INDUSTRY: 0 - Capital Markets,,,,,,,,,,,,,,,,,,,,,
Bell Financial Grp,BFG,1.175,-2.5,1.175,1.22,187,1.185,1.175,1.22,1.165,1.40,0.37,4,f,1.23,0.27,3.40,4.9,24.0,1.5,1.29
BT Invest Mngmnt,BTT,2.99,5,2.96,2.99,344,3.00,2.95,3.00,2.87,3.34,1.02,7.9,f,1.01,0.22,2.64,7.95,37.6,9.0,3.1
CI Res Ltd,CII,0.90,-,0.80,0.92,-,-,-,0.90,0.86,1.05,0.70,-,,-,0.44,-,24.19,3.7,4.0,4.65
