FR GICSSEC ALL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5038.8 at 2013-08-09T16:53:06. Report at Friday, August 9, 2013. Processed Saturday at 2013-08-10T01:00:11+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Automobiles & Components,,
Adv Braking Tech,ABV,.018,-,.017,.018,25430,.018,.017,.019,.016,.024,.013,-,,-,-,-,-.07,-,-,Stdy,,
Berklee,BER,.30,-4,.21,.38,42,.30,.29,.37,.29,.50,.29,-,,-,.77,-,-30.82,-,-7,-18.92,,
DataDot Tech,DDT,.02,-,.02,.024,-,-,-,.022,.02,.031,.014,-,,-,.01,-,-.12,-,-.2,-9.09,,
Orbital Corp,OEC,.175,+.5,.16,.18,233,.175,.16,.18,.16,.40,.13,-,,-,.31,-,-6.19,-,+.5,+2.94,,
Schaffer Corp,SFC,4.80,-,4.80,4.89,-,-,-,4.80,4.65,4.80,3.55,22.00,f,2.70,4.11,4.58,59.50,8.1,+15,+3.23,,
Sprintex,SIX,.016,-,.01,.018,-,-,-,.016,.016,.023,.008,-,,-,.01,-,-.54,-,-,Stdy,,
VMoto,VMT,.023,-,.022,.023,47962,.025,.022,.025,.019,.042,.011,-,,-,.01,-,-1.14,-,+.5,+27.78,,
  opt dec14,VMTO,.004,-,.002,.008,-,-,-,.004,.004,.012,.002,-,,-,-,-,-,-,+.2,+100.0,,
Consumer Durables & Apparel,,
Atlas Pearls&Perfumes,ATP,.05,-.3,.049,.052,1551,.052,.05,.053,.042,.062,.034,-,,-,.10,-,.65,7.7,+.8,+19.05,,
Audio Pixels,AKP,4.00,-64,3.51,4.00,42,4.30,4.00,4.70,4.00,6.99,2.19,-,,-,.28,-,-11.26,-,-65,-13.98,,
Beyond Sportswear,BSI,.001,-,-,.001,-,-,-,.001,.001,.001,.001,-,,-,-,-,-.16,-,-,Stdy,,
Billabong Int'l,BBG,.59,+1.5,.59,.595,277901,.715,.585,.715,.41,1.465,.122,-,,-,.47,-,-206.00,-,+17.5,+42.17,,
Cossack Energy,COD,-,-,-,-,-,-,-,.009,.009,.01,.003,-,,-,-,-,5.09,-,-,Stdy,,
Fleetwood Corp,FWD,3.80,+8,3.78,3.80,3115,3.85,3.72,4.09,3.70,13.07,3.33,73.00,f,.72,2.54,19.21,52.89,7.2,-5,-1.30,,
Gale Pacific,GAP,.29,-,.29,.30,735,.29,.29,.30,.28,.375,.23,2.55,f,1.19,.18,8.79,3.04,9.5,-,Stdy,,
Gazal Corp,GZL,2.55,-,2.56,2.65,-,-,-,2.65,2.55,3.15,2.05,18.00,f,1.15,.97,7.06,20.70,12.3,-3,-1.16,,
GLG Corp,GLE,.26,-,.26,.34,-,-,-,.26,.26,.38,.21,-,,-,.61,-,6.73,3.9,-,Stdy,,
Globe Int'l,GLB,.35,-3,.35,.40,1,.35,.35,.38,.35,.45,.33,2.50,f,-,.60,7.14,-1.33,-,-3,-7.89,,
GUD Hldgs,GUD,6.29,+4,6.28,6.29,2480,6.35,6.25,6.53,6.24,8.878,5.59,52.00,f,.85,.96,8.27,44.20,14.2,-14,-2.18,,
Guinness Peat,GPG,.495,-,.495,.50,4260,.495,.495,.51,.485,.51,.355,-,,-,.43,-,-.30,-,+.5,+1.02,,
Island Sky Aust,ISK,-,-,.002,.004,-,-,-,.003,.003,.007,.001,-,,-,-,-,.98,-,-,Stdy,,
Kingform Health Home,KFG,-,-,-,.15,-,-,-,.19,.19,.20,.17,-,,-,.10,-,.07,-,-,Stdy,,
Kresta Hldgs,KRS,.14,-,.12,.14,-,-,-,.14,.14,.195,.105,-,,-,.12,-,-.45,-,-,Stdy,,
McPherson's,MCP,1.475,+1.5,1.47,1.475,296,1.475,1.45,1.475,1.43,2.56,1.18,17.00,f,1.44,-.16,11.53,24.50,6.0,+2.5,+1.72,,
Merchant House,MHI,.20,-,.19,.20,-,-,-,.20,.20,.20,.135,1.50,,2.15,.29,7.50,3.23,6.2,-,Stdy,,
Quantum Energy,QTM,.006,-,.008,.02,-,-,-,.006,.006,.024,.005,-,,-,.01,-,-.14,-,-,Stdy,,
Shenhua Int'l,SHU,.27,-,.27,.37,-,-,-,.27,.27,.38,.26,2.50,,2.28,.46,9.26,5.70,4.7,-7,-20.59,,
Tamawood,TWD,2.60,-,2.60,2.80,-,-,-,2.60,2.60,2.92,2.07,21.00,f,1.52,.38,8.08,31.93,8.1,-,Stdy,,
Treyo Leisure,TYO,-,-,.02,.19,-,-,-,.105,.105,.17,.084,-,,-,.14,-,1.55,-,-,Stdy,,
TWT Grp,TWT,.028,-,.028,.075,-,-,-,.028,.028,.042,.028,-,,-,.23,-,-4.26,-,-,Stdy,,
UnderCoverWear,UCW,-,-,-,.028,-,-,-,.01,.01,.031,.009,-,,-,-.02,-,-3.06,-,-,Stdy,,
Waterco,WAT,1.05,-5,1.05,1.10,9,1.10,1.05,1.10,1.05,1.225,.90,7.00,f,.89,1.25,6.67,6.21,16.9,-,Stdy,,
Yanghao Int'l,YHL,-,-,-,-,-,-,-,.10,.10,.10,.10,-,,-,-,-,8.61,-,-,Stdy,,
Consumer Services,,
Academies A'asia,AKG,.85,-3.5,.83,.85,749,.90,.85,.90,.82,.90,.49,5.00,f,1.40,.12,5.88,7.01,12.1,+3,+3.66,,
Ainsworth Game Tech,AGI,3.57,-8,3.56,3.59,1179,3.60,3.53,3.66,3.50,4.42,1.90,3.00,,5.00,.51,.84,15.00,23.8,-7,-1.92,,
Allied Consolidated,ABQ,.01,-.1,.01,.012,2020,.011,.01,.012,.008,.255,.008,-,,-,-,-,-2.03,-,+.2,+25.00,,
Ardent Leisure Grp,AAD,1.65,-1,1.645,1.655,10958,1.685,1.65,1.745,1.63,1.87,1.24,11.80,,.32,.75,7.15,3.73,44.2,-10,-5.71,,
