Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,
 XAO 4596.9 at 16:34 29/1/2010  Report at 19:05 Friday 29/1/2010. Processed 19:54 Friday 29/1/2010.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move
Count Financial,COU,1.365,-1,1.32,1.365,1207,1.39,1.34,1.46,1.34,1.60,0.75,7,f,1.09,0.18,5.13,7.6,18.0,-9.0,-6.19
CS GP100 Aust Tr unt,CSJ,0.985,-,0.94,0.98,-,-,-,0.985,0.985,1.05,0.925,2.62,p,-,0.99,2.66,-10.5,-,-,-
Cs100 Emrg Mkt Infra unt,CSU,0.905,0.5,0.905,0.91,500,0.905,0.905,0.905,0.89,0.975,0.87,2.67,,-,0.90,2.95,-8.24,-,0.5,0.56
Diversa Ltd,DVA,0.10,-0.5,0.08,0.125,10,0.105,0.10,0.11,0.10,0.19,0.012,-,,-,0.05,-,-4.9,-,-1.0,-9.09
Diversified United,DUI,3.17,-3,3.14,3.17,358,3.17,3.17,3.33,3.12,3.35,1.945,13,f,-,3.36,4.10,-2.5,-,-12.0,-3.65
Djerriwarrh Invest,DJW,4.42,-28,4.41,4.42,1411,4.60,4.35,4.85,4.35,4.85,2.95,26,f,-,4.06,5.88,-14.11,-,-34.0,-7.14
DKN Financial Grp,DKN,0.70,-2,0.72,0.76,23006,0.72,0.70,0.75,0.70,0.79,0.30,2,f,-,0.07,2.86,-8.28,-,-5.0,-6.67
Emerging Leaders,ELI,0.85,-2.5,0.85,0.87,447,0.87,0.85,0.90,0.85,0.965,0.45,3.75,f,-,1.15,4.41,-17.75,-,-6.0,-6.59
Energy Ventures,EVE,0.045,-,0.045,0.053,60,0.045,0.045,0.05,0.045,0.095,0.009,-,,-,0.07,-,-1.6,-,-0.5,-10
Equities & Freehldgss,EQF,0.28,1.5,0.25,0.28,636,0.28,0.265,0.28,0.26,0.31,0.02,-,,-,0.23,-,-26.4,-,2.0,7.69
Everest Financial,EFG,0.058,-,0.058,0.066,11,0.058,0.058,0.061,0.058,0.085,0.048,-,,-,0.09,-,-69.97,-,-0.5,-7.94
Excela Ltd,EXA,-,-,0.55,0.63,-,-,-,0.58,0.58,0.63,0.425,-,,-,0.65,-,-39,-,-,-
Fat Prophets,FAT,0.93,-,0.92,0.95,100,0.93,0.93,0.95,0.93,0.95,0.525,-,,-,1.20,-,-7.2,-,-2.0,-2.11
Fiducian Portfolio,FPS,1.55,8,1.47,1.55,30,1.55,1.49,1.55,1.47,1.75,0.912,6.75,f,1.49,0.31,4.35,10.09,15.4,5.0,3.33
FSA Grp Ltd,FSA,0.375,-1.5,0.375,0.41,2642,0.39,0.375,0.40,0.375,0.465,0.175,-,,-,0.24,-,7.66,4.9,-2.5,-6.25
Global Masters Fund,GFL,0.70,-,0.70,0.80,-,-,-,0.75,0.70,0.81,0.60,-,,-,0.86,-,-0.52,-,-0.5,-0.71
Global Min,GMI,1.14,-5,1.14,1.155,5201,1.18,1.07,1.235,1.07,1.32,0.67,-,,-,1.42,-,-34.05,-,-9.0,-7.32
Global Resource,GRF,1.73,-,1.73,2.00,75,1.73,1.73,1.73,1.73,1.73,1.60,-,,-,-,-,-,-,-,-
Grandbridge Ltd,GBA,0.125,-,0.11,0.135,245,0.125,0.125,0.14,0.125,0.23,0.02,-,,-,0.09,-,-0.39,-,-1.5,-10.71
Hastings High Yld unt,HHY,1.33,-3,1.325,1.36,745,1.37,1.33,1.39,1.33,1.44,0.85,17.01,,0.73,1.88,12.79,12.4,10.7,-1.0,-0.75
HFA Accelerator Plus,HAP,0.28,-,0.28,0.29,936,0.28,0.28,0.285,0.28,0.33,0.068,-,,-,0.46,-,-79.25,-,-0.5,-1.75
Hillcrest Litigat,HLS,0.09,-,0.076,0.10,-,-,-,0.09,0.09,0.11,0.065,-,,-,0.09,-,2.59,3.5,-,-
Hunter Hall Global,HHV,0.83,0.5,0.83,0.845,2431,0.855,0.825,0.86,0.82,0.86,0.48,-,,-,1.03,-,-17.56,-,-1.0,-1.19
Hyperion Flagship,HIP,1.44,-6,1.42,1.46,433,1.46,1.44,1.50,1.44,1.50,1.00,8.5,f,-,1.57,5.90,-2.42,-,-6.0,-4
IFC Capital Ltd,IFC,0.145,-,0.105,0.135,-,-,-,0.145,0.145,0.15,0.02,-,,-,0.10,-,-10.9,-,-,-
IMF (Aust) Ltd,IMF,1.64,0.5,1.62,1.65,3048,1.68,1.62,1.68,1.605,1.98,0.95,15,f,1.16,0.27,9.15,17.35,9.5,-2.0,-1.2
India Equities Fund,INE,0.47,1.5,0.45,0.47,1401,0.47,0.45,0.48,0.42,0.597,0.222,-,,-,0.73,-,-16.95,-,-1.0,-2.08
  opt aug10,INEO,0.105,-,0.081,0.105,102,0.105,0.105,0.115,0.10,0.18,0.085,-,,-,-,-,-,-,-1.0,-8.7
ING Private Equity,IPE,0.30,-,0.275,0.305,3550,0.30,0.28,0.305,0.28,0.315,0.154,-,,-,0.49,-,-20.18,-,0.5,1.69
Integrated Res,IRG,0.013,-0.2,0.013,0.014,41405,0.015,0.013,0.018,0.013,0.033,0.002,-,,-,-,-,-0.17,-,-0.2,-13.33
Investorfirst Ltd,INQ,0.099,-0.6,0.099,0.10,1000,0.10,0.099,0.11,0.099,0.15,0.05,-,,-,0.04,-,-1.23,-,-1.1,-10
Ipernica Ltd,IPR,0.15,-1,0.145,0.15,10003,0.155,0.145,0.165,0.145,0.18,0.043,-,,-,0.05,-,-1.56,-,-1.5,-9.09
Ironbark Capital,IBC,0.44,-,0.445,0.47,-,-,-,0.46,0.44,0.50,0.35,2.5,f,-,0.54,5.68,-2.5,-,-2.0,-4.35
K2 Asset Mgmt,KAM,0.755,-2,0.72,0.745,228,0.755,0.755,0.82,0.755,0.87,0.10,-,,-,0.03,-,0.96,78.6,-6.5,-7.93
Katana Capital,KAT,0.755,-,0.74,0.77,-,-,-,0.755,0.755,0.85,0.35,0.5,f,-,1.01,0.66,-18.53,-,-,-
Keybridge Capital,KBC,0.11,-0.5,0.105,0.11,31904,0.11,0.11,0.12,0.11,0.165,0.063,-,,-,0.62,-,-75.05,-,-0.5,-4.35
London City Equities,LCE,0.43,-,0.43,-,-,-,-,0.43,0.43,0.51,0.39,1,f,1.08,0.54,2.33,1.08,39.8,-,-
Luminus Systems,LSL,0.012,-,0.012,0.05,-,-,-,0.012,0.012,0.03,0.005,-,,-,-,-,-39.79,-,-,-
Macq Winton ord unt,MWG,1.28,-,1.05,1.28,-,-,-,1.28,1.28,1.28,1.08,-,,-,1.27,-,-4.23,-,-,-
Magellan Fin Grp,MFG,0.885,-,0.855,0.88,650,0.885,0.88,0.885,0.85,0.95,0.32,-,,-,0.66,-,-8.5,-,1.5,1.72
  opt jun11,MFGOB,0.05,-,0.051,-,-,-,-,0.05,0.05,0.105,0.05,-,,-,-,-,-,-,-,-
  opt jun16,MFGOC,0.081,-,0.11,-,-,-,-,0.081,0.081,0.15,0.011,-,,-,-,-,-,-,-,-
Magellan Flagship,MFF,0.63,-1,0.625,0.63,2914,0.64,0.63,0.645,0.63,0.68,0.40,-,,-,0.75,-,-3.96,-,-,-
Mariner Corp Ltd,MCX,0.01,-,0.008,0.01,1139,0.01,0.008,0.01,0.008,0.019,0.005,-,,-,0.01,-,-25,-,-,-
MAX Tr unt,MXQ,0.069,0.7,0.062,0.068,20,0.069,0.069,0.069,0.062,0.09,0.002,-,,-,0.25,-,-45.1,-,0.3,4.55
Milton Corp,MLT,18.54,-32,18.54,18.80,168,18.80,18.54,18.96,18.54,19.40,12.00,70,f,0.82,18.37,3.78,57.7,32.1,-36.0,-1.9
Mirrabooka Invest,MIR,2.08,-2,2.10,2.14,1658,2.15,2.07,2.15,2.06,2.28,1.14,10,f,-,1.88,4.81,-6.9,-,-2.0,-0.95
MMC Contrarian,MMA,0.465,-,0.465,0.48,916,0.465,0.465,0.48,0.46,0.505,0.34,-,,-,5.68,-,-2.7,-,-1.5,-3.12
Money3 Corp,MNY,0.53,-,-,0.53,-,-,-,0.53,0.53,0.60,0.39,3.3,f,1.06,0.28,6.23,3.51,15.1,-,-
Multi Channel,MUT,0.004,-,0.003,0.004,-,-,-,0.004,0.004,0.025,0.001,-,,-,-0.07,-,-43.28,-,-,-
Murchison Hldgs,MCH,0.65,-,0.60,0.65,-,-,-,0.65,0.65,0.95,0.52,-,,-,1.34,-,9.67,6.7,-,-
  opt may10,MCHOA,0.001,-,-,-,-,-,-,0.001,0.001,0.001,0.001,-,,-,-,-,-,-,-,-
NSX Ltd,NSX,0.18,-3,0.17,0.19,150,0.18,0.18,0.21,0.18,0.289,0.144,-,,-,0.05,-,-20.48,-,-3.0,-14.29
Oncard Intl,ONC,0.12,-2,0.125,0.15,500,0.14,0.12,0.145,0.12,0.24,0.081,-,,-,-,-,2.8,4.3,-2.5,-17.24
Orchid Capital,ORC,0.025,-,0.017,0.034,-,-,-,0.025,0.025,0.03,0.003,-,,-,0.01,-,-0.51,-,-,-
  opt feb12,ORCOA,0.005,-,0.005,0.02,-,-,-,0.005,0.005,0.005,0.001,-,,-,-,-,-,-,-,-
Orion Equities,OEQ,0.52,-,0.52,0.59,-,-,-,0.52,0.52,0.64,0.35,-,,-,1.48,-,-67.3,-,-,-
Over Fifty Grp,OFG,0.68,1.5,0.635,0.695,1010,0.695,0.68,0.70,0.62,1.09,0.26,-,,-,0.43,-,-21.34,-,-2.0,-2.86
Ozgrowth Ltd,OZG,0.16,-1,0.155,0.16,3809,0.17,0.16,0.17,0.16,0.175,0.09,0.3,f,-,0.23,1.88,-0.95,-,-0.5,-3.03
Peters MacGregor,PET,0.60,-,0.625,0.65,-,-,-,0.675,0.60,0.68,0.455,-,,-,0.94,-,-12.77,-,-7.5,-11.11
Plan B Grp Hld,PLB,0.78,-,0.74,0.78,169,0.78,0.74,0.78,0.74,0.82,0.45,2.3,f,0.56,0.06,2.95,1.28,60.9,-,-
Platinum Capital,PMC,1.61,-2.5,1.63,1.66,970,1.66,1.61,1.66,1.605,1.85,1.12,10,f,1.47,1.38,6.21,14.74,10.9,1.0,0.63
Premium Investors,PRV,0.70,-,0.69,0.715,-,-,-,0.72,0.70,0.93,0.41,3.5,f,-,0.97,5.00,-17.65,-,-3.5,-4.76
Prime Financial,PFG,0.315,-,0.275,0.315,-,-,-,0.315,0.26,0.34,0.065,-,,-,0.14,-,0.8,39.4,3.5,12.5
Public Hldgs,PHA,0.05,-,0.05,-,-,-,-,0.05,0.05,0.07,0.03,-,,-,0.18,-,-4.71,-,-,-
Quest Invest,QST,0.14,-,0.095,0.096,-,-,-,0.14,0.14,0.145,0.08,-,,-,0.20,-,8.7,1.6,-,-
  opt jun10,QSTOA,0.001,-,-,0.001,-,-,-,0.001,0.001,0.001,0.001,-,,-,-,-,-,-,-,-
Questus Ltd,QSS,0.08,-,-,0.105,-,-,-,0.08,0.08,0.153,0.05,-,,-,0.15,-,1.2,6.7,-,-
Redcape Prop Grp stpld,RPF,0.29,-,0.28,0.29,-,-,-,0.295,0.28,0.415,0.175,4,,-,-,13.79,-118.12,-,-0.5,-1.69
RIMCapital Ltd,RMC,0.032,-,0.026,0.032,-,-,-,0.032,0.032,0.25,0.03,-,,-,0.03,-,-10.88,-,-,-
Robe Aust Ltd,ROB,0.011,-,0.012,0.014,-,-,-,0.012,0.011,0.06,0.01,-,,-,-,-,-24.86,-,-,-
Souls Private Equity,SOE,0.11,-,0.11,0.115,2076,0.11,0.105,0.115,0.105,0.12,0.068,-,,-,0.19,-,-3.79,-,-0.5,-4.35
Strategic Pooled,SPD,0.145,-,0.135,0.145,-,-,-,0.145,0.145,0.21,0.10,-,,-,0.15,-,-2.88,-,-,-
Sunvest Corp,SVS,0.275,-,0.275,0.30,-,-,-,0.275,0.275,0.50,0.15,-,,-,0.41,-,-4.95,-,-,-
Sylvastate Ltd,SYL,3.81,-,3.81,3.95,-,-,-,3.90,3.81,4.09,2.52,21,f,0.15,4.00,5.51,3.12,122.1,-9.0,-2.31
Tag Pacific Ltd,TAG,0.225,-,0.225,0.235,-,-,-,0.225,0.225,0.27,0.12,0.75,f,2.27,0.32,3.33,1.7,13.2,-,-
Templeton Global,TGG,0.83,1,0.825,0.85,476,0.835,0.82,0.855,0.82,0.885,0.63,-,,-,1.02,-,-13.7,-,-0.5,-0.6
Thinksmart Ltd,TSM,0.91,-1,0.91,0.93,1708,0.91,0.88,0.935,0.88,0.96,0.15,3,f,1.21,0.09,3.30,3.64,25.0,-2.5,-2.67
Tidewater Invest,TDI,0.29,-,0.27,0.31,-,-,-,0.29,0.29,0.32,0.14,-,,-,0.19,-,-19.9,-,-,-
Tooth & Co,TTH,0.012,-,0.016,0.029,-,-,-,0.012,0.012,0.03,0.01,-,,-,-,-,0.66,1.8,-,-
Tranzact Fin Service,TFS,0.15,-,0.15,0.16,100,0.15,0.15,0.15,0.15,0.215,0.12,0.35,f,4.57,0.07,2.33,1.6,9.4,-,-
  opt apr10,TFSO,0.018,-,0.001,0.005,-,-,-,0.018,0.018,0.018,0.018,-,,-,-,-,-,-,-,-
Trojan Equity,TJN,0.45,-,0.45,0.46,-,-,-,0.465,0.45,0.465,0.168,-,,-,0.57,-,-32.9,-,-1.5,-3.23
Van Eyk Three Pillar,VTP,0.84,-,0.835,0.86,338,0.845,0.815,0.935,0.815,0.94,0.585,2.5,f,-,1.08,2.98,-14.6,-,-9.5,-10.16
Verus Invest,VIL,0.045,-0.1,0.044,0.045,472255,0.046,0.042,0.052,0.039,0.052,0.001,-,,-,-,-,-0.55,-,0.8,21.62
  opt jun10,VILO,0.008,-,0.007,0.008,43123,0.008,0.007,0.009,0.007,0.012,0.001,-,,-,-,-,-,-,0.1,14.29
Vesture Ltd,VES,0.08,-,0.08,0.086,46984,0.08,0.08,0.08,0.027,0.08,0.006,-,,-,-0.03,-,-13.17,-,5.3,196.3
Wallace Absolute,WAB,0.041,-,0.042,0.054,3000,0.041,0.041,0.041,0.041,0.145,0.038,-,,-,0.05,-,-70.45,-,-,-
WAM Active Ltd,WAA,1.04,1,1.03,1.07,374,1.045,1.03,1.05,1.03,1.07,0.61,5,f,0.83,1.25,4.81,4.16,25.0,-,-
WAM Capital Ltd,WAM,1.30,-1,1.295,1.30,981,1.315,1.29,1.33,1.28,1.355,0.71,8,f,-,1.67,6.15,-3.9,-,-3.0,-2.26
Westoz Inv Ltd,WIC,1.10,-,1.05,1.09,-,-,-,1.10,1.08,1.20,1.00,-,f,-,-,-,-,-,-,-
  opt jun12,WICO,0.10,-,0.10,0.175,-,-,-,0.10,0.10,0.25,0.10,-,,-,-,-,-,-,-,-
Whitefield Ltd,WHF,3.28,-2,3.28,3.32,12,3.28,3.28,3.39,3.27,3.63,1.95,17,f,0.30,3.58,5.18,5.09,64.4,-10.0,-2.96
  8% cum pf,WHFPA,1.345,-,-,-,-,-,-,1.345,1.345,1.345,1.345,8,,-,-,5.95,-,-,-,-
Wilson Invest,WIL,0.71,-1,0.71,0.725,1437,0.72,0.70,0.75,0.70,0.805,0.405,4,f,0.40,0.97,5.63,1.61,44.1,-5.5,-7.19
INDUSTRY: Diversified Financials - Multi-Sector Holdings,,,,,,,,,,,,,,,,,,,,,
Gowing Bros Ltd,GOW,2.50,-2,2.50,2.55,90,2.52,2.50,2.55,2.50,2.811,2.102,10,f,1.47,3.23,4.00,14.66,17.1,-5.0,-1.96
Guinness Peat cdi,GPG,0.67,-1,0.67,0.69,609,0.68,0.67,0.70,0.67,0.75,0.359,2.1,,-,0.86,3.13,-4.04,-,-5.0,-6.94
Soul Pattinson,SOL,13.65,-22,13.65,13.74,230,13.85,13.55,14.50,13.55,14.50,7.018,32,f,14.57,10.91,2.34,466.25,2.9,-10.0,-0.73
INDUSTRY: 0 - Capital Markets,,,,,,,,,,,,,,,,,,,,,
Bell Financial Grp,BFG,1.13,-10.5,1.13,1.22,1012,1.205,1.13,1.235,1.13,1.40,0.37,4,f,1.23,0.27,3.54,4.9,23.1,-9.5,-7.76
BT Invest Mngmnt,BTT,3.07,-1,3.07,3.10,559,3.08,3.05,3.08,3.05,3.34,1.02,7.9,f,1.01,0.22,2.57,7.95,38.6,-,-
CI Res Ltd,CII,0.88,-,0.82,0.90,500,0.88,0.88,0.88,0.88,1.05,0.70,-,,-,0.44,-,24.19,3.6,-,-
CVC Ltd,CVC,0.75,-2,0.76,0.80,560,0.79,0.75,0.79,0.75,0.82,0.33,-,,-,1.11,-,-44.52,-,-5.0,-6.25
Equity Tr,EQT,19.20,-10,19.30,19.35,50,19.21,19.20,19.30,19.11,19.50,11.90,110,f,0.90,2.66,5.73,98.45,19.5,10.0,0.52
Euroz Ltd,EZL,1.35,-5,1.35,1.38,515,1.40,1.35,1.40,1.35,1.69,0.50,8.5,f,0.95,-,6.30,8.07,16.7,-9.0,-6.25
  opt mar14,EZLO,0.76,-,0.76,0.79,15,0.76,0.76,0.76,0.76,0.91,0.029,-,,-,-,-,-,-,-,-
Henderson Grp cdi 1:1,HGG,2.23,-,2.16,2.24,20220,2.25,2.20,2.28,2.20,2.67,1.34,12.15,,-,-0.22,5.45,-0.17,-,-10.0,-4.29
HFA Hldgs Ltd,HFA,0.245,-1,0.245,0.25,11782,0.25,0.245,0.26,0.245,0.43,0.054,-,,-,-0.24,-,-124.64,-,-1.5,-5.77
Hunter Hall Intl,HHL,6.80,-48,6.80,6.97,256,7.42,6.80,7.50,6.80,7.90,2.61,45,f,0.64,1.42,6.62,28.96,23.5,-65.0,-8.72
IOOF Hldgs Ltd,IFL,5.75,-10,5.60,5.80,6795,5.91,5.64,6.22,5.64,6.68,2.112,4,f,4.17,0.55,0.70,16.7,34.4,-40.0,-6.5
Macq Grp Ltd,MQG,50.16,-86,50.14,50.20,35089,50.80,50.09,51.71,49.91,58.80,15.00,126,,1.93,23.72,2.51,243.2,20.6,-144.0,-2.79
Oceania Capital,OCP,2.74,-5,2.74,2.79,747,2.80,2.74,2.83,2.74,3.05,1.329,10,p,1.34,4.94,3.65,13.37,20.5,-4.0,-1.44
Perpetual Ltd,PPT,35.05,-262,35.03,35.09,2288,37.60,35.01,38.47,35.01,41.39,21.60,100,f,0.96,3.46,2.85,96,36.5,-367.0,-9.48
Platinum Asset,PTM,5.50,-,5.30,5.50,6477,5.53,5.32,5.53,5.23,6.34,2.90,20,f,1.12,-,3.64,22.49,24.5,4.0,0.73
Snowball Grp,SNO,0.41,-,0.41,0.445,-,-,-,0.41,0.41,0.45,0.31,3,f,1.16,-0.03,7.32,3.47,11.8,-,-
Treasury Grp,TRG,5.80,3,5.76,5.80,144,5.82,5.66,6.20,5.66,6.29,2.29,20,f,1.07,2.16,3.45,21.43,27.1,-35.0,-5.69
Trust Co Ltd,TRU,6.60,10,6.55,6.70,10,6.60,6.60,6.65,6.50,6.70,3.83,39.2,f,0.55,2.29,5.94,21.6,30.6,5.0,0.76
Wilson Htm Invest,WIG,2.05,-,1.95,2.05,167,2.05,2.00,2.05,1.95,2.05,0.60,2,f,1.20,0.64,0.98,2.4,85.4,5.0,2.5
INDUSTRY GROUP: Insurance,,,,,,,,,,,,,,,,,,,,,
AMP Ltd,AMP,6.26,-2,6.24,6.28,89608,6.29,6.20,6.47,6.20,6.97,3.52,30,p,0.99,0.67,4.79,29.6,21.1,-29.0,-4.43
Austbrokers Hldgs,AUB,5.05,5,5.05,5.20,501,5.05,4.94,5.23,4.94,5.65,3.40,20.5,f,1.55,0.88,4.06,31.7,15.9,5.0,1
AXA Asia Pacific,AXA,6.57,-5,6.55,6.61,108703,6.63,6.56,6.64,6.53,6.72,2.52,18.5,p,-,0.96,2.82,-7.39,-,-1.0,-0.15
Calliden Grp,CIX,0.32,1.5,0.305,0.32,593,0.32,0.305,0.32,0.305,0.40,0.29,1.25,,2.75,0.25,3.91,3.44,9.3,1.0,3.23
Insurance Aust Grp,IAG,3.79,-,3.77,3.83,60102,3.84,3.72,3.90,3.72,4.21,2.94,10,f,0.93,1.16,2.64,9.32,40.7,-13.0,-3.32
NIB Hldgs Ltd,NHF,1.28,-0.5,1.285,1.29,1394,1.29,1.265,1.335,1.265,1.45,0.71,7.4,f,0.64,0.71,5.78,4.7,27.2,-5.0,-3.76
QBE Insurance Grp,QBE,22.92,-23,22.90,22.99,39736,23.16,22.80,23.45,22.60,25.70,15.01,127,p,1.68,5.17,5.54,213.9,10.7,-16.0,-0.69
Suncorp-Metway,SUN,8.90,-10,8.89,8.92,59271,9.00,8.87,9.04,8.74,9.59,4.36,40,f,0.79,5.11,4.49,31.62,28.1,-15.0,-1.66
Tower Aust,TAL,2.47,-3,2.45,2.50,7823,2.57,2.44,2.59,2.44,3.35,1.855,5.25,f,2.46,1.00,2.13,12.9,19.1,-15.0,-5.73
Tower Ltd fpo nz,TWR,1.53,-1,1.53,1.635,211,1.535,1.50,1.63,1.50,1.75,0.947,7.07,,2.82,1.20,4.62,19.94,7.7,-2.0,-1.29
SECTOR: Real Estate,,,,,,,,,,,,,,,,,,,,,
INDUSTRY GROUP: Real Estate - Real Estate Investment Trusts,,,,,,,,,,,,,,,,,,,,,
Abacus Prop stpld,ABP,0.39,-0.5,0.385,0.39,41153,0.40,0.385,0.40,0.385,0.48,0.216,5.75,,-,0.62,14.74,-11.81,-,-1.5,-3.7
Agricultural Land unt,AGJ,0.17,-,0.17,-,200,0.17,0.17,0.17,0.17,0.28,0.13,2.42,,-,0.38,14.24,-3.63,-,-,-
ALE Prop Grp stpld,LEP,2.25,-4,2.24,2.26,1632,2.28,2.23,2.34,2.23,2.43,1.416,30,,1.05,3.08,13.33,31.51,7.1,-7.0,-3.02
APN European Retail stpld,AEZ,0.068,-0.6,0.068,0.07,2734,0.073,0.068,0.075,0.066,0.115,0.014,-,,-,0.33,-,-56.84,-,-0.6,-8.11
Ardent Leisure Grp stp,AAD,1.615,-6.5,1.60,1.62,7881,1.685,1.60,1.695,1.60,1.845,0.79,14.3,,-,1.18,8.85,-0.32,-,-8.5,-5
Aspen Grp stpld,APZ,0.475,-0.5,0.475,0.48,2854,0.48,0.475,0.48,0.47,0.575,0.218,5.18,,-,0.68,10.91,-22.53,-,-0.5,-1.04
Astro Jap Prop stp,AJA,0.34,-3.5,0.34,0.345,52527,0.38,0.34,0.405,0.34,0.515,0.16,9,,-,0.93,26.47,-71.94,-,-6.0,-15
Aurora Prop unt,AUP,4.85,-,4.85,5.05,-,-,-,5.20,4.85,5.40,4.35,-,,-,5.28,-,-,-,-20.0,-3.96
Aust Education unt,AEU,0.465,-,0.46,0.465,400,0.465,0.465,0.47,0.445,0.54,0.145,4,,-,1.33,8.60,-21.5,-,2.5,5.68
Bunnings Warehouse unt,BWP,1.77,0.5,1.75,1.77,8346,1.78,1.735,1.78,1.705,1.945,1.492,11.57,,-,1.79,6.54,-3.74,-,3.5,2.02
Carindale Prop unt,CDP,4.30,-,4.22,4.49,123,4.30,4.29,4.30,4.20,4.40,3.15,26.55,,0.66,5.55,6.17,17.45,24.6,-,-
Centro Prop stpld,CNP,0.25,-1,0.245,0.25,32065,0.255,0.245,0.265,0.245,0.52,0.047,31.8,,-,-2.91,127.20,-398.36,-,-0.5,-1.96
Centro Retail stpld,CER,0.16,-1,0.155,0.165,85641,0.17,0.155,0.17,0.155,0.225,0.016,0.37,,-,0.30,2.31,-117.14,-,-1.0,-5.88
CFS Retail Prop unt,CFX,1.87,-2.5,1.86,1.89,71196,1.89,1.85,1.91,1.84,2.12,1.415,12.5,,-,2.02,6.68,-15.27,-,-1.5,-0.8
Challenger Div Pro stpld,CDI,0.465,-1.5,0.46,0.48,17142,0.49,0.46,0.50,0.46,0.53,0.267,6.7,,-,0.88,14.41,-8.69,-,-3.5,-7
Challenger Kenedix ord unt,CKT,1.045,-,-,-,-,-,-,1.05,1.04,1.05,0.16,6.5,,-,2.02,6.22,-36.54,-,0.5,0.48
Challenger Winetr unt,CWT,0.29,0.5,0.285,0.29,866,0.29,0.285,0.29,0.285,0.40,0.215,7.1,,-,0.47,24.48,-14.29,-,-,-
Charter Hall Grp forus,CHC,0.66,0.5,0.66,0.665,14582,0.68,0.635,0.68,0.60,0.745,0.156,4.96,,-,0.71,7.52,-17.98,-,1.5,2.33
Cheviot Kirribilly stpld,CKP,0.125,-,0.13,0.30,-,-,-,0.15,0.125,0.685,0.125,-,,-,1.94,-,-30.24,-,-2.5,-16.67
C'wlth Prop ord unt   ,CPA,0.91,-2.5,0.905,0.92,66777,0.94,0.91,0.945,0.895,1.045,0.67,8.8,,-,1.15,9.67,-31.8,-,-,-
Coonawarra Aust unt,CNR,0.20,-,0.07,0.13,-,-,-,0.20,0.20,0.30,0.15,1.6,,-,-,8.00,-14.9,-,-,-
Cromwell Grp stpld,CMW,0.695,-0.5,0.69,0.695,2750,0.705,0.695,0.72,0.69,0.85,0.385,8,,-,0.76,11.51,-16.1,-,-2.0,-2.8
Dexus Prop Grp stpld,DXS,0.83,-0.5,0.825,0.83,215357,0.845,0.82,0.845,0.805,0.89,0.519,6.15,,-,1.01,7.41,-39.38,-,2.0,2.47
Galileo Japan Tr unt,GJT,0.043,-0.2,0.044,0.047,5900,0.045,0.043,0.049,0.043,0.10,0.017,0.02,,-,0.52,0.47,-62.03,-,-0.3,-6.52
GEO Prop Grp stpld,GPM,0.185,1,0.175,0.185,2371,0.185,0.175,0.185,0.175,0.21,0.065,2,,-,0.35,10.81,-30.8,-,-,-
Goodman Grp forus,GMG,0.585,-2.5,0.585,0.59,501248,0.60,0.585,0.61,0.565,0.717,0.123,9.65,,-,0.84,16.50,-45.4,-,-1.5,-2.5
GPT Grp stpld,GPT,0.57,-,0.57,0.575,829534,0.58,0.565,0.58,0.545,0.712,0.191,5.6,,-,0.71,9.82,-107.6,-,1.5,2.7
Growthpoint Prop stp,GOZ,1.63,-,1.63,1.685,90,1.63,1.63,1.63,1.60,2.10,1.00,3.25,,-,0.34,1.99,-60.7,-,-,-
ING Industrial Fd unt,IIF,0.45,-1,0.445,0.45,91192,0.455,0.44,0.46,0.435,0.603,0.057,5.3,,-,0.96,11.78,-103.8,-,0.5,1.12
ING Office Fd stpld,IOF,0.61,-,0.60,0.61,275553,0.61,0.585,0.615,0.58,0.67,0.184,6.2,,-,0.99,10.16,-49.8,-,1.0,1.67
ING Re Com Grp stpld,ILF,0.098,-0.2,0.098,0.10,7947,0.105,0.098,0.115,0.098,0.15,0.015,1.5,,-,0.40,15.31,-64.4,-,-1.7,-14.78
ING Real Est Hlth unt,IHF,0.74,-,0.71,0.74,-,-,-,0.75,0.66,0.84,0.55,8.17,,-,1.10,11.04,-8.7,-,-0.5,-0.67
ING Real Est Ente unt,IEF,0.19,0.5,0.185,0.195,1761,0.19,0.185,0.195,0.18,0.31,0.12,2.75,,-,0.79,14.47,-31.5,-,-0.5,-2.56
Living & Leisure Grp stpld,LLA,0.023,-,0.023,0.029,-,-,-,0.027,0.023,0.037,0.016,-,,-,0.03,-,-0.58,-,-,-
MacarthurCook PSF unt,MPS,0.105,0.7,0.098,0.105,1431,0.105,0.098,0.11,0.098,0.145,0.046,2.75,,-,0.44,26.19,-34.16,-,-0.5,-4.55
Macarthurcook Ind Pr unt,MIF,0.24,-,0.26,0.28,-,-,-,0.28,0.24,0.31,0.094,2.61,,-,0.64,10.88,-40.86,-,-2.0,-7.69
