  new,IAWN,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
  new 0309,IAWNA,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
Invocare Ltd,IVC,5.85,13,5.77,5.85,1911,5.85,5.74,5.93,5.70,6.48,4.48,24.5,f,1.22,0.35,4.19,29.9,19.6,-5.0,-0.85
Jetset Travelworld,JET,1.33,-,1.335,1.44,45,1.35,1.33,1.38,1.32,1.47,0.55,7,f,1.06,0.10,5.26,7.39,18.0,1.0,0.76
Kip McGrath Edu Cntr,KME,0.38,-,0.30,0.40,-,-,-,0.395,0.375,0.45,0.105,2,f,8.50,-0.09,5.26,17,2.2,0.5,1.33
Macro Corp Ltd,MAC,0.029,-,0.001,-,-,-,-,0.029,0.029,0.04,0.028,-,,-,0.07,-,-0.37,-,-,-
National Leisure,NLG,0.03,0.2,0.029,0.03,3116,0.03,0.028,0.03,0.028,0.03,0.005,-,,-,-0.30,-,0.08,37.5,0.2,7.14
Navitas Ltd,NVT,3.85,-,3.85,3.88,571,3.95,3.81,3.95,3.70,3.95,2.01,14.3,f,1.00,-0.23,3.71,14.3,26.9,14.0,3.77
Newhaven Hotels,NHH,1.88,-,1.88,2.49,-,-,-,1.88,1.88,2.35,1.75,6,f,0.88,1.06,3.19,5.3,35.5,-,-
Ocean Capital,OCE,0.39,-,0.26,0.39,-,-,-,0.39,0.39,0.40,0.24,1.5,f,0.89,0.41,3.85,1.33,29.3,0.5,1.3
Odyssey Gaming,ODG,0.035,-,0.025,0.07,-,-,-,0.035,0.035,0.059,0.017,-,,-,0.06,-,0.24,14.6,-,-
Planet Platinum,PPN,0.25,-,0.18,0.30,-,-,-,0.25,0.25,0.30,0.08,2.06,f,0.97,0.20,8.24,2,12.5,-,-
Qld Trustees Invest,QTI,0.46,-,0.45,0.59,-,-,-,0.46,0.44,0.475,0.37,-,,-,0.79,-,1.3,35.4,2.0,4.55
Reef Casino Tr unt,RCT,2.00,-,2.00,2.05,-,-,-,2.00,2.00,2.20,1.65,24.5,,0.04,2.64,12.25,1.1,181.8,-,-
Retail Food Grp,RFG,2.48,7,2.42,2.50,245,2.49,2.43,2.55,2.40,2.90,0.80,9.25,f,2.56,-0.86,3.73,23.7,10.5,-14.0,-5.34
Sino Strategic Intl,SSI,0.65,-,0.565,0.65,-,-,-,0.66,0.65,0.92,0.33,-,,-,-0.04,-,-70,-,-1.0,-1.52
Sky City Entertain,SKC,2.69,-3,2.66,2.70,133,2.72,2.69,2.79,2.65,2.89,1.90,5.44,,3.46,0.47,2.02,18.83,14.3,-7.0,-2.54
Slater & Gordon,SGH,1.63,0.5,1.63,1.65,8294,1.63,1.59,1.63,1.55,1.82,1.27,4.25,f,3.74,0.80,2.61,15.9,10.3,6.0,3.82
Tabcorp Hldgs Ltd,TAH,6.99,-7,6.98,7.01,31663,7.09,6.93,7.12,6.93,7.70,6.05,65,f,1.43,-0.02,9.30,93.2,7.5,-16.0,-2.24
Tatts Grp Ltd,TTS,2.40,-,2.39,2.40,42025,2.43,2.38,2.47,2.37,2.97,2.30,21,f,1.04,-0.56,8.75,21.9,11.0,-8.0,-3.23
Transmetro Corp,TCO,0.70,-,0.55,-,-,-,-,0.70,0.70,0.87,0.67,3,f,3.97,1.17,4.29,11.9,5.9,-,-
Viagold Capital,VIA,0.07,-,0.07,-,-,-,-,0.07,0.07,1.30,0.046,-,,-,0.16,-,-70,-,-,-
Webjet Ltd,WEB,1.855,-2.5,1.855,1.885,7799,1.91,1.85,1.935,1.77,2.00,0.853,5.5,f,1.86,0.38,2.96,10.24,18.1,-2.5,-1.33
INDUSTRY GROUP: Media,,,,,,,,,,,,,,,,,,,,,
Adcorp Aust,AAU,0.295,-,0.285,0.295,80,0.295,0.295,0.305,0.27,0.345,0.165,1,,0.45,0.08,3.39,0.45,65.6,-1.0,-3.28
Amalgamated Hldgs,AHD,5.80,-35,5.71,6.15,388,6.15,5.52,6.49,5.52,6.49,3.81,32,f,1.67,4.48,5.52,53.5,10.8,-17.0,-2.85
  rts23novd,AHDR,1.65,-,1.40,1.65,6,1.65,1.65,-,-,-,-,-,,-,-,-,-,-,-,-
APN News & Media,APN,2.21,1,2.15,2.25,22706,2.25,2.18,2.32,2.16,2.998,0.866,12,,-,-1.23,5.43,-13.1,-,-5.0,-2.21
Aspermont Ltd,ASP,0.14,-,0.15,0.20,-,-,-,0.155,0.14,0.271,0.14,0.13,,-,-0.06,0.93,-0.22,-,-1.0,-6.67
Austar United,AUN,1.285,-1.5,1.27,1.295,16639,1.325,1.28,1.34,1.23,1.39,0.60,-,,-,-0.33,-,-2.4,-,-2.5,-1.91
Austereo Grp Ltd,AEO,1.49,-1,1.46,1.50,41458,1.50,1.46,1.50,1.425,1.74,1.02,9.1,f,1.32,-0.01,6.11,11.98,12.4,-,-
Beyond Intl,BYI,0.62,-,0.62,0.85,322,0.62,0.62,0.66,0.62,0.66,0.50,5,,1.46,0.42,8.06,7.28,8.5,-4.0,-6.06
Brisbane Broncos,BBL,0.32,-,0.32,0.40,-,-,-,0.32,0.32,0.40,0.21,-,,-,0.12,-,1.42,22.5,-,-
BSA Ltd,BSA,0.245,-,0.245,0.255,550,0.245,0.245,0.25,0.24,0.27,0.091,2,f,2.00,0.03,8.16,4.01,6.1,-0.5,-2
Commstrat Ltd,COJ,0.006,-,0.004,0.01,-,-,-,0.006,0.006,0.008,0.003,-,,-,-,-,0.02,30.0,-,-
Consolidated Media,CMJ,2.98,1,2.96,3.00,13978,3.00,2.95,3.05,2.94,3.44,1.71,16.5,,3.75,0.66,5.54,61.91,4.8,-7.0,-2.3
Facilitate Digital,FAC,0.068,-,0.061,0.125,-,-,-,0.068,0.068,0.15,0.01,-,,-,0.01,-,-7.71,-,-,-
Fairfax Media Ltd,FXJ,1.605,2,1.605,1.61,94016,1.645,1.605,1.645,1.52,1.818,0.795,2,,-,-0.37,1.25,-21.6,-,-0.5,-0.31
Hyro Ltd,HYO,0.033,0.2,0.033,0.034,2344,0.033,0.032,0.033,0.031,0.044,0.01,-,,-,-0.05,-,-5.38,-,-0.2,-5.71
Infochoice Ltd,ICH,0.485,-,-,0.475,-,-,-,0.485,0.485,0.485,0.485,-,,-,0.02,-,-7.22,-,-,-
IPGA Ltd,IPP,0.10,-,0.071,0.13,-,-,-,0.10,0.10,0.17,0.07,-,,-,-,-,-1.53,-,-,-
Macq Media stpld,MMG,1.87,2,1.78,1.87,11559,1.87,1.78,1.87,1.63,2.066,0.413,7.7,,-,-2.66,4.12,-40.3,-,2.0,1.08
Macq Radio,MRN,0.55,5,0.52,0.59,399,0.55,0.55,0.55,0.50,0.55,0.17,1.5,,0.03,-0.03,2.73,0.04,1375.0,4.0,7.84
MCM Entertainment Gr,MEG,0.165,-,0.165,0.17,-,-,-,0.165,0.165,0.20,0.06,-,,-,0.03,-,0.03,550.0,-,-
Media Grp Int Ltd,MUI,0.024,-,0.022,0.024,15778,0.025,0.023,0.025,0.019,0.25,0.019,-,,-,-0.08,-,-3.74,-,-,-
Mitchell Comms,MCU,0.88,1,0.88,0.885,1143,0.885,0.86,0.885,0.85,0.95,0.33,4,f,1.65,-0.22,4.55,6.6,13.3,-,-
News Corp b voting,NWS,15.41,-12,15.38,15.48,20853,15.51,15.27,15.84,14.90,16.64,8.93,5.14,,14.51,-0.04,0.33,74.58,20.7,6.0,0.39
  a nonvote,NWSLV,13.15,-25,13.00,13.89,6741,13.20,13.02,13.55,12.65,14.23,7.86,13.73,,-,-,1.04,-,-,-6.0,-0.45
Oohmedia Grp Ltd,OOH,0.12,-,0.08,0.11,-,-,-,0.12,0.12,0.14,0.06,-,,-,-0.10,-,1.17,10.3,-,-
Pac Star Net,PNW,0.032,-,0.029,0.035,-,-,-,0.04,0.032,0.04,0.023,-,,-,0.01,-,0.06,53.3,-0.8,-20
Palamedia Ltd,PMX,0.007,-,0.007,0.01,-,-,-,0.009,0.007,0.02,0.005,-,,-,-,-,-0.26,-,-,-
Photon Grp Ltd,PGA,1.74,0.5,1.735,1.74,1166,1.76,1.70,1.79,1.67,2.182,0.655,12.5,f,1.69,-0.03,7.18,21.08,8.3,-5.5,-3.06
Prime Media Grp,PRT,0.75,-3,0.75,0.77,576,0.785,0.75,0.805,0.75,1.544,0.441,3,f,-,-0.22,4.00,-24.5,-,-5.0,-6.25
Q Ltd,QXQ,0.105,-1.5,0.105,0.12,642,0.11,0.105,0.135,0.105,0.394,0.003,-,,-,-0.23,-,4.1,2.6,-3.0,-22.22
REA Grp,REA,8.52,22,8.50,8.52,201,8.73,8.29,8.73,7.50,8.73,2.95,10,f,0.07,0.30,1.17,0.74,1151.4,32.0,3.9
Real Brand Hldgs,RBH,0.041,0.5,0.035,0.041,4200,0.041,0.035,0.041,0.035,0.075,0.02,-,,-,0.01,-,-0.28,-,0.1,2.5
Seven Network   ,SEV,6.35,-5,6.34,6.43,5192,6.45,6.30,6.52,6.10,7.24,5.01,34,f,0.19,7.27,5.35,6.38,99.5,-12.0,-1.85
Sky Net fpo nz,SKT,3.90,-,3.79,3.90,45,-,-,3.90,3.85,4.05,2.76,11.48,,1.59,0.50,2.94,18.27,21.3,5.0,1.3
STW Comms,SGN,0.74,-0.5,0.735,0.74,4869,0.75,0.715,0.83,0.715,0.95,0.284,4.7,f,1.73,-0.15,6.35,8.15,9.1,-10.0,-11.9
Ten Network Hldgs,TEN,1.515,3,1.48,1.515,66978,1.535,1.495,1.545,1.48,1.62,0.615,5.5,f,-,-0.35,3.63,-9.62,-,-2.5,-1.62
TPL Corp Ltd,TPL,0.02,0.4,0.02,0.021,397901,0.023,0.014,0.023,0.009,0.023,0.002,-,,-,-,-,-0.06,-,0.8,66.67
Two Way Ltd,TTV,0.061,-0.1,0.061,0.064,2170,0.062,0.061,0.066,0.056,0.078,0.015,-,,-,0.02,-,-3.1,-,-0.8,-11.59
Village Roadshow,VRL,1.90,0.5,1.865,1.93,2033,1.90,1.87,1.92,1.75,1.93,0.77,9.75,f,-,-1.18,5.13,-2.17,-,15.0,8.57
  'a' pref,VRLPA,1.78,-1,1.775,1.78,1270,1.825,1.775,1.825,1.685,1.825,0.49,12.75,,-,-,7.16,-,-,3.0,1.71
WAG Ltd,WAG,0.007,-,0.007,0.008,-,-,-,0.007,0.007,0.011,0.002,-,,-,-,-,-0.12,-,-,-
West Aust News,WAN,7.81,-,7.71,7.89,6326,7.87,7.72,8.08,7.03,8.26,3.62,33,f,1.28,-,4.23,42.1,18.6,33.0,4.41
World Wide Ent Grp,WWG,0.20,-,0.18,0.20,-,-,-,0.20,0.16,0.25,0.125,-,,-,0.31,-,2,10.0,4.0,25
INDUSTRY GROUP: Retailing,,,,,,,,,,,,,,,,,,,,,
Adtrans Grp,ADG,3.22,-,3.22,3.70,-,-,-,3.22,3.16,3.22,1.65,16,f,1.74,2.37,4.97,27.9,11.5,4.0,1.26
Adultshop Com,ASC,0.009,-,0.009,0.01,5747,0.009,0.009,0.009,0.008,0.012,0.003,-,,-,0.04,-,-0.28,-,-,-
  opt dec11,ASCO,0.002,-,0.002,0.003,-,-,-,0.002,0.002,0.002,0.002,-,,-,-,-,-,-,-,-
Allomak Ltd,AMA,0.068,0.3,0.062,0.068,674,0.068,0.062,0.068,0.062,0.078,0.017,2.1,,-,-0.23,30.88,-43.5,-,0.3,4.62
AP Eagers Ltd,APE,10.15,-,10.15,10.70,-,-,-,10.30,10.15,10.80,4.45,44,f,0.82,8.41,4.33,36.1,28.1,-15.0,-1.46
ARB Corp,ARP,5.60,42,5.51,5.60,4582,5.60,5.28,5.60,5.10,5.60,2.55,16.5,f,2.05,1.22,2.95,33.86,16.5,35.0,6.67
Automotive Hldgs,AHE,2.15,-,2.14,2.20,2641,2.20,2.02,2.20,2.02,2.40,0.42,14,f,-,0.69,6.51,-,-,-3.0,-1.38
Beyond Sportswear,BSI,0.022,-,0.022,0.024,1000,0.022,0.022,0.022,0.02,0.049,0.007,-,,-,-0.01,-,-0.23,-,0.2,10
Breville Grp Ltd,BRG,2.22,2,2.13,2.22,7,2.22,2.22,2.26,2.13,2.45,0.465,5.5,,1.65,0.49,2.48,9.08,24.4,-3.0,-1.33
Cash Convert ord/div   ,CCV,0.545,0.5,0.535,0.545,1894,0.545,0.535,0.55,0.515,0.64,0.22,3,f,2.26,0.09,5.50,6.77,8.1,-1.5,-2.68
Cheviot Bridge,CVB,0.05,-,0.05,0.065,-,-,-,0.05,0.05,0.07,0.01,-,,-,-,-,0.97,5.2,-,-
Clive Peeters,CPR,0.62,-3,0.62,0.64,92,0.65,0.62,0.65,0.585,0.74,0.056,1.5,,-,0.27,2.42,-7.1,-,1.0,1.64
Country Road Ltd,CTY,3.24,-,3.30,-,-,-,-,3.24,3.24,3.53,3.10,13.32,f,1.70,0.92,4.11,22.66,14.3,-,-
Danks Hldgs,DKS,12.90,-,13.01,13.40,-,-,-,12.90,12.90,14.00,4.50,75,f,1.44,-,5.81,108.1,11.9,-54.0,-4.02
David Jones Ltd,DJS,5.47,28,5.44,5.48,29441,5.48,5.26,5.48,5.06,5.94,2.02,28,f,1.13,1.16,5.12,31.5,17.4,11.0,2.05
Fantastic Hldgs,FAN,4.05,-,3.95,4.09,863,4.05,3.95,4.08,3.93,4.25,1.57,9.5,f,2.04,0.72,2.35,19.37,20.9,5.0,1.25
Harvey Norman,HVN,4.11,11,4.11,4.14,30418,4.17,4.04,4.17,3.79,4.85,1.805,11,f,1.83,2.01,2.68,20.18,20.4,12.0,3.01
Hire Intelligence,HII,0.155,-,0.15,0.155,-,-,-,0.155,0.145,0.20,0.14,1,f,1.25,0.12,6.45,1.25,12.4,1.0,6.9
JB Hi-Fi Ltd,JBH,21.00,20,20.85,21.05,7257,21.19,20.85,21.19,19.94,22.43,6.87,44,f,2.01,1.21,2.10,88.26,23.8,20.0,0.96
Joyce Corp,JYC,0.50,-,0.45,0.50,-,-,-,0.50,0.495,0.72,0.37,4.5,,-,0.69,9.00,-6.54,-,0.5,1.01
Manaccom Corp Ltd,MNL,0.50,-,0.51,0.54,-,-,-,0.50,0.475,0.55,0.12,1.5,f,4.60,0.03,3.00,6.9,7.2,-,-
Myer Hldgs Ltd def,MYR,3.77,1,3.77,3.78,78247,3.84,3.75,3.93,3.70,3.93,3.70,-,,-,-,-,-,-,-,-
Nick Scali Ltd,NCK,1.27,-,1.27,1.37,200,1.27,1.27,1.27,1.27,1.39,0.38,6,f,0.98,0.20,4.72,5.9,21.5,-,-
Noni B Ltd,NBL,1.19,-6,1.19,1.22,15,1.19,1.19,1.26,1.18,1.30,0.70,2,,3.55,0.32,1.68,7.1,16.8,-9.0,-7.03
Orotongrp Ltd,ORL,5.99,-,5.95,5.99,68,5.99,5.95,5.99,5.85,6.10,1.984,38,f,1.26,0.63,6.34,47.7,12.6,-,-
Pac Brands,PBG,1.24,1.5,1.23,1.245,26144,1.255,1.23,1.29,1.205,1.52,0.127,8.5,,-,-0.06,6.85,-39.9,-,-8.5,-6.42
Premier Invest,PMV,8.00,-,7.93,8.00,3334,8.03,7.86,8.25,7.79,8.592,2.848,35,f,1.78,2.07,4.38,62.44,12.8,-18.0,-2.2
Quickflix Ltd,QFX,0.07,-,0.065,0.07,-,-,-,0.07,0.065,0.079,0.01,-,,-,-,-,-1.86,-,0.5,7.69
RCG Corp Ltd,RCG,0.51,1.5,0.51,0.52,2089,0.52,0.50,0.52,0.48,0.52,0.166,1.5,f,1.77,0.11,2.94,2.66,19.2,2.0,4.08
Ruralco Hldgs,RHL,2.45,-,2.40,2.45,-,-,-,2.50,2.40,3.702,1.72,19,f,1.29,1.69,7.76,24.43,10.0,5.0,2.08
Specialty Fashion,SFH,1.125,-1.5,1.10,1.13,2314,1.14,1.10,1.19,1.10,1.25,0.175,2,,5.90,0.10,1.78,11.8,9.5,-4.5,-3.85
Super Cheap Auto ,SUL,5.21,-15,5.18,5.37,1781,5.39,5.21,5.39,5.19,5.95,1.90,18,f,1.68,0.69,3.45,30.2,17.3,-9.0,-1.7
The Reject Shop,TRS,13.02,30,12.90,13.10,483,13.10,12.72,13.10,12.62,14.30,8.94,55,f,1.34,1.53,4.22,73.6,17.7,-,-
Thorn Grp Ltd,TGA,0.915,-,0.915,0.93,2228,0.93,0.915,0.945,0.905,0.99,0.385,4.79,f,2.01,0.42,5.23,9.61,9.5,-1.0,-1.08
TVN Corp Ltd,TVN,0.006,-,0.006,0.009,-,-,-,0.006,0.005,0.011,0.002,-,,-,-,-,-0.19,-,0.1,20
Vita Grp Ltd,VTG,0.295,-,0.29,0.30,-,-,-,0.295,0.27,0.345,0.058,1,,3.84,-0.10,3.39,3.84,7.7,-,-
Warehouse Grp,WHS,3.55,-,3.41,3.55,-,-,-,3.55,3.442,3.694,2.443,17.34,,1.14,0.77,4.88,19.72,18.0,10.8,3.14
Wotif Com Hldgs,WTF,6.01,8,5.96,6.05,2610,6.09,5.99,6.09,5.84,6.13,3.10,17.5,f,1.19,-0.08,2.91,20.91,28.7,-2.0,-0.33
SECTOR: Consumer Staple,,,,,,,,,,,,,,,,,,,,,
