Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,,
 XAO 4507.4 at 16:36 30/7/2010  Report at 19:05 Friday 30/7/2010. Processed 20:40 Friday 30/7/2010.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move,
Wide Bay Aust Ltd,WBB,10.27,-1,10.27,10.49,2,10.27,10.27,10.60,10.27,11.26,7.80,62,f,0.98,3.62,6.04,60.89,16.9,-15.0,-1.44,
INDUSTRY: Diversified Financials - Other Diversified Financial Services,,,,,,,,,,,,,,,,,,,,,,
Aacl Hldgs Ltd,AAY,0.08,1,0.072,0.08,1100,0.09,0.08,0.09,0.07,0.275,0.07,-,,-,-,-,-,-,-,-,
Aberdeen Leaders,ALR,1.235,-0.5,1.235,1.245,3,1.235,1.235,1.285,1.23,1.47,1.20,9.5,f,0.81,1.21,7.69,7.67,16.1,-3.5,-2.76,
Adelaide Managed unt,AYT,1.42,-,1.41,1.43,-,-,-,1.43,1.42,1.45,1.095,16.02,,0.43,1.79,11.28,6.83,20.8,-0.5,-0.35,
Amcil Ltd,AMH,0.645,1,0.645,0.65,125,0.645,0.645,0.65,0.635,0.72,0.58,2,f,1.87,0.70,3.10,3.73,17.3,-,-,
AMP Capital China unt,AGF,0.865,1,0.865,0.885,6098,0.885,0.855,0.885,0.82,1.26,0.675,8.47,,1.18,0.99,9.79,10.02,8.6,4.0,4.85,
Asian Masters Fund,AUF,1.03,-2,1.03,1.08,345,1.05,1.03,1.05,1.03,1.06,0.98,1,f,-,1.00,0.97,-1.19,-,-1.0,-0.96,
Aurora Global Tr unt,AIB,1.105,-,1.11,1.22,-,-,-,1.105,1.105,7.50,0.977,23.5,,-,1.20,21.27,-5.76,-,-,-,
AUS Gov Index Fund,AQF,1.58,-,1.60,-,-,-,-,1.58,1.58,1.72,1.58,-,f,-,-,-,-,-,-,-,
Aust Leaders,ALF,1.12,-,1.10,1.115,-,-,-,1.12,1.085,1.265,1.04,7,f,7.66,1.37,6.25,53.65,2.1,1.0,0.9,
  opt nov10,ALFO,0.003,-,0.003,0.006,-,-,-,0.003,0.003,0.10,0.003,-,,-,-,-,-,-,-,-,
Aust United Invest,AUI,6.81,6,6.81,6.90,167,6.81,6.81,6.81,6.59,7.90,6.40,25,f,0.75,7.49,3.67,18.7,36.4,22.0,3.34,
Bentley Capital,BEL,0.225,-,0.225,0.235,32,0.225,0.225,0.23,0.225,0.329,0.22,1,f,10.62,0.45,4.44,10.62,2.1,-,-,
BKI Invest Ltd,BKI,1.185,-2.5,1.185,1.20,1512,1.21,1.18,1.215,1.175,1.325,1.09,5.5,f,1.18,1.45,4.64,6.47,18.3,0.5,0.42,
Carlton Invest,CIN,17.29,49,16.86,17.30,2,17.29,17.29,17.29,16.50,18.95,14.90,67,f,0.94,21.78,3.88,63,27.4,79.0,4.79,
  7% cum pf,CINPA,2.12,-,2.15,-,-,-,-,2.12,2.12,2.12,2.11,14,,-,-,6.60,-,-,-,-,
Century Aust,CYA,0.795,-3,0.795,0.80,1397,0.815,0.795,0.825,0.78,0.91,0.74,3.5,f,-,1.02,4.40,-7.74,-,1.5,1.92,
Challenger FSG Ltd,CGF,3.52,-5,3.47,3.52,30972,3.60,3.44,3.78,3.44,4.50,2.40,13.5,,2.61,3.36,3.84,35.2,10.0,-16.0,-4.35,
Choiseul Investments   ,CHO,4.61,1,4.56,4.61,416,4.65,4.56,4.65,4.56,5.28,4.41,21,f,0.78,5.42,4.56,16.4,28.1,-5.0,-1.07,
Clime Invest,CIW,0.43,-,0.43,0.44,-,-,-,0.43,0.43,0.50,0.322,1,f,5.00,0.44,2.33,5,8.6,-1.0,-2.27,
Contango Microcap,CTN,0.865,-2,0.86,0.865,1367,0.88,0.865,0.90,0.825,1.19,0.735,2,f,21.00,1.40,2.31,42,2.1,4.0,4.85,
Count Financial,COU,1.13,0.5,1.115,1.13,615,1.13,1.12,1.14,1.12,1.60,1.055,7,f,1.52,0.22,6.19,10.64,10.6,2.0,1.8,
CS GP100 Aust Tr unt,CSJ,0.97,-,0.97,0.985,-,-,-,0.985,0.97,1.05,0.935,2.37,p,-,0.97,2.44,-3.19,-,-1.5,-1.52,
Cs100 Emrg Mkt Infra unt,CSU,0.915,-,0.91,0.915,-,-,-,0.915,0.915,0.94,0.885,1.32,,-,0.91,1.44,-5.7,-,0.5,0.55,
Diversified United,DUI,2.95,2,2.93,2.95,194,2.95,2.93,2.95,2.87,3.53,2.73,13,f,0.34,3.29,4.41,4.4,67.0,7.0,2.43,
Djerriwarrh Invest,DJW,4.31,-5,4.31,4.33,866,4.37,4.30,4.38,4.25,4.85,3.84,26,f,0.46,3.49,6.03,11.86,36.3,3.0,0.7,
DKN Financial Grp,DKN,0.525,-,0.55,0.60,-,-,-,0.60,0.525,0.85,0.445,4,,1.23,0.07,7.62,4.91,10.7,-7.5,-12.5,
Emerging Leaders,ELI,0.745,-,0.745,0.77,-,-,-,0.745,0.73,0.965,0.70,3.75,f,7.17,1.12,5.03,26.88,2.8,1.5,2.05,
Fat Prophets,FAT,0.95,9,0.87,0.985,2960,0.99,0.86,0.99,0.86,1.005,0.785,3,f,-,1.17,3.16,-4.28,-,8.0,9.2,
Global Masters Fund,GFL,0.83,-,0.635,0.86,-,-,-,0.83,0.83,0.905,0.685,-,,-,1.01,-,-1.04,-,-,-,
Global Resource,GRF,1.62,-,1.61,1.63,-,-,-,1.62,1.62,1.73,1.57,0.5,f,-,1.58,0.31,-0.36,-,-1.0,-0.61,
Hunter Hall Global,HHV,0.805,2,0.80,0.81,3620,0.805,0.785,0.805,0.765,0.86,0.695,-,,-,1.03,-,18.37,4.4,4.0,5.23,
Hyperion Flagship,HIP,1.485,-,1.49,1.50,-,-,-,1.50,1.415,1.52,1.27,8.5,f,-,1.57,5.72,-0.54,-,7.0,4.95,
India Equities Fund,INE,0.05,-,0.05,0.054,531,0.054,0.05,0.057,0.048,0.645,0.048,-,,-,0.76,-,-1.95,-,-0.3,-5.66,
  opt aug10,INEO,0.042,-11.8,0.042,0.057,37,0.042,0.042,0.16,0.042,0.24,0.042,-,,-,-,-,-,-,-11.8,-73.75,
ING Private Equity,IPE,0.27,1,0.26,0.27,625,0.27,0.25,0.27,0.245,0.315,0.20,-,,-,0.47,-,-3.49,-,2.5,10.2,
Ironbark Capital,IBC,0.45,-,0.46,0.485,-,-,-,0.45,0.44,0.50,0.425,2.5,f,3.07,0.54,5.56,7.68,5.9,1.0,2.27,
Magellan Flagship,MFF,0.65,-,0.64,0.65,416,0.65,0.64,0.65,0.62,0.69,0.56,-,,-,0.79,-,3.04,21.4,1.5,2.36,
Milton Corp,MLT,16.37,2,16.35,16.45,124,16.45,16.28,16.54,16.21,19.40,15.55,71,f,1.10,16.51,4.34,78.2,20.9,2.0,0.12,
Mirrabooka Invest,MIR,1.65,-,1.635,1.65,192,1.65,1.65,1.655,1.625,2.28,1.53,10,f,0.79,1.74,6.06,7.93,20.8,-,-,
Orchid Capital,ORC,0.038,-,0.023,0.039,-,-,-,0.038,0.038,0.045,0.006,-,,-,0.01,-,0.69,5.5,-,-,
  opt feb12,ORCOA,0.015,-,0.005,0.02,-,-,-,0.015,0.015,0.015,0.001,-,,-,-,-,-,-,-,-,
Ozgrowth Ltd,OZG,0.155,-0.5,0.16,0.165,753,0.16,0.155,0.16,0.155,0.175,0.15,1.4,f,4.43,0.25,9.03,6.2,2.5,-0.5,-3.13,
Peters MacGregor,PET,0.78,-,0.69,0.76,-,-,-,0.78,0.685,0.78,0.58,-,,-,1.03,-,13.67,5.7,10.0,14.71,
Platinum Capital,PMC,1.46,-1.5,1.46,1.48,1045,1.49,1.46,1.49,1.45,1.85,1.365,10,f,1.96,1.35,6.85,19.55,7.5,-0.5,-0.34,
Premium Investors,PRV,0.72,-,0.72,0.735,720,0.725,0.72,0.725,0.71,0.93,0.65,3.5,f,3.01,0.95,4.86,10.55,6.8,-,-,
Sylvastate Ltd,SYL,3.34,-,3.30,3.36,-,-,-,3.34,3.34,4.09,3.05,21,f,0.41,3.59,6.29,8.56,39.0,-,-,
Templeton Global,TGG,0.765,-0.5,0.765,0.77,712,0.765,0.765,0.77,0.76,0.885,0.73,-,,-,0.99,-,-2.8,-,-0.5,-0.65,
Van Eyk Three Pillar,VTP,0.90,1,0.90,0.91,3932,0.90,0.89,0.90,0.85,0.955,0.78,2.5,f,7.56,1.00,2.78,18.9,4.8,5.0,5.88,
Wallace Absolute,WAB,0.075,-,0.073,0.075,3600,0.075,0.073,0.076,0.072,0.076,0.023,-,,-,0.04,-,-37.93,-,-0.1,-1.32,
WAM Capital Ltd,WAM,1.31,1,1.30,1.31,209,1.31,1.30,1.315,1.28,1.355,1.12,8,f,2.91,1.52,6.11,23.3,5.6,2.0,1.55,
Whitefield Ltd,WHF,3.02,-,3.02,3.05,233,3.02,3.00,3.02,3.00,3.63,2.89,17,f,0.09,3.55,5.63,1.54,196.1,-,-,
  8% cum pf,WHFPA,1.345,-,-,-,-,-,-,1.345,1.345,1.345,1.345,8,,-,-,5.95,-,-,-,-,
Wilson Invest,WIL,0.695,-0.5,0.695,0.70,346,0.71,0.695,0.71,0.685,0.805,0.625,4.6,f,0.24,0.94,6.62,1.09,63.8,-,-,
INDUSTRY: Diversified Financials - Multi-Sector Holdings,,,,,,,,,,,,,,,,,,,,,,
ASF Grp Ltd,AFA,0.13,1,0.10,0.13,1631,0.13,0.125,0.14,0.12,0.43,0.075,-,,-,0.02,-,-1.19,-,-,-,
Bisan Ltd,BSN,0.039,0.3,0.03,0.039,250,0.039,0.039,0.039,0.036,0.05,0.035,-,,-,0.04,-,-2.07,-,0.3,8.33,
Charter Pacific,CHF,0.04,-,0.038,0.04,-,-,-,0.04,0.04,0.076,0.037,-,,-,0.13,-,-3.16,-,-,-,
  opt feb11,CHFO,0.001,-,-,0.002,-,-,-,0.001,0.001,0.013,0.001,-,,-,-,-,-,-,-,-,
Gowing Bros Ltd,GOW,2.40,-5,2.37,2.45,50,2.40,2.40,2.49,2.34,2.811,2.30,10,f,-,3.06,4.17,-15.94,-,6.0,2.56,
Grandbridge Ltd,GBA,0.25,1.5,0.24,0.25,1232,0.27,0.235,0.36,0.235,0.405,0.04,-,,-,0.27,-,11.7,2.1,-13.0,-34.21,
Guinness Peat cdi,GPG,0.525,-1,0.525,0.535,1786,0.53,0.525,0.545,0.525,0.682,0.495,1.66,,-,0.83,3.16,-4.03,-,-1.0,-1.87,
London City Equities,LCE,0.39,-,0.25,0.41,-,-,-,0.39,0.39,0.44,0.39,1,,-,0.54,2.56,-0.19,-,-,-,
Luminus Systems,LSL,0.009,-,0.008,0.015,-,-,-,0.009,0.009,0.023,0.008,-,,-,-0.01,-,-7.96,-,-,-,
Soul Pattinson,SOL,13.02,-6,13.00,13.05,170,13.25,13.02,13.39,12.97,15.38,10.904,33,f,3.76,11.11,2.53,124.07,10.5,2.0,0.15,
Sunvest Corp,SVS,0.275,-,0.275,0.455,-,-,-,0.275,0.275,0.28,0.255,-,,-,0.51,-,-3.56,-,-,-,
Tag Pacific Ltd,TAG,0.145,-,0.13,0.17,-,-,-,0.145,0.14,0.27,0.125,0.75,,4.80,0.33,5.17,3.6,4.0,-3.5,-19.44,
Tranzact Fin Service,TFS,0.15,-,0.15,0.18,-,-,-,0.15,0.15,0.215,0.13,0.6,f,2.73,0.07,4.00,1.64,9.1,-,-,
INDUSTRY: Diversified Financials - Specialised Finance,,,,,,,,,,,,,,,,,,,,,,
ASX Ltd,ASX,28.90,7,28.85,29.00,12296,28.99,28.57,29.17,28.45,37.66,28.02,163.6,f,1.10,3.19,5.66,180.6,16.0,19.0,0.66,
BBX Hldgs,BBX,0.01,-,0.01,0.03,-,-,-,0.01,0.01,0.02,0.01,-,,-,0.06,-,19.48,0.1,-,-,
Hillcrest Litigat,HLS,0.05,-,0.05,-,-,-,-,0.05,0.05,0.10,0.05,-,,-,0.08,-,1.26,4.0,-,-,
IMF (Aust) Ltd,IMF,1.495,-0.5,1.485,1.53,784,1.505,1.46,1.555,1.46,1.96,1.25,15,f,0.55,0.32,10.03,8.22,18.2,-3.0,-1.97,
Ipernica Ltd,IPR,0.12,-,0.12,0.125,7571,0.12,0.12,0.12,0.105,0.18,0.06,-,,-,0.04,-,-2.93,-,0.5,4.35,
NSX Ltd,NSX,0.18,-,0.17,0.18,5011,0.18,0.18,0.18,0.175,0.26,0.165,-,,-,0.09,-,-4.95,-,0.5,2.86,
INDUSTRY: 0 - Consumer Finance,,,,,,,,,,,,,,,,,,,,,,
ASK Funding Ltd,AKF,0.21,-,0.21,0.245,125,0.21,0.21,0.225,0.21,0.37,0.185,1.3,,2.46,0.34,6.19,3.2,6.6,-1.5,-6.67,
Astra Capital Ltd,AKR,0.71,-,0.70,0.90,-,-,-,0.71,0.65,0.85,0.51,-,,-,1.62,-,-1.87,-,6.0,9.23,
Centrepoint Alliance,CAF,0.145,-,0.15,0.17,-,-,-,0.145,0.14,0.185,0.12,-,,-,-,-,-31.06,-,0.5,3.57,
Flexigrp Ltd,FXL,1.29,-1,1.29,1.30,1343,1.295,1.26,1.32,1.235,1.779,1.10,6,f,3.95,0.23,4.65,23.7,5.4,-1.0,-0.77,
FSA Grp Ltd,FSA,0.36,-,0.36,0.37,-,-,-,0.36,0.35,0.465,0.28,-,,-,0.29,-,7.93,4.5,-1.0,-2.7,
Money3 Corp,MNY,0.50,-,0.41,0.53,-,-,-,0.50,0.50,0.60,0.40,3.4,f,1.02,0.30,6.80,3.46,14.5,-,-,
Oncard Intl,ONC,0.085,-,0.085,0.09,-,-,-,0.086,0.085,0.215,0.08,-,,-,0.13,-,0.73,11.6,-0.1,-1.16,
Questus Ltd,QSS,0.055,-,0.055,0.06,-,-,-,0.055,0.055,0.153,0.05,-,,-,0.15,-,1.54,3.6,-,-,
Thinksmart Ltd,TSM,0.90,-,0.89,0.925,3221,0.91,0.90,0.93,0.895,1.11,0.63,3.5,f,1.53,0.11,3.89,5.35,16.8,-1.0,-1.1,
INDUSTRY: 0 - Capital Markets,,,,,,,,,,,,,,,,,,,,,,
Advanced Share,ASW,0.62,2,0.62,0.65,340,0.62,0.62,0.62,0.55,0.695,0.235,2.75,f,1.15,0.11,4.44,3.16,19.6,1.0,1.64,
Alternative Invest unt,AIQ,1.075,-,1.08,1.135,-,-,-,1.10,1.075,1.45,0.91,47,,-,1.45,43.72,-44.5,-,-0.5,-0.46,
APN Prop Grp,APD,0.205,-,0.205,0.23,1544,0.205,0.205,0.21,0.20,0.41,0.165,1.25,f,-,0.21,6.10,-17.88,-,-,-,
Argo Invest,ARG,5.92,-1,5.90,5.97,886,5.97,5.90,6.00,5.89,7.05,5.61,25,f,-,5.99,4.22,-11.1,-,4.0,0.68,
Aurora Funds Ltd,AFV,1.75,-,1.56,1.70,-,-,-,1.75,1.75,2.00,1.75,-,,-,-,-,-,-,-,-,
Aurora SAE ord unt,ABW,1.09,-,1.085,1.095,-,-,-,1.09,1.065,7.35,0.914,9.5,,-,1.20,8.72,-30.42,-,2.5,2.35,
Aurora Sandringham ,AOD,0.98,1,0.97,0.98,395,0.98,0.975,0.995,0.965,1.12,0.965,6.2,p,-,1.02,6.33,-4.69,-,-1.5,-1.51,
Aust Ethical,AEF,21.70,-,20.00,21.70,-,21.70,21.70,21.70,20.00,37.00,20.00,182,f,0.76,8.11,8.39,139,15.6,170.0,8.5,
Aust Foundation,AFI,4.90,2,4.90,4.91,1596,4.90,4.86,4.90,4.77,5.41,4.52,21,f,0.89,4.49,4.29,18.6,26.3,12.0,2.51,
  new,AFIN,4.75,5,4.65,4.75,3,4.75,4.75,4.75,4.62,4.75,4.51,-,,-,-,-,-,-,15.0,3.26,
Austock Grp Ltd,ACK,0.14,-1,0.125,0.15,228,0.15,0.14,0.15,0.14,0.33,0.14,-,,-,0.24,-,-6.58,-,-1.0,-6.67,
Bell Financial Grp,BFG,0.95,-,0.92,0.95,100,0.95,0.95,1.02,0.91,1.40,0.815,8,f,1.41,0.25,8.42,11.3,8.4,-,-,
Belmont Hldgs,BET,1.00,-,1.00,-,-,-,-,1.00,1.00,1.30,1.00,-,,-,1.78,-,-1.38,-,-,-,
Blue Capital Ltd,BIV,0.021,-,0.021,0.022,1800,0.021,0.021,0.021,0.021,0.031,0.013,-,,-,0.02,-,-1.23,-,-,-,
BT Invest Mngmnt,BTT,2.65,-2,2.65,2.68,477,2.68,2.65,2.70,2.59,3.189,2.081,10.4,f,1.42,0.32,3.92,14.76,18.0,6.3,2.43,
Cadence Capital,CDM,0.74,-,0.73,0.74,-,-,-,0.74,0.72,0.88,0.58,4,f,6.58,1.13,5.41,26.3,2.8,1.0,1.37,
Chapmans Ltd,CHP,0.015,-,0.016,0.019,-,-,-,0.015,0.015,0.022,0.011,-,,-,0.02,-,-0.34,-,-,-,
China Century Capitl,CCY,0.053,0.3,0.053,0.058,350,0.053,0.053,0.056,0.05,0.115,0.041,-,,-,0.05,-,-17.6,-,-0.3,-5.36,
CI Res Ltd,CII,0.75,5,0.75,0.88,20,0.75,0.75,0.75,0.68,0.91,0.68,2,,4.09,0.47,2.67,8.18,9.2,3.0,4.17,
Clime Capital,CAM,0.98,-,0.975,0.995,963,1.00,0.98,1.00,0.965,1.09,0.833,4,f,12.60,1.39,4.08,50.38,1.9,2.5,2.62,
Contango Capital,CCQ,0.72,3.5,0.685,0.72,13,0.72,0.72,0.72,0.655,1.55,0.60,1,f,6.91,1.12,1.39,6.91,10.4,6.5,9.92,
CVC Ltd,CVC,0.81,1,0.80,0.83,20,0.81,0.81,0.83,0.79,0.84,0.53,2,f,-,1.23,2.47,-5.51,-,-2.0,-2.41,
Diversa Ltd,DVA,0.09,-0.2,0.09,0.092,177,0.09,0.09,0.093,0.09,0.15,0.08,-,,-,0.02,-,-6,-,-0.3,-3.23,
Equities & Freehldgss,EQF,0.23,-,0.205,0.255,240,0.23,0.23,0.23,0.21,0.31,0.02,-,,-,0.23,-,24.98,0.9,2.0,9.52,
Equity Tr,EQT,14.85,-,14.75,14.85,-,-,-,14.90,14.80,19.50,14.71,110,f,0.83,2.62,7.41,91.82,16.2,-15.0,-1,
Euroz Ltd,EZL,1.19,-1.5,1.195,1.205,70,1.19,1.19,1.21,1.16,1.69,1.12,12,f,1.16,-,10.08,13.94,8.5,-2.5,-2.06,
  opt mar14,EZLO,0.47,-,0.47,0.54,-,-,-,0.51,0.47,0.91,0.45,-,,-,-,-,-,-,-4.0,-7.84,
Everest Financial,EFG,0.053,-,0.053,0.055,144,0.053,0.053,0.054,0.053,0.085,0.037,-,,-,0.10,-,1.3,4.1,-0.2,-3.64,
Excela Ltd,EXA,0.39,-,0.32,0.39,-,-,-,0.395,0.39,0.63,0.25,2,f,-,0.59,5.13,-1.44,-,-0.5,-1.27,
Fiducian Portfolio,FPS,1.30,-,1.30,1.345,-,-,-,1.31,1.30,1.75,1.16,6.75,f,1.43,0.34,5.19,9.63,13.5,1.0,0.78,
Future Corp,FUT,0.002,-,0.002,0.003,23358,0.002,0.002,0.002,0.001,0.011,0.001,-,,-,-,-,-0.1,-,-,-,
Global Min,GMI,1.105,-1.5,1.105,1.11,2186,1.12,1.105,1.12,1.10,1.32,1.01,1,f,5.19,1.43,0.90,5.19,21.3,-0.5,-0.45,
Hastings High Yld unt,HHY,1.20,-,1.20,1.24,367,1.21,1.17,1.22,1.17,1.44,1.085,17.01,,1.38,1.90,14.18,23.53,5.1,-,-,
Henderson Grp cdi,HGG,2.27,-,2.27,2.29,35768,2.29,2.25,2.29,2.20,2.67,2.01,10.69,,0.30,-0.18,4.71,3.23,70.3,7.0,3.18,
HFA Hldgs Ltd,HFA,0.17,-0.5,0.17,0.175,663,0.175,0.17,0.175,0.165,0.43,0.145,-,,-,-0.20,-,-0.33,-,-,-,
Hunter Hall Intl,HHL,5.26,-,5.26,5.40,-,-,-,5.48,5.26,7.90,5.09,47,f,1.25,1.73,8.94,58.95,8.9,-14.0,-2.59,
Investorfirst Ltd,INQ,0.06,-,0.055,0.06,1167,0.06,0.06,0.06,0.055,0.15,0.05,-,,-,0.04,-,-1.36,-,0.5,9.09,
IOOF Hldgs Ltd,IFL,6.51,-4,6.43,6.55,2553,6.53,6.41,6.65,6.41,7.40,4.22,21,f,0.93,0.56,3.23,19.5,33.4,-5.0,-0.76,
K2 Asset Mgmt,KAM,0.50,2.5,0.50,0.54,400,0.52,0.50,0.52,0.465,0.87,0.40,-,,-,0.04,-,1.74,28.7,3.5,7.53,
Katana Capital,KAT,0.675,-,0.675,0.69,-,-,-,0.675,0.65,0.85,0.60,2,f,15.41,0.93,2.96,30.82,2.2,2.5,3.85,
Keybridge Capital,KBC,0.084,-0.7,0.084,0.09,714,0.10,0.084,0.10,0.08,0.15,0.063,-,,-,0.50,-,-98.55,-,0.6,7.69,
Macq Grp Ltd,MQG,37.20,-119,37.19,37.28,70340,37.48,35.80,40.26,35.80,58.80,35.01,186,,1.72,25.82,5.00,320.2,11.6,-223.0,-5.66,
Macq Winton ord unt,MWG,1.225,-,1.175,1.22,-,-,-,1.225,1.20,1.31,1.05,0.4,,-,1.34,0.33,-2.09,-,2.5,2.08,
Magellan Fin Grp,MFG,1.19,3,1.16,1.19,674,1.19,1.16,1.19,1.13,1.19,0.64,-,,-,-,-,0.6,198.3,6.0,5.31,
  opt jun11,MFGOB,0.10,-,0.10,0.215,-,-,-,0.10,0.10,0.105,0.05,-,,-,-,-,-,-,-,-,
  opt jun16,MFGOC,0.17,-,0.17,0.35,-,-,-,0.17,0.17,0.20,0.012,-,,-,-,-,-,-,-,-,
Mariner Corp Ltd,MCX,0.004,-,0.003,0.005,-,-,-,0.005,0.002,0.016,0.002,-,,-,-,-,-7.48,-,0.2,100,
MAX Tr unt,MXQ,0.036,-,0.035,0.04,2700,0.036,0.036,0.04,0.036,0.09,0.03,-,,-,0.32,-,28.23,0.1,-0.1,-2.7,
Multi Channel,MUT,0.005,-,0.004,0.007,-,-,-,0.005,0.005,0.008,0.002,-,,-,-,-,-43.27,-,-,-,
Murchison Hldgs,MCH,0.45,-,0.38,0.45,-,-,-,0.45,0.45,0.77,0.30,-,,-,1.28,-,10.13,4.4,-,-,
Oceania Capital,OCP,1.52,-4,1.505,1.55,85,1.55,1.52,1.56,1.51,2.697,1.50,6,,2.31,5.01,3.95,13.88,11.0,-3.0,-1.94,
Orion Equities,OEQ,0.45,-,0.43,0.48,-,-,-,0.45,0.43,0.64,0.40,-,,-,1.23,-,33.16,1.4,1.5,3.45,
Over Fifty Grp,OFG,0.585,3.5,0.585,0.60,267,0.59,0.58,0.59,0.51,1.09,0.43,2.5,p,0.10,0.52,4.27,0.26,225.0,7.5,14.71,
Perpetual Ltd,PPT,29.03,-13,28.74,29.24,1560,29.09,28.32,29.62,28.32,41.39,27.11,165,f,1.11,4.46,5.68,183.4,15.8,12.0,0.42,
Plan B Grp Hld,PLB,0.68,-,0.50,0.695,-,-,-,0.68,0.68,0.89,0.51,2.7,f,0.62,0.09,3.97,1.68,40.5,-,-,
Platinum Asset,PTM,5.26,4,5.11,5.28,2646,5.26,5.12,5.30,5.07,6.34,4.31,20,f,1.17,-,3.80,23.41,22.5,18.0,3.54,
Prime Financial,PFG,0.18,1.5,0.165,0.185,1809,0.185,0.16,0.19,0.16,0.34,0.13,0.75,f,3.11,0.14,4.17,2.33,7.7,-1.0,-5.26,
Public Hldgs,PHA,0.05,-,0.05,-,-,-,-,0.05,0.05,0.052,0.05,-,,-,0.18,-,-5.6,-,-,-,
Quest Invest,QST,0.08,-,0.061,0.076,-,-,-,0.08,0.08,0.145,0.061,-,,-,0.19,-,10.32,0.8,-,-,
Redcape Prop Grp stp,RPF,0.175,-0.5,0.175,0.185,282,0.18,0.175,0.185,0.175,0.45,0.17,-,,-,0.32,-,21.74,0.8,-1.0,-5.41,
RIMCapital Ltd,RMC,0.026,-,0.02,0.026,-,-,-,0.026,0.026,0.10,0.025,-,,-,0.03,-,-0.02,-,-,-,
Robe Aust Ltd,ROB,0.008,-,0.008,0.011,-,-,-,0.008,0.008,0.024,0.005,-,,-,-,-,-4.59,-,0.2,33.33,
Snowball Grp,SNO,0.40,-,0.39,0.425,-,-,-,0.40,0.40,0.47,0.35,3.25,f,0.83,-0.03,8.13,2.71,14.8,1.0,2.56,
Souls Private Equity,SOE,0.085,-,0.085,0.086,2500,0.086,0.085,0.088,0.085,0.12,0.081,-,,-,0.19,-,0.09,94.4,-0.2,-2.3,
  opt feb15,SOEOA,0.015,-,0.015,0.02,336,0.015,0.015,0.015,0.014,0.02,0.008,-,,-,-,-,-,-,0.1,7.14,
Strategic Pooled,SPD,0.09,-,0.09,0.12,-,-,-,0.09,0.09,0.17,0.08,-,,-,0.14,-,0.52,17.3,-,-,
THE Tr Comp Ltd,TRU,5.66,1,5.67,5.85,42,5.66,5.66,5.70,5.60,6.70,5.18,33.7,f,1.00,0.02,5.95,33.8,16.7,-4.0,-0.7,
Tidewater Invest,TDI,0.23,-,0.23,0.25,-,-,-,0.23,0.23,0.29,0.127,1.5,f,6.07,0.30,6.52,9.1,2.5,1.0,4.55,
Treasury Grp,TRG,4.98,-1,4.91,5.00,361,4.98,4.91,5.00,4.91,6.30,4.80,22,f,1.61,2.37,4.42,35.42,14.1,7.0,1.43,
Trojan Equity,TJN,0.53,0.5,0.525,0.56,100,0.53,0.53,0.55,0.525,0.56,0.325,-,,-,0.63,-,4.6,11.5,-2.0,-3.64,
Verus Invest,VIL,0.022,-0.1,0.022,0.023,132163,0.023,0.022,0.026,0.019,0.095,0.004,-,,-,-,-,-0.36,-,0.1,4.76,
Vesture Ltd,VES,0.14,-,0.10,0.14,-,-,-,0.14,0.14,0.14,0.006,-,,-,-0.28,-,0.93,15.1,-,-,
Viento Grp Ltd,VIE,0.11,-,0.11,0.17,-,-,-,0.11,0.11,0.22,0.07,-,,-,0.18,-,-4.81,-,-,-,
WAM Active Ltd,WAA,1.07,-,1.015,1.055,-,-,-,1.07,1.00,1.175,0.87,6,f,2.28,1.12,5.61,13.66,7.8,7.0,7,
  opt apr11,WAAO,0.016,-,0.016,0.05,-,-,-,0.03,0.015,0.03,0.015,-,,-,-,-,-,-,0.1,6.67,
Westoz Inv Ltd,WIC,1.07,-,1.06,1.07,300,1.07,1.06,1.08,1.035,1.20,0.975,10,f,2.25,1.52,9.35,22.5,4.8,3.5,3.38,
  opt jun12,WICO,0.06,-,0.056,0.06,491,0.06,0.06,0.061,0.06,0.25,0.06,-,,-,-,-,-,-,-,-,
Wilson Htm Invest,WIG,1.00,-5,1.00,1.05,42,1.00,1.00,1.05,1.00,2.26,1.00,4,f,2.71,0.76,4.00,10.83,9.2,-5.0,-4.76,
INDUSTRY GROUP: Insurance,,,,,,,,,,,,,,,,,,,,,,
AMP Ltd,AMP,5.30,-1,5.29,5.31,67075,5.34,5.29,5.45,5.29,6.97,5.06,30,p,1.24,0.80,5.66,37.1,14.3,-5.0,-0.93,
Austbrokers Hldgs,AUB,4.71,-6,4.71,4.77,199,4.77,4.71,4.81,4.61,5.65,4.31,21,f,1.55,0.92,4.46,32.49,14.5,13.0,2.84,
AXA Asia Pacific,AXA,5.43,-7,5.41,5.46,29298,5.52,5.41,5.55,5.41,6.72,4.05,18.5,p,1.89,1.12,3.41,34.89,15.6,-3.0,-0.55,
