FR GICSSEC ALL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5505.0 at 2014-10-31T16:39:36. Report at Friday, October 31, 2014. Processed Saturday at 2014-11-01T01:00:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Automobiles & Components,,
Adv Braking Tech,ABV,.006,-,.006,.007,-,-,-,.006,.006,.017,.005,-,,-,-,-,-.67,-,-,Stdy,,
  opt aug16,ABVO,.002,-,.002,.003,-,-,-,.002,.002,.003,.002,-,,-,-,-,-,-,-,Stdy,,
ARB Corp,ARP,13.12,+6,13.12,13.16,1202,13.21,13.09,13.28,12.88,13.73,10.46,29.00,f,2.02,2.49,2.21,58.70,22.4,+18,+1.39,,
Authorised Invest,AIY,.025,-,.01,.11,-,-,-,.025,.025,.033,.02,-,,-,.02,-,.38,6.6,-,Stdy,,
DataDot Tech,DDT,.027,+.1,.026,.027,3914,.027,.026,.027,.025,.05,.015,-,,-,.01,-,-.22,-,+.1,+3.85,,
Orbital Corp,OEC,.42,-1.5,.415,.425,1167,.46,.42,.46,.32,.46,.14,-,,-,.42,-,3.39,12.4,+9,+27.27,,
Schaffer Corp,SFC,5.75,-,5.66,5.79,41,5.75,5.75,5.75,5.55,6.29,5.29,25.00,f,1.76,4.69,4.35,44.10,13.0,+17,+3.05,,
Sprintex,SIX,.005,-,.003,.005,-,-,-,.005,.004,.015,.002,-,,-,-,-,-.52,-,+.1,+25.00,,
VMoto,VMT,.04,-.1,.04,.041,62971,.044,.04,.044,.04,.06,.024,-,,-,.01,-,.12,33.3,-.3,-6.98,,
  opt dec14,VMTO,.004,-,.002,.004,15000,.005,.004,.005,.004,.025,.003,-,,-,-,-,-,-,+.1,+33.33,,
Consumer Durables & Apparel,,
Atlas Pearls&Perfumes,ATP,.12,+1,.115,.12,410,.12,.115,.125,.099,.14,.048,-,,-,.09,-,.61,19.7,+2,+20.00,,
Audio Pixels,AKP,11.11,+11,11.11,11.50,78,11.50,10.90,11.50,10.49,14.50,3.15,-,,-,.11,-,-17.28,-,-39,-3.39,,
Billabong Int'l,BBG,.665,-2,.665,.675,8028,.685,.665,.695,.655,.735,.266,-,,-,.18,-,-28.60,-,-1.5,-2.21,,
Fleetwood Corp,FWD,1.73,+4,1.73,1.745,876,1.745,1.69,1.745,1.655,3.30,1.655,4.00,f,.03,2.48,2.31,.12,1441.7,+5,+2.98,,
Gale Pacific,GAP,.275,+.5,.265,.275,1429,.275,.27,.275,.27,.30,.22,2.65,,1.05,.19,9.64,2.77,9.9,+.5,+1.85,,
