FR GICSSEC ALL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4230.6 at 2012-07-20T16:47:06. Report at Friday, July 20, 2012. Processed Saturday at 2012-07-21T01:00:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Automobiles & Components,,
Adv Braking Tech,ABV,.016,+.1,.015,.017,49021,.016,.015,.016,.015,.026,.015,-,,-,.01,-,-.02,-,-,Stdy,,
Autodom,AIE,.018,-,.018,.035,4,.018,.018,.018,.018,.036,.011,-,,-,.03,-,-5.35,-,-,Stdy,,
Berklee,BER,.32,-,-,-,-,-,-,.32,.32,.51,.32,2.00,,-,1.07,6.25,-32.60,-,-,Stdy,,
DataDot Tech,DDT,.02,-,-,-,-,-,-,.023,.02,.037,.016,-,,-,.01,-,-.49,-,-,Stdy,,
Fleetwood Corp,FWD,12.95,+23,12.95,12.98,1483,13.00,12.77,13.00,12.01,13.46,9.53,74.00,f,1.25,2.52,5.71,92.80,14.0,+78,+6.41,,
Orbital Corp,OEC,.215,-3,.215,.245,320,.22,.215,.245,.215,.40,.18,-,,-,.38,-,3.80,5.7,-3,-12.24,,
Schaffer Corp,SFC,3.60,-,3.65,3.85,-,-,-,3.60,3.50,4.01,3.10,20.00,f,2.61,3.72,5.56,52.20,6.9,+10,+2.86,,
Sprintex,SIX,.02,-,-,-,-,-,-,.02,.02,.035,.015,-,,-,.01,-,-1.43,-,-,Stdy,,
Supply Net,SNL,.98,-,1.00,1.05,-,-,-,.995,.98,1.03,.55,6.00,f,1.57,.44,6.12,9.41,10.4,-1.5,-1.51,,
VMoto,VMT,.014,-,.013,.014,11006,.014,.013,.014,.013,.03,.009,-,,-,.01,-,-1.30,-,+.1,+7.69,,
  opt dec14,VMTO,.004,-,-,-,-,-,-,.004,.004,.004,.002,-,,-,-,-,-,-,-,Stdy,,
Consumer Durables & Apparel,,
Atlas Southsea Pearl,ATP,.061,-,-,-,-,-,-,.061,.055,.103,.050,-,,-,.14,-,.39,15.6,+.6,+10.91,,
Audio Pixels,AKP,5.00,+10,5.00,5.25,69,5.00,5.00,5.05,4.90,8.27,4.80,-,,-,.16,-,-12.77,-,-,Stdy,,
Billabong Int'l,BBG,1.18,+5.5,1.175,1.18,87751,1.18,1.085,1.18,1.04,4.854,.925,16.00,,1.94,-.46,13.56,31.00,3.8,+10.5,+9.77,,
Fisher & Paykel App,FPA,.445,+.5,.435,.445,870,.445,.44,.445,.435,.495,.25,-,,-,-,-,1.97,22.6,+.5,+1.14,,
Gale Pacific,GAP,.275,-.5,.27,.28,18,.275,.275,.30,.25,.30,.165,2.40,f,1.12,.19,8.73,2.68,10.3,+2.5,+10.00,,
Gazal Corp,GZL,1.85,-,1.85,2.00,39,1.85,1.85,1.85,1.75,1.96,1.568,14.00,f,1.09,.99,7.57,15.30,12.1,+10,+5.71,,
GLG Corp,GLE,.21,-,-,-,-,-,-,.21,.21,.26,.098,-,,-,.56,-,7.34,2.9,-,Stdy,,
Globe Int'l,GLB,.34,-,-,-,-,-,-,.34,.325,.525,.30,5.00,,.45,.66,14.71,2.24,15.2,-,Stdy,,
GUD Hldgs,GUD,9.19,+31,9.19,9.23,2066,9.22,8.87,9.22,8.52,9.22,6.84,65.00,f,.87,1.18,7.07,56.80,16.2,+67,+7.86,,
Guinness Peat,GPG,.385,-,.38,.385,1445,.385,.38,.385,.365,.60,.33,1.74,,.05,.47,4.52,.09,427.8,+2,+5.48,,
Island Sky Aust,ISK,.002,-,-,-,-,-,-,.002,.002,.009,.001,-,,-,-,-,-.72,-,-,Stdy,,
Kingform Health Home,KFG,.22,-,-,-,-,-,-,.22,.22,.23,.22,-,,-,-,-,-,-,-,Stdy,,
Kresta Hldgs,KRS,.12,-1,.12,.155,330,.12,.12,.14,.11,.29,.10,-,,-,.13,-,.67,17.9,-2,-14.29,,
McPherson's,MCP,1.72,+.5,1.69,1.72,273,1.72,1.69,1.735,1.635,3.173,1.52,24.00,f,.73,.30,13.95,17.50,9.8,+10,+6.17,,
Merchant House,MHI,.14,-,.13,.14,-,-,-,.14,.14,.16,.11,1.00,,3.79,.28,7.14,3.79,3.7,-,Stdy,,
Mesbon China Nylon,MES,.28,-1,.25,.29,500,.28,.28,.295,.28,.32,.125,1.00,,.78,.33,3.57,.78,35.9,-1.5,-5.08,,
Photo-Me Aust,PTO,.008,-,-,-,-,-,-,.008,.008,.04,.007,-,,-,.08,-,-14.40,-,-,Stdy,,
Quantum Energy,QTM,.025,+.1,.025,.026,600,.025,.025,.025,.024,.034,.011,-,,-,.01,-,-.79,-,+.5,+25.00,,
Shenhua Int'l,SHU,.30,-,-,-,-,-,-,.30,.30,.33,.27,2.50,,3.96,.44,8.33,9.90,3.0,-,Stdy,,
Tamawood,TWD,1.98,+3,1.97,1.98,192,1.98,1.97,2.00,1.95,2.568,1.822,21.00,f,.57,.87,10.61,11.95,16.6,-2,-1.00,,
Treyo Leisure,TYO,.084,-,-,-,-,-,-,.084,.084,.335,.084,-,,-,.13,-,1.64,5.1,-,Stdy,,
TWT Grp,TWT,.042,-,-,-,-,-,-,.045,.042,.051,.042,-,,-,.27,-,-3.05,-,-.3,-6.67,,
