Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,
 XAO 4890.1 at 16:38 19/3/2010  Report at 19:06 Friday 19/3/2010. Processed 20:06 Friday 19/3/2010.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move
United Uranium,UUL,0.19,-,0.19,0.195,673,0.195,0.185,0.20,0.185,0.295,0.058,-,,-,-,-,-0.42,-,-,-
  opt jun12,UULOA,0.04,-,0.025,0.06,-,-,-,0.04,0.04,0.08,0.03,-,,-,-,-,-,-,-,-
Uranex NL,UNX,0.335,-1,0.32,0.335,2255,0.335,0.32,0.38,0.32,0.58,0.17,-,,-,-,-,-3.25,-,-4.0,-10.67
Uranium Equities,UEQ,0.135,-,0.135,0.14,100,0.135,0.135,0.14,0.135,0.28,0.08,-,,-,-,-,-1.68,-,-0.5,-3.57
Uranium Explore,UXA,0.058,0.2,0.057,0.059,2000,0.058,0.058,0.059,0.056,0.20,0.05,-,,-,-,-,-6.37,-,-0.2,-3.33
Uraniumsa Ltd,USA,0.28,1,0.27,0.275,5158,0.285,0.275,0.285,0.265,0.315,0.034,-,,-,-,-,-4.8,-,-,-
Victoria Pet,VPE,0.30,1.5,0.295,0.30,10350,0.30,0.29,0.30,0.28,0.495,0.24,-,,-,-,-,0.19,157.9,1.0,3.45
Wasabi Energy Ltd,WAS,0.017,-,0.017,0.018,7464,0.017,0.016,0.018,0.016,0.028,0.007,-,,-,-,-,-0.4,-,0.2,13.33
Westralian Gas & Pwr,WGP,0.025,-,0.025,0.027,10250,0.026,0.025,0.029,0.025,0.043,0.02,-,,-,-,-,-2.37,-,-0.3,-10.71
  opt oct11,WGPOA,0.004,-0.1,0.004,0.005,2500,0.004,0.004,0.005,0.004,0.01,0.003,-,,-,-,-,-,-,-,-
Westside Corp,WCL,0.555,2.5,0.53,0.555,6833,0.555,0.535,0.555,0.485,0.705,0.38,-,,-,-,-,-3.4,-,7.0,14.43
Whinnen Res,WWW,0.09,-,0.09,0.10,-,-,-,0.09,0.09,0.17,0.027,-,,-,-,-,-3.27,-,-,-
  opt apr13,WWWO,0.03,-,0.023,0.04,-,-,-,0.03,0.03,0.03,0.015,-,,-,-,-,-,-,-,-
White Canyon Uranium,WCU,0.18,-,0.18,0.19,117,0.18,0.18,0.18,0.15,0.445,0.145,-,,-,-,-,-0.93,-,1.0,5.88
Whitehaven Coal,WHC,5.08,10,5.01,5.09,24699,5.19,4.99,5.19,4.77,5.54,1.50,8.8,f,3.22,2.09,1.73,28.3,18.0,12.0,2.42
WHL Energy Ltd,WHN,0.038,-0.1,0.038,0.04,3100,0.038,0.038,0.042,0.037,0.125,0.016,-,,-,0.03,-,-0.59,-,-0.2,-5
Wildhorse Energy,WHE,0.345,0.5,0.345,0.365,9800,0.355,0.34,0.355,0.31,0.70,0.052,-,,-,-,-,-10.3,-,-0.5,-1.43
Woodside Pet,WPL,46.73,48,46.65,46.78,23525,46.90,46.33,46.90,44.47,53.869,36.385,110,f,2.35,-,2.35,259,18.0,132.0,2.91
Yellow Rock,YRR,0.042,-,0.041,0.042,600,0.042,0.042,0.048,0.042,0.092,0.035,-,,-,-,-,-15.3,-,-0.7,-14.29
  opt sep12,YRROA,0.01,-,0.008,0.011,-,-,-,0.014,0.01,0.025,0.01,-,,-,-,-,-,-,-0.5,-33.33
SECTOR: Financials ex Real Estate,,,,,,,,,,,,,,,,,,,,,
INDUSTRY GROUP: Banks,,,,,,,,,,,,,,,,,,,,,
ANZ Banking Grp,ANZ,25.11,23,25.08,25.11,78905,25.11,24.82,25.11,23.83,25.25,14.28,102,f,1.67,10.72,4.06,170.4,14.7,85.0,3.5
Bank of Qld,BOQ,11.49,1,11.39,11.49,2728,11.51,11.38,11.53,11.23,13.49,7.384,52,f,1.46,6.62,4.53,75.9,15.1,17.0,1.5
Bendigo & Adelaide,BEN,10.03,3,9.96,10.04,9280,10.08,9.91,10.08,9.65,10.48,5.901,43,f,0.83,5.16,4.29,35.53,28.2,33.0,3.4
C'wlth Bank  of Aust ,CBA,56.21,-40,56.19,56.24,35785,56.70,56.08,57.00,55.40,58.65,33.27,235,f,1.41,-,4.18,330.4,17.0,33.0,0.59
Firstfolio Ltd,FFF,0.072,0.7,0.071,0.074,57911,0.075,0.065,0.075,0.062,0.075,0.024,-,,-,-0.05,-,1.13,6.4,1.0,16.13
Homeloans Ltd,HOM,0.67,-,0.65,0.67,300,0.67,0.67,0.67,0.67,0.84,0.30,9,f,1.02,0.52,13.43,9.16,7.3,-,-
Mortgage Choice,MOC,1.24,-0.5,1.22,1.24,627,1.245,1.23,1.265,1.22,1.40,0.69,11,f,2.16,0.56,8.87,23.8,5.2,1.5,1.22
Mystate Ltd,MYS,3.62,10,3.62,3.70,10382,3.70,3.54,3.70,3.37,3.70,2.60,20,f,0.70,2.17,5.52,13.9,26.0,20.0,5.85
National Aust Bank,NAB,26.90,15,26.80,26.90,52417,26.90,26.64,27.05,26.63,32.37,18.87,146,f,1.80,12.66,5.43,262.7,10.2,-,-
RHG Ltd,RHG,0.60,-,0.60,0.605,12088,0.605,0.60,0.61,0.60,0.75,0.20,-,,-,0.84,-,29.5,2.0,-0.5,-0.83
Rock Bld perm.,ROK,2.65,-2,2.65,2.72,171,2.70,2.65,2.70,2.65,3.10,2.25,14.5,f,1.33,1.98,5.47,19.3,13.7,-5.0,-1.85
Westpac Banking,WBC,27.43,13,27.31,27.45,48524,27.43,27.07,27.52,26.63,27.57,18.08,116,f,1.08,7.89,4.23,125.3,21.9,53.0,1.97
Wide Bay Aust Ltd,WBB,10.30,-,10.30,10.40,32,10.31,10.30,10.70,10.30,11.25,5.90,62,f,0.98,3.62,6.02,60.89,16.9,-40.0,-3.74
INDUSTRY: Diversified Financials - Consumer Finance,,,,,,,,,,,,,,,,,,,,,
ASK Funding Ltd,AKF,0.23,-,0.21,0.25,-,-,-,0.23,0.23,0.37,0.125,1.3,,2.46,0.34,5.65,3.2,7.2,-,-
Flexigrp Ltd,FXL,1.40,1,1.40,1.41,2170,1.405,1.39,1.405,1.365,1.779,0.377,6,f,3.95,0.23,4.29,23.7,5.9,-,-
INDUSTRY: Diversified Financials - Diversified Financial Resources,,,,,,,,,,,,,,,,,,,,,
Aberdeen Leaders,ALR,1.40,-,1.36,1.39,52,1.40,1.40,1.45,1.39,1.45,1.05,9,f,0.85,1.38,6.43,7.67,18.3,-1.0,-0.71
Adelaide Managed unt,AYT,1.32,-,1.32,1.33,-,-,-,1.33,1.30,1.545,1.10,13.82,,0.49,1.79,10.47,6.83,19.3,1.5,1.15
Advanced Share,ASW,0.40,-,0.395,0.405,-,-,-,0.415,0.40,0.435,0.15,2.75,f,1.15,0.11,6.88,3.16,12.7,-,-
Alternative Invest unt,AIQ,1.06,1,1.045,1.065,104,1.06,1.05,1.06,1.045,1.45,0.67,47,,-,1.46,44.34,-44.5,-,1.5,1.44
Amcil Ltd,AMH,0.68,-,0.68,0.685,566,0.68,0.68,0.695,0.675,0.72,0.47,2,,-,0.72,2.94,-1.14,-,-,-
AMP Capital China unt,AGF,0.86,-0.5,0.86,0.865,1928,0.865,0.855,0.91,0.855,1.265,0.78,8.47,,1.18,1.12,9.85,10.02,8.6,-5.0,-5.49
APN Prop Grp,APD,0.255,-1,0.25,0.265,720,0.255,0.24,0.29,0.24,0.41,0.14,1.25,f,-,0.21,4.90,-17.88,-,-1.5,-5.56
Argo Invest,ARG,6.41,5,6.41,6.42,1230,6.44,6.38,6.49,6.36,7.05,4.97,25,f,-,6.26,3.90,-11.1,-,-2.0,-0.31
ASF Grp Ltd,AFA,0.155,-,0.15,0.16,221,0.155,0.155,0.18,0.15,0.43,0.06,-,,-,0.02,-,-1.19,-,-2.5,-13.89
Asian Masters Fund,AUF,1.03,-,1.03,1.05,57,1.03,1.03,1.03,1.01,1.06,0.77,-,,-,0.96,-,-1.19,-,2.0,1.98
Astra Capital Ltd,AKR,0.66,-2,0.66,0.69,56,0.67,0.66,0.68,0.66,0.90,0.008,-,,-,1.62,-,-1.87,-,-1.0,-1.49
ASX Ltd,ASX,35.96,-74,35.95,36.03,14756,36.63,35.92,36.81,35.38,37.90,28.80,163.6,f,1.10,3.19,4.55,180.6,19.9,-10.0,-0.28
Aurora Global Tr unt,AIB,1.135,-,1.135,1.25,-,-,-,1.135,1.135,7.50,0.977,51.5,,-,1.21,45.37,-5.76,-,-,-
Aurora SAE ord unt,ABW,1.235,0.5,1.24,1.25,66,1.235,1.235,1.235,1.225,7.35,0.867,20.5,,-,1.13,16.60,-30.42,-,1.0,0.82
Aurora Sandringham ,AOD,1.05,0.5,1.045,1.05,207,1.055,1.05,1.055,1.035,1.125,1.005,4,f,-,1.05,3.81,-4.69,-,0.5,0.48
AUS Gov Index Fund,AQF,1.70,-,1.72,-,-,-,-,1.70,1.68,1.70,1.62,-,,-,-,-,-,-,5.0,3.03
Aust Ethical,AEF,26.50,-,26.50,27.00,-,-,-,26.51,26.50,37.00,17.50,182,f,0.76,8.11,6.87,139,19.1,-1.0,-0.04
Aust Foundation,AFI,5.05,4,5.04,5.07,3003,5.10,5.04,5.14,5.01,5.41,4.00,21,f,0.43,4.76,4.16,8.93,56.6,-2.0,-0.39
Aust Leaders,ALF,1.20,-0.5,1.195,1.20,50,1.20,1.20,1.205,1.195,1.265,0.605,7,f,7.66,1.51,5.83,53.65,2.2,-0.5,-0.41
  opt nov10,ALFO,0.041,-,0.041,0.045,541,0.041,0.041,0.047,0.04,0.10,0.035,-,,-,-,-,-,-,-0.6,-12.77
Aust United Invest,AUI,7.15,-15,7.17,7.30,1,7.25,7.15,7.50,7.15,7.90,4.70,25,f,0.75,7.10,3.50,18.7,38.2,-5.0,-0.69
Austock Grp Ltd,ACK,0.28,-2,0.27,0.28,100,0.28,0.28,0.30,0.28,0.35,0.20,-,,-,0.24,-,-6.58,-,-,-
BBX Hldgs,BBX,0.01,-,0.006,0.04,-,-,-,0.01,0.01,0.02,0.01,-,,-,0.06,-,19.48,0.1,-,-
Belmont Hldgs,BET,1.17,-,1.17,-,-,-,-,1.17,1.17,1.47,1.10,-,,-,1.78,-,-1.38,-,-,-
Bentley Capital,BEL,0.28,1.5,0.27,0.28,-,0.28,0.28,0.285,0.265,0.329,0.203,1,f,10.62,0.43,3.57,10.62,2.6,-0.5,-1.75
Bisan Ltd,BSN,0.04,-,0.035,0.05,-,-,-,0.04,0.04,0.05,0.03,-,,-,0.04,-,-2.07,-,-,-
BKI Invest Ltd,BKI,1.28,0.5,1.28,1.285,1349,1.29,1.275,1.29,1.265,1.325,0.896,5.5,f,1.18,1.45,4.30,6.47,19.8,0.5,0.39
Blue Capital Ltd,BIV,0.025,-,0.025,0.027,-,-,-,0.025,0.024,0.031,0.013,-,,-,0.02,-,-1.23,-,0.1,4.17
Cadence Capital,CDM,0.73,-,0.735,0.745,-,-,-,0.76,0.73,0.88,0.44,4,f,6.58,1.07,5.48,26.3,2.8,-3.0,-3.95
Carlton Invest,CIN,17.44,-,17.20,17.44,-,-,-,17.50,17.20,18.95,12.40,67,f,0.94,20.50,3.84,63,27.7,19.0,1.1
  7% cum pf,CINPA,2.12,-,2.12,-,-,-,-,2.12,2.12,2.12,2.11,14,,-,-,6.60,-,-,-,-
Centrepoint Alliance,CAF,0.13,-,0.13,0.135,-,-,-,0.13,0.13,0.22,0.12,-,,-,-,-,-31.06,-,-,-
Century Aust,CYA,0.82,-,0.805,0.825,2807,0.82,0.80,0.83,0.795,0.91,0.67,3.5,f,-,0.99,4.27,-7.74,-,-1.5,-1.8
Challenger FSG Ltd,CGF,4.14,11,4.05,4.17,32220,4.15,4.03,4.15,3.97,4.50,1.075,13.5,,2.61,3.36,3.26,35.2,11.8,12.0,2.99
Chapmans Ltd,CHP,0.012,-,0.012,0.018,-,-,-,0.012,0.012,0.022,0.011,-,,-,0.02,-,-0.34,-,-,-
Charter Pacific,CHF,0.048,-0.9,0.048,0.057,12,0.048,0.048,0.057,0.048,0.076,0.04,-,,-,0.13,-,-3.16,-,-1.2,-20
  opt feb11,CHFO,0.001,-,0.001,0.009,-,-,-,0.001,0.001,0.013,0.001,-,,-,-,-,-,-,-,-
China Century Capitl,CCY,0.055,0.5,0.048,0.055,300,0.055,0.055,0.055,0.05,0.115,0.031,-,,-,0.05,-,-17.6,-,-,-
Choiseul Investments   ,CHO,5.02,1,4.98,5.02,137,5.02,4.98,5.02,4.96,5.28,3.75,21,f,0.78,5.27,4.18,16.4,30.6,4.0,0.8
Clime Capital,CAM,1.04,1,1.01,1.035,441,1.04,1.00,1.05,1.00,1.145,0.575,3,f,16.79,1.44,2.88,50.38,2.1,2.0,1.96
Clime Invest,CIW,0.43,-,0.43,0.44,-,-,-,0.43,0.43,0.50,0.175,1,f,5.00,0.44,2.33,5,8.6,-,-
Contango Capital,CCQ,0.79,-1,0.79,0.80,233,0.80,0.79,0.80,0.785,1.55,0.65,1,f,6.91,1.66,1.27,6.91,11.4,0.5,0.64
Contango Microcap,CTN,0.895,-1,0.895,0.90,644,0.90,0.895,0.905,0.88,1.19,0.575,2,f,21.00,1.32,2.23,42,2.1,1.0,1.13
Count Financial,COU,1.40,3,1.36,1.425,7093,1.42,1.38,1.42,1.30,1.60,0.93,7,f,1.52,0.22,5.00,10.64,13.2,5.0,3.7
CS GP100 Aust Tr unt,CSJ,0.955,-,0.965,0.98,-,-,-,0.955,0.955,1.05,0.925,2.62,p,-,0.95,2.74,-3.19,-,-,-
Cs100 Emrg Mkt Infra unt,CSU,0.91,-,0.91,0.935,-,-,-,0.91,0.905,0.945,0.875,2.67,,-,0.91,2.93,-5.7,-,-,-
Diversa Ltd,DVA,0.115,0.5,0.11,0.115,1205,0.115,0.11,0.115,0.11,0.19,0.012,-,,-,0.02,-,-6,-,0.5,4.55
Diversified United,DUI,3.30,-5,3.30,3.35,79,3.33,3.30,3.35,3.18,3.35,2.05,13,f,0.34,3.13,3.94,4.4,75.0,12.0,3.77
Djerriwarrh Invest,DJW,4.25,-10,4.25,4.29,1474,4.35,4.25,4.42,4.25,4.85,3.20,26,f,-,3.80,6.12,-14.11,-,-6.0,-1.39
DKN Financial Grp,DKN,0.76,-,0.76,0.79,24,0.76,0.76,0.775,0.76,0.85,0.37,4,,1.23,0.07,5.26,4.91,15.5,-,-
Emerging Leaders,ELI,0.87,-2.5,0.87,0.895,2,0.87,0.87,0.895,0.87,0.965,0.505,3.75,f,7.17,1.03,4.31,26.88,3.2,-1.0,-1.14
Energy Ventures,EVE,0.032,-,0.033,0.041,-,-,-,0.032,0.032,0.095,0.013,-,,-,0.06,-,-1.14,-,-,-
Equities & Freehldgss,EQF,0.22,-,0.22,0.25,5,0.22,0.22,0.22,0.215,0.31,0.02,-,,-,0.23,-,24.98,0.9,2.5,12.82
Everest Financial,EFG,0.055,-,0.055,0.06,80,0.055,0.055,0.055,0.052,0.085,0.05,-,,-,0.10,-,1.3,4.2,0.1,1.85
Excela Ltd,EXA,0.50,-,0.525,0.54,100,0.50,0.50,0.50,0.49,0.63,0.47,2,f,-,0.62,4.00,-1.44,-,1.0,2.04
Fat Prophets,FAT,0.89,-,0.88,0.89,-,-,-,0.89,0.88,0.95,0.575,3,f,-,1.20,3.37,-4.28,-,1.0,1.14
Fiducian Portfolio,FPS,1.45,5,1.41,1.49,620,1.45,1.42,1.47,1.40,1.75,0.94,6.75,f,1.43,0.34,4.66,9.63,15.1,-4.0,-2.68
FSA Grp Ltd,FSA,0.38,1,0.38,0.39,1600,0.39,0.38,0.39,0.37,0.465,0.19,-,,-,0.29,-,7.93,4.8,-1.0,-2.56
Global Masters Fund,GFL,0.83,-,0.83,0.89,-,-,-,0.83,0.83,0.85,0.60,-,,-,0.86,-,-1.04,-,-,-
Global Min,GMI,1.20,-1.5,1.20,1.22,2290,1.23,1.20,1.25,1.20,1.32,0.725,1,f,5.19,1.32,0.83,5.19,23.1,-4.5,-3.61
Global Resource,GRF,1.65,-,1.67,1.69,-,-,-,1.65,1.65,1.73,1.60,-,,-,1.55,-,-0.36,-,-,-
Grandbridge Ltd,GBA,0.19,3,0.16,0.19,930,0.19,0.17,0.19,0.16,0.23,0.02,-,,-,0.27,-,11.7,1.6,2.0,11.76
Hastings High Yld unt,HHY,1.30,-1,1.29,1.30,1393,1.32,1.30,1.32,1.285,1.44,0.95,17.01,,1.38,1.90,13.08,23.53,5.5,1.0,0.78
HFA Accelerator Plus,HAP,0.295,-,0.295,0.30,-,-,-,0.295,0.29,0.33,0.09,-,,-,0.47,-,10.98,2.7,0.5,1.72
Hillcrest Litigat,HLS,0.085,-,0.08,0.085,-,-,-,0.085,0.08,0.11,0.065,-,,-,0.08,-,1.26,6.7,0.5,6.25
Hunter Hall Global,HHV,0.795,-2,0.795,0.81,2009,0.815,0.795,0.815,0.795,0.86,0.54,-,,-,1.03,-,18.37,4.3,-0.5,-0.63
Hyperion Flagship,HIP,1.45,-,1.45,1.48,15,1.45,1.44,1.45,1.44,1.50,1.03,8.5,f,-,1.50,5.86,-0.54,-,-,-
IFC Capital Ltd,IFC,0.12,-,0.12,0.135,-,-,-,0.12,0.11,0.15,0.02,-,,-,0.09,-,-4.26,-,1.0,9.09
IMF (Aust) Ltd,IMF,1.475,-2.5,1.475,1.49,906,1.50,1.475,1.50,1.45,1.98,1.155,15,f,0.55,0.32,10.17,8.22,17.9,0.5,0.34
India Equities Fund,INE,0.465,-,0.47,0.475,88,0.475,0.465,0.485,0.43,0.597,0.278,-,,-,0.71,-,-1.95,-,-0.5,-1.06
  opt aug10,INEO,0.07,-,0.075,0.08,-,-,-,0.085,0.055,0.18,0.05,-,,-,-,-,-,-,1.5,27.27
ING Private Equity,IPE,0.285,2,0.27,0.285,9982,0.285,0.275,0.285,0.265,0.315,0.154,-,,-,0.48,-,-3.49,-,0.5,1.79
Investorfirst Ltd,INQ,0.094,-0.1,0.094,0.095,2745,0.094,0.092,0.099,0.092,0.15,0.065,-,,-,0.04,-,-1.36,-,-0.1,-1.05
Ipernica Ltd,IPR,0.13,-,0.13,0.135,1007,0.13,0.125,0.13,0.125,0.18,0.055,-,,-,0.04,-,-2.93,-,-,-
Ironbark Capital,IBC,0.455,1,0.445,0.455,37,0.455,0.445,0.455,0.44,0.50,0.37,2.5,f,3.07,0.53,5.49,7.68,5.9,1.5,3.41
K2 Asset Mgmt,KAM,0.635,-4.5,0.635,0.69,1280,0.665,0.635,0.68,0.63,0.87,0.165,-,,-,0.04,-,1.74,36.5,-6.0,-8.63
Katana Capital,KAT,0.71,0.5,0.71,0.725,200,0.71,0.71,0.71,0.68,0.85,0.35,0.5,,61.64,0.96,0.70,30.82,2.3,3.0,4.41
Keybridge Capital,KBC,0.125,-0.5,0.125,0.13,151,0.125,0.125,0.14,0.12,0.165,0.063,-,,-,0.50,-,-98.55,-,-0.5,-3.85
London City Equities,LCE,0.41,-,0.40,-,-,-,-,0.41,0.41,0.51,0.39,1,,-,0.54,2.44,-0.19,-,-,-
Luminus Systems,LSL,0.016,-,0.016,0.05,-,-,-,0.016,0.015,0.025,0.011,-,,-,-0.01,-,-7.96,-,0.1,6.67
Macq Winton ord unt,MWG,1.23,-,1.225,1.24,-,-,-,1.26,1.20,1.28,1.05,-,,-,1.24,-,-2.09,-,-3.0,-2.38
Magellan Fin Grp,MFG,0.99,-1,0.95,0.99,220,0.99,0.99,1.00,0.925,1.00,0.38,-,,-,-,-,0.6,165.0,7.0,7.61
  opt jun11,MFGOB,0.051,-,0.051,-,-,-,-,0.051,0.051,0.105,0.05,-,,-,-,-,-,-,-,-
  opt jun16,MFGOC,0.13,-,0.145,0.40,-,-,-,0.13,0.13,0.15,0.011,-,,-,-,-,-,-,-,-
Magellan Flagship,MFF,0.635,-0.5,0.635,0.64,2142,0.645,0.635,0.65,0.625,0.68,0.44,-,,-,0.74,-,3.04,20.9,1.0,1.6
Mariner Corp Ltd,MCX,0.006,-,0.006,0.008,555,0.006,0.006,0.006,0.006,0.019,0.005,-,,-,-,-,-7.48,-,-,-
MAX Tr unt,MXQ,0.058,0.2,0.058,0.065,641,0.06,0.058,0.065,0.056,0.09,0.004,-,,-,0.26,-,28.23,0.2,-0.7,-10.77
Milton Corp,MLT,17.75,-,17.71,17.75,90,17.80,17.70,17.85,17.62,19.40,12.90,70,f,0.64,17.65,3.94,44.7,39.7,-3.0,-0.17
Mirrabooka Invest,MIR,1.81,-1,1.80,1.82,489,1.82,1.80,1.865,1.80,2.28,1.24,10,f,-,1.88,5.52,-6.9,-,-3.0,-1.63
MMC Contrarian,MMA,0.46,0.5,0.46,0.465,810,0.46,0.455,0.46,0.455,0.505,0.375,-,,-,0.66,-,-1.34,-,0.5,1.1
Money3 Corp,MNY,0.50,-,0.35,0.53,-,-,-,0.50,0.49,0.60,0.39,3.4,f,1.02,0.30,6.80,3.46,14.5,1.0,2.04
Multi Channel,MUT,0.004,-,0.004,0.005,-,-,-,0.004,0.004,0.025,0.002,-,,-,-,-,-43.27,-,-,-
Murchison Hldgs,MCH,0.60,1.5,0.55,0.60,109,0.60,0.585,0.60,0.55,0.80,0.49,-,,-,1.28,-,10.13,5.9,-,-
  opt may10,MCHOA,0.001,-,-,0.001,-,-,-,0.001,0.001,0.001,0.001,-,,-,-,-,-,-,-,-
NSX Ltd,NSX,0.215,1.5,0.215,0.22,71,0.215,0.215,0.215,0.20,0.289,0.144,-,,-,0.09,-,-4.95,-,3.0,16.22
Oncard Intl,ONC,0.12,-,0.12,0.13,100,0.12,0.12,0.13,0.12,0.24,0.096,-,,-,0.13,-,0.73,16.4,-0.5,-4
Orchid Capital,ORC,0.025,-,0.025,0.05,-,-,-,0.025,0.025,0.03,0.004,-,,-,0.01,-,0.69,3.6,-,-
  opt feb12,ORCOA,0.005,-,0.005,0.02,-,-,-,0.005,0.005,0.005,0.001,-,,-,-,-,-,-,-,-
Orion Equities,OEQ,0.51,-,0.505,0.555,-,-,-,0.51,0.51,0.64,0.35,-,,-,1.48,-,33.16,1.5,-,-
Over Fifty Grp,OFG,0.63,-3,0.63,0.645,531,0.645,0.625,0.66,0.60,1.09,0.26,-,,-,0.52,-,0.26,242.3,3.0,5
Ozgrowth Ltd,OZG,0.16,0.5,0.155,0.16,500,0.16,0.16,0.16,0.155,0.175,0.092,0.3,f,20.67,0.23,1.88,6.2,2.6,-,-
Peters MacGregor,PET,0.65,-,0.66,0.67,-,-,-,0.66,0.65,0.68,0.455,-,,-,0.94,-,13.67,4.8,-,-
Plan B Grp Hld,PLB,0.80,-,0.75,0.79,-,-,-,0.80,0.79,0.82,0.45,2.7,f,0.62,0.09,3.38,1.68,47.6,1.0,1.27
Platinum Capital,PMC,1.40,-5.5,1.38,1.46,4892,1.465,1.40,1.50,1.40,1.85,1.18,10,f,1.96,1.37,7.14,19.55,7.2,-8.5,-5.72
Premium Investors,PRV,0.73,-,0.70,0.72,-,-,-,0.75,0.70,0.93,0.465,3.5,f,3.01,0.93,4.79,10.55,6.9,-,-
Prime Financial,PFG,0.26,-,0.26,0.275,3029,0.26,0.26,0.285,0.26,0.34,0.09,0.75,f,3.11,0.14,2.88,2.33,11.2,-2.5,-8.77
Public Hldgs,PHA,0.05,-,0.05,-,-,-,-,0.05,0.05,0.07,0.03,-,,-,0.18,-,-5.6,-,-,-
Quest Invest,QST,0.087,-,0.061,0.087,-,-,-,0.087,0.087,0.145,0.061,-,,-,0.19,-,10.32,0.8,-,-
  opt jun10,QSTOA,0.001,-,0.001,-,-,-,-,0.001,0.001,0.001,0.001,-,,-,-,-,-,-,-,-
Questus Ltd,QSS,0.071,-0.9,0.071,0.105,75,0.071,0.071,0.08,0.071,0.153,0.056,-,,-,0.15,-,1.54,4.6,-0.9,-11.25
Redcape Prop Grp stp,RPF,0.405,-2,0.405,0.425,92,0.405,0.405,0.45,0.405,0.45,0.175,4,,5.44,0.32,9.88,21.74,1.9,-2.0,-4.71
RIMCapital Ltd,RMC,0.033,-,0.033,0.05,750,0.033,0.033,0.033,0.032,0.25,0.025,-,,-,0.03,-,-0.02,-,0.8,32
Robe Aust Ltd,ROB,0.01,-,0.01,0.011,-,-,-,0.011,0.01,0.04,0.007,-,,-,-,-,-4.59,-,-0.1,-9.09
Souls Private Equity,SOE,0.089,-0.3,0.089,0.092,2061,0.09,0.089,0.094,0.089,0.12,0.074,-,,-,0.19,-,-3.79,-,-0.4,-4.3
  opt feb15,SOEOA,0.014,0.1,0.013,0.014,700,0.014,0.013,0.014,0.012,0.015,0.008,-,,-,-,-,-,-,0.2,16.67
Strategic Pooled,SPD,0.13,-1,0.10,0.13,100,0.13,0.13,0.14,0.13,0.21,0.10,-,,-,0.14,-,0.52,25.0,-1.0,-7.14
Sunvest Corp,SVS,0.275,-,0.275,0.30,-,-,-,0.275,0.275,0.50,0.15,-,,-,0.42,-,-3.56,-,-,-
Sylvastate Ltd,SYL,3.77,-,3.77,3.80,45,3.77,3.77,3.77,3.73,4.09,2.68,21,f,0.15,3.84,5.57,3.12,120.8,7.0,1.89
Tag Pacific Ltd,TAG,0.185,-,0.185,0.265,-,-,-,0.185,0.185,0.27,0.12,0.75,,4.80,0.33,4.05,3.6,5.1,-,-
Templeton Global,TGG,0.795,-0.5,0.795,0.80,293,0.815,0.795,0.82,0.795,0.885,0.68,-,,-,1.02,-,-2.8,-,-0.5,-0.63
Thinksmart Ltd,TSM,1.07,-0.5,1.05,1.07,270,1.07,1.07,1.08,1.04,1.11,0.21,3.5,f,1.53,0.11,3.27,5.35,20.0,-1.0,-0.93
Tidewater Invest,TDI,0.20,-,0.20,0.30,24,0.20,0.20,0.272,0.20,0.29,0.127,1.5,f,6.07,0.30,7.50,9.1,2.2,-7.2,-26.34
Tranzact Fin Service,TFS,0.15,-,0.15,0.17,-,-,-,0.15,0.15,0.215,0.12,0.6,f,2.73,0.07,4.00,1.64,9.1,-,-
  opt apr10,TFSO,0.018,-,0.001,0.018,-,-,-,0.018,0.018,0.018,0.018,-,,-,-,-,-,-,-,-
Trojan Equity,TJN,0.495,-,0.49,0.52,-,-,-,0.495,0.495,0.52,0.168,-,,-,0.63,-,4.6,10.8,-,-
Van Eyk Three Pillar,VTP,0.905,-,0.905,0.91,1814,0.905,0.90,0.905,0.90,0.94,0.70,2.5,f,7.56,1.02,2.76,18.9,4.8,0.5,0.56
Verus Invest,VIL,0.036,-,0.035,0.036,31853,0.037,0.035,0.038,0.035,0.095,0.003,-,,-,-,-,-0.36,-,-0.1,-2.7
  opt jun10,VILO,0.005,-,0.004,0.005,11265,0.005,0.004,0.005,0.004,0.03,0.001,-,,-,-,-,-,-,-,-
Vesture Ltd,VES,0.082,-,0.082,0.088,-,-,-,0.082,0.082,0.10,0.006,-,,-,-0.28,-,0.93,8.8,-,-
Wallace Absolute,WAB,0.047,-,0.045,0.05,-,-,-,0.047,0.041,0.09,0.032,-,,-,0.05,-,-37.93,-,0.8,20.51
WAM Active Ltd,WAA,1.05,-,1.02,1.05,-,-,-,1.05,1.05,1.175,0.656,5,f,6.18,1.20,4.76,30.89,3.4,-,-
  opt apr11,WAAO,0.028,-,0.022,0.028,-,-,-,0.029,0.026,0.029,0.026,-,,-,-,-,-,-,-,-
WAM Capital Ltd,WAM,1.25,-2.5,1.25,1.26,434,1.27,1.25,1.275,1.235,1.355,0.905,8,f,4.81,1.62,6.40,38.5,3.2,-0.5,-0.4
