Island Sky Aust,ISK,0.135,-0.5,0.13,0.15,1611,0.15,0.135,0.15,0.135,0.379,0.129,-,,-,0.08,-,0.63,21.4,-1.5,-10
Kathmandu Hldgs,KMD,1.70,-2.5,1.695,1.71,48121,1.72,1.695,1.795,1.695,1.82,1.695,-,,-,-,-,-,-,-6.0,-3.41
Kresta Hldgs,KRS,0.22,-,0.20,0.215,-,-,-,0.22,0.19,0.225,0.08,1,f,2.68,0.16,4.55,2.68,8.2,1.0,4.76
McPherson's Ltd,MCP,3.12,-4,3.09,3.16,849,3.18,3.09,3.20,3.09,3.36,0.27,13,,2.32,-0.52,4.17,30.2,10.3,-9.0,-2.8
Merchant House,MHI,0.145,-,0.12,0.145,-,-,-,0.145,0.145,0.16,0.08,1,,3.04,0.30,6.90,3.04,4.8,-,-
Mesbon China Nylon,MES,0.095,-0.5,0.095,0.10,500,0.095,0.095,0.10,0.095,0.14,0.04,2,,-,0.32,21.05,-1.3,-,-1.5,-13.64
Photo-Me Aust,PTO,0.009,-,0.009,0.014,-,-,-,0.012,0.009,0.04,0.006,-,,-,-0.02,-,-2.5,-,-0.4,-30.77
  opt jul11,PTOO,0.001,-,-,0.001,-,-,-,0.001,0.001,0.006,0.001,-,,-,-,-,-,-,-,-
Quantum Energy,QTM,0.175,-1.5,0.175,0.18,858,0.175,0.17,0.205,0.14,0.42,0.08,-,,-,0.02,-,2.97,5.9,4.0,29.63
Shenhua Ltd,SHU,0.54,-,0.45,0.52,-,-,-,0.53,0.53,0.55,0.48,-,,-,-,-,-,-,1.0,1.89
Tamawood Ltd,TWD,2.50,-9,2.50,2.55,150,2.50,2.50,2.59,2.50,2.69,1.393,21,f,1.16,1.06,8.40,24.35,10.3,-,-
Thomas Bryson Int,TBI,0.40,-,-,0.40,-,-,-,0.40,0.40,0.57,0.35,-,,-,-,-,-,-,-,-
Treyo Leisure,TYO,0.30,-,-,0.32,-,-,-,0.30,0.30,0.30,0.23,-,,-,-,-,-,-,-,-
TWT Grp Ltd,TWT,0.12,-,0.105,0.15,-,-,-,0.12,0.12,0.25,0.07,3.5,,-,0.33,29.17,-6.18,-,-,-
Undercoverwear,UCW,0.29,-,0.28,0.32,-,-,-,0.29,0.29,0.33,0.16,2,f,-,0.10,6.90,-4.72,-,-,-
Vmoto Ltd,VMT,0.17,-,0.155,0.17,10160,0.17,0.16,0.17,0.145,0.215,0.03,-,,-,0.01,-,-1.27,-,0.5,3.03
Waterco Ltd,WAT,0.92,-,0.88,0.95,-,-,-,0.92,0.92,1.00,0.48,5,f,1.60,1.36,5.43,8,11.5,-,-
INDUSTRY GROUP: Hotels Restaurants & Leisure,,,,,,,,,,,,,,,,,,,,,
Ainsworth Game Tech,AGI,0.20,4,0.18,0.20,830,0.20,0.195,0.20,0.16,0.22,0.04,-,,-,0.02,-,-4.45,-,-,-
Aircruising Aust,AIG,0.11,-,-,-,-,-,-,0.11,0.11,0.12,0.098,-,,-,-0.07,-,-5.34,-,-,-
Allied Brands Ltd,ABQ,0.14,-0.5,0.135,0.14,734,0.14,0.135,0.145,0.135,0.28,0.10,0.5,f,5.60,0.05,3.57,2.8,5.0,-0.5,-3.45
  opt dec10,ABQO,0.005,-,0.003,0.10,-,-,-,0.005,0.005,0.07,0.001,-,,-,-,-,-,-,-,-
Aristocrat Leisure,ALL,4.26,-30,4.26,4.27,46926,4.53,4.22,4.85,4.22,5.75,3.16,14.5,f,-,0.35,3.40,-0.2,-,-27.0,-5.96
Artist & Entertain,AEM,0.015,-,0.014,0.015,-,-,-,0.015,0.015,0.025,0.003,-,,-,-,-,2.83,0.5,-,-
Capital Intelligence,CPT,0.025,-,0.025,0.03,250,0.025,0.025,0.025,0.025,0.06,0.003,-,,-,-,-,0.09,27.8,-,-
Celtex Ltd,CXE,0.019,-,0.019,0.027,-,-,-,0.02,0.019,0.075,0.011,-,,-,-0.01,-,-0.72,-,0.1,5.56
Centrebet Internat,CIL,1.25,1.5,1.25,1.275,446,1.25,1.23,1.28,1.20,1.39,0.86,9.5,,1.00,0.08,7.60,9.5,13.2,0.5,0.4
Crown Ltd,CWN,8.13,-11,8.09,8.18,13798,8.18,8.02,8.35,7.97,9.39,4.30,37,p,-,3.42,4.55,-166.89,-,-2.0,-0.25
Cypress Lakes Grp,CLK,0.007,-,0.006,0.007,-,-,-,0.007,0.007,0.03,0.006,-,,-,-,-,-2.3,-,-,-
Domino Pizza Enterpr,DMP,4.42,2,4.40,4.42,7,4.42,4.41,4.54,4.30,4.72,2.55,12.4,f,1.82,0.69,2.81,22.6,19.6,-13.0,-2.86
Early Learning Serv,ELY,0.105,-,0.11,0.155,200,0.105,0.105,0.105,0.096,0.135,0.07,-,,-,-,-,-25.22,-,1.3,14.13
eBet Ltd,EBT,0.073,-0.2,0.073,0.075,1172,0.075,0.073,0.076,0.073,0.105,0.024,-,,-,-0.01,-,0.7,10.4,-0.3,-3.95
Empowernet Int,ENI,0.012,-,0.012,0.024,-,-,-,0.014,0.012,0.05,0.006,-,,-,-,-,-0.3,-,-0.2,-14.29
Enerji Ltd,ERJ,0.19,-,0.19,0.195,2780,0.19,0.185,0.20,0.18,0.24,0.004,-,,-,-,-,-3.71,-,-2.0,-9.52
Eumundi Grp Ltd,EBG,0.066,-,0.066,0.069,1358,0.067,0.066,0.068,0.066,0.14,0.06,-,,-,0.27,-,-5.89,-,-0.2,-2.94
Flight Centre,FLT,17.67,-43,17.58,17.80,1930,17.85,17.48,18.58,17.31,18.58,3.39,9,,4.26,1.92,0.51,38.3,46.1,28.0,1.61
Garratt's Ltd,GRT,0.50,-,0.48,0.50,-,-,-,0.50,0.50,0.53,0.22,3,,1.43,0.13,6.00,4.3,11.6,-,-
Integrated Legal,IAW,0.12,-,0.12,0.14,-,-,-,0.14,0.12,0.18,0.12,2.2,,0.40,0.05,18.33,0.89,13.5,-2.0,-14.29
  new,IAWN,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
  new 0309,IAWNA,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-
Invocare Ltd,IVC,5.93,3,5.87,5.93,1960,5.95,5.86,6.19,5.85,6.48,4.48,24.5,f,1.22,0.35,4.13,29.9,19.8,-17.0,-2.79
Jetset Travelworld,JET,1.30,-5,1.32,1.36,24,1.30,1.30,1.365,1.29,1.47,0.55,7,f,1.06,0.10,5.38,7.39,17.6,-,-
Kip McGrath Edu Cntr,KME,0.38,-,0.34,0.40,-,-,-,0.38,0.37,0.45,0.105,2,f,8.50,-0.09,5.26,17,2.2,1.0,2.7
Macro Corp Ltd,MAC,0.029,-,0.015,0.029,-,-,-,0.029,0.029,0.04,0.028,-,,-,0.07,-,-0.37,-,-,-
National Leisure,NLG,0.031,0.1,0.031,0.032,1000,0.031,0.031,0.041,0.03,0.044,0.005,-,,-,-0.30,-,0.08,38.8,-0.9,-22.5
Navitas Ltd,NVT,4.08,3,4.06,4.08,1956,4.11,4.02,4.24,4.02,4.24,2.01,14.3,f,1.00,-0.23,3.50,14.3,28.5,-7.0,-1.69
Newhaven Hotels,NHH,1.88,-,1.88,2.49,-,-,-,1.88,1.88,2.35,1.75,6,f,0.88,1.06,3.19,5.3,35.5,-,-
Ocean Capital,OCE,0.35,-,0.35,0.37,-,-,-,0.35,0.35,0.40,0.24,1.5,f,0.89,0.41,4.29,1.33,26.3,-,-
Odyssey Gaming,ODG,0.035,-,0.031,0.035,-,-,-,0.035,0.035,0.059,0.017,-,,-,0.06,-,0.24,14.6,-,-
Planet Platinum,PPN,0.23,-,0.23,0.26,-,-,-,0.23,0.16,0.30,0.08,2.06,f,0.97,0.20,8.96,2,11.5,7.0,43.75
Qld Trustees Invest,QTI,0.47,-,0.50,0.59,-,-,-,0.47,0.45,0.475,0.37,-,,-,0.79,-,1.3,36.2,1.0,2.17
Reef Casino Tr unt,RCT,2.00,2,1.965,2.00,25,2.00,2.00,2.00,1.98,2.15,1.65,24.5,,0.04,2.64,12.25,1.1,181.8,-,-
Retail Food Grp,RFG,2.70,2,2.57,2.70,189,2.72,2.62,2.72,2.59,2.90,0.90,9.25,f,2.56,-0.86,3.43,23.7,11.4,-1.0,-0.37
Sino Strategic Intl,SSI,0.55,-5,0.55,0.73,1206,0.65,0.55,0.66,0.55,0.92,0.33,-,,-,-0.04,-,-70,-,-5.0,-8.33
Sky City Entertain,SKC,2.67,-,2.64,2.71,115,2.70,2.64,2.76,2.61,2.89,1.90,5.44,,3.46,0.47,2.04,18.83,14.2,-1.0,-0.37
Slater & Gordon,SGH,1.66,-,1.65,1.66,26,1.66,1.65,1.72,1.65,1.82,1.30,4.25,f,3.74,0.80,2.56,15.9,10.4,-4.0,-2.35
Tabcorp Hldgs Ltd,TAH,7.18,-15,7.16,7.22,20890,7.29,7.14,7.47,7.14,7.70,6.05,65,f,1.43,-0.02,9.05,93.2,7.7,-9.0,-1.24
Tatts Grp Ltd,TTS,2.45,-1,2.45,2.46,30586,2.48,2.45,2.49,2.44,2.97,2.35,21,f,1.04,-0.56,8.57,21.9,11.2,-,-
Transmetro Corp,TCO,0.70,-,0.55,-,-,-,-,0.70,0.70,0.80,0.67,3,f,3.97,1.17,4.29,11.9,5.9,-,-
Viagold Capital,VIA,0.07,-,0.07,-,-,-,-,0.07,0.07,1.30,0.046,-,,-,0.16,-,-70,-,-,-
Webjet Ltd,WEB,1.76,-1,1.74,1.76,583,1.785,1.73,1.85,1.73,2.00,0.913,5.5,f,1.86,0.38,3.13,10.24,17.2,-9.0,-4.86
INDUSTRY GROUP: Media,,,,,,,,,,,,,,,,,,,,,
Adcorp Aust,AAU,0.27,1,0.26,0.285,525,0.27,0.255,0.285,0.255,0.345,0.165,1,,0.45,0.08,3.70,0.45,60.0,-1.5,-5.26
Amalgamated Hldgs,AHD,5.49,13,5.40,5.52,557,5.60,5.39,5.90,5.19,6.15,3.598,32,f,1.67,4.48,5.83,53.5,10.3,-31.0,-5.34
  rts 23nov,AHDR,1.23,3,1.23,1.30,1123,1.29,1.19,1.555,1.02,1.75,1.02,-,,-,-,-,-,-,-32.5,-20.9
APN News & Media,APN,2.32,-7,2.32,2.45,10979,2.40,2.30,2.61,2.26,2.774,0.866,12,,-,-1.23,5.17,-13.1,-,3.0,1.31
Aspermont Ltd,ASP,0.15,-,0.15,0.175,2100,0.155,0.15,0.17,0.15,0.271,0.14,0.13,,-,-0.06,0.87,-0.22,-,-2.0,-11.76
Austar United,AUN,1.39,-6,1.385,1.415,9020,1.415,1.38,1.465,1.38,1.465,0.60,-,,-,-0.33,-,-2.4,-,3.5,2.58
Austereo Grp Ltd,AEO,1.50,0.5,1.50,1.53,2069,1.525,1.50,1.53,1.475,1.74,1.02,9.1,f,1.32,-0.01,6.07,11.98,12.5,1.5,1.01
Beyond Intl,BYI,0.67,-,0.64,0.70,-,-,-,0.67,0.64,0.67,0.50,5,,1.46,0.42,7.46,7.28,9.2,3.0,4.69
Brisbane Broncos,BBL,0.32,-,0.32,0.40,-,-,-,0.32,0.32,0.40,0.21,-,,-,0.12,-,1.42,22.5,-,-
BSA Ltd,BSA,0.28,-,0.275,0.28,4700,0.28,0.28,0.29,0.275,0.295,0.091,2,f,2.00,0.03,7.14,4.01,7.0,0.5,1.82
Commstrat Ltd,COJ,0.006,-,0.005,0.01,-,-,-,0.006,0.006,0.008,0.003,-,,-,-,-,0.02,30.0,-,-
Consolidated Media,CMJ,3.11,-,3.07,3.15,8025,3.14,3.06,3.22,3.02,3.44,1.71,16.5,,3.75,0.66,5.31,61.91,5.0,4.0,1.3
Facilitate Digital,FAC,0.068,-,0.066,0.13,-,-,-,0.068,0.068,0.15,0.01,-,,-,0.01,-,-7.71,-,-,-
Fairfax Media Ltd,FXJ,1.66,-3.5,1.66,1.675,64670,1.70,1.655,1.77,1.655,1.805,0.795,2,,-,-0.37,1.20,-21.6,-,-1.5,-0.9
Hyro Ltd,HYO,0.032,-,0.031,0.034,2000,0.032,0.032,0.033,0.031,0.044,0.01,-,,-,-0.05,-,-5.38,-,-,-
Infochoice Ltd,ICH,0.485,-,-,0.45,-,-,-,0.485,0.485,0.485,0.485,-,,-,0.02,-,-7.22,-,-,-
IPGA Ltd,IPP,0.09,-,0.09,0.13,-,-,-,0.09,0.09,0.17,0.07,-,,-,-,-,-1.53,-,-0.5,-5.26
Macq Media stpld,MMG,2.10,-1,2.03,2.12,8606,2.15,2.01,2.15,1.94,2.15,0.413,7.7,,-,-2.66,3.67,-40.3,-,14.0,7.14
Macq Radio,MRN,0.63,8,0.60,0.72,115,0.63,0.59,0.63,0.55,0.63,0.17,1.5,,0.03,-0.03,2.38,0.04,1575.0,6.0,10.53
MCM Entertainment Gr,MEG,0.18,-,0.185,0.195,285,0.18,0.18,0.18,0.17,0.20,0.06,-,,-,0.03,-,0.03,600.0,1.0,5.88
Media Grp Int Ltd,MUI,0.022,-,0.018,0.022,-,-,-,0.022,0.022,0.25,0.019,-,,-,-0.08,-,-3.74,-,-,-
Mitchell Comms,MCU,0.84,-,0.835,0.85,986,0.84,0.835,0.87,0.825,0.95,0.34,4,f,1.65,-0.22,4.76,6.6,12.7,-2.5,-2.89
News Corp b voting,NWS,15.74,-12,15.65,15.77,29848,15.92,15.65,16.16,15.65,16.64,8.93,5.14,,14.51,-0.04,0.33,74.58,21.1,2.0,0.13
  a nonvote,NWSLV,13.32,-12,13.31,13.82,3995,13.46,13.31,13.79,13.31,14.23,7.86,13.73,,-,-,1.03,-,-,-7.0,-0.52
Oohmedia Grp Ltd,OOH,0.12,-,0.085,0.11,-,-,-,0.12,0.12,0.14,0.06,-,,-,-0.10,-,1.17,10.3,-,-
Pac Star Net,PNW,0.03,-,0.027,0.035,-,-,-,0.03,0.03,0.04,0.023,-,,-,0.01,-,0.06,50.0,-0.5,-14.29
Palamedia Ltd,PMX,0.009,-,0.005,0.007,-,-,-,0.009,0.009,0.02,0.005,-,,-,-,-,-0.26,-,-,-
Photon Grp Ltd,PGA,1.745,3.5,1.72,1.745,2713,1.745,1.69,1.80,1.69,2.182,0.655,12.5,f,1.69,-0.03,7.16,21.08,8.3,-3.5,-1.97
Prime Media Grp,PRT,0.72,-,0.705,0.72,500,0.72,0.72,0.75,0.695,1.456,0.441,3,f,-,-0.22,4.17,-24.5,-,2.0,2.86
Q Ltd,QXQ,0.13,-,0.13,0.135,527,0.135,0.13,0.14,0.105,0.394,0.056,-,,-,-0.23,-,4.1,3.2,2.0,18.18
REA Grp,REA,8.32,7,8.27,8.32,353,8.32,8.05,8.70,8.05,8.73,3.12,10,f,0.07,0.30,1.20,0.74,1124.3,-28.0,-3.26
Real Brand Hldgs,RBH,0.037,-,0.037,0.04,-,-,-,0.039,0.037,0.075,0.02,-,,-,0.01,-,-0.28,-,-0.2,-5.13
Seven Network   ,SEV,6.55,-5,6.53,6.57,5412,6.60,6.51,6.69,6.50,7.24,5.03,34,f,0.19,7.27,5.19,6.38,102.7,9.0,1.39
Sky Net fpo nz,SKT,3.72,-10,3.72,3.92,6,3.72,3.72,3.97,3.72,4.05,2.76,11.48,,1.59,0.50,3.09,18.27,20.4,-25.0,-6.3
STW Comms,SGN,0.74,-2.5,0.74,0.76,9210,0.76,0.74,0.81,0.74,0.95,0.284,4.7,f,1.73,-0.15,6.35,8.15,9.1,-5.0,-6.33
Ten Network Hldgs,TEN,1.53,1.5,1.51,1.535,39157,1.535,1.495,1.59,1.485,1.62,0.615,2,,-,-0.35,1.31,-9.62,-,1.0,0.66
TPL Corp Ltd,TPL,0.018,-0.2,0.018,0.019,44452,0.019,0.018,0.022,0.017,0.024,0.002,-,,-,-,-,-0.06,-,0.2,12.5
Two Way Ltd,TTV,0.06,-,0.057,0.06,-,-,-,0.06,0.057,0.078,0.015,-,,-,0.02,-,-3.1,-,-0.4,-6.25
Village Roadshow,VRL,1.805,-0.5,1.75,1.82,3294,1.82,1.77,1.83,1.76,1.93,0.77,9.75,f,-,-1.18,5.40,-2.17,-,-0.5,-0.28
  'a' pref,VRLPA,1.80,-,1.775,1.81,61590,1.805,1.80,1.81,1.78,1.87,0.49,12.75,,-,-,7.08,-,-,2.0,1.12
WAG Ltd,WAG,0.008,-,0.008,0.009,-,-,-,0.008,0.007,0.011,0.002,-,,-,-,-,-0.12,-,-,-
West Aust News,WAN,7.90,-15,7.89,8.00,4615,8.05,7.73,8.37,7.73,8.48,3.62,33,f,1.28,-,4.18,42.1,18.8,-18.0,-2.23
World Wide Ent Grp,WWG,0.18,-,-,0.195,-,-,-,0.20,0.18,0.25,0.125,-,,-,0.31,-,2,9.0,-2.0,-10
INDUSTRY GROUP: Retailing,,,,,,,,,,,,,,,,,,,,,
Adtrans Grp,ADG,3.20,-,3.20,3.50,20,3.20,3.20,3.20,3.20,3.25,1.65,16,f,1.74,2.37,5.00,27.9,11.5,-2.0,-0.62
Adultshop Com,ASC,0.01,-,0.009,0.01,-,-,-,0.01,0.009,0.012,0.003,-,,-,0.04,-,-0.28,-,-,-
  opt dec11,ASCO,0.003,-,0.002,0.003,249,0.003,0.003,0.003,0.002,0.003,0.002,-,,-,-,-,-,-,-,-
Allomak Ltd,AMA,0.051,-0.1,0.051,0.052,3728,0.053,0.051,0.06,0.049,0.078,0.017,2.1,,-,-0.23,41.18,-43.5,-,-0.9,-15
AP Eagers Ltd,APE,10.70,-,10.50,11.00,-,-,-,10.70,10.00,10.80,4.45,44,f,0.82,8.41,4.11,36.1,29.6,70.0,7
ARB Corp,ARP,5.03,-2,5.05,5.10,607,5.06,5.01,5.20,5.01,5.20,2.368,16.5,f,2.05,1.22,3.28,33.86,14.9,3.0,0.6
Automotive Hldgs,AHE,2.22,-2,2.19,2.24,1038,2.25,2.19,2.31,2.13,2.40,0.42,14,f,-,0.69,6.31,-,-,-2.0,-0.89
Beyond Sportswear,BSI,0.022,-,0.021,0.024,-,-,-,0.023,0.022,0.045,0.007,-,,-,-0.01,-,-0.23,-,-0.1,-4.35
Breville Grp Ltd,BRG,2.25,-4,2.25,2.33,482,2.32,2.25,2.33,2.24,2.45,0.465,5.5,,1.65,0.49,2.44,9.08,24.8,-3.0,-1.32
Cash Convert ord/div   ,CCV,0.545,0.5,0.535,0.55,2840,0.545,0.535,0.575,0.535,0.64,0.225,3,f,2.26,0.09,5.50,6.77,8.1,-,-
Cheviot Bridge,CVB,0.055,-,0.05,0.065,-,-,-,0.055,0.055,0.07,0.01,-,,-,-,-,0.97,5.7,-,-
Clive Peeters,CPR,0.62,-,0.62,0.63,1374,0.62,0.605,0.625,0.605,0.74,0.056,1.5,,-,0.27,2.42,-7.1,-,-,-
Country Road Ltd,CTY,3.24,-,3.31,-,-,-,-,3.24,3.24,3.53,3.10,13.32,f,1.70,0.92,4.11,22.66,14.3,-,-
Danks Hldgs,DKS,13.49,-,13.30,13.50,-,-,-,13.49,13.49,14.00,4.50,75,f,1.44,-,5.56,108.1,12.5,-,-
David Jones Ltd,DJS,5.65,-8,5.62,5.67,34228,5.68,5.57,5.96,5.57,5.96,2.02,28,f,1.13,1.16,4.96,31.5,17.9,-12.0,-2.08
Fantastic Hldgs,FAN,4.08,1,4.04,4.12,36,4.09,4.08,4.15,4.00,4.25,1.57,9.5,f,2.04,0.72,2.33,19.37,21.1,5.0,1.24
Harvey Norman,HVN,4.24,-11,4.23,4.28,29236,4.31,4.20,4.49,4.20,4.85,1.805,11,f,1.83,2.01,2.59,20.18,21.0,-10.0,-2.3
Hire Intelligence,HII,0.155,-,0.15,0.17,483,0.155,0.15,0.155,0.15,0.20,0.14,1,f,1.25,0.12,6.45,1.25,12.4,-,-
JB Hi-Fi Ltd,JBH,22.20,-30,22.20,22.26,2712,22.24,22.00,23.28,22.00,23.28,7.55,44,f,2.01,1.21,1.98,88.26,25.2,19.0,0.86
Joyce Corp,JYC,0.50,-,0.49,0.55,-,-,-,0.50,0.49,0.72,0.37,4.5,,-,0.69,9.00,-6.54,-,0.5,1.01
Manaccom Corp Ltd,MNL,0.47,1,0.47,0.50,22,0.47,0.47,0.53,0.46,0.55,0.12,1.5,f,4.60,0.03,3.19,6.9,6.8,-6.0,-11.32
Myer Hldgs Ltd,MYR,3.86,-6,3.86,3.89,25512,3.93,3.85,3.98,3.85,3.98,3.70,-,,-,-,-,-,-,-5.0,-1.28
Nick Scali Ltd,NCK,1.27,-,1.27,1.32,-,-,-,1.30,1.27,1.39,0.38,6,f,0.98,0.20,4.72,5.9,21.5,-,-
Noni B Ltd,NBL,1.21,1,1.20,1.22,194,1.22,1.20,1.22,1.18,1.30,0.70,2,,3.55,0.32,1.65,7.1,17.0,2.0,1.68
Orotongrp Ltd,ORL,6.38,-,6.29,6.34,35,6.38,6.38,6.47,6.05,6.47,1.984,38,f,1.26,0.63,5.96,47.7,13.4,38.0,6.33
Pac Brands,PBG,1.275,-4,1.27,1.28,38366,1.31,1.26,1.38,1.26,1.52,0.127,8.5,,-,-0.06,6.67,-39.9,-,-1.5,-1.16
Premier Invest,PMV,8.30,6,8.10,8.30,536,8.30,8.15,8.30,8.05,8.592,2.988,35,f,1.78,2.07,4.22,62.44,13.3,21.0,2.6
Quickflix Ltd,QFX,0.065,-,0.065,0.07,-,-,-,0.065,0.06,0.079,0.01,-,,-,-,-,-1.86,-,0.4,6.56
RCG Corp Ltd,RCG,0.52,-1.5,0.50,0.51,7245,0.535,0.51,0.55,0.51,0.59,0.208,1.5,f,1.77,0.11,2.88,2.66,19.5,-2.0,-3.7
Ruralco Hldgs,RHL,2.38,-,2.17,2.38,10,2.38,2.38,2.42,2.38,3.46,1.72,19,f,1.29,1.69,7.98,24.43,9.7,-4.0,-1.65
Specialty Fashion,SFH,1.185,0.5,1.17,1.185,1193,1.185,1.17,1.19,1.165,1.25,0.175,2,,5.90,0.10,1.69,11.8,10.0,0.5,0.42
Super Cheap Auto ,SUL,5.85,5,5.80,5.85,211,5.85,5.79,5.94,5.60,5.95,2.01,18,f,1.68,0.69,3.08,30.2,19.4,34.0,6.17
The Reject Shop,TRS,13.46,5,13.40,13.50,402,13.50,13.28,13.50,13.03,14.30,8.94,55,f,1.34,1.53,4.09,73.6,18.3,-,-
Thorn Grp Ltd,TGA,0.925,-0.5,0.925,0.93,383,0.93,0.925,0.98,0.915,0.99,0.385,4.79,f,2.01,0.42,5.18,9.61,9.6,-1.0,-1.07
TVN Corp Ltd,TVN,0.008,-,0.007,0.01,-,-,-,0.008,0.008,0.011,0.002,-,,-,-,-,-0.19,-,-,-
Vita Grp Ltd,VTG,0.325,-0.5,0.325,0.34,384,0.33,0.325,0.33,0.30,0.345,0.058,1,,3.84,-0.10,3.08,3.84,8.5,2.5,8.33
Warehouse Grp,WHS,3.25,-,3.25,3.30,-,3.25,3.25,3.30,3.25,3.694,2.443,17.34,,1.14,0.77,5.34,19.72,16.5,-,-
