Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,,
 XAO 4414.5 at 16:35 9/7/2010  Report at 19:06 Friday 9/7/2010. Processed 20:49 Friday 9/7/2010.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move,
SECTOR: Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,,
INDUSTRY GROUP: Automobiles & Components,,,,,,,,,,,,,,,,,,,,,,
Rock Bld perm.,ROK,2.44,-5,2.45,2.48,248,2.48,2.44,2.49,2.44,3.10,2.38,14.5,f,1.33,1.98,5.94,19.3,12.6,-1.0,-0.41,
Westpac Banking,WBC,22.20,18,22.19,22.22,57515,22.35,21.86,22.35,20.56,28.43,18.76,125,f,1.11,8.42,5.63,138.5,16.0,124.0,5.92,
Wide Bay Aust Ltd,WBB,10.15,15,9.96,10.15,-,10.15,10.15,10.15,10.00,11.26,6.76,62,f,0.98,3.62,6.11,60.89,16.7,-,-,
INDUSTRY: Diversified Financials - Consumer Finance,,,,,,,,,,,,,,,,,,,,,,
INDUSTRY: Diversified Financials - Other Diversified Financial Services,,,,,,,,,,,,,,,,,,,,,,
Aacl Hldgs Ltd,AAY,0.11,-,0.12,0.16,-,-,-,0.14,0.11,0.275,0.07,-,,-,-,-,-,-,-1.0,-8.33,
Aberdeen Leaders,ALR,1.23,0.5,1.21,1.23,971,1.23,1.21,1.24,1.21,1.47,1.19,9.5,f,0.81,1.21,7.72,7.67,16.0,1.0,0.82,
Adelaide Managed unt,AYT,1.40,-,1.40,1.44,10,1.40,1.40,1.40,1.36,1.565,1.10,16.02,,0.43,1.79,11.44,6.83,20.5,4.0,2.94,
Amcil Ltd,AMH,0.63,-,0.625,0.63,200,0.63,0.63,0.63,0.61,0.72,0.54,2,,-,0.71,3.17,-1.14,-,1.0,1.61,
AMP Capital China unt,AGF,0.755,-,0.745,0.755,1787,0.755,0.73,0.77,0.70,1.265,0.675,8.47,,1.18,0.99,11.22,10.02,7.5,5.5,7.86,
Asian Masters Fund,AUF,1.03,-1,1.03,1.06,96,1.03,1.03,1.05,1.03,1.06,0.97,1,f,-,1.00,0.97,-1.19,-,-2.0,-1.9,
Aurora Global Tr unt,AIB,1.105,1,1.105,1.22,767,1.105,1.105,1.105,1.085,7.50,0.977,23.5,,-,1.20,21.27,-5.76,-,0.5,0.45,
AUS Gov Index Fund,AQF,1.61,-,1.55,-,-,-,-,1.61,1.61,1.72,1.61,-,f,-,-,-,-,-,-,-,
Aust Leaders,ALF,1.095,-,1.095,1.10,146,1.10,1.095,1.115,1.085,1.265,1.01,7,f,7.66,1.37,6.39,53.65,2.0,1.0,0.92,
  opt nov10,ALFO,0.005,-,0.003,0.005,-,-,-,0.005,0.005,0.10,0.003,-,,-,-,-,-,-,-,-,
Aust United Invest,AUI,6.80,10,6.80,6.90,3,6.80,6.80,6.80,6.61,7.90,5.81,25,f,0.75,7.49,3.68,18.7,36.4,6.0,0.89,
Bentley Capital,BEL,0.23,-,0.23,0.235,8,0.23,0.23,0.235,0.22,0.329,0.22,1,f,10.62,0.45,4.35,10.62,2.2,1.0,4.55,
BKI Invest Ltd,BKI,1.16,1,1.16,1.165,302,1.165,1.155,1.165,1.125,1.325,1.066,5.5,f,1.18,1.45,4.74,6.47,17.9,3.0,2.65,
Carlton Invest,CIN,16.70,20,16.55,16.70,2,16.70,16.70,16.70,16.50,18.95,14.36,67,f,0.94,21.78,4.01,63,26.5,20.0,1.21,
  7% cum pf,CINPA,2.12,-,2.15,-,-,-,-,2.12,2.12,2.12,2.11,14,,-,-,6.60,-,-,-,-,
Century Aust,CYA,0.75,-3,0.74,0.75,5601,0.785,0.75,0.785,0.74,0.91,0.74,3.5,f,-,1.02,4.67,-7.74,-,-1.0,-1.32,
Challenger FSG Ltd,CGF,3.72,5,3.72,3.75,18475,3.74,3.64,3.75,3.34,4.50,2.16,13.5,,2.61,3.36,3.63,35.2,10.6,28.0,8.14,
Choiseul Investments   ,CHO,4.57,-,4.48,4.57,47,4.59,4.57,4.60,4.57,5.28,4.30,21,f,0.78,5.42,4.60,16.4,27.9,-3.0,-0.65,
Clime Invest,CIW,0.41,-1,0.41,0.42,350,0.415,0.41,0.42,0.41,0.50,0.322,1,f,5.00,0.44,2.44,5,8.2,-1.0,-2.38,
Contango Microcap,CTN,0.78,-,0.78,0.785,1865,0.80,0.78,0.80,0.735,1.19,0.735,2,f,21.00,1.40,2.56,42,1.9,3.5,4.7,
Count Financial,COU,1.11,-1,1.105,1.135,1587,1.14,1.11,1.15,1.105,1.60,1.055,7,f,1.52,0.22,6.31,10.64,10.4,-3.0,-2.63,
CS GP100 Aust Tr unt,CSJ,0.975,-,0.98,0.985,-,-,-,0.98,0.97,1.05,0.925,2.62,,-,0.97,2.69,-3.19,-,0.5,0.52,
Cs100 Emrg Mkt Infra unt,CSU,0.91,-,0.905,0.91,1293,0.91,0.91,0.91,0.905,0.94,0.875,2.67,,-,0.91,2.93,-5.7,-,0.5,0.55,
Diversified United,DUI,2.84,-10,2.79,2.85,66,2.84,2.80,2.94,2.75,3.53,2.59,13,f,0.34,3.29,4.58,4.4,64.5,4.0,1.43,
Djerriwarrh Invest,DJW,4.25,9,4.22,4.26,358,4.25,4.20,4.26,3.87,4.85,3.76,26,f,-,3.85,6.12,-14.11,-,21.0,5.2,
DKN Financial Grp,DKN,0.60,-,0.51,0.69,-,-,-,0.60,0.56,0.85,0.39,4,,1.23,0.07,6.67,4.91,12.2,4.0,7.14,
Emerging Leaders,ELI,0.75,2.5,0.71,0.74,33,0.75,0.75,0.75,0.70,0.965,0.70,3.75,f,7.17,1.12,5.00,26.88,2.8,3.0,4.17,
Fat Prophets,FAT,0.855,-,0.80,0.88,-,-,-,0.88,0.82,1.005,0.745,3,f,-,1.17,3.51,-4.28,-,-2.5,-2.84,
Global Masters Fund,GFL,0.89,-,0.83,0.88,-,-,-,0.89,0.835,0.905,0.685,-,,-,1.01,-,-1.04,-,-,-,
Global Resource,GRF,1.59,-2,1.59,1.62,158,1.59,1.59,1.61,1.58,1.73,1.57,0.5,f,-,1.58,0.31,-0.36,-,-1.0,-0.63,
Hunter Hall Global,HHV,0.765,0.5,0.765,0.77,947,0.765,0.755,0.765,0.735,0.86,0.695,-,,-,1.03,-,18.37,4.2,2.5,3.38,
Hyperion Flagship,HIP,1.38,3,1.38,1.50,107,1.39,1.38,1.39,1.35,1.52,1.25,8.5,f,-,1.57,6.16,-0.54,-,3.0,2.22,
India Equities Fund,INE,0.072,-57.3,0.065,0.072,48673,0.40,0.055,0.645,0.055,0.645,0.055,-,,-,0.76,-,-1.95,-,-55.3,-88.48,
  opt aug10,INEO,0.125,-11.5,0.125,0.24,89,0.125,0.125,0.24,0.125,0.24,0.05,-,,-,-,-,-,-,-9.0,-41.86,
ING Private Equity,IPE,0.25,0.5,0.245,0.25,240,0.25,0.245,0.25,0.235,0.315,0.17,-,,-,0.47,-,-3.49,-,1.0,4.17,
Ironbark Capital,IBC,0.435,0.5,0.435,0.45,92,0.435,0.435,0.435,0.425,0.50,0.395,2.5,f,3.07,0.54,5.75,7.68,5.7,0.5,1.16,
Magellan Flagship,MFF,0.64,1,0.62,0.63,13,0.64,0.63,0.64,0.60,0.69,0.51,-,,-,0.79,-,3.04,21.1,3.0,4.92,
Milton Corp,MLT,16.00,15,15.90,16.00,187,16.00,15.85,16.00,15.55,19.40,14.25,70,f,0.64,18.37,4.38,44.7,35.8,16.0,1.01,
Mirrabooka Invest,MIR,1.75,2.5,1.74,1.76,219,1.76,1.735,1.76,1.585,2.28,1.52,10,f,-,1.86,5.71,-6.9,-,13.0,8.02,
Orchid Capital,ORC,0.038,-,0.03,0.05,-,-,-,0.038,0.038,0.045,0.006,-,,-,0.01,-,0.69,5.5,-,-,
  opt feb12,ORCOA,0.015,-,0.005,0.02,-,-,-,0.015,0.015,0.015,0.001,-,,-,-,-,-,-,-,-,
Ozgrowth Ltd,OZG,0.16,-,0.15,0.16,1000,0.16,0.16,0.16,0.15,0.175,0.14,0.3,f,20.67,0.25,1.88,6.2,2.6,0.5,3.23,
Peters MacGregor,PET,0.63,-,0.62,0.65,-,-,-,0.635,0.63,0.70,0.51,-,,-,1.03,-,13.67,4.6,-0.5,-0.79,
Platinum Capital,PMC,1.45,-2,1.45,1.46,1043,1.495,1.45,1.495,1.42,1.85,1.36,10,f,1.96,1.35,6.90,19.55,7.4,-4.5,-3.01,
Premium Investors,PRV,0.70,-1.5,0.67,0.72,6052,0.72,0.70,0.72,0.70,0.93,0.65,3.5,f,3.01,0.95,5.00,10.55,6.6,-,-,
Sylvastate Ltd,SYL,3.40,-,3.42,3.48,24,3.40,3.40,3.40,3.40,4.09,2.99,21,f,0.41,3.59,6.18,8.56,39.7,-,-,
Templeton Global,TGG,0.77,-,0.765,0.78,910,0.78,0.77,0.78,0.76,0.885,0.73,-,,-,0.99,-,-2.8,-,-1.0,-1.28,
Van Eyk Three Pillar,VTP,0.81,1,0.81,0.82,58,0.81,0.81,0.81,0.78,0.955,0.755,2.5,f,7.56,1.00,3.09,18.9,4.3,1.0,1.25,
Wallace Absolute,WAB,0.063,0.3,0.063,0.065,1382,0.063,0.061,0.063,0.06,0.073,0.023,-,,-,0.04,-,-37.93,-,0.3,5,
WAM Capital Ltd,WAM,1.18,1,1.17,1.18,128,1.18,1.17,1.18,1.15,1.355,1.015,8,f,4.81,1.62,6.78,38.5,3.1,3.0,2.61,
Whitefield Ltd,WHF,2.95,3,2.95,2.98,100,2.95,2.95,2.95,2.89,3.63,2.55,17,f,0.09,3.55,5.76,1.54,191.6,5.0,1.72,
  8% cum pf,WHFPA,1.345,-,-,-,-,-,-,1.345,1.345,1.345,1.345,8,,-,-,5.95,-,-,-,-,
Wilson Invest,WIL,0.64,0.5,0.64,0.645,600,0.64,0.635,0.66,0.635,0.805,0.585,4.6,f,0.24,0.94,7.19,1.09,58.7,-1.0,-1.54,
INDUSTRY: Diversified Financials - Multi-Sector Holdings,,,,,,,,,,,,,,,,,,,,,,
ASF Grp Ltd,AFA,0.11,-,0.10,0.11,500,0.11,0.11,0.115,0.105,0.43,0.075,-,,-,0.02,-,-1.19,-,-,-,
Bisan Ltd,BSN,0.036,-,0.03,0.039,-,-,-,0.036,0.036,0.05,0.03,-,,-,0.04,-,-2.07,-,-,-,
Charter Pacific,CHF,0.04,-,0.036,0.04,-,-,-,0.04,0.04,0.076,0.04,-,,-,0.13,-,-3.16,-,-,-,
  opt feb11,CHFO,0.001,-,-,0.001,-,-,-,0.001,0.001,0.013,0.001,-,,-,-,-,-,-,-,-,
Gowing Bros Ltd,GOW,2.35,-,2.33,2.40,-,-,-,2.40,2.34,2.811,2.30,10,f,-,3.06,4.26,-15.94,-,1.0,0.43,
Grandbridge Ltd,GBA,0.18,-,0.18,0.205,347,0.185,0.18,0.185,0.17,0.23,0.04,-,,-,0.27,-,11.7,1.5,1.0,5.88,
Guinness Peat cdi,GPG,0.54,1,0.54,0.55,2670,0.55,0.54,0.55,0.52,0.682,0.468,1.66,,-,0.83,3.07,-4.03,-,-,-,
London City Equities,LCE,0.39,-,-,0.41,-,-,-,0.39,0.39,0.44,0.39,1,,-,0.54,2.56,-0.19,-,-,-,
Luminus Systems,LSL,0.009,-,0.005,0.05,-,-,-,0.009,0.008,0.023,0.008,-,,-,-0.01,-,-7.96,-,0.1,12.5,
Soul Pattinson,SOL,13.06,16,13.06,13.08,84,13.09,13.03,13.40,12.65,15.38,10.011,33,f,3.76,11.11,2.53,124.07,10.5,23.0,1.79,
Sunvest Corp,SVS,0.275,-,0.275,0.455,-,-,-,0.275,0.275,0.28,0.25,-,,-,0.51,-,-3.56,-,-,-,
Tag Pacific Ltd,TAG,0.18,-,0.13,0.175,-,-,-,0.18,0.13,0.27,0.125,0.75,,4.80,0.33,4.17,3.6,5.0,5.0,38.46,
Tranzact Fin Service,TFS,0.15,-,0.155,0.18,-,-,-,0.15,0.15,0.215,0.12,0.6,f,2.73,0.07,4.00,1.64,9.1,-,-,
INDUSTRY: Diversified Financials - Specialized Finance,,,,,,,,,,,,,,,,,,,,,,
ASX Ltd,ASX,29.03,19,28.98,29.04,5185,29.17,28.57,29.17,28.06,37.77,28.06,163.6,f,1.10,3.19,5.64,180.6,16.1,22.0,0.76,
BBX Hldgs,BBX,0.01,-,0.01,0.04,-,-,-,0.01,0.01,0.02,0.01,-,,-,0.06,-,19.48,0.1,-,-,
Hillcrest Litigat,HLS,0.058,-,0.058,0.069,-,-,-,0.058,0.058,0.10,0.058,-,,-,0.08,-,1.26,4.6,-,-,
IMF (Aust) Ltd,IMF,1.425,1.5,1.425,1.435,827,1.435,1.405,1.45,1.40,1.96,1.25,15,f,0.55,0.32,10.53,8.22,17.3,-1.5,-1.04,
Ipernica Ltd,IPR,0.12,1,0.12,0.13,6249,0.125,0.12,0.125,0.09,0.18,0.06,-,,-,0.04,-,-2.93,-,3.0,33.33,
NSX Ltd,NSX,0.20,-,0.17,0.205,-,-,-,0.205,0.20,0.26,0.165,-,,-,0.09,-,-4.95,-,-,-,
INDUSTRY: 0 - Capital Markets,,,,,,,,,,,,,,,,,,,,,,
Advanced Share,ASW,0.54,-,0.60,0.645,23,0.54,0.54,0.54,0.465,0.54,0.235,2.75,f,1.15,0.11,5.09,3.16,17.1,3.0,5.88,
Alternative Invest unt,AIQ,1.05,-,1.05,1.07,73,1.05,1.05,1.05,1.04,1.45,0.91,47,,-,1.45,44.76,-44.5,-,1.0,0.96,
APN Prop Grp,APD,0.18,-1,0.175,0.19,1700,0.18,0.18,0.19,0.17,0.41,0.15,1.25,f,-,0.21,6.94,-17.88,-,1.0,5.88,
Argo Invest,ARG,5.87,8,5.83,5.87,1021,5.89,5.78,5.89,5.67,7.05,5.61,25,f,-,5.99,4.26,-11.1,-,8.0,1.38,
Aurora SAE ord unt,ABW,1.035,-,1.07,1.08,-,-,-,1.04,1.035,7.35,0.867,23,,-,1.20,22.22,-30.42,-,-0.5,-0.48,
Aurora Sandringham ,AOD,0.995,2,0.985,0.995,521,0.995,0.975,0.995,0.965,1.12,0.965,5.6,,-,1.02,5.63,-4.69,-,1.0,1.02,
Aust Ethical,AEF,22.00,-110,20.20,22.00,1,22.00,22.00,23.10,22.00,37.00,20.00,182,f,0.76,8.11,8.27,139,15.8,-110.0,-4.76,
Aust Foundation,AFI,4.77,2,4.77,4.81,2542,4.80,4.73,4.84,4.63,5.41,4.30,21,f,0.43,4.98,4.40,8.93,53.4,3.0,0.63,
  new,AFIN,4.60,-,4.55,4.65,-,-,-,4.60,4.54,4.68,4.51,-,,-,-,-,-,-,6.0,1.32,
Austock Grp Ltd,ACK,0.15,-,0.14,0.19,-,-,-,0.15,0.15,0.33,0.14,-,,-,0.24,-,-6.58,-,-,-,
Bell Financial Grp,BFG,0.90,1,0.90,0.955,170,0.92,0.90,0.92,0.84,1.40,0.68,8,f,1.41,0.25,8.89,11.3,8.0,-,-,
Belmont Hldgs,BET,1.15,-,1.00,-,-,-,-,1.30,1.15,1.47,1.10,-,,-,1.78,-,-1.38,-,-15.0,-11.54,
Blue Capital Ltd,BIV,0.021,-,0.021,0.026,-,-,-,0.021,0.021,0.031,0.013,-,,-,0.02,-,-1.23,-,-,-,
BT Invest Mngmnt,BTT,2.71,-5,2.70,2.75,781,2.80,2.70,2.84,2.52,3.34,1.92,10.4,f,1.42,0.32,3.84,14.76,18.4,22.0,8.84,
Cadence Capital,CDM,0.70,-4,0.70,0.72,128,0.70,0.70,0.74,0.70,0.88,0.55,4,f,6.58,1.13,5.71,26.3,2.7,-4.0,-5.41,
Chapmans Ltd,CHP,0.015,-,0.014,0.019,-,-,-,0.015,0.015,0.022,0.011,-,,-,0.02,-,-0.34,-,-,-,
China Century Capitl,CCY,0.057,-,0.054,0.057,-,-,-,0.057,0.054,0.115,0.041,-,,-,0.05,-,-17.6,-,0.1,1.79,
CI Res Ltd,CII,0.72,-,0.69,0.86,-,-,-,0.72,0.72,0.91,0.69,2,,4.09,0.47,2.78,8.18,8.8,-,-,
Clime Capital,CAM,1.03,5.5,0.98,1.03,522,1.03,0.99,1.03,0.975,1.145,0.745,4,f,12.60,1.39,3.88,50.38,2.0,1.0,0.98,
Contango Capital,CCQ,0.635,-,0.635,0.66,80,0.64,0.635,0.68,0.63,1.55,0.60,1,f,6.91,1.12,1.57,6.91,9.2,-1.5,-2.31,
CVC Ltd,CVC,0.825,-,0.82,0.825,52,0.825,0.825,0.825,0.80,0.825,0.53,2,f,-,1.23,2.42,-5.51,-,2.5,3.12,
Diversa Ltd,DVA,0.093,-,0.093,0.11,15,0.093,0.093,0.093,0.092,0.15,0.08,-,,-,0.02,-,-6,-,0.1,1.09,
Equities & Freehldgss,EQF,0.21,-,0.21,0.23,-,-,-,0.21,0.21,0.31,0.02,-,,-,0.23,-,24.98,0.8,-,-,
Equity Tr,EQT,15.10,-,14.90,15.10,5,15.10,15.00,15.30,15.00,19.50,14.00,110,f,0.83,2.62,7.28,91.82,16.4,-20.0,-1.31,
Euroz Ltd,EZL,1.275,0.5,1.275,1.28,1549,1.29,1.27,1.31,1.26,1.69,0.92,12,f,1.16,-,9.41,13.94,9.1,-0.5,-0.39,
  opt mar14,EZLO,0.54,-,0.54,0.545,80,0.54,0.54,0.54,0.50,0.91,0.325,-,,-,-,-,-,-,4.0,8,
Everest Financial,EFG,0.05,-,0.049,0.05,-,-,-,0.052,0.05,0.085,0.037,-,,-,0.10,-,1.3,3.8,0.4,8.7,
Excela Ltd,EXA,0.395,-,0.26,0.37,-,-,-,0.395,0.395,0.63,0.25,2,f,-,0.59,5.06,-1.44,-,-,-,
Fiducian Portfolio,FPS,1.25,4,1.25,1.35,10,1.25,1.25,1.25,1.21,1.75,1.16,6.75,f,1.43,0.34,5.40,9.63,13.0,1.0,0.81,
Future Corp,FUT,0.002,-,0.002,0.003,7320,0.002,0.002,0.002,0.002,0.011,0.001,-,,-,-,-,-0.1,-,-,-,
Global Min,GMI,1.095,0.5,1.085,1.10,3031,1.10,1.08,1.115,1.065,1.32,0.91,1,f,5.19,1.43,0.91,5.19,21.1,1.0,0.92,
Hastings High Yld unt,HHY,1.155,1.5,1.13,1.155,1150,1.155,1.085,1.175,1.085,1.44,1.085,17.01,,1.38,1.90,14.73,23.53,4.9,-0.5,-0.43,
Henderson Grp cdi,HGG,2.19,2,2.17,2.19,23443,2.21,2.17,2.21,2.10,2.67,1.815,10.69,,0.30,-0.18,4.88,3.23,67.8,6.0,2.82,
HFA Hldgs Ltd,HFA,0.19,1.5,0.18,0.19,2755,0.19,0.175,0.19,0.165,0.43,0.145,-,,-,-0.20,-,-0.33,-,2.0,11.76,
Hunter Hall Intl,HHL,5.29,4,5.30,5.35,62,5.35,5.25,5.35,5.09,7.90,4.83,47,f,1.25,1.73,8.88,58.95,9.0,17.0,3.32,
Investorfirst Ltd,INQ,0.05,-,0.05,0.057,6609,0.052,0.05,0.053,0.05,0.15,0.05,-,,-,0.04,-,-1.36,-,-,-,
IOOF Hldgs Ltd,IFL,6.46,11,6.00,6.46,2510,6.47,6.33,6.47,5.95,7.40,3.96,21,f,0.93,0.56,3.25,19.5,33.1,40.0,6.6,
K2 Asset Mgmt,KAM,0.44,-,0.375,0.50,-,-,-,0.475,0.43,0.87,0.35,-,,-,0.04,-,1.74,25.3,-2.0,-4.35,
Katana Capital,KAT,0.65,-,0.65,0.70,-,-,-,0.65,0.65,0.85,0.53,2,f,15.41,0.93,3.08,30.82,2.1,-,-,
Keybridge Capital,KBC,0.088,-0.2,0.085,0.088,2893,0.089,0.086,0.093,0.086,0.15,0.063,-,,-,0.50,-,-98.55,-,-0.4,-4.35,
Macq Grp Ltd,MQG,39.65,107,39.49,39.66,40521,39.66,38.14,39.66,35.01,58.80,35.01,186,,1.72,25.82,4.69,320.2,12.4,365.0,10.14,
Macq Winton ord unt,MWG,1.23,-,1.20,1.23,-,-,-,1.24,1.18,1.31,1.05,-,,-,1.34,-,-2.09,-,-1.0,-0.81,
Magellan Fin Grp,MFG,1.11,-4,1.11,1.145,10,1.11,1.11,1.16,1.10,1.16,0.59,-,,-,-,-,0.6,185.0,-,-,
  opt jun11,MFGOB,0.10,-,0.10,0.28,-,-,-,0.10,0.10,0.105,0.05,-,,-,-,-,-,-,-,-,
  opt jun16,MFGOC,0.14,-,0.14,-,-,-,-,0.17,0.14,0.20,0.012,-,,-,-,-,-,-,-3.0,-17.65,
Mariner Corp Ltd,MCX,0.003,-,0.003,0.004,-,-,-,0.003,0.003,0.016,0.002,-,,-,-,-,-7.48,-,-,-,
MAX Tr unt,MXQ,0.035,-,0.036,0.039,142,0.035,0.035,0.039,0.033,0.09,0.026,-,,-,0.32,-,28.23,0.1,0.2,6.06,
Multi Channel,MUT,0.007,-,0.005,0.008,-,-,-,0.007,0.005,0.008,0.002,-,,-,-,-,-43.27,-,0.2,40,
Murchison Hldgs,MCH,0.425,-,0.45,0.53,-,-,-,0.425,0.38,0.77,0.30,-,,-,1.28,-,10.13,4.2,4.5,11.84,
Oceania Capital,OCP,1.61,-1,1.60,1.62,2199,1.61,1.55,1.625,1.55,3.05,1.50,6,,2.31,5.01,3.73,13.88,11.6,1.0,0.63,
Orion Equities,OEQ,0.435,-,0.38,0.435,-,-,-,0.435,0.435,0.64,0.43,-,,-,1.23,-,33.16,1.3,-,-,
Over Fifty Grp,OFG,0.50,-,0.50,0.52,59,0.50,0.50,0.53,0.50,1.09,0.405,2.5,p,0.10,0.52,5.00,0.26,192.3,-1.5,-2.91,
Perpetual Ltd,PPT,28.71,24,28.50,28.80,1832,28.89,28.25,28.89,27.22,41.39,25.23,165,f,1.11,4.46,5.75,183.4,15.7,93.0,3.35,
Plan B Grp Hld,PLB,0.68,-,0.50,0.695,-,-,-,0.68,0.68,0.89,0.50,2.7,f,0.62,0.09,3.97,1.68,40.5,-,-,
Platinum Asset,PTM,4.83,38,4.81,4.85,8229,4.86,4.55,4.86,4.44,6.34,3.76,20,f,1.17,-,4.14,23.41,20.6,22.0,4.77,
Prime Financial,PFG,0.17,0.5,0.17,0.18,1224,0.18,0.17,0.18,0.165,0.34,0.12,0.75,f,3.11,0.14,4.41,2.33,7.3,1.0,6.25,
Public Hldgs,PHA,0.05,-,0.05,-,-,-,-,0.05,0.05,0.052,0.05,-,,-,0.18,-,-5.6,-,-,-,
Quest Invest,QST,0.08,-,0.08,0.081,-,-,-,0.083,0.08,0.145,0.061,-,,-,0.19,-,10.32,0.8,-0.3,-3.61,
Redcape Prop Grp stp,RPF,0.175,-,0.175,0.195,50,0.175,0.175,0.20,0.175,0.45,0.17,-,,-,0.32,-,21.74,0.8,-2.5,-12.5,
RIMCapital Ltd,RMC,0.026,-,0.02,0.027,-,-,-,0.026,0.026,0.10,0.025,-,,-,0.03,-,-0.02,-,-,-,
Robe Aust Ltd,ROB,0.007,-,0.007,0.011,-,-,-,0.007,0.007,0.024,0.005,-,,-,-,-,-4.59,-,-,-,
Snowball Grp,SNO,0.42,-,0.38,0.43,150,0.42,0.42,0.42,0.42,0.47,0.32,3.25,f,0.83,-0.03,7.74,2.71,15.5,-,-,
Souls Private Equity,SOE,0.085,-0.5,0.085,0.09,1784,0.09,0.085,0.091,0.085,0.12,0.078,-,,-,0.19,-,0.09,94.4,-0.2,-2.3,
  opt feb15,SOEOA,0.015,-,0.015,0.018,10,0.015,0.015,0.015,0.014,0.02,0.008,-,,-,-,-,-,-,0.1,7.14,
Strategic Pooled,SPD,0.11,-,0.10,0.11,-,-,-,0.11,0.09,0.17,0.08,-,,-,0.14,-,0.52,21.2,2.0,22.22,
THE Tr Comp Ltd,TRU,5.47,1,5.47,5.60,96,5.60,5.47,5.85,5.41,6.70,5.10,33.7,f,1.00,0.02,6.16,33.8,16.2,-5.0,-0.91,
Tidewater Invest,TDI,0.22,-,0.22,0.25,-,-,-,0.22,0.22,0.29,0.127,1.5,f,6.07,0.30,6.82,9.1,2.4,-,-,
Treasury Grp,TRG,4.81,-9,4.81,4.99,514,5.00,4.80,5.00,4.80,6.30,4.11,22,f,1.61,2.37,4.57,35.42,13.6,-9.0,-1.84,
Trojan Equity,TJN,0.50,3.5,0.485,0.51,1083,0.50,0.485,0.50,0.465,0.55,0.297,-,,-,0.63,-,4.6,10.9,-,-,
Verus Invest,VIL,0.019,-,0.019,0.02,37524,0.02,0.019,0.02,0.018,0.095,0.004,-,,-,-,-,-0.36,-,0.1,5.56,
Vesture Ltd,VES,0.105,-,0.11,0.155,75,0.105,0.105,0.105,0.105,0.105,0.006,-,,-,-0.28,-,0.93,11.3,-,-,
Viento Grp Ltd,VIE,0.11,-,0.11,0.17,-,-,-,0.11,0.11,0.22,0.07,-,,-,0.18,-,-4.81,-,-,-,
WAM Active Ltd,WAA,0.975,-,0.945,0.975,-,-,-,0.975,0.975,1.175,0.803,5,f,6.18,1.19,5.13,30.89,3.2,-,-,
  opt apr11,WAAO,0.016,-,0.016,0.03,-,-,-,0.016,0.016,0.03,0.015,-,,-,-,-,-,-,-,-,
Westoz Inv Ltd,WIC,1.03,-,1.01,1.03,300,1.03,1.03,1.03,0.99,1.20,0.975,2.5,f,9.00,1.52,2.43,22.5,4.6,1.0,0.98,
  opt jun12,WICO,0.08,-,0.05,0.10,-,-,-,0.08,0.08,0.25,0.075,-,,-,-,-,-,-,-,-,
Wilson Htm Invest,WIG,1.10,-,1.06,1.15,-,-,-,1.15,1.10,2.26,1.00,4,f,2.71,0.76,3.64,10.83,10.2,-5.0,-4.35,
INDUSTRY GROUP: Insurance,,,,,,,,,,,,,,,,,,,,,,
AMP Ltd,AMP,5.31,6,5.31,5.32,47275,5.34,5.21,5.34,5.06,6.97,4.61,30,p,1.24,0.80,5.65,37.1,14.3,18.0,3.51,
Austbrokers Hldgs,AUB,4.89,20,4.69,4.89,33,4.89,4.75,4.95,4.60,5.65,3.85,21,f,1.55,0.92,4.29,32.49,15.1,-6.0,-1.21,
AXA Asia Pacific,AXA,5.33,-5,5.31,5.35,54807,5.36,5.24,5.45,5.24,6.72,3.52,18.5,p,1.89,1.12,3.47,34.89,15.3,-7.0,-1.3,
Calliden Grp,CIX,0.22,-,0.22,0.225,-,-,-,0.235,0.22,0.35,0.21,1,f,-,0.21,4.55,-0.17,-,-1.5,-6.38,
Insurance Aust Grp,IAG,3.35,1,3.35,3.37,43743,3.37,3.31,3.40,3.22,4.21,3.22,14.5,f,1.73,1.29,4.33,25.07,13.4,-5.0,-1.47,
NIB Hldgs Ltd,NHF,1.255,0.5,1.245,1.26,1197,1.26,1.24,1.27,1.20,1.45,0.87,6.4,f,2.03,0.75,5.10,13,9.7,0.5,0.4,
QBE Insurance Grp,QBE,17.78,-5,17.76,17.78,58003,17.95,17.54,18.10,17.11,25.70,17.11,128,p,1.54,5.16,7.20,196.5,9.0,18.0,1.02,
Suncorp-Metway,SUN,8.24,12,8.11,8.24,21819,8.24,8.07,8.24,7.56,9.59,6.41,35,f,0.98,5.43,4.25,34.21,24.1,29.0,3.65,
Tower Aust,TAL,2.02,5,1.98,2.03,12875,2.04,1.955,2.08,1.955,3.35,1.955,5.25,,2.48,1.07,2.60,13,15.5,1.0,0.5,
Tower Ltd,TWR,1.43,-,1.43,1.45,17,1.435,1.43,1.485,1.40,1.75,1.25,10.32,,1.64,1.14,7.22,16.93,8.4,-3.0,-2.05,
