Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,,
 XAO 4586.3 at 16:37 6/8/2010  Report at 19:05 Friday 6/8/2010. Processed 23:12 Friday 6/8/2010.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move,
United Orogen,UOG,0.047,-1.3,0.047,0.051,3100,0.06,0.047,0.06,0.03,0.06,0.012,-,,-,-,-,-1.3,-,1.7,56.67,
United Uranium,UUL,0.11,-,0.11,0.115,551,0.11,0.105,0.11,0.095,0.295,0.079,-,,-,-,-,-0.42,-,1.0,10,
  opt jun12,UULOA,0.039,-,0.02,0.039,-,-,-,0.039,0.035,0.08,0.026,-,,-,-,-,-,-,0.4,11.43,
Uranex NL,UNX,0.16,-0.5,0.155,0.16,1019,0.16,0.16,0.18,0.16,0.415,0.14,-,,-,-,-,-3.25,-,-2.0,-11.11,
Uranium Equities,UEQ,0.12,-,0.11,0.12,100,0.12,0.12,0.12,0.11,0.28,0.07,-,,-,-,-,-1.68,-,-,-,
Uranium Explore,UXA,0.043,-,0.042,0.043,2922,0.044,0.043,0.044,0.043,0.155,0.031,-,,-,-,-,-6.37,-,-0.2,-4.44,
Uraniumsa Ltd,USA,0.23,1,0.225,0.235,500,0.23,0.23,0.245,0.20,0.315,0.092,-,,-,-,-,-4.8,-,-1.0,-4.17,
Victoria Pet,VPE,0.28,-0.5,0.275,0.28,4041,0.29,0.28,0.29,0.26,0.405,0.23,-,,-,-,-,0.19,147.4,1.5,5.66,
Wasabi Energy Ltd,WAS,0.014,0.1,0.013,0.014,16500,0.014,0.014,0.015,0.013,0.028,0.009,-,,-,-,-,-0.4,-,-,-,
Westralian Gas & Pwr,WGP,0.017,0.1,0.016,0.017,3264,0.017,0.016,0.017,0.015,0.043,0.013,-,,-,-,-,-2.37,-,-,-,
  opt oct11,WGPOA,0.003,-,0.001,0.003,-,-,-,0.003,0.003,0.01,0.002,-,,-,-,-,-,-,-,-,
Westside Corp,WCL,0.43,-,0.43,0.445,544,0.435,0.43,0.45,0.43,0.72,0.295,-,,-,-,-,-3.4,-,-0.5,-1.15,
Whinnen Res,WWW,0.051,-,0.054,0.08,-,-,-,0.051,0.051,0.17,0.05,-,,-,-,-,-3.27,-,-,-,
  opt apr13,WWWO,0.021,-,0.016,0.03,-,-,-,0.021,0.021,0.03,0.015,-,,-,-,-,-,-,-,-,
White Canyon Uranium,WCU,0.095,-,0.095,0.099,167,0.095,0.095,0.095,0.08,0.32,0.066,-,,-,-,-,-0.93,-,1.5,18.75,
Whitehaven Coal,WHC,6.13,6,6.12,6.17,19477,6.21,5.97,6.28,5.25,6.28,3.19,8.8,f,3.22,2.09,1.44,28.3,21.7,71.0,13.1,
WHL Energy Ltd,WHN,0.017,-0.1,0.017,0.018,9140,0.018,0.017,0.019,0.017,0.125,0.017,-,,-,0.03,-,-0.59,-,-0.2,-10.53,
  opt jun12,WHNO,0.01,-,0.006,0.019,-,-,-,0.01,0.01,0.01,0.01,-,,-,-,-,-,-,-,-,
Wildhorse Energy,WHE,0.24,1,0.24,0.245,17178,0.24,0.22,0.24,0.215,0.70,0.205,-,,-,-,-,-10.3,-,1.0,4.35,
Woodside Pet,WPL,42.31,-19,42.30,42.33,13778,42.58,42.15,42.59,41.25,53.869,39.63,110,f,2.35,-,2.60,259,16.3,71.0,1.71,
Yellow Rock,YRR,0.019,-,0.019,0.02,139,0.019,0.019,0.02,0.019,0.091,0.017,-,,-,-,-,-15.3,-,-,-,
  opt sep12,YRROA,0.005,-,0.004,0.014,-,-,-,0.005,0.005,0.025,0.005,-,,-,-,-,-,-,-,-,
SECTOR: Financials ex Real Estate,,,,,,,,,,,,,,,,,,,,,,
INDUSTRY GROUP: Banks,,,,,,,,,,,,,,,,,,,,,,
ANZ Banking Grp,ANZ,23.05,-16,23.03,23.05,37528,23.15,22.89,23.55,22.89,26.23,18.73,108,f,1.34,9.99,4.69,144.8,15.9,-,-,
Bank of Qld,BOQ,10.56,-8,10.54,10.58,4197,10.64,10.51,10.69,10.37,13.49,9.74,52,f,1.78,7.20,4.92,92.4,11.4,18.0,1.73,
Bendigo & Adelaide,BEN,8.27,-5,8.25,8.32,7872,8.30,8.22,8.40,8.21,10.48,7.66,43,f,0.83,5.16,5.20,35.53,23.3,8.0,0.98,
CL Asset Hldgs,CLS,0.75,-,0.70,0.90,-,-,-,0.75,0.71,1.20,0.61,-,,-,4.32,-,-66.35,-,4.0,5.63,
C'wlth Bank  of Aust ,CBA,52.59,-36,52.55,52.60,35546,52.79,52.16,54.20,52.16,60.00,43.44,235,f,1.41,-,4.47,330.4,15.9,3.0,0.06,
Firstfolio Ltd,FFF,0.06,-0.1,0.059,0.06,3600,0.06,0.06,0.061,0.059,0.089,0.028,-,,-,-0.05,-,1.13,5.3,-,-,
Homeloans Ltd,HOM,0.935,-1.5,0.935,0.95,33,0.935,0.935,0.98,0.935,1.04,0.45,9,f,1.02,0.52,9.63,9.16,10.2,0.5,0.54,
Mortgage Choice,MOC,1.215,2.5,1.21,1.22,387,1.22,1.21,1.22,1.175,1.40,1.00,11,f,2.16,0.56,9.05,23.8,5.1,4.5,3.85,
Mystate Ltd,MYS,3.03,2,3.03,3.10,180,3.10,3.00,3.10,3.00,3.75,2.60,20,f,0.70,2.17,6.60,13.9,21.8,3.0,1,
National Aust Bank,NAB,25.03,-16,25.00,25.05,32563,25.10,24.81,25.47,24.75,32.37,22.23,147,f,1.36,12.41,5.87,199.3,12.6,-10.0,-0.4,
RHG Ltd,RHG,0.70,-0.5,0.70,0.705,3008,0.705,0.695,0.705,0.67,0.75,0.45,-,,-,0.84,-,29.5,2.4,3.0,4.48,
Rock Bld perm.,ROK,2.57,-3,2.55,2.57,134,2.60,2.57,2.60,2.50,3.10,2.38,14.5,f,1.33,1.98,5.64,19.3,13.3,2.0,0.78,
Westpac Banking,WBC,23.62,-23,23.60,23.62,59050,23.71,23.46,24.49,23.46,28.43,20.56,125,f,1.11,8.42,5.29,138.5,17.1,-37.0,-1.54,
Wide Bay Aust Ltd,WBB,10.50,-,10.45,10.50,86,10.50,10.49,10.50,10.30,11.26,7.80,62,f,0.98,3.62,5.90,60.89,17.2,23.0,2.24,
INDUSTRY: Diversified Financials - Other Diversified Financial Services,,,,,,,,,,,,,,,,,,,,,,
Aacl Hldgs Ltd,AAY,0.072,-,0.075,0.08,150,0.072,0.072,0.08,0.072,0.275,0.07,-,,-,-,-,-,-,-0.8,-10,
Aberdeen Leaders,ALR,1.26,-1,1.255,1.275,446,1.27,1.255,1.27,1.245,1.47,1.20,9.5,f,0.81,1.21,7.54,7.67,16.4,2.5,2.02,
Adelaide Managed unt,AYT,1.425,-,1.425,1.43,50,1.425,1.425,1.43,1.40,1.45,1.144,15.35,,0.14,1.62,10.77,2.11,67.5,0.5,0.35,
Amcil Ltd,AMH,0.65,-,0.64,0.65,508,0.65,0.645,0.655,0.64,0.72,0.595,2,f,1.87,0.70,3.08,3.73,17.4,0.5,0.78,
AMP Capital China unt,AGF,0.865,0.5,0.86,0.865,1528,0.865,0.845,0.89,0.845,1.20,0.675,8.47,,1.18,0.99,9.79,10.02,8.6,-,-,
Asian Masters Fund,AUF,1.05,-,1.05,1.20,194,1.05,1.05,1.05,1.03,1.06,0.98,1,f,-,1.00,0.95,-1.19,-,2.0,1.94,
Aurora Global Tr unt,AIB,1.14,-,1.14,1.22,-,-,-,1.14,1.125,7.50,0.977,23.5,,-,1.20,20.61,-5.76,-,3.5,3.17,
AUS Gov Index Fund,AQF,1.61,-,1.61,-,-,-,-,1.61,1.58,1.72,1.58,-,f,-,-,-,-,-,3.0,1.9,
Aust Leaders,ALF,1.12,-,1.12,1.13,383,1.12,1.10,1.12,1.10,1.265,1.045,7,f,7.66,1.37,6.25,53.65,2.1,-,-,
  opt nov10,ALFO,0.003,-,0.001,0.006,-,-,-,0.003,0.003,0.10,0.003,-,,-,-,-,-,-,-,-,
Aust United Invest,AUI,6.70,8,6.70,6.95,31,6.70,6.70,7.00,6.62,7.90,6.40,25,f,0.75,7.49,3.73,18.7,35.8,-11.0,-1.62,
Bentley Capital,BEL,0.23,-,0.225,0.24,-,-,-,0.23,0.225,0.329,0.22,1,f,10.62,0.45,4.35,10.62,2.2,0.5,2.22,
BKI Invest Ltd,BKI,1.26,1,1.26,1.265,997,1.265,1.25,1.265,1.20,1.325,1.09,5.25,f,1.44,1.32,4.17,7.57,16.6,7.5,6.33,
Carlton Invest,CIN,17.15,20,17.15,17.39,53,17.15,16.95,17.50,16.95,18.95,15.25,67,f,0.94,21.78,3.91,63,27.2,-14.0,-0.81,
  7% cum pf,CINPA,2.12,-,2.15,-,-,-,-,2.12,2.12,2.12,2.11,14,,-,-,6.60,-,-,-,-,
Century Aust,CYA,0.785,-0.5,0.785,0.79,1238,0.79,0.785,0.805,0.78,0.91,0.74,3.5,f,-,1.02,4.46,-7.74,-,-1.0,-1.26,
Challenger FSG Ltd,CGF,3.62,-3,3.56,3.64,9298,3.64,3.56,3.65,3.48,4.50,2.40,13.5,,2.61,3.36,3.73,35.2,10.3,10.0,2.84,
Choiseul Investments   ,CHO,4.71,5,4.71,4.72,408,4.73,4.70,4.73,4.60,5.28,4.41,21,f,0.78,5.42,4.46,16.4,28.7,10.0,2.17,
Clime Invest,CIW,0.42,-1,0.42,0.45,880,0.44,0.42,0.44,0.42,0.50,0.322,1,f,5.00,0.44,2.38,5,8.4,-1.0,-2.33,
Contango Microcap,CTN,0.90,1,0.90,0.93,1756,0.93,0.895,0.93,0.865,1.19,0.735,2,f,21.00,1.40,2.22,42,2.1,3.5,4.05,
Count Financial,COU,1.13,-1,1.13,1.145,725,1.14,1.13,1.145,1.12,1.60,1.055,7,f,1.52,0.22,6.19,10.64,10.6,-,-,
CS GP100 Aust Tr unt,CSJ,0.97,-,0.975,0.985,-,-,-,0.97,0.97,1.05,0.935,2.37,p,-,0.97,2.44,-3.19,-,-,-,
Cs100 Emrg Mkt Infra unt,CSU,0.91,-,0.91,0.915,218,0.915,0.91,0.915,0.91,0.94,0.885,1.32,,-,0.91,1.45,-5.7,-,-0.5,-0.55,
Diversified United,DUI,3.05,5,2.91,3.05,543,3.05,2.98,3.05,2.95,3.53,2.73,13,f,0.34,3.29,4.26,4.4,69.3,10.0,3.39,
Djerriwarrh Invest,DJW,4.07,-3,4.03,4.07,637,4.10,4.02,4.36,4.00,4.85,3.84,26,f,0.46,3.49,6.39,11.86,34.3,-24.0,-5.57,
DKN Financial Grp,DKN,0.57,1,0.56,0.60,456,0.57,0.57,0.60,0.55,0.85,0.50,4,,1.23,0.07,7.02,4.91,11.6,4.5,8.57,
Emerging Leaders,ELI,0.78,0.5,0.765,0.78,150,0.80,0.78,0.80,0.745,0.965,0.70,3.75,f,7.17,1.12,4.81,26.88,2.9,3.5,4.7,
Fat Prophets,FAT,0.87,-,0.875,0.925,-,-,-,0.87,0.87,1.005,0.785,3,f,-,1.17,3.45,-4.28,-,-8.0,-8.42,
Global Masters Fund,GFL,0.83,-,0.665,0.86,-,-,-,0.83,0.83,0.905,0.685,-,,-,1.01,-,-1.04,-,-,-,
Global Resource,GRF,1.63,1,1.63,1.67,213,1.63,1.63,1.63,1.62,1.73,1.57,0.5,f,-,1.58,0.31,-0.36,-,1.0,0.62,
Hunter Hall Global,HHV,0.82,-1,0.82,0.84,1431,0.83,0.82,0.84,0.785,0.86,0.695,-,,-,1.03,-,18.37,4.5,1.5,1.86,
Hyperion Flagship,HIP,1.50,-,1.48,1.49,-,-,-,1.50,1.50,1.52,1.30,8.5,f,0.48,-,5.67,4.09,36.7,1.5,1.01,
India Equities Fund,INE,0.047,-,0.047,0.05,133,0.047,0.047,0.054,0.047,0.645,0.047,-,,-,0.76,-,-1.95,-,-0.3,-6,
  opt aug10,INEO,0.043,-,0.043,0.057,87,0.043,0.043,0.043,0.042,0.24,0.042,-,,-,-,-,-,-,0.1,2.38,
ING Private Equity,IPE,0.26,-,0.26,0.27,-,-,-,0.27,0.26,0.315,0.20,-,,-,0.47,-,-3.49,-,-1.0,-3.7,
Ironbark Capital,IBC,0.47,-,0.47,0.48,-,-,-,0.47,0.45,0.50,0.425,2.5,f,3.07,0.54,5.32,7.68,6.1,2.0,4.44,
Magellan Flagship,MFF,0.64,-1.5,0.64,0.65,1353,0.65,0.64,0.655,0.64,0.69,0.56,-,,-,0.79,-,3.04,21.1,-1.0,-1.54,
Milton Corp,MLT,16.40,-11,16.39,16.40,299,16.51,16.39,16.80,16.39,19.40,15.55,71,f,1.10,16.51,4.33,78.2,21.0,3.0,0.18,
Mirrabooka Invest,MIR,1.68,4,1.68,1.70,1338,1.71,1.65,1.71,1.64,2.28,1.53,10,f,0.79,1.74,5.95,7.93,21.2,3.0,1.82,
Orchid Capital,ORC,0.038,-,0.023,0.039,-,-,-,0.038,0.038,0.045,0.006,-,,-,0.01,-,0.69,5.5,-,-,
  opt feb12,ORCOA,0.015,-,0.005,0.02,-,-,-,0.015,0.015,0.015,0.001,-,,-,-,-,-,-,-,-,
Ozgrowth Ltd,OZG,0.165,-,0.16,0.165,1100,0.165,0.16,0.165,0.15,0.175,0.15,1.4,f,4.43,0.25,8.48,6.2,2.7,1.0,6.45,
Peters MacGregor,PET,0.78,-,0.69,0.76,-,-,-,0.78,0.78,0.78,0.60,-,,-,1.03,-,13.67,5.7,-,-,
Platinum Capital,PMC,1.46,-1,1.46,1.465,371,1.46,1.46,1.48,1.45,1.85,1.365,10,f,1.96,1.35,6.85,19.55,7.5,-,-,
Premium Investors,PRV,0.72,-,0.72,0.73,188,0.72,0.72,0.72,0.705,0.93,0.65,3.5,f,3.01,0.95,4.86,10.55,6.8,-,-,
Sylvastate Ltd,SYL,3.36,-,3.37,3.48,89,3.36,3.36,3.36,3.36,4.09,3.24,21,f,0.41,3.59,6.25,8.56,39.3,2.0,0.6,
Templeton Global,TGG,0.75,1.5,0.745,0.75,1936,0.75,0.73,0.765,0.73,0.885,0.73,-,,-,0.99,-,-2.8,-,-1.5,-1.96,
Van Eyk Three Pillar,VTP,0.91,0.5,0.905,0.91,330,0.91,0.91,0.91,0.89,0.955,0.78,2.5,f,7.56,1.00,2.75,18.9,4.8,1.0,1.11,
Wallace Absolute,WAB,0.074,-0.1,0.074,0.075,1330,0.076,0.074,0.076,0.073,0.076,0.023,-,,-,0.04,-,-37.93,-,-0.1,-1.33,
WAM Capital Ltd,WAM,1.33,-1,1.33,1.34,657,1.34,1.32,1.34,1.30,1.355,1.12,8,f,2.91,1.52,6.02,23.3,5.7,2.0,1.53,
Whitefield Ltd,WHF,3.04,3,3.02,3.04,490,3.04,3.03,3.04,2.97,3.63,2.89,17,f,0.09,3.55,5.59,1.54,197.4,2.0,0.66,
  8% cum pf,WHFPA,1.345,-,-,-,-,-,-,1.345,1.345,1.345,1.345,8,,-,-,5.95,-,-,-,-,
Wilson Invest,WIL,0.705,-,0.705,0.71,1728,0.71,0.705,0.71,0.695,0.805,0.625,5.2,f,0.63,0.89,7.38,3.3,21.4,1.0,1.44,
INDUSTRY: Diversified Financials - Multi-Sector Holdings,,,,,,,,,,,,,,,,,,,,,,
ASF Grp Ltd,AFA,0.11,-,0.11,0.135,-,-,-,0.13,0.11,0.43,0.075,-,,-,0.02,-,-1.19,-,-2.0,-15.38,
Bisan Ltd,BSN,0.039,-,0.03,0.04,-,-,-,0.039,0.039,0.05,0.035,-,,-,0.04,-,-2.07,-,-,-,
Charter Pacific,CHF,0.04,-,0.033,0.04,-,-,-,0.04,0.04,0.076,0.037,-,,-,0.13,-,-3.16,-,-,-,
  opt feb11,CHFO,0.001,-,-,0.002,-,-,-,0.001,0.001,0.013,0.001,-,,-,-,-,-,-,-,-,
Gowing Bros Ltd,GOW,2.40,-,2.36,2.42,-,-,-,2.40,2.33,2.811,2.30,10,f,-,3.06,4.17,-15.94,-,-,-,
Grandbridge Ltd,GBA,0.27,-4,0.27,0.31,426,0.28,0.27,0.31,0.20,0.405,0.049,-,,-,0.27,-,11.7,2.3,2.0,8,
Guinness Peat cdi,GPG,0.525,0.5,0.525,0.53,1243,0.525,0.52,0.545,0.52,0.682,0.495,1.66,,-,0.83,3.16,-4.03,-,-,-,
London City Equities,LCE,0.39,-,-,0.41,-,-,-,0.39,0.39,0.44,0.39,1,,-,0.54,2.56,-0.19,-,-,-,
Luminus Systems,LSL,0.009,-,0.008,0.015,-,-,-,0.009,0.009,0.023,0.008,-,,-,-0.01,-,-7.96,-,-,-,
Soul Pattinson,SOL,13.28,-4,13.22,13.30,99,13.29,13.09,13.50,12.99,15.38,11.052,33,f,3.76,11.11,2.48,124.07,10.7,26.0,2,
Sunvest Corp,SVS,0.275,-,0.28,0.455,-,-,-,0.275,0.275,0.28,0.255,-,,-,0.51,-,-3.56,-,-,-,
Tag Pacific Ltd,TAG,0.12,-,0.105,0.175,-,-,-,0.145,0.12,0.27,0.12,0.75,,4.80,0.33,6.25,3.6,3.3,-2.5,-17.24,
Tranzact Fin Service,TFS,0.15,-,0.15,0.165,-,-,-,0.15,0.15,0.215,0.13,0.6,f,2.73,0.07,4.00,1.64,9.1,-,-,
INDUSTRY: Diversified Financials - Specialised Finance,,,,,,,,,,,,,,,,,,,,,,
ASX Ltd,ASX,29.98,14,29.94,30.10,4546,30.09,29.72,30.09,28.90,37.16,28.02,163.6,f,1.10,3.19,5.46,180.6,16.6,108.0,3.74,
BBX Hldgs,BBX,0.01,-,0.01,0.03,-,-,-,0.01,0.01,0.02,0.01,-,,-,0.06,-,19.48,0.1,-,-,
Hillcrest Litigat,HLS,0.05,-,0.05,-,-,-,-,0.05,0.05,0.10,0.05,-,,-,0.08,-,1.26,4.0,-,-,
IMF (Aust) Ltd,IMF,1.51,-0.5,1.50,1.535,452,1.54,1.505,1.54,1.48,1.96,1.31,15,f,0.55,0.32,9.93,8.22,18.4,1.5,1,
Ipernica Ltd,IPR,0.13,-,0.13,0.14,2920,0.135,0.13,0.135,0.12,0.18,0.06,-,,-,0.04,-,-2.93,-,1.0,8.33,
NSX Ltd,NSX,0.18,-2,0.18,0.20,10,0.18,0.18,0.20,0.17,0.26,0.165,-,,-,0.09,-,-4.95,-,-,-,
INDUSTRY: 0 - Consumer Finance,,,,,,,,,,,,,,,,,,,,,,
ASK Funding Ltd,AKF,0.21,-,-,0.245,-,-,-,0.21,0.21,0.37,0.185,1.3,,2.46,0.34,6.19,3.2,6.6,-,-,
Astra Capital Ltd,AKR,0.71,-,0.70,0.90,-,-,-,0.71,0.71,0.85,0.51,-,,-,1.62,-,-1.87,-,-,-,
Centrepoint Alliance,CAF,0.14,-1,0.14,0.16,20,0.14,0.14,0.16,0.14,0.185,0.12,-,,-,-,-,-31.06,-,-0.5,-3.45,
Flexigrp Ltd,FXL,1.28,-2,1.28,1.295,1273,1.30,1.28,1.31,1.245,1.779,1.105,6,f,3.95,0.23,4.69,23.7,5.4,-1.0,-0.78,
FSA Grp Ltd,FSA,0.35,-1,0.35,0.365,67,0.35,0.35,0.36,0.33,0.455,0.28,-,,-,0.29,-,7.93,4.4,-1.0,-2.78,
Money3 Corp,MNY,0.50,-,0.41,0.53,-,-,-,0.50,0.50,0.60,0.40,3.4,f,1.02,0.30,6.80,3.46,14.5,-,-,
Oncard Intl,ONC,0.09,-0.2,0.09,0.105,1284,0.09,0.09,0.092,0.085,0.205,0.08,-,,-,0.13,-,0.73,12.3,0.5,5.88,
Questus Ltd,QSS,0.06,-,0.065,0.105,-,-,-,0.06,0.055,0.153,0.05,-,,-,0.15,-,1.54,3.9,0.5,9.09,
Thinksmart Ltd,TSM,0.89,0.5,0.87,0.89,355,0.89,0.875,0.905,0.875,1.11,0.64,3.5,f,1.53,0.11,3.93,5.35,16.6,-1.0,-1.11,
INDUSTRY: 0 - Capital Markets,,,,,,,,,,,,,,,,,,,,,,
Advanced Share,ASW,0.68,0.5,0.68,0.70,415,0.68,0.67,0.68,0.65,0.695,0.235,2.75,f,1.15,0.11,4.04,3.16,21.5,6.0,9.68,
Alternative Invest unt,AIQ,1.08,-,1.08,1.12,-,-,-,1.10,1.075,1.20,0.91,47,,-,1.45,43.52,-44.5,-,0.5,0.47,
APN Prop Grp,APD,0.21,-,0.21,0.22,-,-,-,0.21,0.205,0.41,0.165,1.25,f,-,0.21,5.95,-17.88,-,0.5,2.44,
Argo Invest,ARG,6.07,-1,6.04,6.08,1511,6.08,6.03,6.10,5.95,7.05,5.61,25,f,1.04,5.82,4.12,26,23.3,15.0,2.53,
Aurora Funds Ltd,AFV,1.56,-,1.56,1.74,11,1.56,1.56,1.75,1.56,2.00,1.56,-,,-,-,-,-,-,-19.0,-10.86,
Aurora SAE ord unt,ABW,1.105,-,1.105,1.115,-,-,-,1.105,1.10,7.35,0.934,9.5,,-,1.20,8.60,-30.42,-,1.5,1.38,
Aurora Sandringham ,AOD,0.98,-,0.98,0.99,536,0.98,0.98,0.985,0.975,1.12,0.965,6.2,p,-,1.02,6.33,-4.69,-,-,-,
Aust Ethical,AEF,21.00,-,19.50,22.50,-,-,-,21.70,20.00,37.00,20.00,182,f,0.76,8.11,8.67,139,15.1,-70.0,-3.23,
Aust Foundation,AFI,5.05,-2,5.04,5.06,1651,5.08,5.05,5.08,4.92,5.41,4.52,21,f,0.89,4.49,4.16,18.6,27.2,15.0,3.06,
  new,AFIN,4.80,-,4.70,4.84,-,-,-,4.80,4.75,4.80,4.51,-,,-,-,-,-,-,5.0,1.05,
Austock Grp Ltd,ACK,0.15,-,0.145,0.15,-,-,-,0.15,0.135,0.33,0.135,-,,-,0.24,-,-6.58,-,1.0,7.14,
Bell Financial Grp,BFG,0.925,-1.5,0.925,0.935,650,0.94,0.92,0.99,0.92,1.40,0.815,8,f,1.41,0.25,8.65,11.3,8.2,-2.5,-2.63,
Belmont Hldgs,BET,1.00,-,0.95,-,-,-,-,1.00,1.00,1.30,1.00,-,,-,1.78,-,-1.38,-,-,-,
Blue Capital Ltd,BIV,0.021,-,0.021,0.025,239,0.021,0.021,0.021,0.021,0.031,0.013,-,,-,0.02,-,-1.23,-,-,-,
BT Invest Mngmnt,BTT,2.68,1,2.65,2.68,686,2.68,2.66,2.68,2.60,3.189,2.081,10.4,f,1.42,0.32,3.88,14.76,18.2,3.0,1.13,
Cadence Capital,CDM,0.745,0.5,0.74,0.755,50,0.745,0.745,0.745,0.74,0.88,0.67,4,f,6.58,1.13,5.37,26.3,2.8,0.5,0.68,
Chapmans Ltd,CHP,0.015,-,0.01,0.019,-,-,-,0.015,0.015,0.022,0.011,-,,-,0.02,-,-0.34,-,-,-,
China Century Capitl,CCY,0.053,-,0.053,0.056,120,0.053,0.053,0.053,0.053,0.115,0.041,-,,-,0.05,-,-17.6,-,-,-,
CI Res Ltd,CII,0.76,-,0.76,0.80,3095,0.80,0.76,0.80,0.75,0.91,0.68,2,,4.09,0.47,2.63,8.18,9.3,1.0,1.33,
Clime Capital,CAM,1.00,-,0.99,1.00,296,1.00,0.985,1.00,0.98,1.09,0.833,4,f,12.60,1.39,4.00,50.38,2.0,2.0,2.04,
Contango Capital,CCQ,0.77,-0.5,0.77,0.80,249,0.85,0.77,0.85,0.70,1.55,0.60,1,f,10.51,1.10,1.30,10.51,7.3,5.0,6.94,
CVC Ltd,CVC,0.85,2,0.80,0.85,195,0.85,0.80,0.85,0.80,0.85,0.53,2,f,-,1.23,2.35,-5.51,-,4.0,4.94,
Diversa Ltd,DVA,0.091,-,0.091,0.092,2,0.091,0.091,0.091,0.09,0.15,0.08,-,,-,0.02,-,-6,-,0.1,1.11,
Equities & Freehldgss,EQF,0.225,-,0.225,0.23,-,-,-,0.23,0.225,0.31,0.02,-,,-,0.23,-,24.98,0.9,-0.5,-2.17,
Equity Tr,EQT,14.91,1,14.90,15.00,94,15.25,14.91,15.25,14.65,19.50,14.65,110,f,0.83,2.62,7.38,91.82,16.2,6.0,0.4,
Euroz Ltd,EZL,1.175,-1.5,1.175,1.205,1051,1.19,1.175,1.21,1.175,1.69,1.12,12,f,1.16,-,10.21,13.94,8.4,-1.5,-1.26,
  opt mar14,EZLO,0.47,-,0.47,0.54,20,0.47,0.47,0.47,0.47,0.91,0.45,-,,-,-,-,-,-,-,-,
Everest Financial,EFG,0.055,0.4,0.052,0.055,28244,0.055,0.052,0.055,0.051,0.085,0.037,-,,-,0.10,-,1.3,4.2,0.2,3.77,
Excela Ltd,EXA,0.39,-,0.32,0.38,-,-,-,0.39,0.39,0.63,0.25,2,f,-,0.59,5.13,-1.44,-,-,-,
Fiducian Portfolio,FPS,1.30,-,1.25,1.33,10,1.30,1.30,1.35,1.25,1.75,1.16,6.75,f,1.43,0.34,5.19,9.63,13.5,-,-,
Future Corp,FUT,0.002,-,0.002,0.003,30400,0.002,0.002,0.002,0.002,0.011,0.001,-,,-,-,-,-0.1,-,-,-,
Global Min,GMI,1.155,-,1.155,1.17,1214,1.17,1.15,1.175,1.11,1.32,1.01,1,f,5.19,1.43,0.87,5.19,22.3,5.0,4.52,
Hastings High Yld unt,HHY,1.225,2.5,1.21,1.225,786,1.225,1.225,1.24,1.18,1.44,1.085,17.01,,1.38,1.90,13.89,23.53,5.2,2.5,2.08,
Henderson Grp cdi,HGG,2.33,-,2.32,2.34,13916,2.34,2.31,2.34,2.26,2.67,2.01,10.69,,0.30,-0.18,4.59,3.23,72.1,6.0,2.64,
HFA Hldgs Ltd,HFA,0.18,-,0.175,0.18,538,0.18,0.175,0.185,0.17,0.43,0.145,-,,-,-0.20,-,-0.33,-,1.0,5.88,
Hunter Hall Intl,HHL,5.67,22,5.60,5.67,42,5.67,5.45,5.67,5.27,7.90,5.09,47,f,1.25,1.73,8.29,58.95,9.6,41.0,7.79,
Investorfirst Ltd,INQ,0.065,0.1,0.063,0.065,4500,0.065,0.064,0.065,0.06,0.15,0.05,-,,-,0.04,-,-1.36,-,0.5,8.33,
IOOF Hldgs Ltd,IFL,6.58,-,6.45,6.59,5090,6.59,6.51,6.60,6.35,7.40,4.22,21,f,0.93,0.56,3.19,19.5,33.7,7.0,1.08,
K2 Asset Mgmt,KAM,0.585,-0.5,0.505,0.585,430,0.585,0.58,0.59,0.54,0.87,0.40,-,,-,0.04,-,1.74,33.6,8.5,17,
Katana Capital,KAT,0.67,-,0.67,0.69,50,0.67,0.67,0.675,0.67,0.85,0.60,2,f,15.41,0.93,2.99,30.82,2.2,-0.5,-0.74,
Keybridge Capital,KBC,0.085,-0.1,0.084,0.09,1094,0.091,0.085,0.097,0.084,0.15,0.063,-,,-,0.50,-,-98.55,-,0.1,1.19,
Macq Grp Ltd,MQG,39.55,-40,39.50,39.57,13626,39.67,39.06,40.18,37.10,58.80,35.01,186,,1.72,25.82,4.70,320.2,12.4,235.0,6.32,
Macq Winton ord unt,MWG,1.22,1.5,1.21,1.23,100,1.22,1.22,1.22,1.20,1.31,1.05,0.4,,-,1.34,0.33,-2.09,-,-0.5,-0.41,
Magellan Fin Grp,MFG,1.24,-,1.24,1.25,435,1.24,1.20,1.24,1.18,1.24,0.68,-,,-,-,-,0.6,206.7,5.0,4.2,
  opt jun11,MFGOB,0.10,-,0.13,0.215,-,-,-,0.10,0.10,0.105,0.05,-,,-,-,-,-,-,-,-,
  opt jun16,MFGOC,0.17,-,0.17,0.35,-,-,-,0.17,0.17,0.20,0.02,-,,-,-,-,-,-,-,-,
