Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,,
 XAO 4606.1 at 16:47 2/10/2009  Report at 19:06 Friday 2/10/2009. Processed 21:50 Friday 2/10/2009.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move,
SECTOR: Consumer Discretionary,,,,,,,,,,,,,,,,,,,,,,
INDUSTRY GROUP: Automobile & Components,,,,,,,,,,,,,,,,,,,,,,
Adv Braking Tech,ABV,0.025,-0.3,0.024,0.03,2839,0.026,0.025,0.029,0.025,0.038,0.005,-,,-,0.01,-,-0.36,-,-,-,
Advanced Engine,ACE,0.056,0.1,0.055,0.056,1940,0.056,0.055,0.058,0.055,0.14,0.031,-,,-,-0.04,-,-1.9,-,-0.2,-3.45,
Auto Tech Ltd,ATJ,0.05,-,0.046,0.049,-,-,-,0.05,0.05,0.206,0.028,-,,-,0.01,-,-5.55,-,-,-,
Berklee Ltd,BER,0.475,-0.5,0.465,0.475,271,0.48,0.475,0.50,0.46,0.62,0.25,-,f,-,0.89,-,13,3.7,5.5,13.1,
Coventry Grp,CYG,1.67,-5,1.67,1.74,230,1.68,1.67,1.765,1.65,2.02,0.60,5,f,-,3.30,2.99,-3.6,-,2.0,1.21,
Datadot Tech,DDT,0.072,5.2,0.072,0.073,3170354,0.094,0.019,0.094,0.017,0.095,0.011,-,,-,0.01,-,-6.22,-,5.5,323.5,
Fleetwood Corp,FWD,8.27,-44,8.22,8.50,1123,8.45,8.07,8.86,8.07,8.86,3.119,46,f,1.49,2.63,5.56,68.7,12.0,15.0,1.85,
Orbital Corp Ltd,OEC,0.056,-0.3,0.056,0.063,1503,0.063,0.056,0.063,0.055,0.115,0.03,-,,-,0.03,-,-0.51,-,0.1,1.82,
Schaffer Corp Ltd,SFC,5.65,-,5.60,5.70,-,-,-,5.65,5.44,5.80,3.90,45,f,1.65,3.62,7.96,74.1,7.6,10.0,1.8
Supply Net,SNL,0.35,-,0.35,0.36,-,-,-,0.35,0.35,0.38,0.25,3,f,2.05,0.44,8.57,6.15,5.7,-,-
INDUSTRY GROUP: Consumer Durables & Apparel,,,,,,,,,,,,,,,,,,,,,
Arafura Pearls,APB,0.06,-0.1,0.06,0.061,1000,0.06,0.059,0.061,0.055,0.094,0.036,-,,-,0.22,-,2,3.0,0.5,9.09
Atlantic Ltd,ATI,0.037,-,0.036,0.037,153905,0.037,0.034,0.042,0.033,0.042,0.005,-,,-,0.01,-,-0.11,-,0.5,15.62
  opt dec11,ATIO,0.027,0.2,0.027,0.028,9640,0.027,0.025,0.031,0.023,0.031,0.003,-,,-,-,-,-,-,0.4,17.39
Atlas Southsea Pearl,ATP,0.13,-1,0.12,0.13,1445,0.14,0.125,0.145,0.105,0.34,0.075,2,,-,0.20,15.38,-4.39,-,2.0,18.18
AVJennings,AVJ,0.39,-2,0.41,0.415,2322,0.41,0.39,0.425,0.39,0.55,0.16,2,,-,1.04,5.13,-4.68,-,-3.5,-8.24
Billabong Intl,BBG,11.37,-38,11.30,11.43,15789,11.47,11.22,12.19,11.08,12.307,5.815,45,p,1.54,0.70,3.96,69.2,16.4,19.0,1.7
BKM Management,BKM,0.008,-,0.005,0.009,-,-,-,0.008,0.008,0.009,0.003,-,,-,-,-,-0.25,-,-0.1,-11.11
Fisher & Paykel App,FPA,0.555,-1,0.54,0.555,1600,0.56,0.54,0.58,0.54,1.006,0.207,3.87,,-,0.01,6.97,-27.37,-,1.0,1.83
Funtastic Ltd,FUN,0.21,-,0.205,0.21,900,0.215,0.205,0.225,0.205,0.34,0.105,-,,-,0.05,-,-49.5,-,-,-
Gale Pacific Ltd,GAP,0.095,-2.5,0.095,0.11,86,0.095,0.095,0.12,0.095,0.192,0.035,-,,-,0.24,-,-6.75,-,-2.5,-20.83
