FR GICSSEC ALL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5423.5 at 2014-04-11T16:43:05. Report at Friday, April 11, 2014. Processed Saturday at 2014-04-12T01:00:07+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Automobiles & Components,,
Adv Braking Tech,ABV,.007,-.3,.007,.01,800,.007,.007,.011,.007,.019,.007,-,,-,-,-,-.20,-,-.4,-36.36,,
ARB Corp,ARP,12.01,-19,12.01,12.06,1947,12.08,11.885,12.29,11.58,13.88,10.46,28.50,f,2.01,2.38,2.37,57.39,20.9,+21,+1.78,,
Authorised Invest,AIY,.026,-,.006,.04,-,-,-,.026,.026,.04,.019,-,,-,.01,-,-.11,-,-,Stdy,,
DataDot Tech,DDT,.027,+.1,.026,.027,5315,.027,.026,.027,.025,.05,.014,-,,-,.01,-,-.07,-,+.2,+8.00,,
Orbital Corp,OEC,.175,+1.5,.17,.175,1121,.175,.17,.175,.16,.22,.14,-,,-,.40,-,-.64,-,+1.5,+9.37,,
Schaffer Corp,SFC,5.98,-,5.82,6.00,5,5.98,5.98,5.98,5.80,6.10,4.15,24.00,f,2.14,4.76,4.01,51.40,11.6,+8,+1.36,,
Sprintex,SIX,.008,-,.008,.012,-,-,-,.012,.008,.02,.007,-,,-,-,-,-.49,-,-.4,-33.33,,
VMoto,VMT,.042,-.1,.042,.043,29501,.043,.042,.047,.04,.057,.011,-,,-,.01,-,.04,105.0,+.2,+5.00,,
  opt dec14,VMTO,.018,-,.015,.02,743,.018,.018,.019,.016,.025,.002,-,,-,-,-,-,-,+.1,+5.88,,
Consumer Durables & Apparel,,
Aquaint Capital,AQU,.53,+3,.33,.53,200,.53,.50,.53,.50,.70,.41,-,,-,-,-,-,-,+3,+6.00,,
Atlas Pearls&Perfumes,ATP,.064,-,.064,.07,1000,.064,.064,.064,.063,.07,.034,-,,-,.09,-,.64,10.0,+.1,+1.59,,
Audio Pixels,AKP,3.90,-,3.55,3.90,1,3.90,3.90,3.95,3.80,5.78,2.19,-,,-,.19,-,-8.46,-,+20,+5.41,,
Billabong Int'l,BBG,.51,-2.5,.505,.515,17137,.54,.505,.56,.505,.676,.108,-,,-,.03,-,-91.60,-,-2,-3.77,,
Fleetwood Corp,FWD,2.40,-3,2.40,2.42,1561,2.43,2.36,2.50,2.36,9.54,2.26,2.00,f,9.55,2.49,.83,19.11,12.6,-5,-2.04,,
Gale Pacific,GAP,.255,-1.5,.255,.27,7251,.265,.255,.27,.255,.33,.23,2.65,p,1.03,.21,10.39,2.72,9.4,-1.5,-5.56,,
Gazal Corp,GZL,2.60,-20,2.60,2.91,55,2.80,2.60,2.86,2.60,3.15,2.54,18.00,f,.79,1.02,6.92,14.30,18.2,-26,-9.09,,
GLG Corp,GLE,.24,-,.245,.25,-,-,-,.24,.24,.36,.24,-,,-,.77,-,6.20,3.9,-,Stdy,,
Globe Int'l,GLB,.43,-,.43,.48,-,-,-,.43,.43,.43,.30,-,f,-,.57,-,-12.76,-,+1,+2.38,,
GUD Hldgs,GUD,5.35,-4,5.32,5.35,1144,5.405,5.31,5.425,5.22,7.640,4.73,44.00,f,.57,.66,8.22,25.30,21.1,+11,+2.10,,
Guinness Peat,GPG,.62,-.5,.62,.63,2977,.625,.62,.625,.62,.66,.355,-,,-,.58,-,2.87,21.6,-1,-1.59,,
Kingform Health Home,KFG,.19,-,-,-,-,-,-,.19,.19,.19,.19,-,,-,.20,-,.22,86.4,-,Stdy,,
Kresta Hldgs,KRS,.17,+.5,.165,.175,600,.17,.165,.17,.16,.21,.125,.25,f,.60,.13,1.47,.15,113.3,+1,+6.25,,
McPherson's,MCP,1.19,-1,1.185,1.19,833,1.20,1.18,1.235,1.18,2.26,1.18,13.00,f,-,-.16,10.92,-134.30,-,-,Stdy,,
Merchant House,MHI,.18,-,.175,.18,-,-,-,.18,.18,.235,.127,1.00,,-,.34,5.56,-.62,-,+.5,+2.86,,
