Australian Sharemarket: sector-by-sector guide,,,,,,,,,,,,,,,,,,,,,,
 XAO 4507.4 at 16:37 7/5/2010  Report at 19:06 Friday 7/5/2010. Processed 21:05 Friday 7/5/2010.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Security Description,ASX Code,Last Sale,+ or -,Quote Buy,Quote Sell,Volume 100s,Day High,Day Low,Week High,Week Low,52-week High,52-week Low,Div ¢ per Share,Franked Div,Div Times Cov'd,Net Tang Assests,Div Yield %,Earn Share ¢,P/E Ratio,Week Change  ¢ ,Week % Move,
Aust Foundation,AFI,4.80,-4,4.80,4.82,6230,4.89,4.52,5.09,4.52,5.41,4.26,21,f,0.43,4.80,4.38,8.93,53.8,-28.0,-5.51,
Aust Leaders,ALF,1.14,-1.5,1.14,1.15,1040,1.15,1.125,1.19,1.125,1.265,0.815,7,f,7.66,1.51,6.14,53.65,2.1,-5.0,-4.2,
  opt nov10,ALFO,0.03,-,0.016,0.028,-,-,-,0.03,0.02,0.10,0.02,-,,-,-,-,-,-,-,-,
Aust United Invest,AUI,7.10,-33,7.10,7.20,25,7.35,7.10,7.56,7.10,7.90,5.43,25,f,0.75,7.24,3.52,18.7,38.0,-38.0,-5.08,
Austock Grp Ltd,ACK,0.205,0.5,0.15,0.21,300,0.205,0.205,0.225,0.20,0.33,0.20,-,,-,0.24,-,-6.58,-,-2.0,-8.89,
BBX Hldgs,BBX,0.01,-,0.006,0.04,-,-,-,0.01,0.01,0.02,0.01,-,,-,0.06,-,19.48,0.1,-,-,
Belmont Hldgs,BET,1.17,-,1.15,-,-,-,-,1.17,1.17,1.47,1.10,-,,-,1.78,-,-1.38,-,-,-,
Bentley Capital,BEL,0.25,-2,0.25,0.28,350,0.27,0.25,0.275,0.25,0.329,0.223,1,f,10.62,0.43,4.00,10.62,2.4,-2.5,-9.09,
Bisan Ltd,BSN,0.04,-0.3,0.038,0.04,1049,0.04,0.04,0.043,0.04,0.05,0.03,-,,-,0.04,-,-2.07,-,-0.3,-6.98,
BKI Invest Ltd,BKI,1.165,0.5,1.165,1.185,4598,1.175,1.14,1.27,1.14,1.325,1.026,5.5,f,1.18,1.41,4.72,6.47,18.0,-8.5,-6.8,
Blue Capital Ltd,BIV,0.023,-,0.023,0.025,-,-,-,0.023,0.023,0.031,0.013,-,,-,0.02,-,-1.23,-,-,-,
Cadence Capital,CDM,0.81,-,0.77,0.83,-,-,-,0.825,0.81,0.88,0.55,4,f,6.58,1.07,4.94,26.3,3.1,-1.5,-1.82,
Carlton Invest,CIN,16.81,-18,16.82,17.00,77,16.81,16.70,17.00,16.53,18.95,13.90,67,f,0.94,20.50,3.99,63,26.7,-44.0,-2.55,
  7% cum pf,CINPA,2.12,-,2.15,-,-,-,-,2.12,2.12,2.12,2.11,14,,-,-,6.60,-,-,-,-,
Centrepoint Alliance,CAF,0.13,-,0.13,0.155,4800,0.13,0.13,0.16,0.13,0.20,0.12,-,,-,-,-,-31.06,-,-,-,
Century Aust,CYA,0.77,-2,0.77,0.80,1867,0.785,0.75,0.825,0.75,0.91,0.735,3.5,f,-,0.99,4.55,-7.74,-,-6.0,-7.23,
Challenger FSG Ltd,CGF,3.92,2,3.91,3.96,38903,3.97,3.71,4.25,3.71,4.50,1.875,13.5,,2.61,3.36,3.44,35.2,11.1,-24.0,-5.77,
Chapmans Ltd,CHP,0.017,-,0.017,0.019,-,-,-,0.02,0.017,0.022,0.011,-,,-,0.02,-,-0.34,-,-0.3,-15,
Charter Pacific,CHF,0.055,-,0.055,0.06,-,-,-,0.056,0.055,0.076,0.04,-,,-,0.13,-,-3.16,-,-0.1,-1.79,
  opt feb11,CHFO,0.001,-,0.001,0.003,-,-,-,0.001,0.001,0.013,0.001,-,,-,-,-,-,-,-,-,
China Century Capitl,CCY,0.057,-,0.053,0.057,732,0.057,0.053,0.057,0.053,0.115,0.04,-,,-,0.05,-,-17.6,-,-0.3,-5,
Choiseul Investments   ,CHO,4.81,-,4.71,4.81,272,4.81,4.67,4.98,4.67,5.28,4.14,21,f,0.78,5.17,4.37,16.4,29.3,-18.0,-3.61,
Clime Capital,CAM,1.015,-1,1.01,1.02,743,1.015,1.00,1.04,1.00,1.145,0.71,4,f,12.60,1.36,3.94,50.38,2.0,-2.5,-2.4,
Clime Invest,CIW,0.43,-0.5,0.42,0.45,708,0.435,0.43,0.45,0.43,0.50,0.263,1,f,5.00,0.44,2.33,5,8.6,-2.0,-4.44,
Contango Capital,CCQ,0.74,-2,0.70,0.77,195,0.76,0.72,0.77,0.72,1.55,0.60,1,f,6.91,1.65,1.35,6.91,10.7,4.0,5.71,
Contango Microcap,CTN,0.895,-3,0.89,0.92,2121,0.925,0.85,0.96,0.85,1.19,0.725,2,f,21.00,1.32,2.23,42,2.1,-5.5,-5.79,
Count Financial,COU,1.24,-1,1.225,1.24,3012,1.25,1.165,1.30,1.165,1.60,1.04,7,f,1.52,0.22,5.65,10.64,11.7,-6.5,-4.98,
CS GP100 Aust Tr unt,CSJ,0.97,-,0.965,0.985,-,-,-,0.97,0.97,1.05,0.925,2.62,p,-,0.95,2.70,-3.19,-,-,-,
Cs100 Emrg Mkt Infra unt,CSU,0.90,-,0.90,0.91,-,-,-,0.905,0.90,0.945,0.875,2.67,,-,0.91,2.97,-5.7,-,-0.5,-0.55,
Diversa Ltd,DVA,0.093,-,0.093,0.12,-,-,-,0.093,0.093,0.18,0.08,-,,-,0.02,-,-6,-,-,-,
Diversified United,DUI,3.20,-,3.15,3.18,207,3.20,3.20,3.31,3.15,3.53,2.44,13,f,0.34,3.17,4.06,4.4,72.7,-12.0,-3.61,
Djerriwarrh Invest,DJW,4.00,-13,3.95,4.00,2048,4.12,3.89,4.30,3.89,4.85,3.61,26,f,-,3.80,6.50,-14.11,-,-30.0,-6.98,
DKN Financial Grp,DKN,0.65,-,0.63,0.65,1133,0.65,0.60,0.715,0.60,0.85,0.39,4,,1.23,0.07,6.15,4.91,13.2,-7.5,-10.34,
Emerging Leaders,ELI,0.84,-,0.77,0.86,465,0.84,0.755,0.88,0.755,0.965,0.66,3.75,f,7.17,1.03,4.46,26.88,3.1,-6.0,-6.67,
Energy Ventures,EVE,0.043,-,0.034,0.043,-,-,-,0.043,0.043,0.095,0.025,-,,-,0.06,-,-1.14,-,-0.2,-4.44,
Equities & Freehldgss,EQF,0.215,-,0.20,0.25,-,-,-,0.23,0.215,0.31,0.02,-,,-,0.23,-,24.98,0.9,-4.5,-17.31,
Everest Financial,EFG,0.045,-,0.04,0.045,1943,0.045,0.04,0.05,0.04,0.085,0.04,-,,-,0.10,-,1.3,3.5,-0.6,-11.76,
Excela Ltd,EXA,0.48,-,-,0.48,-,-,-,0.485,0.48,0.63,0.47,2,f,-,0.62,4.17,-1.44,-,-0.5,-1.03,
Farmworks Aust,FWA,0.17,1,0.17,0.19,385,0.17,0.14,0.19,0.14,0.26,0.001,-,,-,-,-,-0.04,-,-2.0,-10.53,
Fat Prophets,FAT,0.83,-0.5,0.83,0.85,50,0.83,0.83,0.875,0.80,0.95,0.66,3,f,-,1.20,3.61,-4.28,-,-5.0,-5.68,
Fiducian Portfolio,FPS,1.34,-1,1.34,1.38,42,1.34,1.34,1.35,1.33,1.75,1.20,6.75,f,1.43,0.34,5.04,9.63,13.9,1.0,0.75,
FSA Grp Ltd,FSA,0.35,1,0.34,0.37,1253,0.36,0.34,0.37,0.305,0.465,0.29,-,,-,0.29,-,7.93,4.4,-1.5,-4.11,
Global Masters Fund,GFL,0.85,-,0.79,0.90,-,-,-,0.85,0.84,0.905,0.685,-,,-,1.02,-,-1.04,-,1.0,1.19,
Global Min,GMI,1.06,-1,1.06,1.07,7539,1.09,1.02,1.15,1.02,1.32,0.895,1,f,5.19,1.32,0.94,5.19,20.4,-11.0,-9.4,
Global Resource,GRF,1.63,-,1.63,1.70,62,1.63,1.63,1.70,1.63,1.73,1.60,-,,-,1.55,-,-0.36,-,-7.0,-4.12,
Grandbridge Ltd,GBA,0.155,1,0.155,0.18,350,0.175,0.155,0.19,0.145,0.23,0.039,-,,-,0.27,-,11.7,1.3,-3.5,-18.42,
Hastings High Yld unt,HHY,1.31,-3,1.30,1.31,4818,1.34,1.31,1.395,1.31,1.44,1.08,17.01,,1.38,1.90,12.98,23.53,5.6,-4.0,-2.96,
HFA Accelerator Plus,HAP,0.315,-,0.315,0.33,1195,0.315,0.315,0.33,0.315,0.335,0.115,-,,-,0.47,-,10.98,2.9,-1.5,-4.55,
Hillcrest Litigat,HLS,0.058,-,0.058,0.07,-,-,-,0.062,0.058,0.11,0.058,-,,-,0.08,-,1.26,4.6,-0.2,-3.33,
Hunter Hall Global,HHV,0.745,-2,0.735,0.79,5982,0.75,0.735,0.80,0.735,0.86,0.65,-,,-,1.03,-,18.37,4.1,-4.5,-5.7,
Hyperion Flagship,HIP,1.41,1,1.41,1.50,27,1.41,1.41,1.52,1.40,1.52,1.10,8.5,f,-,1.50,6.03,-0.54,-,-9.0,-6,
IMF (Aust) Ltd,IMF,1.39,2,1.355,1.41,3559,1.39,1.35,1.45,1.35,1.98,1.25,15,f,0.55,0.32,10.79,8.22,16.9,-6.0,-4.14,
India Equities Fund,INE,0.455,1,0.45,0.46,991,0.455,0.44,0.485,0.44,0.597,0.342,-,,-,0.71,-,-1.95,-,-2.5,-5.21,
  opt aug10,INEO,0.075,0.4,0.057,0.091,500,0.075,0.05,0.091,0.05,0.18,0.05,-,,-,-,-,-,-,-1.6,-17.58,
ING Private Equity,IPE,0.25,-0.5,0.24,0.26,739,0.25,0.25,0.27,0.25,0.315,0.165,-,,-,0.48,-,-3.49,-,-2.0,-7.41,
Investorfirst Ltd,INQ,0.078,-1.2,0.076,0.078,5550,0.081,0.078,0.09,0.078,0.15,0.07,-,,-,0.04,-,-1.36,-,-1.2,-13.33,
Ipernica Ltd,IPR,0.094,-0.1,0.091,0.094,1537,0.095,0.09,0.11,0.09,0.18,0.06,-,,-,0.04,-,-2.93,-,-1.6,-14.55,
Ironbark Capital,IBC,0.44,-0.5,0.425,0.44,29,0.44,0.44,0.45,0.44,0.50,0.38,2.5,f,3.07,0.53,5.68,7.68,5.7,-1.0,-2.22,
Katana Capital,KAT,0.68,-,0.68,0.73,78,0.68,0.68,0.72,0.68,0.85,0.475,2,f,15.41,0.96,2.94,30.82,2.2,-4.0,-5.56,
Keybridge Capital,KBC,0.10,-0.5,0.105,0.11,1425,0.11,0.098,0.12,0.098,0.15,0.063,-,,-,0.50,-,-98.55,-,-1.0,-9.09,
London City Equities,LCE,0.39,-,0.38,0.41,-,-,-,0.39,0.39,0.51,0.39,1,,-,0.54,2.56,-0.19,-,-,-,
Luminus Systems,LSL,0.012,0.1,0.012,0.02,5,0.012,0.012,0.016,0.012,0.025,0.011,-,,-,-0.01,-,-7.96,-,-0.4,-25,
Macq Winton ord unt,MWG,1.29,-,1.205,1.255,-,-,-,1.29,1.29,1.31,1.05,-,,-,1.26,-,-2.09,-,-,-,
Magellan Flagship,MFF,0.635,-2.5,0.63,0.66,10861,0.66,0.62,0.675,0.62,0.69,0.495,-,,-,0.78,-,3.04,20.9,-3.0,-4.51,
Mariner Corp Ltd,MCX,0.005,-,0.005,0.007,-,-,-,0.005,0.005,0.016,0.005,-,,-,-,-,-7.48,-,-,-,
MAX Tr unt,MXQ,0.055,-,0.055,0.06,113,0.055,0.055,0.059,0.055,0.09,0.005,-,,-,0.26,-,28.23,0.2,-0.2,-3.51,
Milton Corp,MLT,17.05,-35,16.91,17.05,216,17.05,16.83,18.00,16.83,19.40,14.25,70,f,0.64,17.65,4.11,44.7,38.1,-100.0,-5.54,
Mirrabooka Invest,MIR,1.69,-1,1.69,1.72,591,1.72,1.655,1.90,1.655,2.28,1.445,10,f,-,1.76,5.92,-6.9,-,-22.0,-11.52,
MMC Contrarian,MMA,0.515,-3.5,0.515,0.52,1434,0.53,0.515,0.555,0.515,0.565,0.375,-,,-,0.66,-,-1.34,-,-2.5,-4.63,
Money3 Corp,MNY,0.41,-,0.41,0.50,-,-,-,0.41,0.41,0.60,0.39,3.4,f,1.02,0.30,8.29,3.46,11.8,-,-,
Multi Channel,MUT,0.005,-,0.005,0.01,-,-,-,0.007,0.005,0.012,0.002,-,,-,-,-,-43.27,-,-,-,
Murchison Hldgs,MCH,0.50,-,0.45,0.46,29,0.50,0.50,0.53,0.50,0.80,0.49,-,,-,1.28,-,10.13,4.9,-3.0,-5.66,
  opt may10,MCHOA,0.001,-,-,0.001,-,-,-,0.001,0.001,0.001,0.001,-,,-,-,-,-,-,-,-,
NSX Ltd,NSX,0.19,-,0.15,0.20,-,-,-,0.20,0.19,0.289,0.165,-,,-,0.09,-,-4.95,-,-1.0,-5,
Oncard Intl,ONC,0.13,-,0.115,0.13,24263,0.13,0.11,0.13,0.11,0.24,0.10,-,,-,0.13,-,0.73,17.8,1.5,13.04,
Orchid Capital,ORC,0.038,-0.4,0.038,0.044,300,0.038,0.038,0.045,0.023,0.045,0.006,-,,-,0.01,-,0.69,5.5,1.5,65.22,
  opt feb12,ORCOA,0.01,-,0.009,0.03,-,-,-,0.01,0.008,0.01,0.001,-,,-,-,-,-,-,0.2,25,
Orion Equities,OEQ,0.505,-,0.43,0.55,-,-,-,0.63,0.505,0.64,0.395,-,,-,1.39,-,33.16,1.5,-12.5,-19.84,
Over Fifty Grp,OFG,0.52,-3,0.52,0.58,3100,0.52,0.51,0.555,0.51,1.09,0.405,-,,-,0.52,-,0.26,200.0,-4.0,-7.14,
Ozgrowth Ltd,OZG,0.17,-,0.16,0.17,500,0.17,0.17,0.175,0.17,0.175,0.12,0.3,f,20.67,0.23,1.76,6.2,2.7,-,-,
Peters MacGregor,PET,0.70,-,0.635,0.70,-,-,-,0.70,0.695,0.70,0.50,-,,-,0.94,-,13.67,5.1,-,-,
Plan B Grp Hld,PLB,0.85,-,0.70,0.84,-,-,-,0.85,0.75,0.89,0.50,2.7,f,0.62,0.09,3.18,1.68,50.6,-,-,
Platinum Capital,PMC,1.44,-4,1.44,1.48,3530,1.485,1.42,1.53,1.42,1.85,1.36,10,f,1.96,1.37,6.94,19.55,7.4,-4.0,-2.7,
Premium Investors,PRV,0.65,-6.5,0.65,0.70,615,0.70,0.65,0.73,0.65,0.93,0.60,3.5,f,3.01,0.93,5.38,10.55,6.2,-9.0,-12.16,
Prime Financial,PFG,0.25,-,0.22,0.25,430,0.25,0.235,0.25,0.21,0.34,0.11,0.75,f,3.11,0.14,3.00,2.33,10.7,1.0,4.17,
Public Hldgs,PHA,0.05,-,0.05,-,-,-,-,0.05,0.05,0.06,0.05,-,,-,0.18,-,-5.6,-,-,-,
Quest Invest,QST,0.092,-,0.08,0.087,-,-,-,0.092,0.088,0.145,0.061,-,,-,0.19,-,10.32,0.9,0.4,4.55,
  opt jun10,QSTOA,0.001,-,-,0.001,-,-,-,0.001,0.001,0.001,0.001,-,,-,-,-,-,-,-,-,
Questus Ltd,QSS,0.06,-,0.06,0.067,900,0.06,0.06,0.06,0.06,0.153,0.06,-,,-,0.15,-,1.54,3.9,-,-,
Redcape Prop Grp stp,RPF,0.31,-1,0.31,0.32,350,0.31,0.295,0.345,0.295,0.45,0.175,4,,5.44,0.32,12.90,21.74,1.4,-4.0,-11.43,
RIMCapital Ltd,RMC,0.033,-,0.033,0.037,880,0.033,0.033,0.034,0.033,0.10,0.025,-,,-,0.03,-,-0.02,-,-0.1,-2.94,
Robe Aust Ltd,ROB,0.007,-,0.006,0.008,-,-,-,0.008,0.007,0.026,0.005,-,,-,-,-,-4.59,-,-,-,
Souls Private Equity,SOE,0.088,-0.5,0.088,0.091,5739,0.091,0.086,0.096,0.086,0.12,0.074,-,,-,0.19,-,0.09,97.8,-0.8,-8.33,
  opt feb15,SOEOA,0.012,-0.1,0.012,0.016,125,0.012,0.012,0.015,0.012,0.02,0.008,-,,-,-,-,-,-,-0.3,-20,
Strategic Pooled,SPD,0.12,-1.5,0.11,0.135,100,0.12,0.12,0.135,0.12,0.18,0.10,-,,-,0.14,-,0.52,23.1,-1.5,-11.11,
Sunvest Corp,SVS,0.275,-,0.275,0.285,-,-,-,0.275,0.275,0.28,0.15,-,,-,0.44,-,-3.56,-,-,-,
Sylvastate Ltd,SYL,3.45,-15,3.45,3.60,82,3.50,3.45,3.75,3.45,4.09,2.82,21,f,0.41,4.04,6.09,8.56,40.3,-30.0,-8,
Tag Pacific Ltd,TAG,0.20,-,0.16,0.22,-,-,-,0.20,0.20,0.27,0.12,0.75,,4.80,0.33,3.75,3.6,5.6,-,-,
Templeton Global,TGG,0.75,-1,0.75,0.765,5386,0.765,0.75,0.785,0.75,0.885,0.685,-,,-,1.00,-,-2.8,-,-3.0,-3.85,
Thinksmart Ltd,TSM,0.82,-4,0.82,0.845,2835,0.85,0.815,0.945,0.735,1.11,0.42,3.5,f,1.53,0.11,4.27,5.35,15.3,-12.5,-13.23,
Tidewater Invest,TDI,0.20,-,0.21,0.25,-,-,-,0.20,0.20,0.29,0.127,1.5,f,6.07,0.30,7.50,9.1,2.2,-,-,
Tranzact Fin Service,TFS,0.15,-,0.15,0.16,1160,0.15,0.15,0.15,0.14,0.215,0.12,0.6,f,2.73,0.07,4.00,1.64,9.1,-,-,
Trojan Equity,TJN,0.50,-1.5,0.505,0.55,1878,0.505,0.50,0.55,0.50,0.55,0.241,-,,-,0.63,-,4.6,10.9,-5.0,-9.09,
Van Eyk Three Pillar,VTP,0.87,-,0.85,0.90,-,-,-,0.905,0.86,0.955,0.72,2.5,f,7.56,1.02,2.87,18.9,4.6,-3.5,-3.87,
Verus Invest,VIL,0.029,-0.1,0.029,0.03,104726,0.03,0.025,0.035,0.025,0.095,0.004,-,,-,-,-,-0.36,-,-0.5,-14.71,
  opt jun10,VILO,0.002,-,0.001,0.003,-,-,-,0.002,0.002,0.03,0.001,-,,-,-,-,-,-,-,-,
Vesture Ltd,VES,0.085,-,0.085,0.155,-,-,-,0.085,0.085,0.10,0.006,-,,-,-0.28,-,0.93,9.1,-,-,
Wallace Absolute,WAB,0.035,-0.5,0.035,0.044,150,0.035,0.035,0.04,0.035,0.081,0.023,-,,-,0.05,-,-37.93,-,-0.5,-12.5,
WAM Active Ltd,WAA,1.00,1.5,0.985,1.045,200,1.00,1.00,1.065,0.985,1.175,0.69,5,f,6.18,1.20,5.00,30.89,3.2,-6.5,-6.1,
  opt apr11,WAAO,0.015,-,0.014,0.02,-,-,-,0.015,0.015,0.03,0.015,-,,-,-,-,-,-,-,-,
WAM Capital Ltd,WAM,1.17,-4,1.17,1.18,2791,1.185,1.12,1.275,1.12,1.355,0.96,8,f,4.81,1.62,6.84,38.5,3.0,-8.0,-6.4,
Westoz Inv Ltd,WIC,1.06,-2,1.06,1.08,645,1.065,1.06,1.15,1.06,1.20,1.00,2.5,f,9.00,1.53,2.36,22.5,4.7,-9.0,-7.83,
  opt jun12,WICO,0.20,-,0.125,0.18,-,-,-,0.20,0.20,0.25,0.075,-,,-,-,-,-,-,-,-,
Whitefield Ltd,WHF,3.25,-5,3.24,3.28,143,3.27,3.20,3.42,3.20,3.63,2.47,17,f,0.30,3.43,5.23,5.09,63.9,-6.0,-1.81,
  8% cum pf,WHFPA,1.345,-,-,-,-,-,-,1.345,1.345,1.345,1.345,8,,-,-,5.95,-,-,-,-,
Wilson Invest,WIL,0.685,-1.5,0.68,0.685,2688,0.70,0.66,0.72,0.66,0.805,0.545,4.6,f,0.24,0.95,6.72,1.09,62.8,-2.5,-3.52,
INDUSTRY: Diversified Financials - Multi-Sector Holdings,,,,,,,,,,,,,,,,,,,,,,
Gowing Bros Ltd,GOW,2.38,-8,2.40,2.46,45,2.40,2.38,2.48,2.38,2.811,2.36,10,f,-,3.06,4.20,-15.94,-,-8.0,-3.25,
Guinness Peat cdi,GPG,0.71,-,0.70,0.71,5755,0.71,0.69,0.72,0.69,0.75,0.515,1.66,,-,0.83,2.34,-4.03,-,2.0,2.9,
Soul Pattinson,SOL,13.63,-6,13.63,13.69,623,13.68,13.28,14.30,13.28,15.38,9.187,33,f,3.76,11.11,2.42,124.07,11.0,-67.0,-4.69,
INDUSTRY: 0 - Capital Markets,,,,,,,,,,,,,,,,,,,,,,
Bell Financial Grp,BFG,1.10,-,1.10,1.11,396,1.10,1.065,1.145,1.065,1.40,0.50,8,f,1.41,0.25,7.27,11.3,9.7,-3.0,-2.65,
BT Invest Mngmnt,BTT,2.75,-,2.75,2.76,1004,2.75,2.60,2.83,2.56,3.34,1.92,10.4,f,1.42,0.32,3.78,14.76,18.6,22.0,8.7,
CI Res Ltd,CII,0.785,-,0.785,0.80,-,-,-,0.785,0.785,1.05,0.70,2,,4.09,0.47,2.55,8.18,9.6,-,-,
CVC Ltd,CVC,0.79,1,0.77,0.79,338,0.79,0.77,0.80,0.77,0.82,0.52,2,f,-,1.23,2.53,-5.51,-,-1.0,-1.25,
Equity Tr,EQT,16.90,5,16.95,17.30,5,16.91,16.82,17.45,16.80,19.50,12.80,110,f,0.83,2.62,6.51,91.82,18.4,-10.0,-0.59,
Euroz Ltd,EZL,1.38,-7,1.38,1.40,1649,1.43,1.35,1.50,1.35,1.69,0.835,8.5,f,1.64,-,6.16,13.94,9.9,-4.5,-3.16,
  opt mar14,EZLO,0.74,-,0.60,0.71,-,-,-,0.74,0.74,0.91,0.325,-,,-,-,-,-,-,-,-,
Henderson Grp cdi,HGG,2.28,-6,2.18,2.34,29569,2.32,2.20,2.40,2.20,2.67,1.56,10.72,,0.30,-0.18,4.70,3.23,70.6,-14.0,-5.79,
HFA Hldgs Ltd,HFA,0.225,-,0.22,0.225,18796,0.225,0.205,0.255,0.205,0.43,0.145,-,,-,-0.20,-,-0.33,-,-2.5,-10,
Hunter Hall Intl,HHL,6.15,-10,6.15,6.20,443,6.15,6.05,6.50,6.05,7.90,4.70,47,f,1.25,1.73,7.64,58.95,10.4,-34.0,-5.24,
IOOF Hldgs Ltd,IFL,6.30,-11,6.23,6.40,8180,6.45,6.10,6.84,6.10,7.40,3.372,21,f,0.93,0.56,3.33,19.5,32.3,-30.0,-4.55,
K2 Asset Mgmt,KAM,0.62,1,0.62,0.70,522,0.62,0.505,0.70,0.505,0.87,0.23,-,,-,0.04,-,1.74,35.6,-8.0,-11.43,
Macq Grp Ltd,MQG,45.53,-126,45.50,45.75,44827,46.47,44.01,50.24,44.01,58.80,30.05,186,,1.72,25.82,4.09,320.2,14.2,-476.0,-9.47,
Magellan Fin Grp,MFG,0.965,-8.5,0.965,1.00,670,1.01,0.96,1.10,0.95,1.10,0.47,-,,-,-,-,0.6,160.8,1.5,1.58,
  opt jun11,MFGOB,0.10,-,0.10,0.20,-,-,-,0.10,0.10,0.105,0.05,-,,-,-,-,-,-,-,-,
  opt jun16,MFGOC,0.20,-,0.17,0.30,-,-,-,0.20,0.145,0.20,0.011,-,,-,-,-,-,-,5.5,37.93,
Oceania Capital,OCP,2.59,-13,2.58,2.71,789,2.60,2.55,2.72,2.55,3.05,1.815,6,,2.31,4.89,2.32,13.88,18.7,-5.0,-1.89,
Perpetual Ltd,PPT,32.36,-58,32.28,32.75,3623,34.10,30.58,34.87,30.58,41.39,25.23,165,f,1.11,4.46,5.10,183.4,17.6,-219.0,-6.34,
Platinum Asset,PTM,4.82,-22,4.80,4.84,11920,4.93,4.80,5.13,4.80,6.34,3.52,20,f,1.17,-,4.15,23.41,20.6,-28.0,-5.49,
Snowball Grp,SNO,0.40,-,0.35,0.40,-,-,-,0.43,0.40,0.47,0.32,3.25,f,0.83,-0.03,8.13,2.71,14.8,-3.0,-6.98,
Treasury Grp,TRG,5.35,-17,5.45,5.60,230,5.60,5.25,5.92,5.25,6.30,4.11,22,f,1.61,2.37,4.11,35.42,15.1,-57.0,-9.63,
Trust Co Ltd,TRU,5.80,-11,5.80,5.95,254,5.90,5.60,6.32,5.60,6.70,4.70,33.7,f,1.00,0.02,5.81,33.8,17.2,-43.0,-6.9,
Wilson Htm Invest,WIG,1.70,-2,1.70,1.86,326,1.72,1.70,1.80,1.70,2.26,1.00,4,f,2.71,0.76,2.35,10.83,15.7,-6.0,-3.41,
INDUSTRY GROUP: Insurance,,,,,,,,,,,,,,,,,,,,,,
AMP Ltd,AMP,5.76,-29,5.75,5.77,284834,5.91,5.73,6.34,5.73,6.97,4.55,30,p,1.24,0.80,5.21,37.1,15.5,-50.0,-7.99,
Austbrokers Hldgs,AUB,4.84,-7,4.83,4.90,535,4.90,4.83,5.01,4.83,5.65,3.75,21,f,1.55,0.92,4.34,32.49,14.9,-16.0,-3.2,
AXA Asia Pacific,AXA,5.93,-13,5.92,5.95,81441,5.98,5.84,6.26,5.84,6.72,3.51,18.5,p,1.89,1.12,3.12,34.89,17.0,-26.0,-4.2,
Calliden Grp,CIX,0.25,-,0.245,0.255,1103,0.265,0.245,0.265,0.245,0.39,0.24,1,f,-,0.21,4.00,-0.17,-,-,-,
Insurance Aust Grp,IAG,3.69,-9,3.65,3.70,130018,3.74,3.64,3.88,3.64,4.21,3.32,14.5,f,1.73,1.29,3.93,25.07,14.7,-15.0,-3.91,
NIB Hldgs Ltd,NHF,1.24,-1,1.24,1.26,1959,1.25,1.23,1.27,1.23,1.45,0.76,6.4,f,2.03,0.75,5.16,13,9.5,-2.5,-1.98,
QBE Insurance Grp,QBE,20.51,-21,20.51,20.57,73449,20.92,20.02,21.57,20.02,25.70,18.56,128,p,1.54,5.16,6.24,196.5,10.4,-59.0,-2.8,
Suncorp-Metway,SUN,8.19,-34,8.18,8.23,142205,8.43,8.18,9.16,8.18,9.59,5.73,35,f,0.98,5.43,4.27,34.21,23.9,-84.0,-9.3,
Tower Aust,TAL,2.45,-4,2.40,2.60,9630,2.53,2.41,2.63,2.41,3.35,2.21,5.25,f,2.46,1.00,2.14,12.9,19.0,-17.0,-6.49,
Tower Ltd,TWR,1.52,-5.5,1.52,1.56,756,1.53,1.52,1.58,1.52,1.75,1.177,7.07,,2.82,1.20,4.65,19.94,7.6,-4.5,-2.88,
SECTOR: Real Estate,,,,,,,,,,,,,,,,,,,,,,
INDUSTRY GROUP: Real Estate - Real Estate Investment Trusts,,,,,,,,,,,,,,,,,,,,,,
Abacus Prop stp,ABP,0.42,-,0.415,0.42,59889,0.42,0.40,0.425,0.40,0.48,0.285,5.75,,-,0.60,13.69,-2.32,-,1.0,2.44,
Agricultural Land unt,AGJ,0.16,-,0.15,0.175,-,-,-,0.16,0.145,0.19,0.13,2.12,,-,0.38,13.25,-2.28,-,1.5,10.34,
ALE Prop Grp stp,LEP,2.17,-6,2.15,2.18,842,2.20,2.15,2.28,2.15,2.43,1.768,27,,3.55,2.39,12.44,95.98,2.3,-8.0,-3.56,
APN European Retail stp,AEZ,0.033,-0.2,0.033,0.035,13185,0.035,0.032,0.042,0.03,0.115,0.03,-,,-,0.24,-,-11.22,-,-0.9,-21.43,
Ardent Leisure stp,AAD,1.26,-6.5,1.25,1.27,13566,1.295,1.26,1.40,1.26,1.845,1.165,14.3,,0.19,1.10,11.35,2.73,46.2,-14.0,-10,
Aspen Grp stp,APZ,0.535,-1.5,0.515,0.535,35757,0.535,0.51,0.56,0.51,0.575,0.27,4.19,,-,0.68,7.83,-3.37,-,-1.5,-2.73,
Astro Jap Prop stp,AJA,0.36,-,0.355,0.36,20350,0.36,0.35,0.38,0.35,0.515,0.275,8.5,,-,0.76,23.61,-36.49,-,-0.5,-1.37,
Aurora Prop unt,AUP,4.80,-,5.00,5.15,-,-,-,5.10,4.80,5.40,4.35,-,,-,5.24,-,-,-,-30.0,-5.88,
