Derivatives: Put Options - Weekly,,,,,,,,,,,,,,,,,,,,
Friday, May 3, 2013.,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Report at Friday, May 3, 2013. Processed Saturday at 2013-05-04T23:15:07+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,,,
PUT OPTIONS,
AGL Energy Last Sale Price $14.77,
May,13,14.00,.06,.05,610,164,19.00,-.13,4.85,,
May,13,14.50,.16,.14,80,246,17.60,-.31,13.68,,
May,13,14.75,.25,.25,325,337,17.10,-.45,22.06,,
May,13,15.00,.39,.19,100,556,16.80,-.60,13.68,,
May,13,15.01,.39,.21,50,80,17.00,-.61,13.24,,
May,13,15.50,.77,.50,80,263,17.80,-.85,3.53,,
Jun,13,14.00,.12,.11,25,322,18.20,-.18,5.30,,
Jun,13,14.24,.17,.16,1205,110,17.70,-.25,7.50,,
Jun,13,14.48,.24,.23,1000,79,17.30,-.33,10.59,,
Jun,13,14.97,.46,.44,100,518,16.50,-.54,11.25,,
Jun,13,15.93,1.18,.37,75,75,16.10,-.97,.88,,
Jul,13,14.25,.23,.16,10,10,17.30,-.27,6.91,,
Jul,13,14.50,.30,.31,140,100,16.50,-.34,8.83,,
Aug,13,14.00,.24,.17,30,30,17.80,-.23,4.98,,
Aug,13,14.50,.38,.36,170,30,16.50,-.35,7.79,,
Aug,13,16.00,1.31,.57,75,25,16.30,-.86,1.66,,
Sep,13,12.79,.11,.12,10,83,18.90,-.08,1.85,,
Sep,13,13.76,.29,.22,5,187,17.40,-.19,4.88,,
Sep,13,14.24,.45,.32,150,150,16.90,-.29,7.56,,
Sep,13,14.97,.81,.60,40,279,16.10,-.49,10.17,,
Dec,13,14.00,.48,.24,30,30,17.20,-.26,5.19,,
Dec,13,15.45,1.22,.64,30,302,15.90,-.59,5.78,,
Dec,13,16.41,1.95,1.92,20,60,15.30,-.94,3.26,,
Dec,13,18.35,3.75,3.69,44,106,15.60,-1.00,1.82,,
Mar,14,14.00,.73,.39,30,30,17.90,-.27,5.48,,
Mar,14,14.24,.83,.47,10,20,17.70,-.31,6.27,,
Mar,14,15.45,1.50,.79,30,30,17.10,-.55,6.20,,
,
Asciano Last Sale Price $5.38,
Jun,13,5.25,.16,.24,361,1275,27.90,-.36,19.38,,
Jul,13,4.90,.09,.10,30,30,28.10,-.20,7.27,,
,
Amcor Last Sale Price $9.82,
May,13,9.50,.09,.12,12,1477,21.20,-.25,11.95,,
May,13,9.75,.18,.17,11,368,20.90,-.41,23.89,,
Jun,13,9.50,.17,.21,45,153,20.90,-.30,10.95,,
Jun,13,10.00,.38,.45,100,100,19.70,-.55,13.27,,
Dec,13,8.50,.19,.22,50,1330,22.10,-.14,3.06,,
Dec,13,8.75,.23,.28,30,30,21.30,-.17,3.78,,
Dec,13,9.00,.29,.35,15,15,20.50,-.21,4.75,,
Dec,13,9.01,.33,.41,10,20,22.00,-.23,5.31,,
,
AMP Last Sale Price $5.40,
May,13,5.00,.02,.03,340,5750,25.20,-.11,4.83,,
May,13,5.25,.06,.06,900,4897,20.50,-.27,13.28,,
May,13,5.26,.06,.07,50,1520,20.20,-.28,13.28,,
May,13,5.50,.16,.14,200,100,18.40,-.62,14.48,,
May,13,5.51,.17,.16,60,571,19.30,-.62,14.48,,
Jun,13,4.90,.04,.04,600,2410,24.20,-.12,4.22,,
Jun,13,5.00,.04,.06,50,4875,22.70,-.16,5.43,,
Jun,13,5.25,.10,.20,772,5409,20.00,-.31,11.47,,
Jun,13,5.26,.10,.09,100,680,19.70,-.32,11.47,,
Jun,13,5.50,.20,.21,1282,5550,19.40,-.55,12.67,,
Jun,13,5.51,.20,.21,100,970,18.50,-.57,10.86,,
Jun,13,5.75,.38,.36,100,210,18.50,-.82,3.62,,
Jul,13,5.25,.13,.27,470,810,19.90,-.32,10.06,,
Sep,13,5.26,.23,.30,700,950,19.70,-.34,10.35,,
Dec,13,4.75,.12,.17,1400,1630,21.50,-.16,3.51,,
Dec,13,5.00,.18,.19,3870,13009,20.00,-.23,5.27,,
Dec,13,5.25,.28,.28,550,2795,19.50,-.34,8.05,,
Dec,13,5.50,.40,.40,500,400,18.80,-.47,8.78,,
Mar,14,4.80,.19,.21,860,10560,19.90,-.17,3.80,,
Mar,14,5.25,.39,.34,2000,4000,20.40,-.34,8.01,,
Jun,14,5.00,.29,.41,250,15,19.40,-.23,4.67,,
,
ANZ Banking Grp Last Sale Price $31.60,
May,13,23.50,-,.01,3500,5733,27.70,-,.41,,
May,13,25.00,.00,.01,436,1041,27.20,-,-,,
May,13,25.50,.00,.01,323,2693,27.00,-,.12,,
May,13,26.00,.01,.04,890,1794,26.90,-,.25,,
May,13,26.01,.00,.05,327,552,23.70,-,-,,
May,13,26.50,.01,.01,690,2803,26.70,-,.41,,
May,13,27.00,.01,.01,919,3708,25.00,-,.62,,
May,13,27.01,.01,.03,200,936,23.50,-,.41,,
May,13,27.51,.02,.04,200,1344,22.70,-,.83,,
May,13,28.00,.04,.04,2676,8412,22.00,-.02,1.44,,
May,13,28.01,.03,.04,260,473,21.20,-.01,1.24,,
May,13,28.50,.05,.05,1179,2822,20.30,-.02,2.06,,
May,13,28.51,.05,.06,162,1415,20.20,-.02,2.06,,
May,13,29.00,.09,.11,771,2100,19.30,-.04,3.51,,
May,13,29.01,.09,.09,348,575,19.30,-.04,3.51,,
May,13,29.50,.14,.19,729,1106,18.50,-.07,5.78,,
May,13,29.51,.14,.17,103,523,18.40,-.07,5.78,,
May,13,30.00,.25,.24,270,1446,18.30,-.13,10.31,,
May,13,30.01,.25,.25,106,130,18.10,-.12,10.11,,
May,13,30.50,.40,.41,2551,1869,17.60,-.20,16.29,,
May,13,30.51,.40,.38,1758,1861,17.60,-.20,16.29,,
May,13,31.00,.62,.61,1525,1281,17.40,-.31,25.58,,
May,13,31.01,.60,.69,932,912,16.90,-.30,24.75,,
May,13,31.50,.92,.87,1012,871,17.20,-.44,37.75,,
May,13,32.00,1.28,1.27,405,405,17.30,-.57,36.30,,
May,13,32.50,1.70,1.62,30,92,17.40,-.71,32.80,,
May,13,33.01,2.12,2.15,200,125,16.90,-.84,29.29,,
Jun,13,19.00,.00,.01,90,727,41.90,-,-,,
Jun,13,19.01,.00,.01,90,90,43.50,-,-,,
Jun,13,23.01,.03,.12,60,538,36.30,-,.52,,
Jun,13,24.00,.03,.02,101,7176,32.10,-,.52,,
Jun,13,25.00,.03,.03,520,1682,27.70,-.01,.52,,
Jun,13,25.50,.03,.03,120,2723,25.80,-.01,.52,,
Jun,13,25.51,.03,.07,180,263,25.80,-.01,.52,,
Jun,13,26.00,.03,.04,248,1817,24.40,-.01,.62,,
