Derivatives: Put Options - Weekly
"Traded positions for the week ending Friday, September 18, 2015"
"Report at Friday, September 18, 2015. Processed Monday at 21/09/2015 3:58:11 PM."



ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,
PUT OPTIONS,
AGL Energy Last Sale Price $16.36,
Jun,2016,5.00,.23,.20,85,185,27.80,-.20,5.21,

Bank of Qld Last Sale Price $12.32,
Oct,2015,10.75,.12,.12,50,120,33.80,-.09,8.46,
Oct,2015,11.00,.16,.16,50,-,32.20,-.12,10.93,
Oct,2015,11.50,.26,.26,50,20,29.30,-.21,18.34,
Oct,2015,11.75,.34,.35,34,22,27.90,-.27,23.98,
Oct,2015,12.00,.45,.54,50,93,26.70,-.34,31.39,
Oct,2015,13.00,1.09,.41,40,210,22.00,-.75,28.92,
Nov,2015,10.25,.13,.17,10,10,34.30,-.08,5.29,
Nov,2015,10.75,.19,.22,72,72,31.80,-.13,8.04,
Nov,2015,13.25,1.38,1.38,120,-,23.10,-.75,18.83,
Feb,2016,11.00,.41,.41,135,-,27.50,-.20,7.54,

BlueScope Steel Last Sale Price $4.18,
Sep,2015,3.81,.00,.03,200,200,39.30,-.03,3.74,
Oct,2015,3.80,.07,.18,4360,4280,40.30,-.21,15.59,
Oct,2015,4.30,.28,.24,4385,4305,37.60,-.55,32.23,
Dec,2015,3.80,.16,.14,60,462,40.50,-.26,15.35,
Dec,2015,4.30,.37,.63,60,80,38.00,-.50,23.99,

Brambles Last Sale Price $9.87,
Sep,2015,9.09,.01,.03,300,400,38.80,-.04,4.75,
Sep,2015,9.31,.02,.14,250,565,36.50,-.10,10.57,
Sep,2015,9.54,.05,.27,630,627,33.90,-.20,26.41,
Sep,2015,9.77,.11,.11,230,1571,31.40,-.38,58.11,
Sep,2015,10.67,.80,1.18,32,35,26.70,-1.00,-,
Oct,2015,9.25,.12,.15,54,580,26.90,-.20,10.13,
Oct,2015,10.00,.36,.34,125,192,22.70,-.53,20.25,
Dec,2015,9.09,.18,.23,100,974,25.90,-.21,7.31,
Feb,2016,8.75,.19,.28,50,50,25.00,-.17,4.36,

C'wlth Bank  of Aust Last Sale Price $75.83,
Sep,2015,54.79,-,.01,300,4800,36.90,-,1.03,
Sep,2015,64.74,-,.56,1000,605,35.80,-,38.51,
Sep,2015,64.75,-,.07,50,205,35.80,-,4.81,
Sep,2015,65.74,.00,.11,300,1453,35.50,-,-,
Sep,2015,65.75,.00,.01,1300,350,35.50,-,-,
Sep,2015,66.74,.00,.12,20,931,35.10,-,.14,
Sep,2015,67.73,.01,.15,10,5652,34.50,-,.34,
Sep,2015,68.73,.01,.27,310,3084,33.70,-.01,.69,
Sep,2015,69.72,.03,.03,600,3725,32.70,-.02,1.72,
Sep,2015,69.73,.03,.17,800,4120,32.70,-.02,1.72,
Sep,2015,70.72,.05,.22,461,3092,31.50,-.04,3.44,
Sep,2015,70.73,.05,.24,295,1020,31.50,-.04,3.44,
Sep,2015,71.72,.10,.09,3611,10301,30.20,-.07,6.53,
Sep,2015,71.73,.10,.54,390,1695,30.20,-.07,6.53,
Sep,2015,72.71,.17,.12,1105,4881,28.90,-.12,12.03,
Sep,2015,72.72,.17,.72,50,365,28.80,-.12,12.03,
Sep,2015,73.71,.31,.23,1996,4872,27.50,-.20,21.32,
Sep,2015,73.72,.31,.23,95,680,27.50,-.20,21.32,
Sep,2015,74.70,.54,.45,3916,5722,26.40,-.31,37.13,
Sep,2015,74.71,.55,.60,485,625,26.40,-.31,37.48,
Sep,2015,75.70,.91,.72,2275,4700,25.40,-.46,62.57,
Sep,2015,75.71,.92,.72,140,674,25.40,-.46,62.92,
Sep,2015,76.70,1.45,1.64,331,2935,24.70,-.63,39.54,
Sep,2015,76.71,1.45,1.55,190,860,24.70,-.63,39.19,
Sep,2015,77.69,2.15,3.09,805,1096,24.40,-.77,19.60,
Sep,2015,77.70,2.15,5.22,30,1285,24.40,-.77,19.25,
Sep,2015,78.69,2.98,6.60,15,1542,24.40,-.88,8.60,
Sep,2015,78.70,2.98,5.14,1344,2122,24.40,-.88,7.91,
Sep,2015,79.68,3.90,5.60,50,3475,24.90,-.95,3.44,
Sep,2015,79.69,3.90,4.76,805,2291,24.90,-.95,2.75,
Sep,2015,80.69,4.87,5.71,719,1285,25.90,-.99,.34,
Sep,2015,81.68,5.86,8.15,240,1363,27.50,-1.00,.34,
Sep,2015,81.69,5.85,7.05,884,2453,27.50,-1.00,-,
Sep,2015,82.67,6.84,9.14,59,1416,29.60,-1.00,.34,
Sep,2015,82.68,6.84,7.58,80,181,29.60,-1.00,-,
Sep,2015,83.68,7.83,10.49,659,1063,32.30,-1.00,-,
Sep,2015,84.67,8.82,9.60,60,849,35.40,-1.00,-,
Sep,2015,85.67,9.82,9.80,47,1657,38.80,-1.00,-,
Sep,2015,86.67,10.82,11.20,100,4795,42.30,-1.00,-,
Sep,2015,87.66,11.81,11.60,7,1529,45.60,-1.00,-,
Sep,2015,89.66,13.81,15.10,82,1237,51.40,-1.00,-,
Sep,2015,90.65,14.80,17.35,50,4882,54.10,-1.00,-,
Oct,2015,58.77,.09,.18,20,20,39.30,-.02,.97,
Oct,2015,60.76,.14,.32,50,50,38.10,-.03,1.60,
Oct,2015,62.75,.20,.24,45,30,36.30,-.05,2.35,
Oct,2015,64.74,.29,.33,110,280,34.20,-.07,3.38,
Oct,2015,64.75,.29,1.15,20,313,34.20,-.07,3.38,
Oct,2015,65.74,.35,.53,125,352,33.10,-.08,4.07,
Oct,2015,66.74,.41,.51,835,1596,32.00,-.10,4.76,
Oct,2015,67.73,.50,.63,130,125,30.90,-.12,5.73,
Oct,2015,68.73,.59,.72,12,585,29.80,-.14,6.76,
Oct,2015,68.74,.59,.53,18,400,29.80,-.14,6.82,
Oct,2015,69.72,.71,.68,545,2795,28.80,-.16,8.19,
Oct,2015,70.72,.85,1.56,50,820,27.70,-.19,9.80,
Oct,2015,71.72,1.02,.95,504,1640,26.70,-.23,11.75,
Oct,2015,71.73,1.03,1.63,260,775,26.70,-.23,11.80,
Oct,2015,72.71,1.25,1.62,106,1235,25.70,-.28,14.33,
Oct,2015,73.71,1.51,1.35,1055,872,24.80,-.33,17.31,
Oct,2015,74.70,1.83,1.94,436,755,24.00,-.38,20.92,
Oct,2015,74.71,1.82,3.47,546,697,24.00,-.39,20.86,
Oct,2015,75.70,2.21,2.35,350,918,23.20,-.45,25.33,
Oct,2015,75.71,2.21,2.77,120,1485,23.20,-.45,25.27,
Oct,2015,76.70,2.67,3.39,71,730,22.50,-.52,20.69,
Oct,2015,76.71,2.67,3.02,100,90,22.50,-.52,20.46,
Oct,2015,77.69,3.21,3.48,258,913,21.90,-.60,15.47,
Oct,2015,77.70,3.19,3.19,646,1246,21.90,-.60,15.13,
Oct,2015,78.69,3.83,4.10,2,457,21.40,-.67,11.06,
Oct,2015,79.68,4.51,4.22,50,399,20.90,-.75,7.62,
Oct,2015,80.68,5.29,5.95,1,784,20.60,-.82,4.99,
Oct,2015,80.69,5.25,5.60,100,1145,20.60,-.82,4.41,
Oct,2015,81.68,6.12,5.77,257,186,20.40,-.88,3.09,
Oct,2015,82.67,7.00,6.64,45,682,20.30,-.94,1.83,
Oct,2015,83.67,7.92,8.00,16,198,20.40,-1.00,.97,
Nov,2015,64.74,.56,.78,30,32,31.60,-.10,3.89,
Nov,2015,64.75,.56,.69,20,119,31.60,-.10,3.85,
Nov,2015,66.74,.73,.80,80,86,29.70,-.13,5.05,
Nov,2015,67.73,.85,.80,50,80,28.80,-.15,5.88,
Nov,2015,68.73,.97,1.45,30,1164,28.00,-.17,6.70,
Nov,2015,71.72,1.54,2.08,9,119,25.60,-.26,10.62,
Nov,2015,72.71,1.78,2.04,10,534,24.90,-.30,12.24,
Nov,2015,72.72,1.78,2.88,65,630,24.90,-.30,12.24,
Nov,2015,73.71,2.09,2.69,111,177,24.20,-.34,14.34,
Nov,2015,74.70,2.42,3.25,20,890,23.50,-.39,16.61,
Nov,2015,75.70,2.80,2.65,806,2026,22.80,-.44,19.25,
Nov,2015,76.70,3.25,3.65,47,105,22.20,-.50,16.40,
Nov,2015,76.71,3.23,4.10,5,85,22.20,-.50,16.12,
Nov,2015,77.70,3.73,4.26,75,763,21.70,-.56,12.76,
Nov,2015,78.69,4.32,5.87,20,225,21.20,-.62,10.00,
Nov,2015,79.68,4.96,4.68,100,214,20.70,-.68,7.60,
Nov,2015,80.69,5.59,1.60,40,295,20.30,-.75,5.05,
Nov,2015,81.68,6.42,6.11,50,70,20.00,-.81,3.89,
Nov,2015,81.69,6.34,7.79,20,588,20.00,-.81,3.33,
Nov,2015,82.67,7.22,6.99,119,350,19.80,-.87,2.61,
Nov,2015,82.68,7.13,7.95,1,34,19.80,-.87,1.96,
Nov,2015,83.67,8.09,7.91,100,1,19.70,-.93,1.68,
Nov,2015,84.67,8.86,10.25,21,181,19.70,-.99,.10,
Nov,2015,85.67,9.77,9.55,5,150,19.80,-1.00,-,
Nov,2015,86.67,10.71,11.20,15,45,20.00,-1.00,-,
Dec,2015,49.80,.07,.16,1800,2985,39.60,-.01,.34,
Dec,2015,51.80,.11,.18,61,330,39.00,-.02,.56,
Dec,2015,60.76,.47,.62,20,370,34.00,-.07,2.51,
Dec,2015,64.74,.77,.71,40,515,30.60,-.11,4.07,
Dec,2015,67.73,1.12,1.09,5,673,28.30,-.17,5.90,
Dec,2015,71.72,1.90,2.18,1105,3953,25.40,-.27,10.05,
Dec,2015,72.71,2.17,3.55,25,398,24.80,-.31,11.48,
Dec,2015,76.70,3.65,4.96,1250,240,22.40,-.49,14.73,
Dec,2015,77.69,4.13,4.05,12,1005,21.90,-.54,12.03,
Dec,2015,77.70,4.10,3.77,7,377,21.90,-.54,11.80,
Dec,2015,79.68,5.29,4.91,48,1939,21.00,-.65,7.62,
Dec,2015,79.69,5.23,6.60,40,1140,21.00,-.65,7.25,
Dec,2015,80.69,5.88,6.39,20,530,20.60,-.71,5.40,
Dec,2015,81.68,6.67,8.95,36,733,20.30,-.77,4.34,
Dec,2015,81.69,6.59,7.40,34,225,20.30,-.77,3.83,
Dec,2015,82.67,7.44,11.62,12,1156,20.00,-.82,3.17,
Dec,2015,83.67,8.25,9.20,15,2380,19.80,-.88,2.17,
Dec,2015,84.66,9.12,13.15,12,1865,19.70,-.94,1.51,
Dec,2015,84.67,8.96,12.95,8,909,19.70,-.94,.66,
Dec,2015,89.66,13.55,3.09,15,852,20.20,-1.00,-,
Dec,2015,90.65,14.50,15.05,75,506,20.50,-1.00,-,
Dec,2015,94.64,18.41,20.73,15,192,22.60,-1.00,-,
Jan,2016,64.74,.83,1.16,40,240,26.40,-.12,3.02,
Jan,2016,67.73,1.36,1.60,10,110,25.50,-.18,4.90,
Jan,2016,70.72,1.99,2.35,210,321,24.00,-.25,7.18,
Jan,2016,70.73,1.97,1.42,40,60,24.00,-.25,7.11,
Jan,2016,74.70,3.20,4.19,10,90,22.00,-.39,11.58,
Jan,2016,75.71,3.54,3.40,110,120,21.50,-.43,12.83,
Jan,2016,76.71,3.98,5.65,5,140,21.10,-.47,11.20,
Jan,2016,81.68,6.89,7.79,30,30,19.00,-.74,3.78,
Feb,2016,74.00,4.07,4.67,1,21,22.30,-.36,12.15,
Feb,2016,77.00,5.51,6.22,75,155,21.10,-.47,12.98,
Feb,2016,80.00,7.34,8.22,33,33,20.20,-.61,9.48,
Feb,2016,82.00,8.79,10.18,60,60,19.90,-.71,7.82,
Feb,2016,82.01,8.78,9.30,10,10,19.90,-.71,7.76,
Mar,2016,72.72,3.83,4.70,15,85,22.80,-.32,9.79,
Mar,2016,73.72,4.21,3.95,76,90,22.40,-.35,10.79,
Mar,2016,74.70,4.68,5.50,210,105,22.00,-.38,12.00,
Mar,2016,76.70,5.66,5.41,1,1341,21.30,-.45,12.25,
Mar,2016,79.68,7.39,8.40,75,778,20.30,-.58,9.08,
Mar,2016,79.69,7.32,8.10,216,336,20.30,-.58,8.85,
Mar,2016,82.68,9.39,9.00,50,180,19.70,-.72,6.50,
Mar,2016,83.68,10.15,10.62,4,100,19.50,-.77,5.89,
Jun,2016,46.81,.51,.62,10,58,35.50,-.03,.87,
Jun,2016,58.77,1.43,1.31,8,-,28.60,-.10,2.45,
Jun,2016,66.74,2.82,3.01,13,49,24.80,-.19,4.85,
Jun,2016,71.72,4.29,5.70,10,100,22.70,-.29,7.38,
Jun,2016,74.70,5.50,6.25,1,61,21.70,-.37,9.45,
Jun,2016,77.69,6.97,3.23,3,43,20.80,-.47,8.79,
Sep,2016,63.75,3.19,4.10,5,10,25.10,-.15,4.06,
Dec,2016,69.72,5.49,5.29,5,4884,22.60,-.24,5.71,
Dec,2016,93.63,20.95,20.70,1,505,17.50,-1.00,3.29,
Jun,2017,63.75,4.89,5.70,2,10,23.70,-.19,3.62,
Jun,2017,65.74,5.51,6.25,5,60,23.10,-.20,4.08,
Jun,2017,71.72,7.86,9.00,5,74,21.40,-.30,5.81,
Dec,2017,63.75,6.13,7.00,213,210,23.20,-.19,3.57,
Dec,2017,69.72,8.48,8.70,5,5,21.70,-.28,4.94,
Dec,2017,75.70,11.41,13.66,105,192,20.40,-.37,6.65,
Dec,2017,89.65,20.80,20.20,2,41,18.10,-.84,4.07,

Coca-Cola Amatil Last Sale Price $8.83,
Sep,2015,8.76,.09,.20,20,20,27.20,-.39,53.15,
Sep,2015,9.50,.68,.94,34,231,32.70,-.97,2.95,
Sep,2015,9.76,.93,1.20,55,200,36.60,-1.00,-,
Sep,2015,10.01,1.18,1.20,95,95,41.90,-1.00,-,
Sep,2015,10.76,1.93,2.10,125,175,61.90,-1.00,-,
Oct,2015,8.25,.09,.12,6000,6114,26.20,-.19,8.86,
Oct,2015,8.75,.26,.35,192,254,25.90,-.42,25.59,
Nov,2015,8.50,.23,.33,20,92,25.90,-.32,13.88,
Dec,2015,7.96,.13,.17,600,600,26.80,-.17,5.91,
Dec,2015,9.22,.64,.72,200,200,24.90,-.59,11.13,
Dec,2015,9.72,1.00,1.15,55,55,25.00,-.77,4.77,
Feb,2016,8.50,.47,.45,150,-,24.50,-.33,12.07,
Mar,2016,9.00,.74,.99,34,344,22.80,-.47,12.53,
Mar,2016,9.51,1.07,1.14,80,80,22.60,-.64,8.58,

Cimic Grp Last Sale Price $23.59,
Sep,2015,23.34,.25,.20,50,83,30.20,-.38,55.26,
Sep,2015,23.83,.48,.34,100,164,29.20,-.59,54.15,
Oct,2015,24.50,1.34,1.17,77,52,26.00,-.64,15.66,

Computershare Last Sale Price $10.56,
Sep,2015,11.00,.47,.18,200,421,29.90,-.85,14.81,
Sep,2015,11.75,1.19,1.50,43,43,39.20,-1.00,-,
Sep,2015,11.76,1.20,.31,500,500,39.30,-1.00,-,
Sep,2015,12.00,1.44,.34,200,300,43.00,-1.00,-,
Oct,2015,10.00,.16,.23,10,250,27.70,-.24,13.17,
Nov,2015,11.50,1.03,1.20,54,54,23.20,-.80,4.69,
Dec,2015,11.50,1.09,1.77,200,161,23.70,-.75,5.51,

CSL Last Sale Price $90.57,
Sep,2015,78.00,.01,.01,60,190,44.70,-,.35,
Sep,2015,81.00,.02,.08,50,101,39.20,-.01,1.15,
Sep,2015,82.00,.03,.12,10,444,37.00,-.02,1.44,
Sep,2015,84.00,.05,.29,290,299,32.60,-.03,2.88,
Sep,2015,85.00,.07,.30,100,965,30.40,-.05,4.03,
Sep,2015,86.00,.11,.35,105,622,28.40,-.07,6.33,
Sep,2015,86.01,.11,.50,220,315,28.40,-.07,6.33,
Sep,2015,87.00,.17,.11,478,639,26.60,-.11,9.79,
Sep,2015,89.00,.47,.80,62,796,23.60,-.27,26.77,
Sep,2015,89.01,.47,1.51,168,348,23.60,-.27,27.06,
Sep,2015,90.00,.77,1.90,55,2075,22.50,-.40,44.04,
Sep,2015,90.01,.77,.60,60,555,22.50,-.40,44.33,
Sep,2015,91.00,1.22,1.00,100,1406,21.70,-.55,45.48,
Sep,2015,91.01,1.23,2.08,7,655,21.70,-.55,45.19,
Sep,2015,92.00,1.84,2.20,10,519,21.10,-.71,23.60,
Sep,2015,92.01,1.85,2.40,2,510,21.10,-.71,23.32,
Sep,2015,93.00,2.62,2.52,60,168,20.70,-.84,10.65,
Sep,2015,93.01,2.62,6.25,20,620,20.70,-.84,10.08,
Sep,2015,94.01,3.50,3.51,5,405,20.60,-.93,3.45,
Sep,2015,95.00,4.45,5.04,250,250,20.90,-.99,1.15,
Sep,2015,96.00,5.43,6.15,250,250,21.50,-1.00,.29,
Sep,2015,96.01,5.42,7.20,7,780,21.50,-1.00,-,
Sep,2015,97.01,6.42,8.12,5,47,22.70,-1.00,-,
Oct,2015,82.01,.48,.75,5,500,26.50,-.11,4.61,
Oct,2015,83.01,.57,.90,5,200,25.70,-.13,5.52,
Oct,2015,84.01,.69,2.35,280,210,25.00,-.16,6.67,
Oct,2015,87.00,1.27,1.10,2,45,23.20,-.26,12.23,
Oct,2015,88.00,1.55,1.90,50,428,22.70,-.31,14.87,
Oct,2015,89.00,1.89,2.18,250,353,22.30,-.37,18.09,
Oct,2015,90.01,2.27,1.92,288,692,21.90,-.42,21.83,
Oct,2015,91.00,2.75,2.80,10,702,21.60,-.49,22.26,
Oct,2015,91.01,2.73,2.62,7,217,21.60,-.49,22.02,
Oct,2015,93.00,3.87,3.46,60,244,21.10,-.61,13.77,
Oct,2015,96.00,6.03,3.33,250,302,20.70,-.80,5.71,
Nov,2015,85.00,1.35,1.23,10,30,23.30,-.22,7.74,
Nov,2015,91.00,3.40,3.73,10,770,21.20,-.47,17.10,
Nov,2015,96.01,6.39,7.65,10,37,20.20,-.73,5.47,
Dec,2015,82.00,1.13,1.25,12,219,24.50,-.16,4.98,
Dec,2015,83.01,1.29,1.57,20,125,24.00,-.19,5.71,
Dec,2015,85.00,1.72,1.96,7,650,23.10,-.24,7.60,
Jan,2016,81.00,1.28,1.17,60,-,23.10,-.16,3.89,
Mar,2016,47.00,.10,.09,55,-,41.80,-,.20,
Mar,2016,83.00,2.60,2.78,50,52,22.90,-.22,5.57,
Mar,2016,84.00,2.86,3.05,50,50,22.70,-.25,6.13,
Mar,2016,92.00,6.13,6.36,3,3,21.30,-.47,10.09,
Jun,2016,83.00,3.44,3.80,1,1,22.40,-.24,4.96,

CSR Last Sale Price $3.24,
Sep,2015,3.30,.09,.16,200,200,30.40,-.67,40.23,
Dec,2015,4.00,.84,.88,90,90,28.20,-1.00,10.52,
Mar,2016,3.30,.34,.25,114,192,30.50,-.46,16.78,

Caltex Aust Last Sale Price $31.96,
Oct,2015,29.50,.37,.52,60,60,30.50,-.19,10.06,
Nov,2015,30.00,.70,.91,20,20,28.40,-.26,11.50,
Dec,2015,32.00,1.62,2.44,50,50,26.40,-.45,19.77,
Jan,2016,32.00,1.88,2.13,50,-,25.80,-.44,15.80,

Crown Resorts Last Sale Price $10.89,
Sep,2015,10.75,.22,.18,6,-,35.60,-.37,105.34,
Sep,2015,10.76,.23,.45,10,10,35.60,-.38,107.73,
Sep,2015,11.50,.81,.45,20,190,34.00,-.89,93.37,
Sep,2015,11.75,1.05,1.37,30,-,35.20,-.96,90.97,
Sep,2015,12.75,2.04,.90,80,105,52.30,-1.00,88.58,
Sep,2015,13.26,2.56,2.50,94,94,64.60,-1.00,88.58,
Oct,2015,9.75,.12,.10,30,20,33.00,-.13,9.58,
Oct,2015,10.00,.17,.23,384,400,32.40,-.19,13.97,
Oct,2015,10.25,.25,.25,50,350,31.90,-.25,19.95,
Oct,2015,11.00,.59,.82,394,670,30.40,-.50,38.70,
Nov,2015,10.00,.28,.38,20050,20360,32.50,-.23,13.65,
Nov,2015,11.00,.70,.91,5,5,30.10,-.48,28.49,

Flight Centre Travel Last Sale Price $36.80,
Sep,2015,36.00,.25,.29,110,10,30.10,-.27,34.71,
Sep,2015,38.01,1.33,1.63,10,10,27.50,-.81,16.29,

Fortescue Metals Grp Last Sale Price $2.06,
Sep,2015,1.80,.00,.02,500,8889,58.90,-.03,5.06,
Sep,2015,1.90,.01,.04,50,2380,61.00,-.14,25.31,
Sep,2015,1.95,.03,.05,3900,6354,62.70,-.23,63.28,
Sep,2015,2.00,.04,.07,521,4170,64.80,-.34,101.25,
Sep,2015,2.10,.10,.10,270,2374,70.50,-.56,139.22,
Sep,2015,2.31,.27,.45,54,1929,84.10,-.84,37.97,
Sep,2015,2.41,.36,.42,56,735,89.40,-.91,25.31,
Sep,2015,2.60,.54,.72,100,3700,92.80,-.98,-,
Sep,2015,2.81,.75,.81,1375,3639,84.10,-1.00,-,
Sep,2015,3.00,.94,.97,70,394,70.80,-1.00,-,
Sep,2015,3.01,.95,1.40,565,715,70.30,-1.00,-,
Sep,2015,3.51,1.45,1.51,550,2345,91.70,-1.00,-,
Sep,2015,3.61,1.55,1.75,250,1136,109.00,-1.00,-,
Sep,2015,3.71,1.65,1.85,220,615,127.50,-1.00,-,
Sep,2015,3.81,1.75,1.89,250,1626,144.60,-1.00,-,
Sep,2015,4.01,1.95,2.16,400,986,165.20,-1.00,-,
Sep,2015,4.21,2.15,2.10,250,600,161.60,-1.00,-,
Sep,2015,4.31,2.25,2.51,50,290,152.50,-1.00,-,
Sep,2015,4.41,2.35,2.53,50,1640,140.50,-1.00,-,
Sep,2015,4.51,2.45,2.49,690,212,126.40,-1.00,-,
Sep,2015,4.61,2.55,2.75,100,952,112.40,-1.00,-,
Sep,2015,5.51,3.45,3.78,40,1630,34.10,-1.00,-,
Sep,2015,6.01,3.95,4.04,25,580,25.90,-1.00,-,
Oct,2015,1.50,.01,.09,200,1100,64.90,-.06,4.22,
Oct,2015,1.65,.03,.22,300,550,64.80,-.12,12.66,
Oct,2015,1.80,.07,.06,13920,4410,64.00,-.22,27.42,
Oct,2015,1.85,.08,.09,118,268,63.40,-.26,33.75,
Oct,2015,1.90,.10,.13,100,3009,62.90,-.30,40.08,
Oct,2015,1.95,.12,.10,748,4938,62.60,-.35,48.51,
Oct,2015,2.10,.19,.18,1700,250,62.50,-.48,63.28,
Oct,2015,2.20,.26,.23,20,455,63.40,-.57,48.51,
Nov,2015,1.70,.09,.11,200,9003,67.70,-.20,21.52,
Nov,2015,1.75,.10,.10,400,-,66.90,-.23,24.05,
Nov,2015,1.80,.11,.11,550,2200,66.00,-.26,27.84,
Nov,2015,1.95,.17,.21,50,2500,63.40,-.36,41.76,
Nov,2015,2.00,.19,.18,218,2618,62.80,-.39,48.09,
Dec,2015,1.70,.11,.23,400,19345,68.20,-.22,21.42,
Dec,2015,1.95,.20,.19,400,6486,63.90,-.36,37.97,
Dec,2015,2.00,.22,.26,2422,48287,63.40,-.39,42.84,
Dec,2015,2.31,.41,.56,56,1130,62.40,-.57,30.18,
Dec,2015,2.80,.80,.83,80,1402,65.30,-.79,11.68,
Dec,2015,2.81,.81,1.27,1100,2379,65.50,-.79,11.68,
Dec,2015,2.91,.90,.94,65,795,66.80,-.82,9.74,
Dec,2015,3.01,.99,1.17,450,685,68.30,-.84,7.79,
Dec,2015,3.20,1.18,1.18,60,300,71.80,-.87,6.81,
Dec,2015,3.41,1.38,1.52,100,500,76.10,-.90,4.87,
Dec,2015,5.01,2.96,3.25,120,893,105.70,-.97,.97,
Dec,2015,6.01,3.94,3.95,30,2196,117.50,-.99,-,
Jan,2016,1.90,.21,.20,450,3000,61.50,-.33,27.98,
Jun,2016,3.00,1.11,.84,60,345,61.10,-.68,10.44,
Jun,2016,4.31,2.29,2.40,650,950,68.70,-.90,2.53,

Goodman Grp Last Sale Price $5.69,
Oct,2015,5.00,.03,.04,184,184,30.50,-.08,3.82,

GPT Grp Last Sale Price $4.48,
Dec,2016,4.00,.32,.35,30,30,25.80,-.23,5.64,

Harvey Norman Last Sale Price $3.98,
Sep,2015,4.14,.17,.19,10,110,32.70,-.82,19.65,

Insurance Aust Grp Last Sale Price $5.00,
Sep,2015,4.90,.03,.03,100,120,27.10,-.27,31.29,
Sep,2015,5.00,.07,.12,100,300,27.60,-.48,73.00,
Sep,2015,5.75,.75,.90,12,-,44.80,-1.00,-,
Sep,2015,5.76,.76,.68,110,387,45.00,-1.00,-,
Sep,2015,6.00,1.00,.99,20,500,51.40,-1.00,-,
Sep,2015,6.50,1.50,.84,50,-,56.40,-1.00,-,
Nov,2015,4.80,.12,.19,50,300,24.00,-.30,11.99,
Nov,2015,5.25,.34,.32,30,1190,22.40,-.66,8.86,
Dec,2015,4.20,.03,.05,300,300,27.10,-.07,2.01,
Dec,2015,4.80,.14,.13,500,635,24.20,-.31,11.23,
Dec,2015,5.00,.22,.20,100,7600,23.50,-.44,17.65,
Jun,2016,6.00,1.15,.40,150,175,22.00,-.93,3.91,
Sep,2016,4.80,.48,.50,57,344,25.10,-.34,9.27,
Sep,2016,5.00,.59,.60,22,17,25.20,-.42,11.49,

IOOF Hldgs Last Sale Price $9.00,
Sep,2015,9.00,.33,.27,4,14,33.40,-.48,191.19,
Nov,2015,8.50,.34,.40,255,375,30.40,-.28,19.41,

Iluka Res Last Sale Price $6.82,
Sep,2015,6.50,.04,.07,132,335,45.70,-.19,34.41,
Sep,2015,6.75,.13,.12,229,365,45.40,-.41,95.57,
Sep,2015,7.00,.27,.15,186,572,45.80,-.66,64.99,
Sep,2015,7.50,.69,.68,106,193,50.80,-.93,11.47,
Sep,2015,7.76,.94,.92,10,10,56.10,-.97,3.82,
Sep,2015,15.51,8.69,8.46,50,74,134.30,-1.00,-,
Oct,2015,6.50,.23,.23,273,88,42.20,-.33,29.31,
Oct,2015,7.25,.61,.61,100,100,38.90,-.65,22.94,
Oct,2015,7.50,.79,.74,100,240,38.20,-.75,14.02,
Nov,2015,7.50,.87,.82,40,-,38.00,-.68,14.53,
Dec,2015,7.00,.61,.50,10,195,39.30,-.49,25.58,
Dec,2015,7.75,1.11,1.17,80,170,37.60,-.72,10.29,
Dec,2015,7.76,1.11,1.04,10,-,37.60,-.72,9.70,
Dec,2015,15.51,8.61,8.30,48,139,57.10,-1.00,-,
Jan,2016,7.25,.82,.83,13,13,36.10,-.55,15.69,

Incitec Pivot Last Sale Price $3.81,
Sep,2015,3.80,.06,.25,250,720,33.40,-.46,82.11,
Oct,2015,3.40,.06,.09,2362,6162,41.80,-.18,12.55,
Oct,2015,3.70,.14,.25,180,90,38.30,-.37,31.93,
Oct,2015,3.80,.18,.25,60,802,37.20,-.45,41.06,
Nov,2015,3.00,.04,.04,50,-,43.60,-.08,5.47,

James Hardie Ind Last Sale Price $17.74,
Oct,2015,17.69,.71,.72,250,550,31.70,-.45,34.78,
Nov,2015,17.69,.93,.89,40,120,32.20,-.44,27.34,
Nov,2015,19.16,1.79,1.31,30,-,30.40,-.69,11.02,

Lend Lease Grp Last Sale Price $13.20,
Sep,2015,12.75,.04,.16,120,210,27.00,-.15,13.83,
Sep,2015,13.00,.09,.33,100,521,26.10,-.31,35.55,
Sep,2015,14.01,.81,.36,100,100,25.80,-.98,-,
Sep,2015,16.01,2.81,2.83,18,-,57.40,-1.00,-,
Nov,2015,11.50,.15,.17,120,120,33.10,-.14,5.93,
Nov,2015,13.00,.48,.49,20,102,26.30,-.40,18.96,
Nov,2015,14.00,1.01,1.00,33,53,23.60,-.69,8.49,
Dec,2015,13.50,.78,.90,1,291,24.80,-.52,14.59,

Medibank Private Last Sale Price $2.41,
Nov,2015,2.10,.01,.01,100,180,22.70,-.06,1.51,

Macquarie Grp Last Sale Price $78.71,
Sep,2015,65.83,.01,.09,30,330,55.80,-,.66,
Sep,2015,66.80,.01,.09,10,240,54.50,-,.99,
Sep,2015,68.76,.04,.32,105,358,50.90,-.02,2.32,
Sep,2015,69.26,.04,.12,100,536,49.70,-.02,2.65,
