Derivatives: Put Options - Weekly
"Traded positions for the week ending Friday, September 18, 2015"
"Report at Friday, September 18, 2015. Processed Monday at 21/09/2015 3:58:11 PM."



ASX Code/Series,,Ex Price,Fair Value,Last Sale,Weekly Vol 000's,Open Int,Implied Volatility,Delta,Annual % Return,
PUT OPTIONS,
AGL Energy Last Sale Price $16.36,
Sep,2015,69.75,.04,.10,100,2833,48.50,-.02,2.98,
Sep,2015,70.73,.06,.09,178,1518,45.80,-.03,3.97,
Sep,2015,71.71,.07,.13,352,635,43.00,-.04,4.97,
Sep,2015,71.72,.07,.20,40,1619,42.90,-.04,4.97,
Sep,2015,72.69,.10,.14,225,2485,40.00,-.06,6.62,
Sep,2015,73.67,.13,.10,609,849,36.90,-.07,8.61,
Sep,2015,73.68,.13,.18,70,899,36.90,-.08,8.61,
Sep,2015,74.66,.18,.30,60,550,34.00,-.10,11.92,
Sep,2015,75.64,.26,.40,192,760,31.40,-.15,17.22,
Sep,2015,75.65,.26,.65,53,273,31.30,-.15,17.22,
Sep,2015,76.62,.39,.28,2530,2345,29.00,-.22,25.84,
Sep,2015,76.63,.39,.30,256,699,28.90,-.22,25.84,
Sep,2015,77.60,.60,.42,775,634,26.90,-.32,39.75,
Sep,2015,77.61,.60,.42,453,856,26.90,-.33,40.08,
Sep,2015,78.59,.94,.75,568,632,25.20,-.46,62.60,
Sep,2015,78.60,.94,.74,900,633,25.20,-.47,62.60,
Sep,2015,79.57,1.45,1.43,34,223,23.90,-.62,38.75,
Sep,2015,79.58,1.45,4.05,460,835,23.90,-.63,38.42,
Sep,2015,80.55,2.12,3.40,30,347,23.20,-.77,18.55,
Sep,2015,80.56,2.13,3.12,13,449,23.20,-.77,18.22,
Sep,2015,81.54,2.94,5.10,480,337,23.00,-.89,7.29,
Sep,2015,82.53,3.86,10.00,50,319,23.40,-.96,2.32,
Sep,2015,84.49,5.77,7.11,68,278,26.40,-1.00,-,
Oct,2015,60.01,.07,.18,62,332,39.40,-.02,.72,
Oct,2015,63.00,.16,.20,240,48,38.80,-.03,1.71,
Oct,2015,65.00,.23,.53,10,130,37.40,-.05,2.59,
Oct,2015,65.01,.23,.74,80,192,37.40,-.05,2.59,
Oct,2015,66.00,.28,.50,282,196,36.50,-.06,3.09,
Oct,2015,68.00,.39,.64,25,41,34.20,-.08,4.25,
Oct,2015,69.00,.45,2.20,312,337,33.00,-.10,4.91,
Oct,2015,70.00,.53,.53,1502,2176,31.90,-.11,5.80,
Oct,2015,71.00,.61,.84,120,490,30.80,-.13,6.74,
Oct,2015,72.00,.73,1.22,90,207,29.70,-.16,8.12,
Oct,2015,74.00,1.03,1.08,29,689,27.70,-.22,11.37,
Oct,2015,74.01,1.02,3.45,100,771,27.60,-.22,11.32,
Oct,2015,75.00,1.23,1.15,117,337,26.70,-.26,13.58,
Oct,2015,76.00,1.46,2.25,27,658,25.70,-.30,16.06,
Oct,2015,77.00,1.75,2.10,151,368,24.80,-.36,19.32,
Oct,2015,78.00,2.10,2.45,73,248,23.90,-.41,23.13,
Oct,2015,79.00,2.50,2.35,104,307,23.10,-.48,24.35,
Oct,2015,80.00,2.97,3.41,26,95,22.30,-.55,18.55,
Oct,2015,83.01,4.84,4.50,170,700,20.40,-.77,5.96,
Oct,2015,85.01,6.45,12.30,200,765,19.70,-.91,1.66,
Nov,2015,63.00,.51,.49,24,62,36.60,-.06,3.38,
Nov,2015,64.00,.59,.62,100,50,36.00,-.07,3.91,
Nov,2015,71.00,1.41,1.74,30,95,29.50,-.17,9.34,
Nov,2015,72.01,1.60,1.90,150,545,28.60,-.20,10.60,
Nov,2015,75.00,2.39,2.28,20,68,26.30,-.29,15.83,
Nov,2015,77.00,3.12,3.70,1,484,24.90,-.37,20.64,
Nov,2015,78.01,3.55,4.27,10,56,24.30,-.41,23.52,
Nov,2015,87.01,9.71,9.70,30,200,17.90,-1.00,9.37,
Dec,2015,53.05,.27,.27,100,170,45.20,-.03,1.35,
Dec,2015,55.01,.33,.48,50,125,43.30,-.03,1.66,
Dec,2015,69.75,1.52,1.51,290,244,29.90,-.17,7.77,
Dec,2015,72.69,2.13,2.49,4,616,27.70,-.23,10.88,
Dec,2015,73.68,2.38,5.40,5,680,26.90,-.26,12.13,
Dec,2015,74.66,2.69,3.15,7,420,26.20,-.29,13.68,
Dec,2015,75.64,3.01,3.57,40,830,25.60,-.32,15.34,
Dec,2015,77.61,3.73,2.86,35,160,24.20,-.40,19.03,
Dec,2015,78.59,4.20,4.55,400,209,23.50,-.44,21.40,
Dec,2015,89.40,11.95,12.55,6,6,17.40,-1.00,6.42,
Jan,2016,71.00,2.13,4.50,50,128,26.70,-.20,7.43,
Feb,2016,75.00,3.71,5.41,40,90,24.80,-.31,10.67,
Mar,2016,75.00,4.09,4.54,20,606,25.00,-.31,10.10,
Mar,2016,78.00,5.35,5.80,120,613,24.00,-.40,13.20,
Jun,2016,75.64,6.08,6.76,2,2,24.50,-.33,10.07,

Myer Hldgs Last Sale Price $0.88,
Nov,2015,0.80,.03,.03,630,550,37.80,-.25,14.90,
Dec,2015,2.00,1.13,1.14,19,100,79.50,-1.00,-,
Dec,2016,0.80,.04,.10,150,150,11.70,-.12,4.06,

National Aust Bank Last Sale Price $31.06,
Sep,2015,27.18,.01,.01,394,670,47.40,-.01,1.34,
Sep,2015,28.17,.03,.03,115,1442,43.90,-.04,4.20,
Sep,2015,28.66,.04,.30,200,859,41.30,-.06,7.55,
Sep,2015,29.16,.07,.24,290,1304,38.60,-.09,11.75,
Sep,2015,29.65,.11,.37,50,2127,36.00,-.15,18.47,
Sep,2015,29.66,.12,.51,30,620,35.90,-.15,19.31,
Sep,2015,30.15,.19,.14,820,1758,33.60,-.23,31.90,
Sep,2015,30.16,.19,.40,100,450,33.60,-.23,31.90,
Sep,2015,30.64,.32,.47,100,1099,31.70,-.35,52.88,
Sep,2015,30.65,.32,.20,50,1736,31.70,-.36,53.72,
Sep,2015,31.14,.52,.44,985,2142,30.40,-.51,73.87,
Sep,2015,31.63,.81,.77,1070,4777,29.70,-.67,40.29,
Sep,2015,32.12,1.18,1.21,10,2211,29.80,-.80,20.15,
Sep,2015,32.62,1.62,2.74,34,1860,30.60,-.89,9.23,
Sep,2015,33.12,2.09,3.67,1040,1429,32.10,-.95,4.20,
Sep,2015,33.61,2.56,3.85,30,1722,34.30,-.97,2.52,
Sep,2015,33.62,2.57,3.20,250,800,34.40,-.97,1.68,
Sep,2015,34.10,3.05,2.88,6,379,37.00,-.99,1.68,
Sep,2015,34.11,3.06,3.63,120,953,37.00,-.99,.84,
Sep,2015,34.59,3.54,2.05,60,169,39.90,-1.00,.84,
Sep,2015,34.60,3.54,4.79,105,1060,40.00,-1.00,-,
Sep,2015,35.59,4.53,4.30,14,690,46.00,-1.00,-,
Sep,2015,36.58,5.51,5.42,70,566,51.50,-1.00,-,
Oct,2015,26.19,.17,.15,140,490,39.80,-.08,4.90,
Oct,2015,26.69,.20,.39,30,42,38.20,-.10,5.74,
Oct,2015,27.68,.29,.49,380,204,35.50,-.14,8.25,
Oct,2015,28.17,.36,.53,250,775,34.20,-.17,10.07,
Oct,2015,28.66,.44,.40,3040,255,33.00,-.20,12.17,
Oct,2015,29.16,.53,.91,470,1328,31.90,-.24,14.83,
Oct,2015,29.65,.65,.96,56,2843,30.80,-.29,18.19,
Oct,2015,29.66,.65,.60,60,1280,30.80,-.29,18.19,
Oct,2015,30.15,.80,1.17,500,855,29.80,-.34,22.24,
Oct,2015,30.65,.96,1.12,200,493,28.70,-.40,26.86,
Oct,2015,31.14,1.16,2.15,20,1024,27.70,-.47,30.22,
Oct,2015,31.63,1.39,1.25,225,1082,26.70,-.54,22.94,
Oct,2015,31.64,1.39,1.25,1010,1470,26.70,-.54,22.66,
Oct,2015,32.62,1.98,3.56,10,4223,25.00,-.70,11.61,
Oct,2015,33.11,2.33,3.35,30,3350,24.40,-.77,7.83,
Oct,2015,33.61,2.73,3.00,140,1522,23.90,-.84,4.90,
Oct,2015,33.62,2.71,3.10,50,638,23.90,-.84,4.34,
Oct,2015,34.10,3.15,3.60,40,295,23.70,-.90,2.94,
Oct,2015,35.10,4.04,4.48,40,780,24.00,-1.00,-,
Nov,2015,26.00,.32,.60,90,80,33.30,-.09,5.29,
Nov,2015,27.50,.60,.97,35,155,31.90,-.15,10.07,
Nov,2015,28.50,.84,.82,170,42,30.40,-.21,14.19,
Nov,2015,29.00,1.00,1.52,20,823,29.50,-.25,16.79,
Nov,2015,30.01,1.36,1.50,100,975,27.80,-.34,22.83,
Nov,2015,31.00,1.84,1.70,2000,3080,26.20,-.44,30.89,
Nov,2015,31.50,2.12,2.40,753,2340,25.40,-.50,28.20,
Nov,2015,33.01,3.15,3.50,100,160,23.30,-.70,20.06,
Nov,2015,33.50,3.56,4.23,20,875,22.70,-.77,18.80,
Dec,2015,27.68,.81,.96,20,1341,31.30,-.18,10.40,
Dec,2015,29.16,1.22,1.75,1770,3187,28.80,-.28,15.69,
Dec,2015,30.15,1.60,2.21,15,1120,27.30,-.36,20.66,
Dec,2015,30.64,1.83,1.67,119,3841,26.60,-.40,23.57,
Dec,2015,31.14,2.09,2.46,15,1140,25.90,-.45,25.89,
Dec,2015,32.12,2.66,2.85,15,858,24.50,-.56,20.66,
Dec,2015,32.62,3.00,2.86,39,2965,23.90,-.62,18.60,
Dec,2015,33.11,3.36,3.56,20,522,23.30,-.68,16.85,
Dec,2015,33.62,3.71,4.58,200,255,22.70,-.75,14.85,
Dec,2015,34.10,4.15,5.67,60,562,22.20,-.81,14.33,
Dec,2015,35.58,5.48,6.37,800,2242,20.90,-1.00,12.40,
Dec,2015,36.08,5.96,4.07,100,442,20.60,-1.00,12.07,
Jan,2016,32.50,3.04,2.90,6,-,22.60,-.58,14.14,
Feb,2016,28.00,1.14,1.34,100,224,27.50,-.22,8.32,
Mar,2016,26.69,.97,.95,28,88,29.40,-.17,6.09,
Mar,2016,28.66,1.49,.64,50,378,26.80,-.26,9.28,
Mar,2016,29.16,1.66,1.58,120,104,26.10,-.29,10.35,
Mar,2016,29.65,1.84,1.55,240,255,25.60,-.32,11.47,
Mar,2016,29.66,1.81,2.15,5,10,25.60,-.32,11.35,
Mar,2016,30.15,2.04,2.30,1005,1950,25.00,-.35,12.72,
Mar,2016,31.64,2.72,1.28,10,356,23.50,-.47,13.38,
Mar,2016,34.60,4.68,4.40,140,145,21.30,-.77,7.13,
Jun,2016,29.17,2.33,2.40,20,22,25.10,-.29,9.78,
Jun,2016,30.15,2.81,3.25,32,104,24.30,-.35,11.77,
Jun,2016,31.14,3.33,3.30,6,1270,23.50,-.41,13.64,
Jun,2016,31.63,3.60,3.56,90,615,23.10,-.45,12.72,
Sep,2016,32.00,4.12,4.10,20,165,22.70,-.46,9.89,
Dec,2017,38.55,11.30,11.00,1,387,20.40,-.87,5.42,

Newcrest Min Last Sale Price $12.63,
Sep,2015,10.00,.00,.05,810,2798,64.40,-,.41,
Sep,2015,10.51,.00,.09,50,117,62.70,-,1.24,
Sep,2015,11.00,.01,.02,1100,2153,60.00,-.03,6.19,
Sep,2015,11.01,.01,.23,106,145,60.00,-.03,6.19,
Sep,2015,11.25,.03,.30,80,1041,58.30,-.06,10.32,
Sep,2015,11.50,.04,.03,450,1619,56.50,-.09,16.51,
Sep,2015,11.51,.04,.60,12,330,56.40,-.09,16.51,
Sep,2015,11.75,.07,.76,280,485,54.70,-.14,26.84,
Sep,2015,12.00,.11,.10,521,768,53.10,-.21,45.41,
Sep,2015,12.01,.11,1.00,20,185,53.00,-.22,45.41,
Sep,2015,12.25,.17,.15,800,30,51.80,-.31,72.25,
Sep,2015,12.50,.27,.26,490,694,50.90,-.42,109.41,
Sep,2015,12.51,.27,1.63,106,390,50.90,-.42,111.47,
Sep,2015,12.75,.39,1.43,77,300,50.60,-.54,111.47,
Sep,2015,13.00,.55,.70,270,5118,50.80,-.66,74.31,
Sep,2015,13.50,.94,2.19,100,2354,52.60,-.83,28.90,
Sep,2015,14.01,1.41,2.50,382,771,56.80,-.92,12.39,
Sep,2015,15.01,2.39,2.40,163,271,70.80,-.97,4.13,
Sep,2015,16.01,3.38,5.00,60,150,86.50,-.99,2.06,
Sep,2015,18.01,5.38,6.80,18,372,104.20,-1.00,-,
Sep,2015,19.01,6.38,6.32,46,834,104.20,-1.00,-,
Sep,2015,20.01,7.38,8.84,25,640,104.20,-1.00,-,
Sep,2015,20.51,7.88,9.45,60,804,104.20,-1.00,-,
Sep,2015,21.01,8.38,9.63,60,764,104.20,-1.00,-,
Sep,2015,22.01,9.38,9.24,9,526,104.20,-1.00,-,
Sep,2015,23.51,10.87,12.00,30,33,104.20,-1.00,-,
Sep,2015,24.01,11.37,12.72,25,171,104.20,-1.00,-,
Sep,2015,26.01,13.37,14.65,200,436,104.20,-1.00,-,
Sep,2015,26.51,13.87,14.75,400,130,104.20,-1.00,-,
Sep,2015,27.01,14.37,14.18,8,43,104.20,-1.00,-,
Oct,2015,9.00,.04,.12,20,676,58.40,-.03,2.41,
Oct,2015,9.50,.07,.07,75,141,57.50,-.05,4.47,
Oct,2015,10.00,.10,.10,1550,412,55.30,-.08,6.88,
Oct,2015,10.50,.15,.35,70,245,52.90,-.12,10.32,
Oct,2015,11.00,.23,.19,760,1457,50.50,-.17,15.48,
Oct,2015,11.25,.28,.28,130,430,49.40,-.21,18.92,
Oct,2015,11.50,.34,.30,210,286,48.40,-.24,23.05,
Oct,2015,12.00,.48,.50,205,547,46.60,-.33,33.37,
Oct,2015,13.00,.93,.82,90,295,43.50,-.54,38.53,
Oct,2015,17.01,4.37,4.15,22,17,45.40,-1.00,-,
Nov,2015,11.00,.38,1.06,50,50,48.80,-.21,15.48,
Nov,2015,11.75,.59,1.42,20,220,46.60,-.31,24.36,
Nov,2015,13.00,1.15,1.03,100,-,44.00,-.51,32.00,
Nov,2015,13.50,1.44,1.31,100,-,42.90,-.59,23.53,
Nov,2015,16.01,3.42,3.25,25,120,40.60,-.93,1.86,
Dec,2015,9.75,.23,.50,8,140,52.80,-.12,7.46,
Dec,2015,10.00,.28,.25,200,1058,52.20,-.14,8.89,
Dec,2015,11.00,.50,1.04,500,2115,49.60,-.23,15.88,
Dec,2015,11.01,.50,.95,225,1383,49.50,-.23,15.88,
Dec,2015,11.25,.57,1.09,12,32,48.90,-.26,18.26,
Dec,2015,11.50,.65,1.20,200,820,48.30,-.29,20.64,
Dec,2015,12.75,1.17,1.13,100,210,45.30,-.45,33.19,
Dec,2015,13.00,1.29,1.28,25,795,44.80,-.49,29.38,
Dec,2015,13.25,1.43,1.40,550,483,44.20,-.53,25.72,
Dec,2015,16.01,3.49,4.70,60,920,41.70,-.88,3.49,
Dec,2015,40.01,27.20,27.05,10,340,94.10,-1.00,-,
Mar,2016,12.50,1.43,2.01,100,150,43.60,-.40,21.98,
Jun,2016,10.50,.90,1.40,100,200,45.70,-.23,9.24,
Jun,2016,11.00,1.07,1.46,200,330,45.00,-.26,11.04,
Jun,2016,40.01,26.73,28.00,90,125,38.50,-1.00,-,
Jun,2017,13.00,2.92,2.96,100,160,44.00,-.40,11.34,
Jun,2017,13.50,3.21,3.65,2,550,43.60,-.41,10.39,
Jun,2018,15.00,4.72,4.80,100,100,42.60,-.43,6.69,

Origin Energy Last Sale Price $7.06,
Sep,2015,6.75,.07,.07,362,300,55.30,-.25,55.39,
Sep,2015,7.00,.16,.24,25,612,52.70,-.43,118.17,
Sep,2015,9.76,2.70,1.96,100,632,100.70,-1.00,-,
Sep,2015,10.01,2.95,.49,40,340,100.70,-1.00,-,
Sep,2015,10.25,3.19,2.47,15,-,100.70,-1.00,-,
Sep,2015,10.50,3.44,.77,150,157,100.70,-1.00,-,
Sep,2015,11.51,4.45,4.00,20,628,100.70,-1.00,-,
Sep,2015,11.76,4.70,4.10,20,195,100.70,-1.00,-,
Sep,2015,12.00,4.94,.38,10,70,100.70,-1.00,-,
Sep,2015,12.01,4.95,.70,150,150,100.70,-1.00,-,
Sep,2015,12.75,5.69,.86,33,-,100.70,-1.00,-,
Sep,2015,13.00,5.94,4.83,20,-,100.70,-1.00,-,
Sep,2015,14.51,7.45,2.05,237,794,100.70,-1.00,-,
Sep,2015,15.01,7.95,1.99,50,419,100.70,-1.00,-,
Sep,2015,15.51,8.45,7.80,260,305,100.70,-1.00,-,
Oct,2015,6.00,.14,.13,150,75,57.00,-.16,16.62,
Oct,2015,6.50,.25,.28,75,366,52.90,-.28,30.16,
Nov,2015,5.75,.15,.14,6000,-,53.80,-.15,11.08,
Nov,2015,6.75,.43,.47,200,306,48.70,-.36,31.76,
Nov,2015,8.00,1.14,.49,170,1170,43.30,-.71,14.40,
Nov,2015,8.75,1.75,1.77,30,30,41.10,-.89,4.43,
Dec,2015,5.25,.14,.14,50,50,59.70,-.12,8.24,
Dec,2015,6.00,.26,.25,50,50,51.80,-.21,14.77,
Dec,2015,6.25,.32,.28,30,-,49.90,-.25,18.18,
Dec,2015,6.75,.48,.50,10,300,47.20,-.36,27.55,
Dec,2015,8.50,1.59,1.21,30,300,43.30,-.78,8.52,
Dec,2015,10.00,2.96,1.31,30,165,43.50,-1.00,.85,
Dec,2015,10.01,2.94,1.15,15,645,43.50,-1.00,-,
Dec,2015,12.50,5.44,4.65,4,500,54.70,-1.00,-,
Dec,2015,15.01,7.89,2.30,10,840,70.60,-1.00,-,
Jan,2016,6.50,.47,.45,50,50,45.80,-.31,18.46,
Mar,2016,10.00,3.15,2.08,15,94,35.90,-1.00,5.91,
Mar,2016,10.76,3.87,3.81,230,250,37.10,-1.00,4.54,
Mar,2016,11.50,4.61,1.20,15,199,38.80,-1.00,4.54,
Jun,2016,8.00,1.62,1.18,4,24,38.30,-.57,12.46,

Orica Last Sale Price $15.42,
Sep,2015,15.00,.11,.20,246,240,34.00,-.25,35.51,
Sep,2015,15.50,.30,.25,310,412,32.90,-.53,74.39,
Sep,2015,16.50,1.09,1.12,390,432,31.70,-.96,3.38,
Sep,2015,17.50,2.08,2.10,38,50,31.30,-1.00,-,
Oct,2015,15.00,.47,.83,220,82,33.20,-.36,26.77,
Oct,2015,16.50,1.31,1.08,220,520,31.10,-.72,13.24,
Nov,2015,13.25,.36,.42,80,56,40.80,-.16,12.34,
Nov,2015,13.75,.50,.52,38,38,39.90,-.21,16.91,
Nov,2015,14.00,.57,.60,26,48,39.40,-.24,19.44,
Nov,2015,14.25,.67,.75,65,95,38.90,-.27,22.49,
Nov,2015,14.50,.77,.68,50,232,38.50,-.31,25.87,
Nov,2015,14.75,.88,.78,50,100,38.20,-.34,29.59,
Nov,2015,15.00,1.00,.84,1,41,37.80,-.38,33.65,
Nov,2015,15.50,1.26,1.12,51,121,37.30,-.46,40.07,
Nov,2015,16.00,1.59,1.41,52,292,36.90,-.54,33.98,
Nov,2015,16.50,1.94,1.73,228,273,36.70,-.62,28.91,
Nov,2015,17.00,2.33,2.31,124,100,36.50,-.70,25.19,
Nov,2015,17.50,2.74,2.65,99,50,36.60,-.76,22.32,
Dec,2015,14.00,.68,.72,50,62,38.40,-.25,17.69,
Dec,2015,14.25,.77,.81,50,100,38.10,-.28,20.03,
Dec,2015,14.50,.87,.91,50,50,37.70,-.31,22.63,
Dec,2015,14.75,.98,1.02,50,50,37.40,-.35,25.62,

Oil Search Last Sale Price $7.49,
Sep,2015,7.70,.30,.23,40,447,46.10,-.67,62.65,
Sep,2015,7.95,.50,.58,20,257,45.80,-.84,24.37,
Sep,2015,8.21,.73,2.41,100,1220,45.90,-.94,6.96,
Oct,2015,7.25,.26,.40,15,488,38.10,-.36,30.17,
Oct,2015,7.50,.36,.49,420,570,36.80,-.46,41.19,
Oct,2015,8.00,.66,.86,30,30,34.80,-.69,17.40,
Nov,2015,7.25,.32,.40,300,350,34.60,-.36,22.28,
Nov,2015,7.50,.42,.42,60,126,33.50,-.45,28.89,
Dec,2015,7.45,.46,.50,335,872,33.30,-.43,24.37,
Dec,2015,8.21,.90,2.58,100,298,31.10,-.69,9.37,

OZ Minerals Last Sale Price $3.63,
Sep,2015,3.70,.13,.19,80,300,47.00,-.61,79.00,
Sep,2015,4.20,.57,.73,40,41,68.80,-.95,7.18,
Oct,2015,3.50,.15,.25,100,279,44.00,-.36,35.91,
Oct,2015,3.60,.19,.19,30,471,43.00,-.43,45.49,
Oct,2015,3.80,.30,.25,20,100,41.80,-.59,31.12,
Oct,2015,3.90,.36,.47,299,310,41.50,-.66,22.74,

Qantas Airways Last Sale Price $3.63,
Sep,2015,3.50,.03,.04,2300,2986,40.80,-.23,35.91,
Sep,2015,3.60,.06,.07,1950,1887,40.40,-.42,86.19,
Oct,2015,3.30,.07,.07,60,-,42.50,-.22,16.76,
Dec,2015,3.00,.07,.07,100,604,43.30,-.15,7.73,
Dec,2015,3.50,.21,.23,100,3463,39.50,-.37,23.20,
Dec,2015,3.60,.26,.23,100,455,38.80,-.42,28.18,
Dec,2015,3.70,.30,.28,29,754,38.20,-.48,25.97,
Mar,2016,3.40,.29,.29,50,50,41.10,-.33,15.51,

QBE Insurance Grp Last Sale Price $13.26,
Sep,2015,12.50,.04,.14,250,1845,41.30,-.12,17.70,
Sep,2015,12.75,.07,.13,258,3176,38.20,-.20,29.49,
Sep,2015,13.00,.13,.21,15,2375,35.60,-.32,51.12,
Sep,2015,13.01,.14,.27,125,523,35.50,-.32,53.09,
Sep,2015,13.25,.22,.12,148,752,33.70,-.48,86.51,
Sep,2015,13.26,.23,.83,30,130,33.60,-.48,88.48,
Sep,2015,13.75,.55,.85,70,595,32.60,-.80,23.59,
Sep,2015,14.00,.77,1.19,50,997,33.70,-.89,9.83,
Sep,2015,14.50,1.25,1.13,16,365,38.40,-.97,1.97,
Sep,2015,14.51,1.25,.92,60,1045,38.50,-.98,1.97,
Sep,2015,14.75,1.50,1.80,47,195,41.70,-.99,1.97,
Sep,2015,15.00,1.75,1.15,50,78,45.40,-.99,1.97,
Sep,2015,15.01,1.75,.97,66,1010,45.60,-.99,-,
Sep,2015,16.01,2.75,1.75,11,1034,61.20,-1.00,-,
Sep,2015,16.51,3.25,3.42,11,134,69.30,-1.00,-,
Sep,2015,18.51,5.25,4.18,125,402,88.80,-1.00,-,
Sep,2015,19.01,5.75,4.70,50,290,88.80,-1.00,-,
Oct,2015,11.25,.05,.09,100,100,35.10,-.07,3.28,
Oct,2015,11.75,.10,.09,40,272,33.60,-.12,6.55,
Oct,2015,12.50,.23,.29,20,182,30.90,-.25,15.07,
Oct,2015,13.75,.76,.66,100,1515,27.40,-.62,17.70,
Oct,2015,14.26,1.12,1.33,69,8,26.80,-.78,7.86,
Nov,2015,13.01,.53,.44,30,100,29.20,-.39,20.64,
Dec,2015,10.50,.10,.16,150,266,37.10,-.08,3.02,
Dec,2015,11.25,.18,.14,25,286,34.70,-.13,5.44,
Dec,2015,11.50,.22,.28,10,1356,33.80,-.16,6.50,
Dec,2015,12.00,.31,.39,200,1296,32.20,-.22,9.38,
Dec,2015,17.01,3.68,3.82,313,539,25.70,-1.00,-,
Mar,2016,13.00,1.01,.87,65,5365,29.20,-.38,14.86,
Mar,2016,13.50,1.27,1.13,20,106,28.50,-.46,15.08,
Mar,2016,13.75,1.42,1.18,90,464,28.20,-.50,13.54,
Mar,2016,19.01,5.86,6.10,30,50,28.10,-1.00,1.61,
Jun,2016,13.00,1.24,1.27,3,270,29.30,-.38,12.14,

Rio Tinto Last Sale Price $51.26,
Sep,2015,36.01,-,.01,400,3600,41.50,-,1.02,
Sep,2015,40.01,-,.04,250,8533,41.50,-,4.07,
Sep,2015,44.00,.00,.04,25,620,40.10,-,.10,
Sep,2015,45.00,.00,.06,550,1553,39.50,-,.41,
Sep,2015,46.00,.01,.08,350,1524,38.80,-.01,1.02,
Sep,2015,46.01,.01,.78,100,3420,38.80,-.01,1.53,
Sep,2015,46.50,.02,.10,10,471,38.30,-.02,2.03,
Sep,2015,47.00,.04,.11,650,3185,37.70,-.03,3.56,
Sep,2015,48.00,.08,.21,580,2608,36.20,-.07,8.14,
Sep,2015,48.01,.08,.21,700,1060,36.20,-.07,8.14,
Sep,2015,48.50,.12,.09,400,1518,35.30,-.10,12.21,
Sep,2015,49.00,.17,.28,725,2233,34.40,-.14,17.80,
Sep,2015,49.01,.17,.39,250,1158,34.40,-.14,17.80,
Sep,2015,49.50,.25,.77,180,2017,33.50,-.20,25.43,
Sep,2015,50.00,.35,.45,620,3460,32.70,-.26,36.11,
Sep,2015,50.01,.36,.55,214,2456,32.70,-.26,36.62,
Sep,2015,50.50,.50,.50,1930,1586,31.90,-.34,50.86,
Sep,2015,51.00,.69,.52,550,2503,31.30,-.43,70.19,
Sep,2015,51.50,.93,.70,1355,2761,30.70,-.53,69.68,
Sep,2015,52.00,1.22,1.05,815,3588,30.40,-.63,48.32,
Sep,2015,54.01,2.82,3.50,30,1270,30.50,-.91,7.12,
Sep,2015,55.01,3.77,5.34,30,684,31.80,-.97,2.03,
Sep,2015,57.01,5.75,5.55,40,2197,37.40,-1.00,-,
Sep,2015,58.01,6.74,7.35,60,423,41.70,-1.00,-,
Sep,2015,59.00,7.75,5.17,110,10,46.40,-1.00,.51,
Sep,2015,59.01,7.74,7.20,31,256,46.50,-1.00,-,
Sep,2015,62.01,10.74,10.58,206,577,61.20,-1.00,-,
Sep,2015,64.01,12.74,15.15,4,157,68.10,-1.00,-,
Sep,2015,68.01,16.73,17.20,400,325,80.30,-1.00,-,
Sep,2015,69.01,17.73,18.95,110,669,85.80,-1.00,-,
Sep,2015,70.01,18.73,19.00,10,156,91.10,-1.00,-,
Sep,2015,73.01,21.73,12.10,6,7,91.10,-1.00,-,
Sep,2015,78.00,26.74,29.30,50,-,91.10,-1.00,-,
Oct,2015,43.50,.34,.37,15,91,40.50,-.09,5.68,
Oct,2015,44.00,.37,.46,110,188,39.40,-.10,6.27,
Oct,2015,45.00,.43,.37,15,130,36.90,-.12,7.29,
Oct,2015,46.00,.53,.49,245,100,34.90,-.15,8.99,
Oct,2015,46.50,.59,.65,70,335,34.10,-.17,10.00,
Oct,2015,47.00,.66,.77,160,482,33.30,-.19,11.19,
Oct,2015,48.01,.84,.77,400,200,31.90,-.24,14.33,
Oct,2015,48.50,.96,1.00,20,2180,31.30,-.26,16.36,
Oct,2015,49.00,1.09,1.45,750,364,30.70,-.29,18.48,
Oct,2015,49.50,1.24,1.43,118,36,30.20,-.33,20.94,
Oct,2015,50.00,1.40,1.30,690,638,29.60,-.36,23.65,
Oct,2015,51.00,1.78,2.00,114,1944,28.70,-.44,30.26,
Oct,2015,52.00,2.25,2.38,12,584,27.80,-.52,25.68,
Oct,2015,52.01,2.25,4.20,110,336,27.80,-.52,25.43,
Oct,2015,54.00,3.48,4.65,12,512,26.60,-.70,12.46,
Oct,2015,56.00,5.04,9.15,2,81,25.90,-.85,5.00,
Oct,2015,58.00,6.83,7.50,2,163,25.80,-.97,1.53,
Nov,2015,44.50,.70,.82,20,50,35.80,-.15,7.17,
Nov,2015,45.00,.77,.70,20,450,35.20,-.16,7.83,
Nov,2015,45.50,.83,.80,70,80,34.40,-.17,8.44,
Nov,2015,46.50,.98,1.00,25,125,32.90,-.21,10.02,
Nov,2015,50.00,1.85,2.10,30,150,28.60,-.37,18.82,
Nov,2015,51.00,2.25,2.65,9,2134,27.80,-.43,22.94,
Dec,2015,40.00,.42,.47,510,2073,39.90,-.08,3.33,
Dec,2015,44.01,.83,1.70,137,120,35.30,-.15,6.49,
Dec,2015,50.00,2.19,2.35,100,7640,28.70,-.37,17.10,
Dec,2015,51.00,2.58,3.68,106,482,27.90,-.43,20.19,
Dec,2015,52.00,3.04,2.90,540,2733,27.20,-.49,18.04,
Dec,2015,53.00,3.57,4.55,106,1123,26.60,-.55,14.32,
