Warrants Market - Daily,,,,,,,,,,,,
XAO 4414.3 at 16:36 19/5/2010  Report at 19:05 Wednesday 19/5/2010. Processed 19:17 Wednesday 19/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
Asciano Grp Last Sale Price $1.54,,,,,,,,,,,,
AIOUMA,1.50,27/05/10,1:1,0.058,-,-,-,-,,,,
AMP Ltd Last Sale Price $5.59,,,,,,,,,,,,
AMPWOC,6.25,27/05/10,3:1,0.005,0.015,0.066,-,-,,,,
AMPWOD,6.75,27/05/10,3:1,0.001,0.011,0.069,-,-,,,,
ANZ Banking Grp Last Sale Price $21.25,,,,,,,,,,,,
ANZUMA,23.00,27/05/10,4:1,0.009,-,0.175,-,-,,,,
ANZUMB,25.00,27/05/10,4:1,-,-,0.011,-,-,,,,
ANZUMC,27.00,27/05/10,4:1,0.001,-,0.012,-,-,,,,
ANZVZB,27.50,27/05/10,4:1,0.001,0.04,-,-,-,,,,
ANZUMD,20.00,24/06/10,4:1,0.495,0.535,0.61,-,-,,,,
ANZUMF,20.00,24/06/10,4:1,0.495,0.535,-,-,-,,,,
ANZUME,22.00,24/06/10,4:1,0.215,0.245,0.245,-,243,,,,
ANZUMG,22.00,24/06/10,4:1,0.215,0.245,-,-,-,,,,
ANZWOD,23.00,24/06/10,4:1,0.08,0.09,0.10,-,-,,,,
ANZUMH,24.00,24/06/10,4:1,0.068,0.083,-,-,-,,,,
ANZVZC,24.00,24/06/10,4:1,0.073,0.078,-,-,-,,,,
ANZWMA,24.00,24/06/10,4:1,0.066,0.08,0.072,-2.8,1114,,,,
ANZWOE,24.50,24/06/10,4:1,0.021,0.041,0.04,-,-,,,,
ANZWMB,26.00,24/06/10,4:1,0.003,-,0.08,-,-,,,,
ANZWOF,26.00,24/06/10,4:1,0.013,0.033,0.064,-,-,,,,
ANZWMH,26.00,23/09/10,4:1,0.105,-,0.21,-,-,,,,
ANZWMI,28.00,23/09/10,4:1,0.064,0.073,0.14,-,-,,,,
ASX Ltd Last Sale Price $31.96,,,,,,,,,,,,
ASXUMA,34.00,27/05/10,4:1,0.001,-,-,-,-,,,,
ASXUMB,32.00,23/09/10,4:1,0.52,0.55,-,-,-,,,,
ASXUMC,35.00,23/09/10,4:1,0.22,0.24,-,-,-,,,,
BHP Billiton Ltd Last Sale Price $36.97,,,,,,,,,,,,
BHPUMA,42.00,27/05/10,4:1,0.001,-,0.025,-,-,,,,
BHPUMB,44.00,27/05/10,4:1,0.001,-,0.07,-,-,,,,
BHPVZD,45.00,27/05/10,4:1,0.001,0.04,-,-,-,,,,
BHPUMC,46.00,27/05/10,4:1,-,0.012,0.13,-,-,,,,
BHPUMD,32.00,24/06/10,4:1,1.375,1.45,-,-,-,,,,
BHPUME,36.00,24/06/10,4:1,0.61,0.66,0.70,-,-,,,,
BHPWOJ,38.00,24/06/10,4:1,0.335,0.345,0.335,13.5,250,,,,
BHPWOK,39.00,24/06/10,4:1,0.215,0.225,0.21,-1,2725,,,,
BHPUMF,40.00,24/06/10,4:1,0.175,0.20,0.18,-,-,,,,
BHPVZE,40.00,24/06/10,4:1,0.245,0.27,-,-,-,,,,
BHPWOL,41.00,24/06/10,4:1,0.085,0.105,0.10,0.7,235,,,,
BHPWMA,43.00,24/06/10,4:1,0.042,0.053,0.045,-8.5,100,,,,
BHPWOM,43.00,24/06/10,4:1,0.019,0.039,0.03,-,-,,,,
BHPVOD,45.00,24/06/10,4:1,0.009,0.029,0.025,-,-,,,,
BHPWMB,45.00,24/06/10,4:1,0.013,-,0.048,-,-,,,,
BHPVOE,47.00,24/06/10,4:1,0.004,0.024,0.024,-,-,,,,
BHPUMG,48.00,24/06/10,4:1,0.001,-,-,-,-,,,,
BHPUMH,34.00,23/09/10,4:1,1.305,1.365,-,-,-,,,,
BHPUMI,38.00,23/09/10,4:1,0.715,0.76,0.75,-5,2000,,,,
BHPUMJ,42.00,23/09/10,4:1,0.345,0.375,0.485,-,-,,,,
BHPWMH,46.00,23/09/10,4:1,0.14,-,0.235,-,-,,,,
BHPWMI,48.00,23/09/10,4:1,0.11,0.125,0.125,-,1472,,,,
BlueScope Steel Last Sale Price $2.29,,,,,,,,,,,,
BSLUMA,3.00,27/05/10,1:1,0.001,-,-,-,-,,,,
BSLWOD,2.50,24/06/10,2:1,0.036,0.041,0.285,-,-,,,,
BSLWOC,3.00,24/06/10,2:1,0.009,0.014,-,-,-,,,,
BSLUMB,3.00,28/10/10,1:1,0.088,0.098,-,-,-,,,,
Brambles Ltd Last Sale Price $6.98,,,,,,,,,,,,
BXBWOA,7.00,24/06/10,4:1,0.088,0.093,0.094,-,-,,,,
BXBWOB,7.75,24/06/10,4:1,0.03,0.035,-,-,-,,,,
C'wlth Bank  of Aust  Last Sale Price $51.38,,,,,,,,,,,,
CBAUMA,55.00,27/05/10,4:1,0.023,0.03,0.52,-,-,,,,
CBAUMB,57.00,27/05/10,4:1,0.001,-,-,-,-,,,,
CBAVZA,58.00,27/05/10,5:1,0.006,0.04,-,-,-,,,,
CBAUMC,59.00,27/05/10,4:1,0.001,-,0.305,-,-,,,,
CBAUMD,50.00,24/06/10,4:1,0.72,-,0.93,-,-,,,,
CBAUME,53.00,24/06/10,4:1,0.40,0.405,-,-,-,,,,
CBAWOD,55.00,24/06/10,5:1,0.155,0.175,0.17,-4.5,72,,,,
CBAVZB,56.00,24/06/10,5:1,0.195,0.22,-,-,-,,,,
CBAWMA,56.00,24/06/10,4:1,0.17,0.175,0.175,-7,1000,,,,
CBAWOE,57.50,24/06/10,5:1,0.056,0.076,0.25,-,-,,,,
CBAWMB,58.00,24/06/10,4:1,0.074,0.091,0.10,-5,35,,,,
CBAUMF,60.00,24/06/10,4:1,0.046,0.049,-,-,-,,,,
CBAWOF,60.00,24/06/10,5:1,0.011,0.06,0.032,-,-,,,,
CBAUMG,50.00,23/09/10,4:1,1.13,1.19,-,-,-,,,,
CBAUMH,53.00,23/09/10,4:1,0.815,0.82,-,-,-,,,,
CBAUMI,56.00,23/09/10,4:1,0.545,0.55,-,-,-,,,,
CBAWMH,58.00,23/09/10,4:1,0.35,0.38,0.385,-8,570,,,,
CBAWMI,60.00,23/09/10,4:1,0.265,0.29,-,-,-,,,,
Computershare Ltd Last Sale Price $10.96,,,,,,,,,,,,
CPUUMA,13.00,27/05/10,1:1,0.001,-,-,-,-,,,,
CPUUMB,11.50,23/09/10,1:1,0.695,0.73,-,-,-,,,,
CSL Ltd Last Sale Price $31.88,,,,,,,,,,,,
CSLUMA,37.00,27/05/10,4:1,0.001,-,0.052,-,-,,,,
CSLUMB,34.00,23/09/10,4:1,0.40,0.43,-,-,-,,,,
CSLUMC,37.00,23/09/10,4:1,0.17,0.19,-,-,-,,,,
Fortescue Metals Grp Last Sale Price $3.87,,,,,,,,,,,,
FMGUMA,5.00,27/05/10,1:1,0.001,-,0.355,-,-,,,,
FMGUMB,4.50,23/09/10,1:1,0.28,0.305,-,-,-,,,,
Incitec Pivot Last Sale Price $2.98,,,,,,,,,,,,
IPLUMA,3.50,27/05/10,1:1,0.001,-,-,-,-,,,,
IPLUMC,3.00,23/09/10,1:1,0.33,0.345,-,-,-,,,,
Lihir Gold Ltd Last Sale Price $4.04,,,,,,,,,,,,
LGLUMA,3.50,27/05/10,1:1,0.53,-,0.435,-,-,,,,
LGLWOI,3.50,27/05/10,2:1,0.275,0.285,0.33,-,-,,,,
LGLWOG,3.75,27/05/10,2:1,0.16,0.17,0.15,-,-,,,,
LGLWOH,4.00,27/05/10,2:1,0.063,0.073,0.085,-,-,,,,
Macq Grp Ltd Last Sale Price $45.29,,,,,,,,,,,,
MQGVZA,52.00,27/05/10,5:1,0.007,0.04,0.24,-,-,,,,
MQGVZL,48.00,24/06/10,5:1,0.35,0.375,-,-,-,,,,
MQGWOE,49.00,24/06/10,6:1,0.165,0.175,0.16,-,-,,,,
MQGWOD,52.50,24/06/10,6:1,0.061,0.071,0.088,-,-,,,,
National Aust Bank Last Sale Price $23.80,,,,,,,,,,,,
NABVZB,28.50,27/05/10,4:1,0.001,0.04,-,-,-,,,,
NABWOF,26.50,24/06/10,4:1,0.038,0.058,0.005,-,-,,,,
NABVZC,27.00,24/06/10,4:1,0.041,0.046,-,-,-,,,,
NABWOD,28.00,24/06/10,4:1,0.009,0.029,0.02,-,-,,,,
NABWOE,30.00,24/06/10,4:1,0.004,0.024,0.067,-,-,,,,
Newcrest Min Last Sale Price $32.60,,,,,,,,,,,,
NCMUMA,35.00,27/05/10,4:1,0.033,-,0.095,-,-,,,,
NCMVZE,35.00,27/05/10,4:1,0.041,0.055,0.059,-,-,,,,
NCMWOF,36.00,27/05/10,4:1,0.005,-,0.051,-,-,,,,
NCMWOG,39.00,27/05/10,4:1,0.001,-,0.01,-,-,,,,
NCMVZF,34.00,24/06/10,4:1,0.315,0.34,-,-,-,,,,
News Corp Last Sale Price $18.62,,,,,,,,,,,,
NWSUMA,18.00,27/05/10,4:1,0.19,-,0.265,-,-,,,,
NWSUMB,18.00,24/06/10,4:1,0.325,0.34,-,-,-,,,,
NWSWMA,20.00,24/06/10,4:1,0.093,0.105,0.11,-,-,,,,
NWSUMC,19.00,23/09/10,4:1,0.41,0.42,-,-,-,,,,
NWSUMD,21.00,23/09/10,4:1,0.22,0.23,-,-,-,,,,
Orica Ltd Last Sale Price $26.08,,,,,,,,,,,,
ORIUMA,27.00,27/05/10,4:1,0.039,0.03,-,-,-,,,,
