Warrants Market - Daily,,,,,,,,,,,,
XAO 4504.4 at 16:36 26/7/2010  Report at 19:05 Monday 26/7/2010. Processed 19:11 Monday 26/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $5.41,,,,,,,,,,,,
AMPWOB,5.25,23/09/10,3:1,0.11,0.115,-,-,-,,,,
AMPWOA,6.00,23/09/10,3:1,0.032,0.037,0.03,-,-,,,,
ANZ Banking Grp Last Sale Price $22.73,,,,,,,,,,,,
ANZVZD,24.00,28/07/10,4:1,0.007,0.04,-,-,-,,,,
ANZVZE,24.00,25/08/10,4:1,0.14,0.165,-,-,-,,,,
ANZVMB,20.00,23/09/10,4:1,0.81,0.85,-,-,-,,,,
ANZVMC,22.00,23/09/10,4:1,0.44,0.47,0.415,-,-,,,,
ANZWOG,22.50,23/09/10,4:1,0.375,0.37,0.305,-,-,,,,
ANZVMD,24.00,23/09/10,4:1,0.185,0.205,-,-,-,,,,
ANZWOH,24.50,23/09/10,4:1,0.15,0.165,0.145,2,670,,,,
ANZWMH,26.00,23/09/10,4:1,0.068,0.08,0.079,-,-,,,,
ANZWOI,26.50,23/09/10,4:1,0.053,0.058,0.17,-,-,,,,
ANZWMI,28.00,23/09/10,4:1,0.014,-,0.095,-,-,,,,
ANZVMF,20.00,27/01/11,4:1,0.98,1.015,-,-,-,,,,
ANZVMG,22.00,27/01/11,4:1,0.66,0.69,-,-,-,,,,
ANZVMH,24.00,27/01/11,4:1,0.415,0.44,0.405,-,-,,,,
ANZVMI,26.00,27/01/11,4:1,0.245,0.265,0.175,-,-,,,,
ASX Ltd Last Sale Price $29.00,,,,,,,,,,,,
ASXUMB,32.00,23/09/10,4:1,0.051,0.057,0.086,-,-,,,,
ASXUMC,35.00,23/09/10,4:1,0.002,-,0.086,-,-,,,,
AXA Asia Pacific Last Sale Price $5.50,,,,,,,,,,,,
AXAWSA,0.00,25/03/20,1:1,-,-,5.47,-,-,,,,
BHP Billiton Ltd Last Sale Price $39.82,,,,,,,,,,,,
BHPVZF,42.00,28/07/10,4:1,0.01,0.04,-,-,-,,,,
BHPVZG,40.00,25/08/10,4:1,0.495,0.52,-,-,-,,,,
BHPWOC,35.00,26/08/10,4:1,1.32,1.325,0.97,-,-,,,,
BHPWOD,37.50,26/08/10,4:1,0.80,0.805,0.815,5.5,30,,,,
BHPWOE,39.50,26/08/10,4:1,0.445,0.45,0.455,2,100,,,,
BHPWOF,41.00,26/08/10,4:1,0.27,0.275,0.29,11.5,200,,,,
BHPWON,43.00,26/08/10,4:1,0.13,0.135,0.13,-,-,,,,
BHPWOO,45.00,26/08/10,4:1,0.057,0.145,0.115,-,-,,,,
BHPVOA,47.50,26/08/10,4:1,0.022,0.027,0.019,-,-,,,,
BHPUMH,34.00,23/09/10,4:1,1.60,1.62,1.61,17,500,,,,
BHPUMI,38.00,23/09/10,4:1,0.85,0.865,0.665,-,-,,,,
BHPVMF,40.00,23/09/10,4:1,0.505,0.52,0.365,-,-,,,,
BHPUMJ,42.00,23/09/10,4:1,0.33,0.34,0.335,-,-,,,,
BHPVMG,44.00,23/09/10,4:1,0.135,0.145,0.14,-1.5,200,,,,
BHPWMH,46.00,23/09/10,4:1,0.10,0.105,0.105,-,-,,,,
BHPWMI,48.00,23/09/10,4:1,0.057,0.062,0.058,-0.5,410,,,,
BHPVMH,40.00,27/01/11,4:1,1.025,1.04,0.85,-,-,,,,
BHPVMI,42.00,27/01/11,4:1,0.77,0.785,-,-,-,,,,
BHPVMJ,44.00,27/01/11,4:1,0.58,0.595,0.59,-,-,,,,
BHPVMK,46.00,27/01/11,4:1,0.39,0.40,0.41,1.5,80,,,,
BlueScope Steel Last Sale Price $2.39,,,,,,,,,,,,
BSLWOF,2.25,26/08/10,2:1,0.12,0.125,-,-,-,,,,
BSLWOE,2.65,26/08/10,2:1,0.035,0.04,-,-,-,,,,
BSLUMB,2.50,28/10/10,1:1,0.19,0.20,0.185,-,1500,,,,
Brambles Ltd Last Sale Price $5.49,,,,,,,,,,,,
BXBWOC,7.25,26/08/10,3:1,0.009,0.019,0.036,-,-,,,,
BXBWOD,7.75,26/08/10,3:1,0.005,0.015,-,-,-,,,,
BXBVME,5.00,23/09/10,1:1,0.70,0.71,-,-,-,,,,
C'wlth Bank  of Aust  Last Sale Price $51.49,,,,,,,,,,,,
CBAVZC,54.00,28/07/10,5:1,0.009,0.04,0.064,-,-,,,,
CBAVZD,52.00,25/08/10,5:1,0.30,0.325,0.32,8,40,,,,
CBAUMG,50.00,23/09/10,4:1,0.78,0.835,0.765,-,-,,,,
CBAUMH,53.00,23/09/10,4:1,0.445,0.485,0.49,-,-,,,,
CBAWOG,54.00,23/09/10,5:1,0.23,0.235,0.22,-,-,,,,
CBAUMI,55.00,23/09/10,4:1,0.295,0.325,0.20,-,-,,,,
CBAWOH,56.50,23/09/10,5:1,0.115,0.125,0.105,-,-,,,,
