Warrants Market,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5236.5 at 2014-02-10T16:22:53. Report at Monday, February 10, 2014. Processed Tuesday at 2014-02-11T01:00:08+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Equity Call Warrants,
ANZ Banking Grp Last Sale Price $29.91,
ANZVMC,33.00,27/02/14,4:1,,,.03,,,,
ANZVRA,33.00,27/02/14,4:1,,,,,,,
ANZVRD,32.00,27/03/14,4:1,,,.125,,,,
ANZWOC,31.00,23/04/14,4:1,.265,.27,.24,,,,
ANZVMH,32.00,23/04/14,4:1,,,.125,,100,,
ANZWOD,33.00,23/04/14,4:1,.115,.12,.115,,69,,
ANZVRE,32.00,26/06/14,4:1,,,,,,,
,
BHP Billiton Last Sale Price $36.50,
BHPVRA,38.00,27/02/14,4:1,,,,,,,
BHPVMC,38.50,27/02/14,4:1,,,.05,,,,
BHPVRD,38.00,27/03/14,4:1,,.245,.205,+4,341,,
BHPWOJ,36.00,23/04/14,4:1,.49,.495,.485,+2.5,192,,
BHPWOK,38.00,23/04/14,4:1,.28,.285,.23,,,,
BHPVMH,39.00,23/04/14,4:1,,,,,,,
BHPWOL,40.00,23/04/14,4:1,.145,.15,.099,,,,
BHPVRE,40.00,26/06/14,4:1,,,,,,,
,
C'wlth Bank of Aust Last Sale Price $74.85,
CBAVRA,77.00,27/02/14,4:1,,,.075,+1.3,1700,,
CBAVMC,79.00,27/02/14,4:1,,,.035,,,,
CBAVRD,78.00,27/03/14,4:1,,,,,,,
CBAVMH,75.00,23/04/14,4:1,,,,,,,
CBAWOC,76.00,23/04/14,5:1,.48,.485,.505,,,,
CBAWOD,79.00,23/04/14,5:1,.295,.30,.29,+4.5,84,,
CBAVRE,80.00,26/06/14,4:1,,,,,,,
,
Fortescue Metals Grp Last Sale Price $5.59,
FMGVRB,6.50,27/02/14,2:1,,,,,,,
FMGVRC,6.25,27/03/14,2:1,,,,,,,
FMGWOC,5.25,23/04/14,3:1,.255,.26,,,,,
FMGWOD,5.75,23/04/14,3:1,.17,.175,.15,,,,
FMGVRA,6.00,26/06/14,2:1,,,,,,,
,
Macquarie Grp Last Sale Price $55.62,
MQGWOC,53.00,23/04/14,4:1,1.27,1.275,1.03,,,,
MQGWOD,56.00,23/04/14,4:1,.845,.85,.76,,,,
,
National Aust Bank Last Sale Price $33.41,
NABVRA,36.00,27/02/14,4:1,,,.03,,,,
NABVMC,37.00,27/02/14,4:1,,.21,.065,,,,
NABVRD,35.00,27/03/14,4:1,,,,,,,
NABWOC,34.00,23/04/14,4:1,.35,.355,.24,,,,
NABVMH,35.00,23/04/14,4:1,,,,,,,
NABWOD,36.00,23/04/14,4:1,.17,.175,.145,,,,
NABVRE,36.00,26/06/14,4:1,,,,,,,
,
Newcrest Min Last Sale Price $11.11,
NCMVRF,9.00,27/02/14,4:1,,,.47,+15,60,,
NCMVMC,10.50,27/02/14,4:1,,,.075,,,,
NCMVRB,8.00,27/03/14,4:1,,,,,,,
NCMVRC,9.00,27/03/14,4:1,,,.345,,,,
NCMWOC,9.00,23/04/14,4:1,.65,.655,,,,,
NCMWOD,10.00,23/04/14,4:1,.48,.485,.335,,,,
NCMVMH,11.00,23/04/14,4:1,,,.27,+6,186,,
NCMVRG,11.00,26/06/14,4:1,,,,,,,
,
QBE Insurance Grp Last Sale Price $11.00,
QBEWOC,12.00,23/04/14,4:1,.11,.115,.11,,,,
QBEWOD,13.00,23/04/14,4:1,.055,.06,,,,,
,
Rio Tinto Last Sale Price $67.02,
RIOVMC,66.00,27/02/14,4:1,,,.325,,,,
RIOVRB,70.00,27/02/14,6:1,,,.082,+.9,166,,
RIOVRC,70.00,27/03/14,6:1,,,,,,,
RIOWOC,63.00,23/04/14,6:1,.945,.95,1.005,,,,
RIOWOD,67.00,23/04/14,6:1,.57,.575,.505,,,,
RIOVMH,68.00,23/04/14,4:1,,,,,,,
RIOVRA,70.00,26/06/14,6:1,,,,,,,
,
Telstra Corp Last Sale Price $5.04,
TLSVMC,5.25,27/02/14,2:1,,,,,,,
TLSWOC,5.25,23/04/14,2:1,.061,.066,,,,,
TLSWOD,5.50,23/04/14,2:1,.035,.04,.055,,,,
,
Westpac Banking Last Sale Price $31.77,
WBCVRA,33.00,27/02/14,4:1,,,,,,,
WBCVMC,34.90,27/02/14,4:1,,,.32,,,,
WBCVRE,33.00,27/03/14,4:1,,,,,,,
WBCWOC,32.00,23/04/14,4:1,.345,.35,.25,,,,
WBCVMH,33.00,23/04/14,4:1,,,,,,,
WBCWOD,34.00,23/04/14,4:1,.15,.155,.15,+4,200,,
WBCVRD,33.00,26/06/14,4:1,,,,,,,
,
Wesfarmers Last Sale Price $42.80,
WESWOC,43.00,23/04/14,4:1,.44,.445,.305,,,,
WESWOD,46.00,23/04/14,4:1,.19,.195,,,,,
,
Woodside Petroleum Last Sale Price $37.73,
WPLWOC,37.00,23/04/14,5:1,.395,.40,.395,,,,
WPLWOD,40.00,23/04/14,5:1,.165,.17,.17,,,,
,
Equity Put Warrants,
ANZ Banking Grp Last Sale Price $29.91,
ANZVMR,30.00,27/02/14,4:1,,,.30,,,,
ANZVRR,31.00,27/02/14,4:1,,,.34,,,,
ANZVRS,30.00,27/03/14,4:1,,,,,,,
ANZVMZ,28.00,23/04/14,4:1,,,,,,,
ANZWOQ,29.00,23/04/14,4:1,.275,.28,.28,-4.5,400,,
ANZWOP,31.00,23/04/14,4:1,.52,.525,.535,-1.5,82,,
ANZVRU,29.00,26/06/14,4:1,,,,,,,
,
BHP Billiton Last Sale Price $36.50,
BHPVMR,33.00,27/02/14,4:1,,,.10,,,,
BHPVRU,37.00,27/02/14,4:1,,,.32,,,,
BHPVRR,35.00,27/03/14,4:1,,,,,,,
