Warrants Market - Daily,,,,,,,,,,,,
XAO 4538.8 at 16:36 8/2/2010  Report at 19:05 Monday 8/2/2010. Processed 19:20 Monday 8/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $6.25,,,,,,,,,,,,
AMPWOA,6.00,25/02/10,3:1,0.10,0.105,0.125,-,-,,,,
AMPWOB,6.75,25/02/10,3:1,0.011,0.016,0.019,-,-,,,,
ANZ Banking Grp Last Sale Price $20.97,,,,,,,,,,,,
ANZWZH,22.00,25/02/10,4:1,0.073,0.087,0.475,-,-,,,,
ANZWOK,24.50,25/02/10,4:1,0.006,0.011,0.019,-,-,,,,
ANZWOL,26.50,25/02/10,4:1,0.001,0.01,0.01,-,-,,,,
ANZWOJ,28.50,25/02/10,4:1,-,0.01,0.006,-,-,,,,
ANZVMA,22.00,25/03/10,3:1,0.22,0.29,0.225,-,430,,,,
ANZWZJ,23.00,25/03/10,4:1,0.115,0.145,-,-,-,,,,
ANZVMB,24.00,25/03/10,3:1,0.073,0.105,0.285,-,-,,,,
ANZWZI,24.00,25/03/10,4:1,0.068,0.082,-,-,-,,,,
ANZWOA,23.50,29/04/10,4:1,0.095,0.10,0.10,-,400,,,,
ANZVZA,24.00,29/04/10,4:1,0.225,0.25,-,-,-,,,,
ANZWOB,25.00,29/04/10,4:1,0.041,0.046,0.045,-,-,,,,
ANZVME,26.00,29/04/10,3:1,0.066,0.09,0.16,-,-,,,,
ANZWOC,26.50,29/04/10,4:1,0.019,0.024,0.094,-,-,,,,
ASX Ltd Last Sale Price $35.32,,,,,,,,,,,,
ASXVMA,33.00,25/03/10,4:1,0.71,0.745,0.785,-,-,,,,
ASXVMB,35.00,25/03/10,4:1,0.395,0.425,-,-,-,,,,
ASXVME,37.00,29/04/10,4:1,0.315,0.33,-,-,-,,,,
BHP Billiton Ltd Last Sale Price $39.60,,,,,,,,,,,,
