Warrants Market - Daily,,,,,,,,,,,,
XAO 4480.9 at 16:36 13/8/2010  Report at 19:05 Friday 13/8/2010. Processed 20:53 Friday 13/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $5.33,,,,,,,,,,,,
AMPWOB,5.25,23/09/10,3:1,0.074,0.079,-,-,-,,,,
AMPWOA,6.00,23/09/10,3:1,0.01,0.015,0.03,-,-,,,,
AMPWOC,5.75,25/11/10,3:1,0.064,0.069,-,-,-,,,,
AMPWOD,6.25,25/11/10,3:1,0.033,0.038,-,-,-,,,,
ANZ Banking Grp Last Sale Price $22.18,,,,,,,,,,,,
ANZVZE,24.00,25/08/10,4:1,0.034,0.048,-,-,-,,,,
ANZVMB,20.00,23/09/10,4:1,0.66,0.665,-,-,-,,,,
ANZVMC,22.00,23/09/10,4:1,0.30,0.305,0.455,-,-,,,,
ANZWOG,22.50,23/09/10,4:1,0.21,0.215,0.19,-1,400,,,,
ANZVMD,24.00,23/09/10,4:1,0.093,0.096,-,-,-,,,,
ANZVZF,24.00,23/09/10,4:1,0.059,0.068,0.155,-,-,,,,
ANZWOH,24.50,23/09/10,4:1,0.055,0.06,0.054,-0.3,1400,,,,
ANZWMH,26.00,23/09/10,4:1,0.018,-,0.079,-,-,,,,
ANZWOI,26.50,23/09/10,4:1,0.017,0.022,0.17,-,-,,,,
ANZWMI,28.00,23/09/10,4:1,0.001,-,0.007,-,-,,,,
ANZWOJ,22.00,25/11/10,4:1,0.36,0.365,-,-,-,,,,
ANZWOK,23.50,25/11/10,4:1,0.20,0.205,-,-,-,,,,
ANZWOL,25.00,25/11/10,4:1,0.105,0.11,-,-,-,,,,
ANZWOM,26.50,25/11/10,4:1,0.051,0.056,-,-,-,,,,
ANZVMF,20.00,27/01/11,4:1,0.845,0.85,-,-,-,,,,
ANZVMG,22.00,27/01/11,4:1,0.545,0.55,-,-,-,,,,
ANZVMH,24.00,27/01/11,4:1,0.32,0.325,0.47,-,-,,,,
ANZVMI,26.00,27/01/11,4:1,0.18,0.185,0.175,-0.5,230,,,,
ASX Ltd Last Sale Price $29.41,,,,,,,,,,,,
ASXUMB,32.00,23/09/10,4:1,0.018,-,0.086,-,-,,,,
ASXUMC,35.00,23/09/10,4:1,0.001,-,0.086,-,-,,,,
AXA Asia Pacific Last Sale Price $5.60,,,,,,,,,,,,
AXAWSA,0.00,25/03/20,1:1,-,-,5.47,-,-,,,,
BHP Billiton Ltd Last Sale Price $40.40,,,,,,,,,,,,
BHPVZG,40.00,25/08/10,4:1,0.38,0.41,-,-,-,,,,
BHPWOC,35.00,26/08/10,4:1,1.36,1.37,1.225,9,34,,,,
BHPWOD,37.50,26/08/10,4:1,0.765,0.775,0.705,8.5,1280,,,,
BHPWOE,39.50,26/08/10,4:1,0.35,0.355,0.33,-25,90,,,,
BHPWOF,41.00,26/08/10,4:1,0.155,0.16,0.11,-,-,,,,
BHPWON,43.00,26/08/10,4:1,0.037,0.042,0.135,-,-,,,,
BHPWOO,45.00,26/08/10,4:1,0.007,0.012,0.058,-,-,,,,
BHPVOA,47.50,26/08/10,4:1,0.001,0.011,0.02,-,-,,,,
BHPUMH,34.00,23/09/10,4:1,1.64,1.645,1.69,-,-,,,,
BHPUMI,38.00,23/09/10,4:1,0.77,0.775,0.96,-,-,,,,
BHPVMF,40.00,23/09/10,4:1,0.44,0.445,0.405,7.5,800,,,,
BHPVZH,40.00,23/09/10,4:1,0.39,0.415,0.37,-1,100,,,,
BHPUMJ,42.00,23/09/10,4:1,0.21,0.215,0.21,5,575,,,,
BHPVMG,44.00,23/09/10,4:1,0.085,0.088,0.073,1.3,1790,,,,
BHPWMH,46.00,23/09/10,4:1,0.032,-,0.091,-,-,,,,
BHPWMI,48.00,23/09/10,4:1,0.007,-,0.06,-,-,,,,
BHPWOA,36.00,28/10/10,4:1,1.28,1.285,1.125,-,-,,,,
BHPWOB,38.00,28/10/10,4:1,0.905,0.91,0.77,-,-,,,,
BHPWOG,40.00,28/10/10,4:1,0.59,0.595,-,-,-,,,,
BHPWOH,42.00,28/10/10,4:1,0.36,0.365,-,-,-,,,,
BHPWOI,44.00,28/10/10,4:1,0.205,0.21,0.33,-,-,,,,
