Warrants Market - Daily,,,,,,,,,,,,
XAO 4832.6 at 16:47 26/10/2009  Report at 19:05 Monday 26/10/2009. Processed 20:28 Monday 26/10/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $6.24,,,,,,,,,,,,
AMPWMK,5.50,29/10/09,3:1,0.265,-,0.105,-,-,,,,
AMPWML,6.00,29/10/09,3:1,0.079,-,0.195,-,-,,,,
AMPWMM,6.50,26/11/09,3:1,0.088,0.10,0.135,-,-,,,,
AMPWOF,6.25,17/12/09,3:1,0.125,0.13,0.13,-3,1000,,,,
AMPWOE,6.75,17/12/09,3:1,0.048,0.053,-,-,-,,,,
AMPWOA,6.00,25/02/10,3:1,0.245,0.255,0.34,-,-,,,,
AMPWOB,6.75,25/02/10,3:1,0.13,0.135,0.255,-,-,,,,
ANZ Banking Grp Last Sale Price $23.80,,,,,,,,,,,,
ANZWZA,23.00,29/10/09,4:1,0.205,0.215,0.555,-,-
ANZVZO,24.00,29/10/09,4:1,0.10,0.11,1.335,-,-
ANZWWB,10.55,30/10/09,.96:1,13.04,-,9.14,-,-
ANZWMA,20.00,26/11/09,3:1,1.24,-,1.35,-,-
ANZWMF,22.00,26/11/09,3:1,0.64,0.73,0.67,-4.5,550
ANZWZD,22.00,26/11/09,4:1,0.43,0.44,0.46,-3,109
ANZWZC,25.00,26/11/09,4:1,0.15,0.16,0.19,-,-
ANZWOG,17.00,17/12/09,4:1,1.665,1.685,1.755,-,-
ANZWOI,21.00,17/12/09,4:1,0.715,0.725,0.67,-1,810
ANZWOH,23.00,17/12/09,4:1,0.37,0.38,0.35,-4.5,57
ANZWZE,24.00,17/12/09,4:1,0.27,0.28,0.41,-,-
ANZWOK,24.50,25/02/10,4:1,0.405,0.415,0.40,-,-
ANZWOL,26.50,25/02/10,4:1,0.215,0.225,0.20,-2,500
ANZWOJ,28.50,25/02/10,4:1,0.12,0.125,0.11,-1,250
ASX Ltd Last Sale Price $35.71,,,,,,,,
ASXWMC,35.00,26/11/09,4:1,0.565,0.59,0.56,-,-
ASXWMD,40.00,26/11/09,4:1,0.097,0.11,0.245,-,-
Billabong Intl Last Sale Price $10.95,,,,,,,,
BBGWMB,11.00,26/11/09,2:1,0.43,0.51,-,-,-
BHP Billiton Ltd Last Sale Price $39.73,,,,,,,,
BHPVZJ,40.00,29/10/09,4:1,0.14,0.15,0.27,-,-
BHPVZI,42.00,29/10/09,4:1,0.018,0.04,0.10,-,-
BHPWMG,37.00,26/11/09,4:1,0.945,1.005,0.815,-,-
BHPVZK,38.00,26/11/09,4:1,0.825,0.84,0.74,-,-
BHPWME,40.00,26/11/09,4:1,0.495,0.54,0.555,-,-
BHPWMF,42.00,26/11/09,4:1,0.29,0.325,0.365,-,-
BHPVZL,45.00,26/11/09,4:1,0.265,0.275,-,-,-
BHPVZN,34.00,17/12/09,4:1,1.77,1.785,-,-,-
BHPWON,35.00,17/12/09,4:1,1.375,1.385,1.385,-6.5,300
BHPVZM,36.00,17/12/09,4:1,1.43,1.445,-,-,-
BHPWOO,37.50,17/12/09,4:1,0.905,0.91,0.90,-7.5,150
BHPVOA,40.00,17/12/09,4:1,0.52,0.54,0.50,-10,180
BHPVOB,42.50,17/12/09,4:1,0.275,0.29,0.275,-4,700
BHPVZO,44.00,28/01/10,4:1,0.74,0.75,-,-,-
BHPWOC,37.00,25/02/10,4:1,1.29,1.30,1.045,-,-
BHPWOD,39.00,25/02/10,4:1,0.97,0.99,0.83,-,-
BHPWOE,41.00,25/02/10,4:1,0.73,0.75,-,-,-
BHPWOF,43.00,25/02/10,4:1,0.58,0.595,0.61,-,-
BHPVOC,45.00,25/02/10,4:1,0.43,0.445,0.435,-,-
BlueScope Steel Last Sale Price $3.28,,,,,,,,
BSLWMC,3.50,26/11/09,1:1,0.125,0.135,0.14,-,-
BSLWOE,3.00,17/12/09,2:1,0.215,0.22,0.24,-,-
BSLWOF,3.50,17/12/09,2:1,0.083,0.088,0.063,-,-
Brambles Ltd Last Sale Price $7.17,,,,,,,,
BXBWOC,7.50,29/10/09,3:1,0.007,0.012,0.076,-,-
BXBWMA,7.50,26/11/09,2:1,0.165,0.175,0.465,-,-
C'wlth Bank  of Aust  Last Sale Price $55.98,,,,,,,,
CBAVZD,52.00,29/10/09,5:1,0.815,0.825,1.04,-,-
CBAVZE,54.00,29/10/09,5:1,0.475,0.485,0.51,-,-
CBAWWB,18.00,30/10/09,1:1,37.98,-,29.26,-,-
CBAWMC,46.00,26/11/09,5:1,2.04,2.10,2.01,-,-
CBAVZF,48.00,26/11/09,5:1,1.675,1.685,0.865,-,-
CBAWMD,48.00,26/11/09,5:1,1.665,1.72,1.405,-,-
CBAVZG,55.00,26/11/09,5:1,0.76,0.77,1.085,-,-
CBAVZH,46.00,17/12/09,5:1,2.18,2.19,-,-,-
CBAWOH,47.50,17/12/09,5:1,1.825,1.835,1.825,-,-
CBAWOI,50.00,17/12/09,5:1,1.375,1.385,1.335,-,300
CBAVZI,52.00,17/12/09,5:1,1.30,1.305,0.74,-,-
CBAWOG,53.00,17/12/09,5:1,0.875,0.91,0.905,-,-
CBAVZJ,50.00,28/01/10,5:1,1.83,1.84,-,-,-
CBAWOK,49.00,25/02/10,5:1,1.65,1.66,1.645,-1,340
CBAWOL,51.00,25/02/10,5:1,1.37,1.375,-,-,-
CBAWOJ,54.00,25/02/10,5:1,0.985,0.99,0.815,-,-
Computershare Ltd Last Sale Price $10.89,,,,,,,,
CPUWMB,10.50,26/11/09,2:1,0.395,0.42,-,-,-
CSL Ltd Last Sale Price $31.96,,,,,,,,
CSLVZN,35.00,29/10/09,4:1,0.001,0.15,0.08,-,-
CSLVZO,34.00,26/11/09,4:1,0.19,0.195,0.615,-,-
CSLWMA,34.00,26/11/09,4:1,0.185,0.195,0.23,-,-
CSLWZA,36.00,17/12/09,4:1,0.045,0.055,0.065,-,-
Incitec Pivot Last Sale Price $2.83,,,,,,,,
IPLWMB,3.50,26/11/09,2:1,0.025,0.031,0.11,-,-
Lihir Gold Ltd Last Sale Price $3.22,,,,,,,,
LGLWMB,2.75,26/11/09,2:1,0.25,0.26,0.255,-0.5,50
LGLWOA,2.75,17/12/09,2:1,0.275,0.28,0.305,-,-
LGLWOB,3.25,17/12/09,2:1,0.105,0.11,0.11,-,-
LGLWOC,3.75,17/12/09,2:1,0.044,0.049,-,-,-
Macq Grp Ltd Last Sale Price $53.20,,,,,,,,
MQGVZC,55.00,29/10/09,5:1,0.23,0.24,0.245,-12,40
MQGVZD,60.00,26/11/09,5:1,0.245,0.255,0.25,-2,275
MQGVZE,55.00,17/12/09,5:1,0.875,0.885,0.835,-21,80
MQGVZF,65.00,17/12/09,5:1,0.23,0.24,0.24,-4,63
MQGWOB,50.00,25/02/10,6:1,1.235,1.245,1.22,-5,50
MQGWOC,60.00,25/02/10,6:1,0.535,0.545,0.53,-,-
National Aust Bank Last Sale Price $30.76,,,,,,,,
NABWZB,27.00,29/10/09,4:1,0.95,-,0.825,-,-
NABWZA,32.00,29/10/09,4:1,0.024,0.04,0.195,-,-
NABWWB,19.50,30/10/09,1:1,11.27,-,11.47,-,-
NABWMD,26.00,26/11/09,5:1,0.96,-,1.125,-,-
NABWME,28.00,26/11/09,5:1,0.595,0.685,-,-,-
NABWZC,28.00,26/11/09,4:1,0.74,0.745,-,-,-
NABWMF,30.00,26/11/09,5:1,0.30,0.37,0.31,-4,127
NABWZE,31.00,26/11/09,4:1,0.345,0.355,0.84,-,-
NABWOH,26.00,17/12/09,4:1,1.19,1.21,1.28,-,-
NABWOI,30.00,17/12/09,4:1,0.39,0.405,0.37,-4,500
NABWZF,30.00,17/12/09,4:1,0.59,0.595,-,-,-
NABWOG,32.50,17/12/09,4:1,0.18,0.18,0.165,-17.5,1000
NABWZG,34.00,17/12/09,4:1,0.245,0.255,-,-,-
NABWOJ,28.00,25/02/10,4:1,0.995,1.01,-,-,-
NABWOK,30.00,25/02/10,4:1,0.69,0.70,0.725,-,-
NABWOL,32.00,25/02/10,4:1,0.45,0.465,0.48,-,-
Newcrest Min Last Sale Price $35.06,,,,,,,,
NCMWMA,32.00,26/11/09,4:1,0.92,1.00,0.885,-32,80
NCMVZA,35.00,26/11/09,4:1,0.625,0.63,0.805,-,-
NCMWOA,33.00,17/12/09,4:1,0.925,0.93,1.09,-,-
NCMWOB,37.00,17/12/09,4:1,0.405,0.41,0.355,-28,40
NCMVZB,40.00,17/12/09,4:1,0.435,0.45,-,-,-
News Corp Last Sale Price $15.80,,,,,,,,
NWSWZA,15.50,29/10/09,4:1,0.13,0.145,-,-,-
NWSWMA,15.00,26/11/09,4:1,0.35,0.355,0.33,-11.5,100
Origin Energy Last Sale Price $16.39,,,,,,,,
ORGWMA,16.00,26/11/09,4:1,0.21,0.255,0.255,-,-
Oil Search Ltd Last Sale Price $6.10,,,,,,,,
OSHWMA,6.00,26/11/09,2:1,0.22,0.23,0.23,-3,100
Paladin Energy Last Sale Price $4.77,,,,,,,,
PDNWMA,4.50,26/11/09,1:1,0.595,0.665,0.445,-,-
Qantas Airways Last Sale Price $2.93,,,,,,,,
QANWMB,3.00,26/11/09,1:1,0.135,0.145,0.135,-,-
QBE Insurance Grp Last Sale Price $23.31,,,,,,,,
QBEVZM,23.00,29/10/09,4:1,0.17,0.18,0.75,-,-
QBEWMC,22.00,26/11/09,4:1,0.465,0.485,0.455,-,-
QBEVZN,24.00,26/11/09,4:1,0.29,0.30,0.51,-,-
QBEWMD,24.00,26/11/09,4:1,0.20,0.215,0.20,-,-
QBEWOB,23.00,17/12/09,4:1,0.35,0.36,0.35,-2.5,400
QBEWOC,26.00,17/12/09,4:1,0.077,0.082,0.19,-,-
Rio Tinto Ltd Last Sale Price $66.91,,,,,,,,
RIOWZL,55.20,29/10/09,5:1,2.50,-,2.15,-,-
RIOWMA,55.00,26/11/09,6:1,2.11,2.22,2.21,-,-
RIOWZO,60.00,26/11/09,6:1,1.59,1.60,1.215,-,-
RIOWMB,65.00,26/11/09,6:1,0.89,0.965,0.92,-,-
RIOWZM,65.00,26/11/09,6:1,1.155,1.165,-,-,-
RIOWMC,75.00,26/11/09,6:1,0.255,0.29,0.245,-8,70
RIOWOG,60.00,17/12/09,6:1,1.525,1.53,-,-,-
RIOWOH,65.00,17/12/09,6:1,0.975,0.98,-,-,-
RIOWOI,70.00,17/12/09,6:1,0.55,0.555,0.515,-,-
RIOWZN,70.00,17/12/09,6:1,0.99,1.005,0.905,-,-
RIOVZA,75.00,17/12/09,6:1,0.71,0.72,-,-,-
ResMed Inc Last Sale Price $5.41,,,,,,,,
RMDWMB,5.50,26/11/09,2:1,0.13,0.14,-,-,-
Santos Ltd Last Sale Price $15.44,,,,,,,,
STOWOC,15.00,29/10/09,4:1,0.135,0.145,0.135,-5,280
STOVZK,15.50,29/10/09,4:1,0.10,0.11,-,-,-
STOWOD,16.50,29/10/09,4:1,0.008,0.013,-,-,-
STOWMA,16.00,26/11/09,3:1,0.165,0.20,0.175,-6.5,150
STOWOE,15.50,17/12/09,4:1,0.255,0.265,-,-,-
STOWOF,17.00,17/12/09,4:1,0.115,0.12,-,-,-
Telstra Corp Last Sale Price $3.19,,,,,,,,
TLSWMA,3.85,26/11/09,2:1,0.001,0.003,0.003,-,-
TLSVZA,3.35,17/12/09,2:1,0.046,0.053,0.048,-,-
