Warrants Market - Daily,,,,,,,,,,,,
XAO 4972.9 at 16:33 9/4/2010  Report at 19:05 Friday 9/4/2010. Processed 19:20 Friday 9/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
Asciano Grp Last Sale Price $1.85,,,,,,,,,,,,
AIOUMA,2.00,27/05/10,1:1,0.05,0.053,-,-,-,,,,
AMP Ltd Last Sale Price $6.37,,,,,,,,,,,,
AMPWOC,6.25,27/05/10,3:1,0.115,0.12,0.14,-,-,,,,
AMPWOD,6.75,27/05/10,3:1,0.053,0.058,0.069,-,-,,,,
ANZ Banking Grp Last Sale Price $25.15,,,,,,,,,,,,
ANZWOA,23.50,29/04/10,4:1,0.44,0.445,0.475,-,-,,,,
ANZVZA,24.00,29/04/10,4:1,0.425,0.455,0.215,-,-,,,,
ANZWOB,25.00,29/04/10,4:1,0.145,0.15,0.155,-6,500,,,,
ANZVME,26.00,29/04/10,3:1,0.089,0.099,0.155,-,-,,,,
ANZWOC,26.50,29/04/10,4:1,0.018,0.023,0.026,-,-,,,,
ANZUMA,23.00,27/05/10,4:1,0.585,0.605,-,-,-,,,,
ANZUMB,25.00,27/05/10,4:1,0.23,0.245,-,-,-,,,,
ANZUMC,27.00,27/05/10,4:1,0.054,0.06,0.059,-,419,,,,
ANZVZB,27.50,27/05/10,4:1,0.073,0.087,-,-,-,,,,
ANZWOD,23.00,24/06/10,4:1,0.59,0.595,0.595,-8,30,,,,
ANZWMA,24.00,24/06/10,4:1,0.44,0.455,-,-,-,,,,
ANZWOE,24.50,24/06/10,4:1,0.34,0.345,0.35,-5,370,,,,
ANZWMB,26.00,24/06/10,4:1,0.18,0.19,-,-,-,,,,
ANZWOF,26.00,24/06/10,4:1,0.16,0.165,1.11,-,-,,,,
ANZWMH,26.00,23/09/10,4:1,0.365,0.375,0.415,-,-,,,,
ANZWMI,28.00,23/09/10,4:1,0.20,0.21,-,-,-,,,,
ASX Ltd Last Sale Price $34.07,,,,,,,,,,,,
ASXVME,35.00,29/04/10,4:1,0.092,0.115,-,-,-,,,,
ASXUMA,37.00,27/05/10,4:1,0.068,0.08,-,-,-,,,,
BHP Billiton Ltd Last Sale Price $43.90,,,,,,,,,,,,
BHPWOG,40.50,29/04/10,4:1,0.875,0.88,0.915,5.5,130,,,,
BHPVME,41.00,29/04/10,4:1,0.80,0.845,0.99,-,-,,,,
BHPWOA,42.50,29/04/10,4:1,0.50,0.505,1.295,-,-,,,,
BHPWOH,43.50,29/04/10,4:1,0.295,0.30,0.33,3.5,1750,,,,
BHPWOB,44.50,29/04/10,4:1,0.22,0.225,1.235,-,-,,,,
BHPVZC,46.00,29/04/10,4:1,0.30,0.33,-,-,-,,,,
BHPWOI,46.00,29/04/10,4:1,0.066,0.077,0.073,0.6,965,,,,
BHPUMA,42.00,27/05/10,4:1,0.745,0.785,-,-,-,,,,
BHPUMB,44.00,27/05/10,4:1,0.44,0.455,-,-,-,,,,
BHPVZD,45.00,27/05/10,4:1,0.45,0.48,-,-,-,,,,
BHPUMC,46.00,27/05/10,4:1,0.235,0.245,0.25,1.5,520,,,,
BHPWOK,39.00,24/06/10,4:1,1.47,1.475,-,-,-,,,,
BHPWOL,41.00,24/06/10,4:1,1.06,1.065,1.215,-,-,,,,
BHPWMA,43.00,24/06/10,4:1,0.75,0.77,-,-,-,,,,
BHPWOM,43.00,24/06/10,4:1,0.69,0.695,0.70,-,-,,,,
BHPVOD,45.00,24/06/10,4:1,0.455,0.46,0.56,-,-,,,,
BHPWMB,45.00,24/06/10,4:1,0.485,0.515,-,-,-,,,,
BHPVOE,47.00,24/06/10,4:1,0.275,0.28,0.29,1.5,500,,,,
BHPWOJ,48.50,24/06/10,4:1,0.19,0.195,1.76,-,-,,,,
BHPWMH,46.00,23/09/10,4:1,0.725,0.755,0.75,2.5,100,,,,
BHPWMI,48.00,23/09/10,4:1,0.535,0.56,0.505,-,-,,,,
BlueScope Steel Last Sale Price $2.90,,,,,,,,,,,,
BSLUMA,3.00,27/05/10,1:1,0.145,0.155,-,-,-,,,,
BSLWOD,2.50,24/06/10,2:1,0.265,0.27,0.285,2,42,,,,
BSLWOC,3.00,24/06/10,2:1,0.11,0.115,-,-,-,,,,
Brambles Ltd Last Sale Price $7.15,,,,,,,,,,,,
BXBWOA,7.00,24/06/10,4:1,0.15,0.155,0.205,-,-,,,,
BXBWOB,7.75,24/06/10,4:1,0.064,0.069,-,-,-,,,,
C'wlth Bank  of Aust  Last Sale Price $58.14,,,,,,,,,,,,
CBAWOB,55.00,29/04/10,5:1,0.67,0.675,0.68,11.5,4240,,,,
CBAVME,57.00,29/04/10,5:1,0.40,0.44,0.28,-,-,,,,
CBAWOA,57.00,29/04/10,5:1,0.365,0.37,1.30,-,-,,,,
CBAVZN,58.00,29/04/10,5:1,0.505,0.535,-,-,-,,,,
CBAWOC,59.00,29/04/10,5:1,0.15,0.175,0.115,-,-,,,,
CBAUMA,55.00,27/05/10,4:1,1.05,1.105,-,-,-,,,,
CBAUMB,57.00,27/05/10,4:1,0.715,0.76,-,-,-,,,,
CBAVZA,58.00,27/05/10,5:1,0.54,0.57,-,-,-,,,,
CBAUMC,59.00,27/05/10,4:1,0.46,0.50,0.44,-,-,,,,
CBAWOD,55.00,24/06/10,5:1,0.945,0.95,0.94,7.5,50,,,,
CBAWMA,56.00,24/06/10,4:1,1.045,1.10,-,-,-,,,,
CBAWOE,57.50,24/06/10,5:1,0.62,0.625,0.555,-,-,,,,
CBAWMB,58.00,24/06/10,4:1,0.755,0.795,-,-,-,,,,
CBAWOF,60.00,24/06/10,5:1,0.37,0.375,-,-,-,,,,
CBAWMH,58.00,23/09/10,4:1,1.14,1.18,-,-,-,,,,
CBAWMI,60.00,23/09/10,4:1,0.90,0.935,-,-,-,,,,
Computershare Ltd Last Sale Price $12.64,,,,,,,,,,,,
CPUUMA,13.00,27/05/10,1:1,0.355,0.39,-,-,-,,,,
CSL Ltd Last Sale Price $36.00,,,,,,,,,,,,
CSLUMA,37.00,27/05/10,4:1,0.22,0.235,0.25,-,-,,,,
Fortescue Metals Grp Last Sale Price $5.01,,,,,,,,,,,,
FMGUMA,5.00,27/05/10,1:1,0.36,0.385,0.32,-,-,,,,
Incitec Pivot Last Sale Price $3.31,,,,,,,,,,,,
IPLUMA,4.00,27/05/10,1:1,0.026,0.031,-,-,-,,,,
Lihir Gold Ltd Last Sale Price $3.99,,,,,,,,,,,,
LGLUMA,3.50,27/05/10,1:1,0.555,0.57,0.58,3.5,10,,,,
LGLWOI,3.50,27/05/10,2:1,0.285,0.29,0.28,-,-,,,,
LGLWOG,3.75,27/05/10,2:1,0.195,0.20,0.15,-,-,,,,
LGLWOH,4.00,27/05/10,2:1,0.135,0.14,0.14,4.8,150,,,,
Macq Grp Ltd Last Sale Price $49.37,,,,,,,,,,,,
MQGVZJ,55.00,29/04/10,5:1,0.22,0.25,-,-,-,,,,
MQGWOA,55.00,29/04/10,6:1,0.034,0.039,0.057,-,-,,,,
MQGVZA,52.00,27/05/10,5:1,0.30,0.33,-,-,-,,,,
MQGWOD,52.50,24/06/10,6:1,0.385,0.39,0.365,-,-,,,,
MQGWOE,60.00,24/06/10,6:1,0.085,0.09,0.16,-,-,,,,
National Aust Bank Last Sale Price $27.60,,,,,,,,,,,,
NABVME,28.00,29/04/10,4:1,0.12,0.135,0.004,-,-,,,,
NABVZA,28.00,29/04/10,4:1,0.24,0.27,0.31,-,-,,,,
NABWOA,28.50,29/04/10,4:1,0.069,0.074,0.07,-1.3,1000,,,,
NABWOB,30.50,29/04/10,4:1,0.005,0.01,0.02,-,-,,,,
NABWOC,33.00,29/04/10,4:1,0.001,0.011,0.005,-,-,,,,
NABVZB,28.50,27/05/10,4:1,0.21,0.24,-,-,-,,,,
NABWOD,28.00,24/06/10,4:1,0.24,0.245,0.25,-,-,,,,
NABWOE,30.00,24/06/10,4:1,0.094,0.099,0.105,-,-,,,,
NABWOF,32.50,24/06/10,4:1,0.035,0.04,0.051,-,-,,,,
Newcrest Min Last Sale Price $35.63,,,,,,,,,,,,
NCMVZD,35.00,29/04/10,4:1,0.58,0.61,0.715,-,-,,,,
NCMVME,39.00,29/04/10,4:1,0.062,0.077,0.066,-,-,,,,
NCMUMA,35.00,27/05/10,4:1,0.525,0.57,-,-,-,,,,
NCMVZE,35.00,27/05/10,4:1,0.545,0.575,-,-,-,,,,
NCMWOF,36.00,27/05/10,4:1,0.435,0.44,0.23,-,-,,,,
NCMWOG,39.00,27/05/10,4:1,0.175,0.18,0.18,-0.5,160,,,,
News Corp Last Sale Price $18.85,,,,,,,,,,,,
NWSVME,19.00,29/04/10,4:1,0.097,0.115,0.375,-,-,,,,
NWSUMA,18.00,27/05/10,4:1,0.33,0.35,0.36,-,-,,,,
NWSWMA,20.00,24/06/10,4:1,0.13,0.145,-,-,-,,,,
Orica Ltd Last Sale Price $26.49,,,,,,,,,,,,
ORIUMA,27.00,27/05/10,4:1,0.20,0.22,-,-,-,,,,
Oil Search Ltd Last Sale Price $6.01,,,,,,,,,,,,
OSHVME,6.00,29/04/10,2:1,0.084,0.095,0.06,-,-,,,,
OSHUMA,6.00,27/05/10,1:1,0.275,0.295,-,-,-,,,,
Paladin Energy Last Sale Price $4.35,,,,,,,,,,,,
PDNVME,5.00,29/04/10,2:1,0.014,-,0.05,-,-,,,,
PDNUMA,4.00,27/05/10,1:1,0.54,0.565,-,-,-,,,,
Qantas Airways Last Sale Price $2.87,,,,,,,,,,,,
QANVME,3.50,29/04/10,2:1,0.001,-,0.048,-,-,,,,
QANUMA,3.00,27/05/10,1:1,0.105,0.12,-,-,-,,,,
QBE Insurance Grp Last Sale Price $21.12,,,,,,,,,,,,
QBEVME,27.00,29/04/10,4:1,0.001,-,0.27,-,-,,,,
QBEUMA,22.00,27/05/10,4:1,0.105,0.125,0.125,-,100,,,,
QBEWOE,23.50,27/05/10,4:1,0.052,0.057,0.059,-1.2,200,,,,
QBEUMB,24.00,27/05/10,4:1,0.023,-,-,-,-,,,,
QBEWOF,26.50,27/05/10,4:1,0.011,0.016,0.023,-,-,,,,
Rio Tinto Ltd Last Sale Price $79.47,,,,,,,,,,,,
RIOWOD,73.00,29/04/10,6:1,1.18,1.185,1.415,-,-,,,,
RIOVZE,75.00,29/04/10,6:1,1.215,1.245,-,-,-,,,,
RIOVME,80.00,29/04/10,6:1,0.46,0.48,0.50,-5,20,,,,
RIOWOE,80.00,29/04/10,6:1,0.345,0.35,0.52,-,-,,,,
RIOVMF,85.00,29/04/10,6:1,0.16,0.175,0.275,-,-,,,,
RIOWOC,85.00,29/04/10,6:1,0.105,0.11,0.11,-3,500,,,,
RIOUMA,75.00,27/05/10,4:1,1.76,1.805,-,-,-,,,,
RIOUMB,80.00,27/05/10,4:1,1.01,1.045,-,-,-,,,,
RIOVZA,80.00,27/05/10,6:1,0.75,0.78,-,-,-,,,,
RIOUMC,85.00,27/05/10,4:1,0.515,0.535,0.545,-13.5,90,,,,
RIOWOF,72.50,24/06/10,6:1,1.71,1.715,1.345,-,-,,,,
RIOWOJ,79.00,24/06/10,6:1,1.02,1.025,0.785,-,-,,,,
RIOWOK,86.00,24/06/10,6:1,0.545,0.55,0.56,-4,31,,,,
RIOWMA,90.00,24/06/10,4:1,0.465,0.485,-,-,-,,,,
RIOWMB,95.00,24/06/10,4:1,0.25,0.26,-,-,-,,,,
RIOWMH,95.00,23/09/10,4:1,0.825,0.85,0.78,-,-,,,,
RIOWMI,100.00,23/09/10,4:1,0.565,0.585,-,-,-,,,,
Santos Ltd Last Sale Price $14.88,,,,,,,,,,,,
STOVME,17.00,29/04/10,3:1,0.006,-,0.052,-,-,,,,
STOUMA,15.00,27/05/10,4:1,0.175,0.19,0.18,-,-,,,,
Suncorp-Metway Last Sale Price $8.76,,,,,,,,,,,,
SUNUMA,9.00,27/05/10,4:1,0.059,0.066,-,-,-,,,,
Ten Network Hldgs Last Sale Price $1.83,,,,,,,,,,,,
TENUMA,2.00,27/05/10,1:1,0.065,0.071,-,-,-,,,,
TENWMH,2.50,23/09/10,1:1,0.061,0.066,-,-,-,,,,
Telstra Corp Last Sale Price $3.09,,,,,,,,,,,,
TLSVME,3.14,29/04/10,1:1,0.053,0.061,-,-,-,,,,
TLSVZC,3.25,29/04/10,2:1,0.014,0.04,-,-,-,,,,
TLSUMA,3.01,27/05/10,1:1,0.175,0.185,-,-,-,,,,
TLSUMB,3.15,27/05/10,1:1,0.097,0.105,-,-,-,,,,
TLSUMC,3.40,27/05/10,1:1,0.034,0.039,-,-,-,,,,
TLSWOC,3.00,24/06/10,2:1,0.13,0.135,0.13,-0.5,1000,,,,
TLSWMA,3.15,24/06/10,1:1,0.135,0.145,-,-,-,,,,
TLSWMB,3.30,24/06/10,1:1,0.082,0.089,-,-,-,,,,
TLSWOD,3.30,24/06/10,2:1,0.05,0.055,0.055,-,150,,,,
TLSWMH,3.40,23/09/10,1:1,0.115,0.125,-,-,-,,,,
TLSWMI,3.65,23/09/10,1:1,0.063,0.068,0.076,-,-,,,,
Toll Hldgs Ltd Last Sale Price $7.38,,,,,,,,,,,,
TOLUMA,8.00,27/05/10,1:1,0.072,0.09,-,-,-,,,,
Westpac Banking Last Sale Price $27.72,,,,,,,,,,,,
WBCWOA,23.50,29/04/10,4:1,1.055,1.06,0.675,-,-,,,,
WBCWOB,25.00,29/04/10,4:1,0.68,0.685,0.72,-,-,,,,
WBCWOC,27.00,29/04/10,4:1,0.25,0.255,0.305,-,-,,,,
WBCVZC,27.50,29/04/10,4:1,0.315,0.345,-,-,-,,,,
WBCVME,32.00,29/04/10,5:1,0.001,-,0.023,-,-,,,,
WBCUMA,26.00,27/05/10,4:1,0.52,0.545,-,-,-,,,,
WBCUMB,28.00,27/05/10,4:1,0.205,0.225,-,-,-,,,,
WBCVZD,29.00,27/05/10,4:1,0.145,0.175,-,-,-,,,,
WBCUMC,30.00,27/05/10,4:1,0.054,0.063,-,-,-,,,,
WBCWOF,26.50,24/06/10,4:1,0.41,0.415,0.495,-,-,,,,
WBCWMA,27.00,24/06/10,4:1,0.395,0.42,0.44,-,-,,,,
WBCWOG,28.00,24/06/10,4:1,0.215,0.22,0.23,-3.5,500,,,,
WBCWMB,29.00,24/06/10,4:1,0.16,0.175,-,-,-,,,,
WBCWOE,30.00,24/06/10,4:1,0.082,0.087,0.735,-,-,,,,
WBCWMH,29.00,23/09/10,4:1,0.355,0.37,-,-,-,,,,
WBCWMI,31.00,23/09/10,4:1,0.20,0.215,-,-,-,,,,
Wesfarmers Ltd Last Sale Price $31.90,,,,,,,,,,,,
WESUMA,32.00,27/05/10,4:1,0.345,0.37,0.365,-,-,,,,
WorleyParsons Ltd Last Sale Price $26.60,,,,,,,,,,,,
WORUMA,27.00,27/05/10,4:1,0.265,0.29,-,-,-,,,,
Woolworths Ltd Last Sale Price $28.52,,,,,,,,,,,,
WOWWOA,27.50,27/05/10,4:1,0.37,0.45,0.36,-2.5,50,,,,
WOWUMA,30.00,27/05/10,4:1,0.066,0.079,0.075,-,-,,,,
Woodside Pet Last Sale Price $47.50,,,,,,,,,,,,
WPLVZB,45.00,29/04/10,5:1,0.85,0.88,-,-,-,,,,
WPLVME,54.59,29/04/10,5:1,0.004,-,0.048,-,-,,,,
WPLUMA,44.00,27/05/10,4:1,1.03,1.065,-,-,-,,,,
WPLVZC,48.00,27/05/10,5:1,0.45,0.48,0.47,-,53,,,,
WPLWOG,44.00,24/06/10,5:1,0.945,0.95,0.95,-,-,,,,
WPLWMA,46.00,24/06/10,4:1,0.86,0.885,-,-,-,,,,
WPLWOH,47.50,24/06/10,5:1,0.495,0.50,-,-,-,,,,
WPLWOI,51.00,24/06/10,5:1,0.26,0.265,-,-,-,,,,
WPLWMH,48.00,23/09/10,4:1,0.945,0.97,-,-,-,,,,
Equity Put Warrants ,,,,,,,,,,,,
Asciano Grp Last Sale Price $1.85,,,,,,,,,,,,
AIOUMR,2.00,27/05/10,1:1,0.19,0.195,-,-,-,,,,
AMP Ltd Last Sale Price $6.37,,,,,,,,,,,,
AMPWOR,5.75,27/05/10,3:1,0.028,0.033,0.086,-,-,,,,
AMPWOS,6.50,27/05/10,3:1,0.115,0.12,-,-,-,,,,
ANZ Banking Grp Last Sale Price $25.15,,,,,,,,,,,,
ANZVZP,20.00,29/04/10,4:1,0.003,0.04,-,-,-,,,,
ANZWOP,21.00,29/04/10,4:1,-,0.011,0.011,-,-,,,,
ANZWOQ,23.00,29/04/10,4:1,0.005,0.015,0.012,-,-,,,,
ANZWOR,25.00,29/04/10,4:1,0.11,0.115,0.10,-0.5,250,,,,
ANZVMU,26.00,29/04/10,3:1,0.345,0.37,0.35,-,-,,,,
ANZVZQ,24.50,27/05/10,4:1,0.25,0.28,-,-,-,,,,
ANZUMR,25.00,27/05/10,4:1,0.265,0.28,0.30,-,-,,,,
ANZUMS,27.00,27/05/10,4:1,0.60,0.62,-,-,-,,,,
ANZWOS,20.00,24/06/10,4:1,0.029,0.034,-,-,-,,,,
ANZWOT,22.00,24/06/10,4:1,0.073,0.078,0.075,-,-,,,,
ANZWOU,24.00,24/06/10,4:1,0.205,0.21,0.195,-,-,,,,
ANZWMR,26.00,24/06/10,4:1,0.465,0.48,-,-,-,,,,
ANZWMV,28.00,23/09/10,4:1,0.91,0.925,-,-,-,,,,
ASX Ltd Last Sale Price $34.07,,,,,,,,,,,,
ASXVMU,35.00,29/04/10,4:1,0.30,0.34,0.35,-,-,,,,
ASXUMR,37.00,27/05/10,4:1,0.74,0.79,-,-,-,,,,
BHP Billiton Ltd Last Sale Price $43.90,,,,,,,,,,,,
BHPWOS,37.50,29/04/10,4:1,0.004,0.014,0.01,-,-,,,,
BHPVZP,38.00,29/04/10,4:1,0.058,0.072,-,-,-,,,,
BHPVMU,40.00,29/04/10,4:1,0.047,0.053,0.039,-,-,,,,
BHPWOV,40.50,29/04/10,4:1,0.041,0.046,0.034,-,-,,,,
BHPWOP,42.00,29/04/10,4:1,0.11,0.115,0.11,-,-,,,,
BHPWOQ,44.00,29/04/10,4:1,0.30,0.305,0.25,-,-,,,,
BHPVZQ,40.00,27/05/10,4:1,0.155,0.185,-,-,-,,,,
BHPUMR,44.00,27/05/10,4:1,0.42,0.435,0.37,-,-,,,,
BHPUMS,46.00,27/05/10,4:1,0.71,0.73,0.695,7,30,,,,
BHPWOW,31.00,24/06/10,4:1,0.028,0.033,0.11,-,-,,,,
BHPWOX,34.00,24/06/10,4:1,0.056,0.061,-,-,-,,,,
BHPWOY,37.00,24/06/10,4:1,0.095,0.10,0.165,-,-,,,,
BHPWOZ,40.00,24/06/10,4:1,0.215,0.22,0.23,-,-,,,,
BHPVOP,42.00,24/06/10,4:1,0.33,0.335,0.265,-,-,,,,
BHPVOQ,44.00,24/06/10,4:1,0.53,0.535,0.43,-,-,,,,
BHPWMR,45.00,24/06/10,4:1,0.665,0.70,0.655,-,-,,,,
BHPWMV,48.00,23/09/10,4:1,1.445,1.465,1.435,-,130,,,,
BlueScope Steel Last Sale Price $2.90,,,,,,,,,,,,
BSLUMR,3.00,27/05/10,1:1,0.235,0.245,-,-,-,,,,
BSLWOS,2.75,24/06/10,2:1,0.093,0.098,0.12,-,-,,,,
Brambles Ltd Last Sale Price $7.15,,,,,,,,,,,,
BXBWOP,6.50,24/06/10,4:1,0.064,0.069,-,-,-,,,,
C'wlth Bank  of Aust  Last Sale Price $58.14,,,,,,,,,,,,
CBAWOP,45.00,29/04/10,5:1,-,0.011,0.038,-,-,,,,
CBAVZR,50.00,29/04/10,5:1,0.035,0.049,-,-,-,,,,
CBAWOR,52.50,29/04/10,5:1,0.02,0.025,0.076,-,-,,,,
CBAWOQ,56.00,29/04/10,5:1,0.087,0.092,0.10,-,-,,,,
CBAVMU,57.00,29/04/10,5:1,0.145,0.17,0.24,-,-,,,,
CBAVZS,55.00,27/05/10,5:1,0.21,0.24,-,-,-,,,,
CBAUMR,57.00,27/05/10,4:1,0.355,0.385,-,-,-,,,,
CBAUMS,59.00,27/05/10,4:1,0.59,0.63,-,-,-,,,,
CBAWOS,47.50,24/06/10,5:1,0.061,0.066,-,-,-,,,,
CBAWOT,51.00,24/06/10,5:1,0.125,0.13,0.205,-,-,,,,
CBAWOU,54.00,24/06/10,5:1,0.20,0.23,0.195,-3,250,,,,
CBAWMR,58.00,24/06/10,4:1,0.595,0.63,-,-,-,,,,
CBAWMV,60.00,23/09/10,4:1,1.385,1.43,-,-,-,,,,
Computershare Ltd Last Sale Price $12.64,,,,,,,,,,,,
CPUUMR,13.00,27/05/10,1:1,0.65,0.70,-,-,-,,,,
CSL Ltd Last Sale Price $36.00,,,,,,,,,,,,
CSLUMR,37.00,27/05/10,4:1,0.435,0.455,-,-,-,,,,
Incitec Pivot Last Sale Price $3.31,,,,,,,,,,,,
IPLUMR,4.00,27/05/10,1:1,0.73,0.75,-,-,-,,,,
Lihir Gold Ltd Last Sale Price $3.99,,,,,,,,,,,,
LGLUMR,3.50,27/05/10,1:1,0.047,0.051,0.092,-,-,,,,
LGLWOR,3.50,27/05/10,2:1,0.041,0.046,-,-,-,,,,
LGLWOU,3.75,27/05/10,2:1,0.08,0.085,-,-,-,,,,
Macq Grp Ltd Last Sale Price $49.37,,,,,,,,,,,,
MQGVZV,48.00,29/04/10,5:1,0.445,0.475,-,-,-,,,,
MQGWOQ,48.00,29/04/10,6:1,0.135,0.14,0.36,-,-,,,,
MQGVZW,47.00,27/05/10,5:1,0.40,0.43,-,-,-,,,,
MQGWOR,45.00,24/06/10,6:1,0.29,0.295,0.315,-,-,,,,
National Aust Bank Last Sale Price $27.60,,,,,,,,,,,,
NABVZR,25.00,29/04/10,4:1,0.06,0.074,-,-,-,,,,
NABWOP,25.00,29/04/10,4:1,0.022,0.027,0.105,-,-,,,,
NABWOQ,27.50,29/04/10,4:1,0.15,0.155,0.19,-,-,,,,
NABVMU,28.00,29/04/10,4:1,0.19,0.21,-,-,-,,,,
NABWOR,30.00,29/04/10,4:1,0.605,0.61,0.95,-,-,,,,
NABVZP,26.00,27/05/10,4:1,0.11,0.14,0.13,-,-,,,,
NABWOS,24.00,24/06/10,4:1,0.105,0.11,-,-,-,,,,
NABWOT,26.50,24/06/10,4:1,0.28,0.285,0.535,-,-,,,,
NABWOU,29.00,24/06/10,4:1,0.64,0.645,-,-,-,,,,
Newcrest Min Last Sale Price $35.63,,,,,,,,,,,,
NCMVZP,30.00,29/04/10,4:1,0.057,0.071,-,-,-,,,,
NCMVMU,33.00,29/04/10,4:1,0.056,0.07,0.12,-,-,,,,
NCMWOT,29.00,27/05/10,4:1,0.047,0.052,0.15,-,-,,,,
NCMVZQ,30.00,27/05/10,4:1,0.036,0.05,-,-,-,,,,
NCMWOU,32.50,27/05/10,4:1,0.175,0.18,-,-,-,,,,
NCMUMR,35.00,27/05/10,4:1,0.33,0.365,0.365,-,-,,,,
News Corp Last Sale Price $18.85,,,,,,,,,,,,
NWSVMU,19.00,29/04/10,4:1,0.13,0.14,0.39,-,-,,,,
NWSUMR,18.00,27/05/10,4:1,0.095,0.11,-,-,-,,,,
NWSWMR,20.00,24/06/10,4:1,0.38,0.395,-,-,-,,,,
Orica Ltd Last Sale Price $26.49,,,,,,,,,,,,
ORIUMR,27.00,27/05/10,4:1,0.295,0.32,0.33,-,-,,,,
Qantas Airways Last Sale Price $2.87,,,,,,,,,,,,
QANUMR,3.00,27/05/10,1:1,0.21,0.235,-,-,-,,,,
QBE Insurance Grp Last Sale Price $21.12,,,,,,,,,,,,
