Warrants Market - Daily,,,,,,,,,,,,
XAO 4532.5 at 16:45 5/2/2010  Report at 19:05 Friday 5/2/2010. Processed 19:42 Friday 5/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $6.15,,,,,,,,,,,,
AMPWOA,6.00,25/02/10,3:1,0.082,0.087,0.125,-,-,,,,
AMPWOB,6.75,25/02/10,3:1,0.01,0.015,0.019,-,-,,,,
ANZ Banking Grp Last Sale Price $20.90,,,,,,,,,,,,
ANZWZH,22.00,25/02/10,4:1,0.081,0.095,0.475,-,-,,,,
ANZWOK,24.50,25/02/10,4:1,0.006,0.011,0.019,-,-,,,,
ANZWOL,26.50,25/02/10,4:1,0.001,0.01,0.01,-,-,,,,
ANZWOJ,28.50,25/02/10,4:1,0.001,0.01,0.006,-,-,,,,
ANZVMA,22.00,25/03/10,3:1,0.225,0.23,0.225,-13.5,1800,,,,
ANZWZJ,23.00,25/03/10,4:1,0.12,0.15,-,-,-,,,,
ANZVMB,24.00,25/03/10,3:1,0.076,0.081,0.285,-,-,,,,
ANZWZI,24.00,25/03/10,4:1,0.072,0.086,-,-,-,,,,
ANZWOA,23.50,29/04/10,4:1,0.095,0.10,0.10,-3.5,650,,,,
ANZVZA,24.00,29/04/10,4:1,0.23,0.255,-,-,-,,,,
ANZWOB,25.00,29/04/10,4:1,0.041,0.046,0.045,-16,100,,,,
ANZVME,26.00,29/04/10,3:1,0.069,0.072,0.16,-,-,,,,
ANZWOC,26.50,29/04/10,4:1,0.019,0.024,0.094,-,-,,,,
ASX Ltd Last Sale Price $35.03,,,,,,,,,,,,
ASXVMA,33.00,25/03/10,4:1,0.69,0.695,0.785,-,-,,,,
ASXVMB,35.00,25/03/10,4:1,0.39,0.395,-,-,-,,,,
ASXVME,37.00,29/04/10,4:1,0.305,0.31,-,-,-,,,,
BHP Billiton Ltd Last Sale Price $39.55,,,,,,,,,,,,
BHPWOC,37.00,25/02/10,4:1,0.79,0.80,0.995,-,-,,,,
BHPWOD,39.00,25/02/10,4:1,0.415,0.425,0.41,-20,950,,,,
BHPWOE,41.00,25/02/10,4:1,0.165,0.175,0.16,-11.5,3896,,,,
BHPWOF,43.00,25/02/10,4:1,0.047,0.057,0.046,-6.4,699,,,,
BHPVOC,45.00,25/02/10,4:1,0.009,0.019,0.018,-2,300,,,,
BHPWZB,46.00,25/02/10,4:1,0.038,0.052,-,-,-,,,,
BHPVMA,37.00,25/03/10,4:1,0.92,0.925,0.905,-,-,,,,
BHPVMB,39.00,25/03/10,4:1,0.62,0.625,-,-,-,,,,
BHPVZA,42.00,25/03/10,4:1,0.435,0.465,-,-,-,,,,
BHPVZB,44.00,25/03/10,4:1,0.295,0.325,-,-,-,,,,
BHPWOA,36.00,29/04/10,4:1,1.175,1.18,1.58,-,-,,,,
BHPWOB,38.50,29/04/10,4:1,0.77,0.775,0.76,-35,20,,,,
BHPWOG,40.50,29/04/10,4:1,0.505,0.51,0.485,-19,124,,,,
BHPVME,41.00,29/04/10,4:1,0.57,0.575,0.575,-12.5,10,,,,
BHPWOH,43.50,29/04/10,4:1,0.23,0.235,0.23,-10.5,50,,,,
BHPVZC,44.00,29/04/10,4:1,0.59,0.615,-,-,-,,,,
BHPWOI,46.00,29/04/10,4:1,0.125,0.13,0.195,-,-,,,,
BlueScope Steel Last Sale Price $2.56,,,,,,,,,,,,
BSLWOA,3.00,25/03/10,2:1,0.025,0.03,0.027,-2.3,1950,,,,
BSLVMA,3.25,25/03/10,2:1,0.014,-,0.15,-,-,,,,
BSLWOB,3.50,25/03/10,2:1,0.006,0.011,-,-,-,,,,
C'wlth Bank  of Aust  Last Sale Price $52.67,,,,,,,,,,,,
CBAWOJ,54.00,25/02/10,5:1,0.095,0.105,0.086,-2.4,1156,,,,
CBAVZK,55.00,25/02/10,5:1,0.175,0.205,-,-,-,,,,
CBAWOK,57.00,25/02/10,5:1,0.023,0.028,0.03,-,-,,,,
CBAWOL,60.00,25/02/10,5:1,0.01,0.015,0.015,-,-,,,,
CBAVMA,53.00,25/03/10,5:1,0.42,0.425,0.40,-4.5,200,,,,
CBAVZL,53.00,25/03/10,5:1,0.46,0.49,0.585,-,-,,,,
CBAVMB,55.00,25/03/10,5:1,0.275,0.28,0.51,-,-,,,,
