Warrants Market,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4959.2 at 2013-05-29T16:44:06. Report at Wednesday, May 29, 2013. Processed Thursday at 2013-05-30T01:00:11+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Equity Call Warrants,
ANZ Banking Grp Last Sale Price $27.60,
ANZVRF,32.00,30/05/13,4:1,,,.43,,,,
ANZVRH,30.00,27/06/13,4:1,.031,.034,.046,+.4,2000,,
ANZWMA,30.00,27/06/13,4:1,.019,.042,.19,,,,
ANZWOL,30.00,27/06/13,4:1,.048,.053,.10,,,,
ANZVRJ,33.00,27/06/13,4:1,.021,.03,,,,,
ANZWOK,33.00,27/06/13,4:1,.017,.022,,,,,
ANZVRB,31.00,25/07/13,4:1,.03,.033,.051,,,,
ANZWMB,31.00,26/09/13,4:1,.11,.135,.13,-4.5,500,,
,
BHP Billiton Last Sale Price $34.87,
BHPWMA,33.00,30/05/13,4:1,.46,,.075,,,,
BHPVRK,37.00,30/05/13,4:1,.001,,.001,-.3,490,,
BHPVRJ,39.00,30/05/13,4:1,.001,.001,.001,-.7,1100,,
BHPWOA,33.00,27/06/13,4:1,.70,.705,.68,+10.5,9,,
BHPVRM,34.00,27/06/13,4:1,.455,.46,,,,,
BHPWOB,35.00,27/06/13,4:1,.375,.38,.455,,,,
BHPVRN,36.00,27/06/13,4:1,.13,.135,.175,,,,
BHPWOC,37.00,27/06/13,4:1,.16,.165,.084,,,,
BHPVRC,33.00,25/07/13,4:1,.75,.76,,,,,
BHPVRB,35.00,25/07/13,4:1,.445,.45,,,,,
BHPWMB,39.00,26/09/13,4:1,.18,.205,.175,-4.5,300,,
,
C'wlth Bank of Aust Last Sale Price $66.89,
CBAVRF,71.00,30/05/13,4:1,.001,,.072,,,,
CBAVRI,67.00,27/06/13,4:1,.56,.595,.59,-12,225,,
CBAVRH,70.00,27/06/13,4:1,.265,.275,,,,,
CBAWMA,71.00,27/06/13,4:1,.155,.18,.295,,,,
CBAWOL,72.00,27/06/13,5:1,.145,.15,.56,,,,
CBAWOK,75.00,27/06/13,5:1,.06,.065,,,,,
CBAVRB,73.00,25/07/13,4:1,.245,.25,,,,,
CBAWMB,74.00,26/09/13,4:1,.255,.26,.25,-10.5,885,,
,
Fortescue Metals Grp Last Sale Price $3.53,
FMGVRA,5.50,30/05/13,2:1,.001,,.03,,,,
FMGWOL,3.25,27/06/13,3:1,.16,.165,,,,,
FMGWOK,3.75,27/06/13,3:1,.062,.067,.16,,,,
FMGVRD,4.50,27/06/13,2:1,.004,,.033,,,,
FMGVRH,5.00,27/06/13,2:1,.003,.03,,,,,
FMGVRE,4.00,25/07/13,2:1,.062,.062,.051,,,,
,
Iluka Res Last Sale Price $11.25,
ILUVRF,12.00,30/05/13,3:1,.003,,.06,,,,
ILUVRC,9.00,27/06/13,3:1,.79,.785,,,,,
ILUVRG,10.50,27/06/13,3:1,.38,.375,.38,+11,30,,
ILUVRE,11.50,25/07/13,3:1,.28,.275,,,,,
,
Macquarie Grp Last Sale Price $43.67,
MQGVRD,38.00,30/05/13,4:1,1.395,,1.72,,,,
MQGWOL,39.00,27/06/13,4:1,1.32,1.325,,,,,
MQGWOK,41.00,27/06/13,4:1,.935,.94,,,,,
MQGVRF,45.00,27/06/13,4:1,.215,,.22,,,,
,
National Aust Bank Last Sale Price $30.55,
NABVRF,30.00,30/05/13,4:1,.019,,.041,-73.9,150,,
NABWOK,30.00,27/06/13,4:1,.24,.245,.285,-4.5,1950,,
NABVRI,32.00,27/06/13,4:1,.067,.07,.255,,,,
NABVRH,33.00,27/06/13,4:1,.038,.04,.225,,,,
NABWMA,33.00,27/06/13,4:1,.001,.015,.013,-4.5,975,,
NABWOL,34.00,27/06/13,4:1,.025,.03,.065,,,,
NABVRB,34.00,25/07/13,4:1,.066,.068,.155,,,,
NABWMB,33.00,26/09/13,4:1,.13,.155,.14,-4,1075,,
,
Newcrest Min Last Sale Price $14.69,
NCMWMA,23.00,30/05/13,4:1,.001,,.29,,,,
NCMVRA,25.00,30/05/13,4:1,,,.105,,,,
NCMVMC,26.50,30/05/13,4:1,.001,,.15,,,,
NCMVRI,17.00,27/06/13,4:1,.061,.062,.105,,,,
NCMWOL,18.00,27/06/13,4:1,.029,.034,.14,,,,
NCMVRD,19.00,27/06/13,4:1,.004,,.01,,,,
NCMWOK,22.00,27/06/13,4:1,.013,.018,.018,,,,
NCMVRF,18.00,25/07/13,4:1,.075,.075,.077,-1.3,200,,
NCMVRE,20.00,25/07/13,4:1,.028,.03,.033,,,,
NCMWMB,25.00,26/09/13,4:1,.001,.095,.005,,,,
,
QBE Insurance Grp Last Sale Price $15.96,
QBEWOK,13.00,27/06/13,4:1,.78,.785,.71,,,,
QBEWOL,14.00,27/06/13,4:1,.55,.555,.225,,,,
,
Rio Tinto Last Sale Price $54.70,
RIOVRJ,59.00,30/05/13,6:1,,,,,,,
RIOVRA,62.00,30/05/13,6:1,,,.001,,,,
RIOWOK,57.00,27/06/13,6:1,.28,.285,.365,,,,
RIOVRD,60.00,27/06/13,6:1,.056,.08,.037,,,,
RIOWOL,61.00,27/06/13,6:1,.10,.105,.455,,,,
RIOWMA,64.00,27/06/13,4:1,.002,,.002,,,,
RIOVRE,65.00,27/06/13,6:1,.01,.03,.03,,,,
RIOVRF,54.00,25/07/13,6:1,.655,.67,,,,,
RIOVRG,57.00,25/07/13,6:1,.41,.42,.35,+4.5,80,,
RIOWMB,66.00,26/09/13,4:1,.20,,.255,,,,
,
Telstra Corp Last Sale Price $4.91,
TLSWOL,4.75,27/06/13,2:1,.125,.13,.13,-2,100,,
TLSWMA,4.80,27/06/13,2:1,.08,.105,,,,,
TLSWOK,5.25,27/06/13,2:1,.024,.029,,,,,
