Warrants Market - Daily,,,,,,,,,,,,
XAO 4669.1 at 16:36 14/9/2010  Report at 19:05 Tuesday 14/9/2010. Processed 19:11 Tuesday 14/9/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
Asciano Grp Last Sale Price $1.66,,,,,,,,,,,,
AIOWMA,1.80,27/01/11,1:1,0.13,0.135,-,-,-,,,,
AMP Ltd Last Sale Price $5.08,,,,,,,,,,,,
AMPWOB,5.25,23/09/10,3:1,0.022,0.032,-,-,-,,,,
AMPWOA,6.00,23/09/10,3:1,0.005,0.015,0.005,-,-,,,,
AMPWOC,5.75,25/11/10,3:1,0.037,0.042,-,-,-,,,,
AMPWOD,6.25,25/11/10,3:1,0.018,0.023,-,-,-,,,,
ANZ Banking Grp Last Sale Price $24.02,,,,,,,,,,,,
ANZVMB,20.00,23/09/10,4:1,1.005,-,0.935,-,-,,,,
ANZVMC,22.00,23/09/10,4:1,0.515,0.52,0.39,-,-,,,,
ANZWOG,22.50,23/09/10,4:1,0.405,0.41,0.36,-,-,,,,
ANZVMD,24.00,23/09/10,4:1,0.115,0.12,0.096,-,-,,,,
ANZVZF,24.00,23/09/10,4:1,0.084,0.098,0.063,-,-,,,,
ANZWOH,24.50,23/09/10,4:1,0.059,0.069,0.064,-,-,,,,
ANZWMH,26.00,23/09/10,4:1,0.001,-,0.079,-,-,,,,
ANZWOI,26.50,23/09/10,4:1,0.001,0.016,0.17,-,-,,,,
ANZWMI,28.00,23/09/10,4:1,0.001,-,0.001,-,-,,,,
ANZVZG,23.00,28/10/10,4:1,0.375,0.405,-,-,-,,,,
ANZWOJ,22.00,25/11/10,4:1,0.57,0.575,-,-,-,,,,
ANZWOK,23.50,25/11/10,4:1,0.335,0.34,-,-,-,,,,
ANZWOL,25.00,25/11/10,4:1,0.18,0.185,0.195,0.5,200,,,,
ANZWOM,26.50,25/11/10,4:1,0.084,0.089,-,-,-,,,,
ANZVMF,21.00,27/01/11,4:1,0.92,0.925,-,-,-,,,,
ANZVMG,23.00,27/01/11,4:1,0.58,0.585,-,-,-,,,,
ANZVMH,25.00,27/01/11,4:1,0.335,0.34,0.47,-,-,,,,
ANZVMI,26.00,27/01/11,4:1,0.24,0.245,0.175,-,-,,,,
ANZUMA,22.00,24/03/11,4:1,0.84,0.845,-,-,-,,,,
ANZUMB,24.00,24/03/11,4:1,0.555,0.56,0.485,-,-,,,,
ASX Ltd Last Sale Price $30.30,,,,,,,,,,,,
ASXUMB,32.00,23/09/10,4:1,0.006,-,0.086,-,-,,,,
ASXUMC,35.00,23/09/10,4:1,0.001,-,0.086,-,-,,,,
ASXUMD,31.00,24/03/11,4:1,0.535,0.54,-,-,-,,,,
Alumina Ltd Last Sale Price $1.87,,,,,,,,,,,,
AWCWMA,1.80,27/01/11,1:1,0.28,0.285,0.25,-,-,,,,
AWE Ltd Last Sale Price $1.69,,,,,,,,,,,,
AWEWMA,1.75,24/03/11,1:1,0.275,0.28,0.255,-,-,,,,
AXA Asia Pacific Last Sale Price $5.18,,,,,,,,,,,,
AXAWSA,0.00,25/03/20,1:1,-,-,5.47,-,-,,,,
BHP Billiton Ltd Last Sale Price $39.05,,,,,,,,,,,,
BHPUMH,34.00,23/09/10,4:1,1.27,1.32,1.075,-,-,,,,
BHPUMI,38.00,23/09/10,4:1,0.35,0.355,0.35,7.5,160,,,,
BHPVMF,40.00,23/09/10,4:1,0.091,0.094,0.094,0.9,227,,,,
BHPVZH,40.00,23/09/10,4:1,0.025,0.05,0.049,-,-,,,,
BHPUMJ,42.00,23/09/10,4:1,0.01,-,0.02,-,-,,,,
BHPVMG,44.00,23/09/10,4:1,0.001,-,0.065,-,-,,,,
BHPWMH,46.00,23/09/10,4:1,0.001,-,0.091,-,-,,,,
BHPWMI,48.00,23/09/10,4:1,0.001,-,0.06,-,-,,,,
BHPWOA,36.00,28/10/10,4:1,0.97,0.975,0.995,18.5,500,,,,
BHPVZI,38.00,28/10/10,4:1,0.48,0.52,0.47,-,-,,,,
BHPWOB,38.00,28/10/10,4:1,0.605,0.61,0.61,18,355,,,,
BHPWOG,40.00,28/10/10,4:1,0.335,0.34,0.315,-,-,,,,
BHPWOH,42.00,28/10/10,4:1,0.165,0.17,0.115,-,-,,,,
BHPWOI,44.00,28/10/10,4:1,0.07,0.075,0.06,-,-,,,,
BHPWMC,38.00,25/11/10,4:1,0.75,0.755,-,-,-,,,,
BHPVOB,39.00,23/12/10,4:1,0.74,0.745,0.71,-,-,,,,
BHPVOC,42.00,23/12/10,4:1,0.40,0.405,0.29,-,-,,,,
BHPVOF,46.00,23/12/10,4:1,0.145,0.15,-,-,-,,,,
BHPVMI,39.00,27/01/11,4:1,0.865,0.87,0.795,-,-,,,,
BHPVMH,40.00,27/01/11,4:1,0.745,0.75,0.77,-,-,,,,
BHPVMJ,44.00,27/01/11,4:1,0.375,0.38,0.385,6,200,,,,
BHPVMK,46.00,27/01/11,4:1,0.25,0.255,0.25,2.5,230,,,,
BHPWMD,41.00,24/03/11,4:1,0.795,0.80,-,-,-,,,,
BHPWME,43.00,24/03/11,4:1,0.60,0.605,-,-,-,,,,
Boart Longyear Last Sale Price $3.12,,,,,,,,,,,,
BLYWMA,3.00,27/01/11,1:1,0.52,0.525,-,-,-,,,,
BlueScope Steel Last Sale Price $2.52,,,,,,,,,,,,
BSLUMB,2.50,28/10/10,1:1,0.155,0.16,0.105,-,-,,,,
BSLUMC,2.25,27/01/11,1:1,0.425,0.43,-,-,-,,,,
Brambles Ltd Last Sale Price $6.23,,,,,,,,,,,,
BXBVME,5.00,23/09/10,1:1,1.225,-,0.67,-,-,,,,
BXBVMF,6.00,24/03/11,1:1,0.815,0.82,-,-,-,,,,
C'wlth Bank  of Aust  Last Sale Price $53.60,,,,,,,,,,,,
CBAUMG,50.00,23/09/10,4:1,0.93,0.97,0.95,18.5,100,,,,
CBAVZE,52.00,23/09/10,5:1,0.335,0.385,0.29,-,-,,,,
CBAUMH,53.00,23/09/10,4:1,0.335,0.34,0.215,-,-,,,,
CBAWOG,54.00,23/09/10,5:1,0.135,0.14,0.19,1.5,200,,,,
CBAUMI,55.00,23/09/10,4:1,0.11,0.115,0.042,-,-,,,,
CBAWOH,56.50,23/09/10,5:1,0.03,0.04,0.105,-,-,,,,
CBAWMI,57.00,23/09/10,4:1,0.022,-,0.56,-,-,,,,
CBAWMH,58.00,23/09/10,4:1,0.007,-,0.01,-,-,,,,
CBAWOI,59.00,23/09/10,5:1,0.012,0.022,0.012,-,-,,,,
