Warrants Market - Daily,,,,,,,,,,,,
XAO 4900.1 at 16:35 13/1/2010  Report at 19:05 Wednesday 13/1/2010. Processed 19:53 Wednesday 13/1/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $6.39,,,,,,,,,,,,
AMPWOA,6.00,25/02/10,3:1,0.145,0.165,0.16,-0.5,500,,,,
AMPWOB,6.75,25/02/10,3:1,0.042,0.05,0.063,-,-,,,,
ANZ Banking Grp Last Sale Price $22.30,,,,,,,,,,,,
ANZWZG,25.00,28/01/10,4:1,0.01,0.04,0.04,-,-,,,,
ANZWZH,22.00,25/02/10,4:1,0.325,0.355,0.475,-,-,,,,
ANZWOK,24.50,25/02/10,4:1,0.081,0.086,0.085,-,-,,,,
ANZWOL,26.50,25/02/10,4:1,0.023,0.028,0.045,-,-,,,,
ANZWOJ,28.50,25/02/10,4:1,0.008,0.013,0.024,-,-,,,,
ANZVMA,22.00,25/03/10,3:1,0.56,0.625,0.73,-,-,,,,
ANZWZJ,23.00,25/03/10,4:1,0.325,0.355,-,-,-,,,,
ANZVMB,24.00,25/03/10,3:1,0.28,0.325,0.345,-,-,,,,
ANZWZI,24.00,25/03/10,4:1,0.235,0.265,-,-,-,,,,
ANZWOA,23.50,29/04/10,4:1,0.275,0.28,0.265,-,-,,,,
ANZWOB,25.00,29/04/10,4:1,0.15,0.155,0.17,-,-,,,,
ANZVME,26.00,29/04/10,3:1,0.21,0.24,0.21,-1,699,,,,
ANZWOC,26.50,29/04/10,4:1,0.08,0.085,-,-,-,,,,
ASX Ltd Last Sale Price $35.07,,,,,,,,,,,,
ASXVMA,33.00,25/03/10,4:1,0.80,0.835,0.82,-,-,,,,
ASXVMB,35.00,25/03/10,4:1,0.51,0.535,-,-,-,,,,
ASXVME,37.00,29/04/10,4:1,0.42,0.44,-,-,-,,,,
BHP Billiton Ltd Last Sale Price $43.12,,,,,,,,,,,,
BHPWZA,40.00,28/01/10,4:1,0.875,0.905,1.045,-,-,,,,
BHPVZO,44.00,28/01/10,4:1,0.295,0.325,-,-,-,,,,
BHPWOC,37.00,25/02/10,4:1,1.62,1.63,1.61,-33,19,,,,
BHPWOD,39.00,25/02/10,4:1,1.15,1.155,1.14,-16.5,800,,,,
BHPWOE,41.00,25/02/10,4:1,0.775,0.78,0.76,-21,20,,,,
BHPWOF,43.00,25/02/10,4:1,0.48,0.485,0.48,-19,370,,,,
BHPVOC,45.00,25/02/10,4:1,0.25,0.295,0.28,-6.5,1379,,,,
BHPWZB,46.00,25/02/10,4:1,0.39,0.42,-,-,-,,,,
BHPVMA,37.00,25/03/10,4:1,1.73,1.815,1.515,-,-,,,,
BHPVMB,39.00,25/03/10,4:1,1.35,1.43,-,-,-,,,,
BHPVZA,42.00,25/03/10,4:1,1.045,1.075,-,-,-,,,,
BHPVZB,44.00,25/03/10,4:1,0.82,0.85,-,-,-,,,,
BHPWOA,36.00,29/04/10,4:1,1.945,1.95,1.965,-11.5,30,,,,
BHPWOB,38.50,29/04/10,4:1,1.445,1.45,1.54,-,-,,,,
BHPWOG,40.50,29/04/10,4:1,1.10,1.105,1.135,-,-,,,,
BHPVME,41.00,29/04/10,4:1,1.19,1.26,1.195,-10,444,,,,
