Warrants Market - Daily,,,,,,,,,,,,
XAO 4676.1 at 16:47 16/12/2009  Report at 19:05 Wednesday 16/12/2009. Processed 19:25 Wednesday 16/12/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $6.10,,,,,,,,,,,,
AMPWOF,6.25,17/12/09,3:1,0.003,-,0.03,-,-,,,,
AMPWOE,6.75,17/12/09,3:1,0.001,-,0.044,-,-,,,,
AMPWOA,6.00,25/02/10,3:1,0.135,0.14,0.16,-,-,,,,
AMPWOB,6.75,25/02/10,3:1,0.045,0.05,0.048,-0.4,251,,,,
ANZ Banking Grp Last Sale Price $21.50,,,,,,,,,,,,
ANZWOG,17.00,17/12/09,4:1,1.125,-,1.50,-,-,,,,
ANZWOI,21.00,17/12/09,4:1,0.13,0.13,0.13,1,50,,,,
ANZWOH,23.00,17/12/09,4:1,0.001,0.002,0.035,-,-,,,,
ANZWZF,23.00,17/12/09,4:1,0.001,-,-,-,-,,,,
ANZWZE,24.00,17/12/09,4:1,0.001,-,0.41,-,-,,,,
ANZWZG,25.00,28/01/10,4:1,0.041,0.046,0.04,-,-,,,,
ANZWZH,22.00,25/02/10,4:1,0.315,0.325,0.29,-,-,,,,
ANZWOK,24.50,25/02/10,4:1,0.095,0.10,0.095,-,810,,,,
ANZWOL,26.50,25/02/10,4:1,0.035,0.04,0.04,-,-,,,,
ANZWOJ,28.50,25/02/10,4:1,0.017,0.022,0.024,-,-,,,,
ANZVMA,22.00,25/03/10,3:1,0.555,0.56,0.575,-,-,,,,
ANZVMB,24.00,25/03/10,3:1,0.29,0.295,0.345,-,-,,,,
ANZVME,26.00,29/04/10,3:1,0.215,0.22,0.315,-,-,,,,
ASX Ltd Last Sale Price $34.27,,,,,,,,,,,,
ASXVMA,33.00,25/03/10,4:1,0.79,0.795,0.71,-,-,,,,
ASXVMB,35.00,25/03/10,4:1,0.53,0.535,-,-,-,,,,
ASXVME,37.00,29/04/10,4:1,0.435,0.44,-,-,-,,,,
BHP Billiton Ltd Last Sale Price $41.05,,,,,,,,,,,,
BHPWON,35.00,17/12/09,4:1,1.50,-,1.425,-,-,,,,
BHPWOO,37.50,17/12/09,4:1,0.87,-,0.855,-,-,,,,
BHPVOA,40.00,17/12/09,4:1,0.255,-,0.275,-,-,,,,
BHPVZN,42.00,17/12/09,4:1,0.022,-,-,-,-,,,,
BHPVOB,42.50,17/12/09,4:1,-,0.041,0.035,-,-,,,,
BHPVZM,44.00,17/12/09,4:1,0.003,-,-,-,-,,,,
BHPWZA,40.00,28/01/10,4:1,0.735,0.745,0.895,-,-,,,,
BHPVZO,44.00,28/01/10,4:1,0.36,0.37,-,-,-,,,,
BHPWOC,37.00,25/02/10,4:1,1.22,1.225,1.25,-,240,,,,
BHPWOD,39.00,25/02/10,4:1,0.835,0.84,0.81,-,-,,,,
BHPWOE,41.00,25/02/10,4:1,0.57,0.575,0.565,-2.5,460,,,,
BHPWOF,43.00,25/02/10,4:1,0.37,0.375,0.355,-2,200,,,,
BHPVOC,45.00,25/02/10,4:1,0.245,0.25,0.255,-,395,,,,
BHPWZB,46.00,25/02/10,4:1,0.395,0.405,-,-,-,,,,
BHPVMA,37.00,25/03/10,4:1,1.47,1.475,1.49,-,40,,,,
BHPVMB,39.00,25/03/10,4:1,1.145,1.155,-,-,-,,,,
BHPVME,41.00,29/04/10,4:1,1.055,1.065,1.05,-,-,,,,
BlueScope Steel Last Sale Price $2.83,,,,,,,,,,,,
BSLWOE,3.00,17/12/09,2:1,0.001,-,0.001,-,-,,,,
BSLWOF,3.50,17/12/09,2:1,-,-,0.001,-,-,,,,
BSLVMA,3.25,25/03/10,2:1,0.076,0.081,0.088,-,-,,,,
C'wlth Bank  of Aust  Last Sale Price $52.67,,,,,,,,,,,,
CBAVZH,46.00,17/12/09,5:1,1.34,-,1.405,-,-,,,,
CBAWOH,47.50,17/12/09,5:1,1.08,-,1.095,-,-,,,,
CBAWOI,50.00,17/12/09,5:1,0.575,-,0.60,-,-,,,,
CBAVZI,52.00,17/12/09,5:1,0.165,-,0.74,-,-,,,,
CBAWOG,53.00,17/12/09,5:1,0.057,-,0.08,-,-,,,,
CBAVZJ,50.00,28/01/10,5:1,0.90,0.91,-,-,-,,,,
CBAWOL,51.00,25/02/10,5:1,0.715,0.72,0.705,-0.5,1060,,,,
CBAWOJ,54.00,25/02/10,5:1,0.37,0.375,0.36,-1.5,520,,,,
CBAVZK,55.00,25/02/10,5:1,0.585,0.60,-,-,-,,,,
CBAWOK,57.00,25/02/10,5:1,0.215,0.25,0.23,1,100,,,,
CBAVMA,53.00,25/03/10,5:1,0.775,0.78,0.76,-,-,,,,
CBAVMB,55.00,25/03/10,5:1,0.585,0.59,0.775,-,-,,,,
CBAVME,57.00,29/04/10,5:1,0.555,0.56,0.655,-,-,,,,
Computershare Ltd Last Sale Price $10.98,,,,,,,,,,,,
