Warrants Market - Daily,,,,,,,,,,,,
XAO 4686.8 at 16:34 17/2/2010  Report at 19:05 Wednesday 17/2/2010. Processed 19:22 Wednesday 17/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $6.27,,,,,,,,,,,,
AMPWOA,6.00,25/02/10,3:1,0.073,0.078,0.056,-,-,,,,
AMPWOB,6.75,25/02/10,3:1,0.001,0.011,0.019,-,-,,,,
ANZ Banking Grp Last Sale Price $22.07,,,,,,,,,,,,
ANZWZH,22.00,25/02/10,4:1,0.12,0.15,0.475,-,-,,,,
ANZWOK,24.50,25/02/10,4:1,-,0.011,0.003,-,-,,,,
ANZWOL,26.50,25/02/10,4:1,0.001,0.011,0.001,-0.9,700,,,,
ANZWOJ,28.50,25/02/10,4:1,0.001,0.011,0.001,-0.5,2000,,,,
ANZVMA,22.00,25/03/10,3:1,0.35,0.355,0.355,13,200,,,,
ANZWZJ,23.00,25/03/10,4:1,0.18,0.21,-,-,-,,,,
ANZVMB,24.00,25/03/10,3:1,0.12,0.125,0.285,-,-,,,,
ANZWZI,24.00,25/03/10,4:1,0.10,0.13,-,-,-,,,,
ANZWOA,23.50,29/04/10,4:1,0.155,0.16,0.14,4.6,600,,,,
ANZVZA,24.00,29/04/10,4:1,0.305,0.335,0.215,-,-,,,,
ANZWOB,25.00,29/04/10,4:1,0.068,0.073,0.035,-,-,,,,
ANZVME,26.00,29/04/10,3:1,0.105,0.11,0.05,-,-,,,,
ANZWOC,26.50,29/04/10,4:1,0.03,0.035,0.094,-,-,,,,
ASX Ltd Last Sale Price $35.85,,,,,,,,,,,,
ASXVMA,33.00,25/03/10,4:1,0.78,0.785,0.785,-,-,,,,
ASXVMB,35.00,25/03/10,4:1,0.405,0.41,-,-,-,,,,
ASXVME,37.00,29/04/10,4:1,0.305,0.31,-,-,-,,,,
BHP Billiton Ltd Last Sale Price $41.39,,,,,,,,,,,,
BHPWOC,37.00,25/02/10,4:1,1.15,1.125,0.995,-,-,,,,
BHPWOD,39.00,25/02/10,4:1,0.665,0.65,0.515,-,-,,,,
BHPWOE,41.00,25/02/10,4:1,0.245,0.25,0.215,3.5,2030,,,,
BHPWOF,43.00,25/02/10,4:1,0.045,0.05,0.04,-2.5,140,,,,
BHPVOC,45.00,25/02/10,4:1,0.003,0.004,0.003,-0.3,300,,,,
BHPWZB,46.00,25/02/10,4:1,0.017,0.04,-,-,-,,,,
