Warrants Market - Daily,,,,,,,,,,,,
XAO 4942.2 at 16:42 8/1/2010  Report at 19:05 Friday 8/1/2010. Processed 19:32 Friday 8/1/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $6.43,,,,,,,,,,,,
AMPWOA,6.00,25/02/10,3:1,0.16,0.165,0.165,-,-,,,,
AMPWOB,6.75,25/02/10,3:1,0.051,0.056,0.063,-,-,,,,
ANZ Banking Grp Last Sale Price $22.25,,,,,,,,,,,,
ANZWZG,25.00,28/01/10,4:1,0.018,0.04,0.04,-,-,,,,
ANZWZH,22.00,25/02/10,4:1,0.335,0.365,0.475,-,-,,,,
ANZWOK,24.50,25/02/10,4:1,0.10,0.105,0.093,-0.7,1000,,,,
ANZWOL,26.50,25/02/10,4:1,0.031,0.036,0.045,-,-,,,,
ANZWOJ,28.50,25/02/10,4:1,0.015,0.02,0.024,-,-,,,,
ANZVMA,22.00,25/03/10,3:1,0.59,0.595,0.73,-,-,,,,
ANZWZJ,23.00,25/03/10,4:1,0.335,0.365,-,-,-,,,,
ANZVMB,24.00,25/03/10,3:1,0.305,0.31,0.345,-,-,,,,
ANZWZI,24.00,25/03/10,4:1,0.245,0.275,-,-,-,,,,
ANZWOA,23.50,29/04/10,4:1,0.295,0.30,0.265,-,-,,,,
ANZWOB,25.00,29/04/10,4:1,0.17,0.175,0.17,-,-,,,,
ANZVME,26.00,29/04/10,3:1,0.225,0.23,0.23,1,824,,,,
ANZWOC,26.50,29/04/10,4:1,0.089,0.094,-,-,-,,,,
ASX Ltd Last Sale Price $35.31,,,,,,,,,,,,
ASXVMA,33.00,25/03/10,4:1,0.875,0.88,0.82,6.5,100,,,,
ASXVMB,35.00,25/03/10,4:1,0.575,0.58,-,-,-,,,,
ASXVME,37.00,29/04/10,4:1,0.47,0.475,-,-,-,,,,
BHP Billiton Ltd Last Sale Price $43.62,,,,,,,,,,,,
BHPWZA,40.00,28/01/10,4:1,1.02,1.05,1.045,-5,80,,,,
BHPVZO,44.00,28/01/10,4:1,0.415,0.445,-,-,-,,,,
BHPWOC,37.00,25/02/10,4:1,1.675,-,1.79,-,-,,,,
BHPWOD,39.00,25/02/10,4:1,1.225,-,1.255,-,-,,,,
BHPWOE,41.00,25/02/10,4:1,0.855,-,0.855,-,-,,,,
BHPWOF,43.00,25/02/10,4:1,0.565,0.57,0.56,-,-,,,,
BHPVOC,45.00,25/02/10,4:1,0.36,0.37,0.35,-5,500,,,,
BHPWZB,46.00,25/02/10,4:1,0.48,0.51,-,-,-,,,,
BHPVMA,37.00,25/03/10,4:1,1.87,1.875,1.515,-,-,,,,
BHPVMB,39.00,25/03/10,4:1,1.48,1.485,-,-,-,,,,
BHPVZA,42.00,25/03/10,4:1,1.155,1.185,-,-,-,,,,
BHPVZB,44.00,25/03/10,4:1,0.92,0.95,-,-,-,,,,
BHPWOA,36.00,29/04/10,4:1,2.10,2.11,2.08,-,30,,,,
BHPWOB,38.50,29/04/10,4:1,1.595,1.60,1.57,5,60,,,,
