Warrants Market,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4196.6 at 2012-01-05T16:39:53. Report at Thursday, January 5, 2012. Processed Friday at 2012-01-06T01:00:08+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Equity Call Warrants,
ANZ Banking Grp Last Sale Price $20.74,
ANZWOG,18.00,24/01/12,4:1,.725,.73,.78,,,,
ANZWOH,21.00,24/01/12,4:1,.17,.175,.20,,,,
ANZWOI,24.00,24/01/12,4:1,.019,.024,.15,,,,
ANZWMK,25.00,24/01/12,4:1,.001,,.03,,,,
ANZWOJ,27.00,24/01/12,4:1,.015,.02,,,,,
ANZVOA,18.00,23/02/12,4:1,.785,.79,.945,,,,
ANZVRI,18.00,23/02/12,4:1,.75,.77,,,,,
ANZVOB,20.00,23/02/12,4:1,.40,.405,,,,,
ANZVRJ,21.00,23/02/12,4:1,.20,.21,,,,,
ANZVOC,22.00,23/02/12,4:1,.15,.15,.175,,,,
ANZVRK,23.00,23/02/12,4:1,.034,.04,,,,,
ANZVOG,24.00,23/02/12,4:1,.039,.044,,,,,
ANZVRL,25.00,23/02/12,4:1,.002,.04,,,,,
ANZWRA,21.50,29/03/12,4:1,.21,.22,,,,,
ANZWRB,22.50,29/03/12,4:1,.115,.125,,,,,
,
BHP Billiton Last Sale Price $35.82,
BHPVOA,33.00,24/01/12,4:1,.85,.855,.87,,,,
BHPVOB,36.00,24/01/12,4:1,.355,.36,.36,-6.5,500,,
BHPVOC,39.00,24/01/12,4:1,.076,.081,.12,,,,
BHPVOD,42.00,24/01/12,4:1,.017,.022,.072,,,,
BHPWMM,46.00,24/01/12,4:1,.001,.001,.001,,1000,,
BHPVRJ,33.00,23/02/12,4:1,.935,.96,,,,,
BHPVOJ,35.00,23/02/12,4:1,.675,.68,,,,,
BHPVRI,36.00,23/02/12,4:1,.43,.45,.50,,,,
BHPVOK,37.00,23/02/12,4:1,.41,.415,.42,-4,50,,
BHPVOL,39.00,23/02/12,4:1,.21,.215,.25,,,,
BHPVRK,40.00,23/02/12,4:1,.052,.064,.072,,,,
BHPVOM,41.00,23/02/12,4:1,.088,.093,.14,,,,
BHPVOE,43.00,23/02/12,4:1,.035,.04,.045,,,,
BHPVRL,44.00,23/02/12,4:1,.004,.04,,,,,
BHPVON,45.00,23/02/12,4:1,.021,.026,.068,,,,
BHPWRA,36.00,29/03/12,4:1,.51,.525,.42,,,,
BHPWRB,37.50,29/03/12,4:1,.34,.355,.34,,160,,
,
C'wlth Bank of Aust Last Sale Price $49.65,
CBAWOG,42.00,24/01/12,5:1,1.565,1.57,,,,,
CBAWOH,46.00,24/01/12,5:1,.84,.845,1.01,,,,
CBAWOI,50.00,24/01/12,5:1,.285,.29,.33,,,,
CBAWMK,54.00,24/01/12,4:1,.001,,.008,,,,
CBAWOJ,54.00,24/01/12,5:1,.059,.064,,,,,
CBAVRI,44.00,23/02/12,4:1,1.265,1.30,,,,,
CBAVOA,47.00,23/02/12,5:1,.69,.695,.685,,,,
CBAVOB,49.00,23/02/12,5:1,.455,.46,.39,,,,
CBAVRJ,49.00,23/02/12,4:1,.405,.43,,,,,
CBAVOC,51.00,23/02/12,5:1,.28,.285,.28,,,,
CBAVOG,53.00,23/02/12,5:1,.16,.165,,,,,
CBAVRK,53.00,23/02/12,4:1,.077,.083,,,,,
CBAVRL,58.00,23/02/12,4:1,.002,.04,,,,,
CBAWRA,50.50,29/03/12,4:1,.41,.43,.42,,200,,
CBAWRB,52.00,29/03/12,4:1,.265,.285,,,,,
,
Fortescue Metals Grp Last Sale Price $4.51,
FMGWOG,4.50,24/01/12,3:1,.11,.115,.115,,,,
FMGWOH,5.50,24/01/12,3:1,.02,.025,.028,,,,
FMGWMJ,6.25,24/01/12,1:1,.001,,.145,,,,
FMGWOI,6.50,24/01/12,3:1,.016,.021,.048,,,,
FMGVRK,4.50,23/02/12,2:1,.175,.18,.18,,,,
FMGVOA,5.00,23/02/12,3:1,.079,.084,.125,,,,
FMGVRL,5.00,23/02/12,2:1,.071,.072,,,,,
FMGVOB,5.50,23/02/12,3:1,.041,.046,.105,,,,
FMGVRM,5.50,23/02/12,2:1,.026,.04,,,,,
FMGVOE,6.00,23/02/12,3:1,.025,.03,,,,,
FMGVRN,6.00,23/02/12,2:1,.008,.04,,,,,
FMGWRA,4.75,29/03/12,2:1,.16,.165,,,,,
FMGWRB,4.90,29/03/12,2:1,.13,.135,,,,,
,
Macquarie Grp Last Sale Price $24.55,
MQGVOG,20.00,24/01/12,4:1,1.18,1.185,1.085,,,,
MQGVOH,23.00,24/01/12,4:1,.55,.555,.705,,,,
MQGVOI,26.00,24/01/12,4:1,.155,.16,,,,,
MQGVOA,22.00,23/02/12,4:1,.855,.86,,,,,
MQGVRI,22.00,23/02/12,4:1,.795,.82,,,,,
MQGVRJ,24.00,23/02/12,4:1,.435,.45,,,,,
