Warrants Market - Daily,,,,,,,,,,,,
XAO 4889.6 at 16:33 19/1/2010  Report at 19:05 Tuesday 19/1/2010. Processed 19:12 Tuesday 19/1/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $6.50,,,,,,,,,,,,
AMPWOA,6.00,25/02/10,3:1,0.18,0.19,0.185,1,100,,,,
AMPWOB,6.75,25/02/10,3:1,0.05,0.057,0.066,-,-,,,,
ANZ Banking Grp Last Sale Price $23.20,,,,,,,,,,,,
ANZWZG,25.00,28/01/10,4:1,0.014,0.04,0.04,-,-,,,,
ANZWZH,22.00,25/02/10,4:1,0.445,0.475,0.475,-,-,,,,
ANZWOK,24.50,25/02/10,4:1,0.125,0.13,0.10,-,-,,,,
ANZWOL,26.50,25/02/10,4:1,0.033,0.038,0.025,-,-,,,,
ANZWOJ,28.50,25/02/10,4:1,0.008,0.013,0.007,0.1,500,,,,
ANZVMA,22.00,25/03/10,3:1,0.71,0.75,0.73,-,-,,,,
ANZWZJ,23.00,25/03/10,4:1,0.425,0.455,-,-,-,,,,
ANZVMB,24.00,25/03/10,3:1,0.395,0.425,0.345,-,-,,,,
ANZWZI,24.00,25/03/10,4:1,0.305,0.335,-,-,-,,,,
ANZWOA,23.50,29/04/10,4:1,0.365,0.37,0.265,-,-,,,,
ANZWOB,25.00,29/04/10,4:1,0.205,0.21,0.205,3.5,200,,,,
ANZVME,26.00,29/04/10,3:1,0.29,0.315,0.265,-2.5,100,,,,
ANZWOC,26.50,29/04/10,4:1,0.11,0.115,0.094,-,-,,,,
ASX Ltd Last Sale Price $34.44,,,,,,,,,,,,
ASXVMA,33.00,25/03/10,4:1,0.675,0.705,0.69,-1.5,70,,,,
ASXVMB,35.00,25/03/10,4:1,0.405,0.43,-,-,-,,,,
ASXVME,37.00,29/04/10,4:1,0.34,0.36,-,-,-,,,,
BHP Billiton Ltd Last Sale Price $43.31,,,,,,,,,,,,
BHPWZA,40.00,28/01/10,4:1,0.865,0.895,1.045,-,-,,,,
BHPVZO,44.00,28/01/10,4:1,0.225,0.255,-,-,-,,,,
BHPWOC,37.00,25/02/10,4:1,1.69,1.70,1.61,-,-,,,,
BHPWOD,39.00,25/02/10,4:1,1.21,1.215,1.23,-10,15,,,,
BHPWOE,41.00,25/02/10,4:1,0.805,0.815,0.96,-,-,,,,
BHPWOF,43.00,25/02/10,4:1,0.49,0.495,0.50,4.5,350,,,,
BHPVOC,45.00,25/02/10,4:1,0.27,0.275,0.29,2,2015,,,,
