Warrants Market - Daily,,,,,,,,,,,,
XAO 4930.5 at 16:37 7/1/2010  Report at 19:05 Thursday 7/1/2010. Processed 19:57 Thursday 7/1/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $6.49,,,,,,,,,,,,
AMPWOA,6.00,25/02/10,3:1,0.175,0.19,0.165,-,-,,,,
AMPWOB,6.75,25/02/10,3:1,0.056,0.067,0.063,-3.7,60,,,,
ANZ Banking Grp Last Sale Price $22.12,,,,,,,,,,,,
ANZWZG,25.00,28/01/10,4:1,0.017,0.04,0.04,-,-,,,,
ANZWZH,22.00,25/02/10,4:1,0.32,0.35,0.475,-,-,,,,
ANZWOK,24.50,25/02/10,4:1,0.087,0.092,0.10,-2.5,191,,,,
ANZWOL,26.50,25/02/10,4:1,0.032,0.033,0.045,-,-,,,,
ANZWOJ,28.50,25/02/10,4:1,0.014,0.019,0.024,-,-,,,,
ANZVMA,22.00,25/03/10,3:1,0.565,0.57,0.73,-,-,,,,
ANZWZJ,23.00,25/03/10,4:1,0.32,0.35,-,-,-,,,,
ANZVMB,24.00,25/03/10,3:1,0.29,0.295,0.345,-,-,,,,
ANZWZI,24.00,25/03/10,4:1,0.235,0.265,-,-,-,,,,
ANZWOA,23.50,29/04/10,4:1,0.27,0.28,0.265,-,-,,,,
ANZWOB,25.00,29/04/10,4:1,0.15,0.16,0.17,-4,200,,,,
ANZVME,26.00,29/04/10,3:1,0.215,0.25,0.22,-8.5,1198,,,,
ANZWOC,26.50,29/04/10,4:1,0.082,0.087,-,-,-,,,,
ASX Ltd Last Sale Price $34.56,,,,,,,,,,,,
ASXVMA,33.00,25/03/10,4:1,0.74,0.745,0.755,-9,100,,,,
ASXVMB,35.00,25/03/10,4:1,0.47,0.475,-,-,-,,,,
ASXVME,37.00,29/04/10,4:1,0.385,0.39,-,-,-,,,,
BHP Billiton Ltd Last Sale Price $43.77,,,,,,,,,,,,
BHPWZA,40.00,28/01/10,4:1,1.055,1.085,1.095,7.5,80,,,,
BHPVZO,44.00,28/01/10,4:1,0.445,0.475,-,-,-,,,,
BHPWOC,37.00,25/02/10,4:1,1.72,1.79,1.79,16,77,,,,
BHPWOD,39.00,25/02/10,4:1,1.29,-,1.255,-,-,,,,
BHPWOE,41.00,25/02/10,4:1,0.895,-,0.855,-,-,,,,
BHPWOF,43.00,25/02/10,4:1,0.595,0.615,0.56,-,-,,,,
BHPVOC,45.00,25/02/10,4:1,0.40,0.41,0.40,2,1250,,,,
BHPWZB,46.00,25/02/10,4:1,0.505,0.535,-,-,-,,,,
BHPVMA,37.00,25/03/10,4:1,1.91,1.92,1.515,-,-,,,,
BHPVMB,39.00,25/03/10,4:1,1.52,1.53,-,-,-,,,,
BHPVZA,42.00,25/03/10,4:1,1.185,1.215,-,-,-,,,,
BHPVZB,44.00,25/03/10,4:1,0.95,0.98,-,-,-,,,,
BHPWOA,36.00,29/04/10,4:1,2.15,2.18,-,-,-,,,,
BHPWOB,38.50,29/04/10,4:1,1.635,1.66,1.52,-,-,,,,
BHPWOG,40.50,29/04/10,4:1,1.28,1.305,1.135,-,-,,,,
BHPVME,41.00,29/04/10,4:1,1.345,1.355,1.375,1.5,1200,,,,
BHPWOH,43.50,29/04/10,4:1,0.82,0.84,0.74,-,-,,,,
BHPWOI,46.00,29/04/10,4:1,0.56,0.575,0.58,5,60,,,,
BlueScope Steel Last Sale Price $3.23,,,,,,,,,,,,
BSLWOA,3.00,25/03/10,2:1,0.20,0.205,0.13,-,-,,,,
BSLVMA,3.25,25/03/10,2:1,0.15,0.155,0.15,6.2,100,,,,
BSLWOB,3.50,25/03/10,2:1,0.077,0.082,-,-,-,,,,
C'wlth Bank  of Aust  Last Sale Price $55.44,,,,,,,,,,,,
CBAVZJ,50.00,28/01/10,5:1,1.17,1.20,-,-,-,,,,
CBAWOL,51.00,25/02/10,5:1,0.875,0.89,0.72,-,-,,,,
CBAWOJ,54.00,25/02/10,5:1,0.47,0.65,0.56,-,-,,,,
CBAVZK,55.00,25/02/10,5:1,0.68,0.71,-,-,-,,,,
CBAWOK,57.00,25/02/10,5:1,0.25,0.255,0.28,-,-,,,,
CBAVMA,53.00,25/03/10,5:1,0.975,0.98,0.965,3,270,,,,
CBAVZL,53.00,25/03/10,5:1,0.97,1.00,-,-,-,,,,
CBAVMB,55.00,25/03/10,5:1,0.745,0.75,0.71,-,-,,,,
CBAVZM,55.00,25/03/10,5:1,0.77,0.80,-,-,-,,,,
CBAWOA,50.00,29/04/10,5:1,1.33,1.365,1.325,-,-,,,,
CBAWOB,55.00,29/04/10,5:1,0.74,0.765,0.775,3,25,,,,
CBAVME,57.00,29/04/10,5:1,0.70,0.705,0.68,-5,100,,,,
CBAWOC,59.00,29/04/10,5:1,0.415,0.435,0.405,-,-,,,,
Computershare Ltd Last Sale Price $11.30,,,,,,,,,,,,
CPUVMA,11.00,25/03/10,2:1,0.495,0.50,-,-,-,,,,
CSL Ltd Last Sale Price $32.05,,,,,,,,,,,,
CSLWZB,32.00,28/01/10,4:1,0.23,0.26,0.365,-,-,,,,
CSLWZC,32.00,25/03/10,4:1,0.425,0.455,-,-,-,,,,
CSLVMA,33.00,25/03/10,4:1,0.345,0.35,0.45,-,-,,,,
Fortescue Metals Grp Last Sale Price $5.17,,,,,,,,,,,,
FMGVMA,4.50,25/03/10,3:1,0.31,0.315,0.385,18.5,36,,,,
Insurance Aust Grp Last Sale Price $4.06,,,,,,,,,,,,
IAGVMA,4.00,25/03/10,3:1,0.115,0.12,0.10,-,-,,,,
Incitec Pivot Last Sale Price $3.78,,,,,,,,,,,,
IPLVMA,3.00,25/03/10,2:1,0.435,0.44,0.325,-,-,,,,
Lihir Gold Ltd Last Sale Price $3.41,,,,,,,,,,,,
LGLWOD,3.25,25/03/10,2:1,0.205,0.21,0.175,-,-,,,,
