Warrants Market - Daily,,,,,,,,,,,,
XAO 4503.9 at 16:42 18/8/2010  Report at 19:05 Wednesday 18/8/2010. Processed 19:18 Wednesday 18/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $5.32,,,,,,,,,,,,
AMPWOB,5.25,23/09/10,3:1,0.062,0.067,-,-,-,,,,
AMPWOA,6.00,23/09/10,3:1,0.008,0.013,0.03,-,-,,,,
AMPWOC,5.75,25/11/10,3:1,0.057,0.062,-,-,-,,,,
AMPWOD,6.25,25/11/10,3:1,0.029,0.034,-,-,-,,,,
ANZ Banking Grp Last Sale Price $22.54,,,,,,,,,,,,
ANZVZE,24.00,25/08/10,4:1,0.023,0.04,-,-,-,,,,
ANZVMB,20.00,23/09/10,4:1,0.725,0.73,-,-,-,,,,
ANZVMC,22.00,23/09/10,4:1,0.34,0.345,0.455,-,-,,,,
ANZWOG,22.50,23/09/10,4:1,0.215,0.22,0.24,2.5,3027,,,,
ANZVMD,24.00,23/09/10,4:1,0.105,0.11,-,-,-,,,,
ANZVZF,24.00,23/09/10,4:1,0.053,0.062,0.155,-,-,,,,
ANZWOH,24.50,23/09/10,4:1,0.051,0.069,0.066,0.6,1000,,,,
ANZWMH,26.00,23/09/10,4:1,0.019,-,0.079,-,-,,,,
ANZWOI,26.50,23/09/10,4:1,0.015,0.02,0.17,-,-,,,,
ANZWMI,28.00,23/09/10,4:1,0.001,-,0.007,-,-,,,,
ANZWOJ,22.00,25/11/10,4:1,0.375,0.38,-,-,-,,,,
ANZWOK,23.50,25/11/10,4:1,0.21,0.215,-,-,-,,,,
ANZWOL,25.00,25/11/10,4:1,0.11,0.115,-,-,-,,,,
ANZWOM,26.50,25/11/10,4:1,0.053,0.058,-,-,-,,,,
