Warrants Market - Daily,,,,,,,,,,,,
XAO 4507.4 at 16:36 30/7/2010  Report at 19:05 Friday 30/7/2010. Processed 20:34 Friday 30/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $5.30,,,,,,,,,,,,
AMPWOB,5.25,23/09/10,3:1,0.082,0.087,-,-,-,,,,
AMPWOA,6.00,23/09/10,3:1,0.021,0.026,0.03,-,-,,,,
ANZ Banking Grp Last Sale Price $23.05,,,,,,,,,,,,
ANZVZE,24.00,25/08/10,4:1,0.155,0.18,-,-,-,,,,
ANZVMB,20.00,23/09/10,4:1,0.83,0.88,-,-,-,,,,
ANZVMC,22.00,23/09/10,4:1,0.43,0.475,0.415,-,-,,,,
ANZWOG,22.50,23/09/10,4:1,0.39,0.395,0.40,-,-,,,,
ANZVMD,24.00,23/09/10,4:1,0.16,0.19,-,-,-,,,,
ANZVZF,24.00,23/09/10,4:1,0.275,0.30,0.30,-,-,,,,
ANZWOH,24.50,23/09/10,4:1,0.155,0.16,0.155,-2,1800,,,,
ANZWMH,26.00,23/09/10,4:1,0.051,0.064,0.079,-,-,,,,
ANZWOI,26.50,23/09/10,4:1,0.053,0.058,0.17,-,-,,,,
ANZWMI,28.00,23/09/10,4:1,0.008,-,0.095,-,-,,,,
ANZVMF,20.00,27/01/11,4:1,0.995,1.045,-,-,-,,,,
ANZVMG,22.00,27/01/11,4:1,0.66,0.705,-,-,-,,,,
ANZVMH,24.00,27/01/11,4:1,0.405,0.44,0.47,-,-,,,,
ANZVMI,26.00,27/01/11,4:1,0.23,0.255,0.175,-,-,,,,
ASX Ltd Last Sale Price $28.90,,,,,,,,,,,,
ASXUMB,32.00,23/09/10,4:1,0.039,0.048,0.086,-,-,,,,
ASXUMC,35.00,23/09/10,4:1,0.001,-,0.086,-,-,,,,
AXA Asia Pacific Last Sale Price $5.43,,,,,,,,,,,,
AXAWSA,0.00,25/03/20,1:1,-,-,5.47,-,-,,,,
BHP Billiton Ltd Last Sale Price $40.12,,,,,,,,,,,,
BHPVZG,40.00,25/08/10,4:1,0.495,0.52,-,-,-,,,,
BHPWOC,35.00,26/08/10,4:1,1.355,1.36,1.405,-,-,,,,
BHPWOD,37.50,26/08/10,4:1,0.815,0.82,0.815,-,-,,,,
BHPWOE,39.50,26/08/10,4:1,0.44,0.445,0.525,-,-,,,,
BHPWOF,41.00,26/08/10,4:1,0.26,0.265,0.265,-3,250,,,,
BHPWON,43.00,26/08/10,4:1,0.115,0.12,0.125,-2.5,380,,,,
BHPWOO,45.00,26/08/10,4:1,0.047,0.052,0.058,-,-,,,,
BHPVOA,47.50,26/08/10,4:1,0.018,0.023,0.019,-,-,,,,
BHPUMH,34.00,23/09/10,4:1,1.585,1.655,1.69,-,-,,,,
BHPUMI,38.00,23/09/10,4:1,0.795,0.845,0.665,-,-,,,,
BHPVMF,40.00,23/09/10,4:1,0.48,0.525,0.52,-3.5,1000,,,,
BHPVZH,40.00,23/09/10,4:1,0.665,0.69,-,-,-,,,,
BHPUMJ,42.00,23/09/10,4:1,0.285,0.315,0.335,-,-,,,,
BHPVMG,44.00,23/09/10,4:1,0.125,0.145,0.145,-2,300,,,,
BHPWMH,46.00,23/09/10,4:1,0.08,0.095,0.105,-,-,,,,
BHPWMI,48.00,23/09/10,4:1,0.039,0.048,0.06,-,-,,,,
BHPVMH,40.00,27/01/11,4:1,1.01,1.055,0.85,-,-,,,,
BHPVMI,42.00,27/01/11,4:1,0.75,0.79,-,-,-,,,,
BHPVMJ,44.00,27/01/11,4:1,0.58,0.61,0.59,-,-,,,,
BHPVMK,46.00,27/01/11,4:1,0.385,0.41,0.43,-,-,,,,
BlueScope Steel Last Sale Price $2.37,,,,,,,,,,,,
BSLWOF,2.25,26/08/10,2:1,0.105,0.11,0.125,-,-,,,,
