Warrants Market - Daily,,,,,,,,,,,,
XAO 4983.2 at 16:35 7/4/2010  Report at 19:05 Wednesday 7/4/2010. Processed 19:13 Wednesday 7/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
Asciano Grp Last Sale Price $1.87,,,,,,,,,,,,
AIOUMA,2.00,27/05/10,1:1,0.055,0.062,-,-,-,,,,
AMP Ltd Last Sale Price $6.39,,,,,,,,,,,,
AMPWOC,6.25,27/05/10,3:1,0.135,0.14,0.14,-,-,,,,
AMPWOD,6.75,27/05/10,3:1,0.063,0.068,0.069,-,-,,,,
ANZ Banking Grp Last Sale Price $25.51,,,,,,,,,,,,
ANZWOA,23.50,29/04/10,4:1,0.555,0.565,0.565,5.5,400,,,,
ANZVZA,24.00,29/04/10,4:1,0.50,0.53,0.215,-,-,,,,
ANZWOB,25.00,29/04/10,4:1,0.235,0.24,0.215,-,-,,,,
ANZVME,26.00,29/04/10,3:1,0.145,0.17,0.155,1.5,150,,,,
ANZWOC,26.50,29/04/10,4:1,0.046,0.051,0.05,-,-,,,,
ANZUMA,23.00,27/05/10,4:1,0.68,0.715,-,-,-,,,,
ANZUMB,25.00,27/05/10,4:1,0.295,0.325,-,-,-,,,,
ANZUMC,27.00,27/05/10,4:1,0.082,0.093,-,-,-,,,,
ANZVZB,27.50,27/05/10,4:1,0.09,0.12,-,-,-,,,,
ANZWOF,19.00,24/06/10,4:1,-,-,1.11,-,-,,,,
ANZWOD,23.00,24/06/10,4:1,0.69,0.695,0.675,-,-,,,,
ANZWMA,24.00,24/06/10,4:1,0.515,0.545,-,-,-,,,,
ANZWOE,24.50,24/06/10,4:1,0.43,0.435,0.40,-,-,,,,
ANZWMB,26.00,24/06/10,4:1,0.23,0.25,-,-,-,,,,
ANZWMH,26.00,23/09/10,4:1,0.415,0.44,0.415,-,-,,,,
ANZWMI,28.00,23/09/10,4:1,0.235,0.255,-,-,-,,,,
ASX Ltd Last Sale Price $34.04,,,,,,,,,,,,
ASXVME,35.00,29/04/10,4:1,0.105,0.12,-,-,-,,,,
ASXUMA,37.00,27/05/10,4:1,0.076,0.083,-,-,-,,,,
BHP Billiton Ltd Last Sale Price $44.57,,,,,,,,,,,,
BHPWOA,36.00,29/04/10,4:1,-,-,1.295,-,-,,,,
BHPWOB,38.50,29/04/10,4:1,-,-,1.235,-,-,,,,
BHPWOG,40.50,29/04/10,4:1,1.075,1.105,0.86,-,-,,,,
BHPVME,41.00,29/04/10,4:1,0.965,1.055,0.99,-,-,,,,
BHPWOH,43.50,29/04/10,4:1,0.44,0.60,0.49,-,-,,,,
BHPVZC,46.00,29/04/10,4:1,0.395,0.425,-,-,-,,,,
BHPWOI,46.00,29/04/10,4:1,0.14,0.14,0.125,-2.5,3825,,,,
BHPUMA,42.00,27/05/10,4:1,0.89,0.96,-,-,-,,,,
BHPUMB,44.00,27/05/10,4:1,0.545,0.61,-,-,-,,,,
BHPVZD,45.00,27/05/10,4:1,0.545,0.575,-,-,-,,,,
BHPUMC,46.00,27/05/10,4:1,0.315,0.355,-,-,-,,,,
BHPWOJ,37.50,24/06/10,4:1,-,-,1.76,-,-,,,,
BHPWOK,39.00,24/06/10,4:1,1.645,1.675,-,-,-,,,,
BHPWOL,41.00,24/06/10,4:1,1.225,1.255,1.215,-,-,,,,
BHPWMA,43.00,24/06/10,4:1,0.875,0.94,-,-,-,,,,
BHPWOM,43.00,24/06/10,4:1,0.83,0.855,0.70,-,-,,,,
BHPVOD,45.00,24/06/10,4:1,0.565,0.595,0.56,-4.5,200,,,,
BHPWMB,45.00,24/06/10,4:1,0.59,0.64,-,-,-,,,,
BHPVOE,47.00,24/06/10,4:1,0.355,0.37,0.38,-,-,,,,
BHPWMH,46.00,23/09/10,4:1,0.83,0.885,0.74,-,-,,,,
BHPWMI,48.00,23/09/10,4:1,0.625,0.67,0.505,-,-,,,,
BlueScope Steel Last Sale Price $2.99,,,,,,,,,,,,
BSLUMA,3.00,27/05/10,1:1,0.195,0.205,-,-,-,,,,
BSLWOD,2.50,24/06/10,2:1,0.305,0.31,0.265,-,-,,,,
BSLWOC,3.00,24/06/10,2:1,0.14,0.145,-,-,-,,,,
Brambles Ltd Last Sale Price $7.18,,,,,,,,,,,,
BXBWOA,7.00,24/06/10,4:1,0.165,0.17,0.205,-,-,,,,
