Warrants Market - Daily,,,,,,,,,,,,
XAO 4572.1 at 16:35 16/6/2010  Report at 19:05 Wednesday 16/6/2010. Processed 19:14 Wednesday 16/6/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $5.64,,,,,,,,,,,,
AMPWOA,6.00,23/09/10,3:1,0.082,0.087,0.082,-,-,,,,
AMPWOB,6.50,23/09/10,3:1,0.041,0.046,-,-,-,,,,
ANZ Banking Grp Last Sale Price $23.18,,,,,,,,,,,,
ANZUMD,20.00,24/06/10,4:1,0.79,-,0.69,-,-,,,,
ANZUMF,20.00,24/06/10,4:1,0.79,-,0.495,-,-,,,,
ANZUME,22.00,24/06/10,4:1,0.335,-,0.19,-,-,,,,
ANZUMG,22.00,24/06/10,4:1,0.33,-,-,-,-,,,,
ANZWOD,23.00,24/06/10,4:1,0.135,0.14,0.135,-,-,,,,
ANZUMH,24.00,24/06/10,4:1,0.059,-,-,-,-,,,,
ANZVZC,24.00,24/06/10,4:1,0.065,0.07,-,-,-,,,,
ANZWMA,24.00,24/06/10,4:1,0.063,-,0.083,-,-,,,,
ANZWOE,24.50,24/06/10,4:1,0.008,0.013,0.017,-,-,,,,
ANZWMB,26.00,24/06/10,4:1,0.001,-,0.08,-,-,,,,
ANZWOF,26.00,24/06/10,4:1,0.001,0.011,0.064,-,-,,,,
ANZWOG,22.50,23/09/10,4:1,0.575,0.58,0.505,-,-,,,,
ANZWOH,24.50,23/09/10,4:1,0.325,0.33,0.355,2.5,60,,,,
ANZWMH,26.00,23/09/10,4:1,0.205,0.215,0.20,-,-,,,,
ANZWOI,26.50,23/09/10,4:1,0.165,0.17,0.17,-,-,,,,
ANZWMI,28.00,23/09/10,4:1,0.10,0.11,0.095,-,-,,,,
ASX Ltd Last Sale Price $31.00,,,,,,,,,,,,
ASXUMB,32.00,23/09/10,4:1,0.31,0.33,-,-,-,,,,
ASXUMC,35.00,23/09/10,4:1,0.095,0.105,0.086,-,-,,,,
AXA Asia Pacific Last Sale Price $5.74,,,,,,,,,,,,
AXAWSA,0.00,25/03/20,1:1,5.70,-,-,-,-,,,,
BHP Billiton Ltd Last Sale Price $39.23,,,,,,,,,,,,
BHPUMD,32.00,24/06/10,4:1,1.815,-,1.56,-,-,,,,
BHPUME,36.00,24/06/10,4:1,0.83,-,0.73,-,-,,,,
BHPWOJ,38.00,24/06/10,4:1,0.38,0.42,0.37,10.5,653,,,,
BHPWOK,39.00,24/06/10,4:1,0.21,0.245,0.215,7.5,1125,,,,
BHPUMF,40.00,24/06/10,4:1,0.14,-,0.14,-,-,,,,
BHPVZE,40.00,24/06/10,4:1,0.165,0.19,0.13,-,-,,,,
BHPWOL,41.00,24/06/10,4:1,0.041,0.061,0.035,0.3,300,,,,
BHPWMA,43.00,24/06/10,4:1,0.004,0.013,0.04,-,-,,,,
BHPWOM,43.00,24/06/10,4:1,0.001,0.02,0.003,-,-,,,,
BHPVOD,45.00,24/06/10,4:1,-,-,0.001,-,-,,,,
BHPWMB,45.00,24/06/10,4:1,0.001,-,0.048,-,-,,,,
BHPVOE,47.00,24/06/10,4:1,-,-,0.001,-,-,,,,
BHPUMG,48.00,24/06/10,4:1,0.001,-,-,-,-,,,,
BHPWOC,35.00,26/08/10,4:1,1.415,1.42,1.175,-,-,,,,
BHPWOD,37.50,26/08/10,4:1,0.97,0.975,0.70,-,-,,,,
BHPWOE,39.50,26/08/10,4:1,0.65,0.655,0.615,7,250,,,,
BHPWOF,41.00,26/08/10,4:1,0.485,0.49,0.29,-,-,,,,
BHPWON,43.00,26/08/10,4:1,0.29,0.295,0.21,-,-,,,,
BHPWOO,45.00,26/08/10,4:1,0.18,0.185,0.17,2.5,80,,,,
BHPVOA,47.50,26/08/10,4:1,0.095,0.10,0.068,-,-,,,,
BHPUMH,34.00,23/09/10,4:1,1.675,1.715,1.665,18.5,16,,,,
BHPUMI,38.00,23/09/10,4:1,1.02,1.05,1.015,32.5,45,,,,
BHPUMJ,42.00,23/09/10,4:1,0.50,0.525,0.33,-,-,,,,
BHPWMH,46.00,23/09/10,4:1,0.195,0.19,0.185,-2.5,100,,,,
BHPWMI,48.00,23/09/10,4:1,0.135,0.15,0.135,2,8650,,,,
BlueScope Steel Last Sale Price $2.35,,,,,,,,,,,,
BSLWOD,2.50,24/06/10,2:1,0.026,0.031,0.285,-,-,,,,
BSLWOC,3.00,24/06/10,2:1,-,0.011,-,-,-,,,,
BSLWOE,2.65,26/08/10,2:1,0.06,0.065,-,-,-,,,,
BSLWOF,2.90,26/08/10,2:1,0.035,0.04,-,-,-,,,,
BSLUMB,2.50,28/10/10,1:1,0.22,0.225,-,-,-,,,,
Brambles Ltd Last Sale Price $6.35,,,,,,,,,,,,
BXBWOA,7.00,24/06/10,4:1,0.001,0.011,0.011,-,-,,,,
BXBWOB,7.75,24/06/10,4:1,-,0.011,-,-,-,,,,
BXBWOC,7.25,26/08/10,3:1,0.062,0.067,-,-,-,,,,
BXBWOD,7.75,26/08/10,3:1,0.033,0.038,-,-,-,,,,
C'wlth Bank  of Aust  Last Sale Price $52.98,,,,,,,,,,,,
CBAUMD,50.00,24/06/10,4:1,0.83,-,0.70,-,-,,,,
CBAUME,53.00,24/06/10,4:1,0.275,-,0.125,-,-,,,,
CBAWOD,55.00,24/06/10,5:1,0.049,0.059,0.055,1.1,170,,,,
CBAVZB,56.00,24/06/10,5:1,0.061,0.066,0.095,-,-,,,,
CBAWMA,56.00,24/06/10,4:1,0.048,-,0.13,-,-,,,,
CBAWOE,57.50,24/06/10,5:1,0.005,0.015,0.046,-,-,,,,
CBAWMB,58.00,24/06/10,4:1,0.013,-,0.031,-,-,,,,
CBAUMF,60.00,24/06/10,4:1,0.002,-,-,-,-,,,,
CBAWOF,60.00,24/06/10,5:1,-,0.005,0.032,-,-,,,,
CBAUMG,50.00,23/09/10,4:1,1.415,1.44,1.12,-,-,,,,
CBAUMH,53.00,23/09/10,4:1,1.005,1.03,1.00,8.5,160,,,,
CBAWOG,54.00,23/09/10,5:1,0.555,0.56,0.505,-,-,,,,
CBAUMI,55.00,23/09/10,4:1,0.775,0.795,-,-,-,,,,
CBAWOH,56.50,23/09/10,5:1,0.375,0.38,0.355,-,-,,,,
CBAWMI,57.00,23/09/10,4:1,0.595,0.61,0.56,-,-,,,,
CBAWMH,58.00,23/09/10,4:1,0.395,0.44,0.38,-,-,,,,
CBAWOI,59.00,23/09/10,5:1,0.235,0.24,0.245,9.5,46,,,,
Computershare Ltd Last Sale Price $11.54,,,,,,,,,,,,
CPUUMB,11.50,23/09/10,1:1,0.945,0.985,-,-,-,,,,
CSL Ltd Last Sale Price $33.33,,,,,,,,,,,,
CSLUMB,34.00,23/09/10,4:1,0.48,0.515,0.535,-,21,,,,
CSLUMC,37.00,23/09/10,4:1,0.19,0.215,-,-,-,,,,
Fortescue Metals Grp Last Sale Price $4.27,,,,,,,,,,,,
FMGUMB,4.50,23/09/10,1:1,0.46,0.48,0.405,-,-,,,,
Incitec Pivot Last Sale Price $3.03,,,,,,,,,,,,
IPLUMC,3.00,23/09/10,1:1,0.28,0.30,0.315,9,140,,,,
Macq Grp Ltd Last Sale Price $45.55,,,,,,,,,,,,
MQGVZL,48.00,24/06/10,5:1,0.093,0.10,0.15,-,-,,,,
MQGWOE,49.00,24/06/10,6:1,0.054,0.064,0.16,-,-,,,,
MQGWOD,52.50,24/06/10,6:1,0.001,0.06,0.088,-,-,,,,
MQGWOB,50.00,23/09/10,6:1,0.41,0.415,0.425,2,160,,,,
MQGWOC,57.50,23/09/10,6:1,0.13,0.135,0.10,-,-,,,,
National Aust Bank Last Sale Price $25.11,,,,,,,,,,,,
NABWOF,26.50,24/06/10,4:1,0.045,0.05,0.005,-,-,,,,
NABVZC,27.00,24/06/10,4:1,0.018,0.04,-,-,-,,,,
NABWOD,28.00,24/06/10,4:1,-,0.011,0.02,-,-,,,,
NABWOE,30.00,24/06/10,4:1,0.001,-,0.001,-,-,,,,
NABWOG,26.00,23/09/10,4:1,0.37,0.375,0.35,-,-,,,,
NABWOH,28.00,23/09/10,4:1,0.195,0.20,0.17,-,-,,,,
NABWOI,30.50,23/09/10,4:1,0.076,0.081,-,-,-,,,,
NABWSA,0.00,25/03/20,1:1,24.50,-,-,-,-,,,,
Newcrest Min Last Sale Price $34.16,,,,,,,,,,,,
NCMVZF,34.00,24/06/10,4:1,0.235,0.26,0.16,-,-,,,,
NCMWOA,34.00,26/08/10,4:1,0.655,0.66,0.61,-,-,,,,
NCMWOB,36.50,26/08/10,4:1,0.405,0.41,0.415,4,300,,,,
NCMWOH,40.00,26/08/10,4:1,0.19,0.195,-,-,-,,,,
News Corp Last Sale Price $18.66,,,,,,,,,,,,
NWSUMB,18.00,24/06/10,4:1,0.19,-,-,-,-,,,,
NWSWMA,20.00,24/06/10,4:1,0.009,-,0.047,-,-,,,,
NWSUMC,18.00,23/09/10,4:1,0.46,0.515,-,-,-,,,,
NWSUMD,20.00,23/09/10,4:1,0.23,0.27,-,-,-,,,,
Orica Ltd Last Sale Price $26.87,,,,,,,,,,,,
ORIUMB,27.00,23/09/10,4:1,0.41,0.445,0.42,10,153,,,,
Oil Search Ltd Last Sale Price $5.96,,,,,,,,,,,,
OSHUMB,5.75,23/09/10,1:1,0.585,0.60,-,-,-,,,,
