Warrants Market - Daily,,,,,,,,,,,,
XAO 4949.5 at 16:36 20/4/2010  Report at 19:05 Tuesday 20/4/2010. Processed 19:23 Tuesday 20/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
Asciano Grp Last Sale Price $1.79,,,,,,,,,,,,
AIOUMA,2.00,27/05/10,1:1,0.025,-,-,-,-,,,,
AMP Ltd Last Sale Price $6.29,,,,,,,,,,,,
AMPWOC,6.25,27/05/10,3:1,0.086,0.091,0.135,-,-,,,,
AMPWOD,6.75,27/05/10,3:1,0.037,0.042,0.069,-,-,,,,
ANZ Banking Grp Last Sale Price $25.13,,,,,,,,,,,,
ANZWOA,23.50,29/04/10,4:1,0.42,0.425,0.575,-,-,,,,
ANZVZA,24.00,29/04/10,4:1,0.345,0.375,0.215,-,-,,,,
ANZWOB,25.00,29/04/10,4:1,0.105,0.11,0.115,1,1663,,,,
ANZVME,26.00,29/04/10,3:1,0.04,0.054,0.155,-,-,,,,
ANZWOC,26.50,29/04/10,4:1,0.003,0.013,0.014,-,-,,,,
ANZUMA,23.00,27/05/10,4:1,0.545,0.575,-,-,-,,,,
ANZUMB,25.00,27/05/10,4:1,0.18,0.20,0.36,-,-,,,,
ANZUMC,27.00,27/05/10,4:1,0.03,0.037,0.059,-,-,,,,
ANZVZB,27.50,27/05/10,4:1,0.048,0.062,-,-,-,,,,
ANZWOD,23.00,24/06/10,4:1,0.565,0.57,0.575,-9.5,30,,,,
ANZWMA,24.00,24/06/10,4:1,0.39,0.415,-,-,-,,,,
ANZWOE,24.50,24/06/10,4:1,0.315,0.32,0.33,-9,270,,,,
ANZWMB,26.00,24/06/10,4:1,0.145,0.155,0.15,-,-,,,,
ANZWOF,26.00,24/06/10,4:1,0.14,0.145,1.11,-,-,,,,
ANZWMH,26.00,23/09/10,4:1,0.325,0.345,0.415,-,-,,,,
ANZWMI,28.00,23/09/10,4:1,0.175,0.185,0.28,-,-,,,,
ASX Ltd Last Sale Price $33.40,,,,,,,,,,,,
ASXVME,35.00,29/04/10,4:1,0.013,-,-,-,-,,,,
ASXUMA,37.00,27/05/10,4:1,0.025,0.03,-,-,-,,,,
BHP Billiton Ltd Last Sale Price $42.80,,,,,,,,,,,,
BHPWOG,40.50,29/04/10,4:1,0.65,0.67,0.645,-,-,,,,
BHPVME,41.00,29/04/10,4:1,0.50,-,0.53,-,-,,,,
BHPWOA,42.50,29/04/10,4:1,0.265,0.275,1.295,-,-,,,,
BHPWOH,43.50,29/04/10,4:1,0.12,0.125,0.12,-,7000,,,,
BHPWOB,44.50,29/04/10,4:1,0.05,0.055,1.235,-,-,,,,
BHPVZC,46.00,29/04/10,4:1,0.085,0.10,-,-,-,,,,
BHPWOI,46.00,29/04/10,4:1,0.005,0.01,0.059,-,-,,,,
BHPUMA,42.00,27/05/10,4:1,0.525,0.555,0.505,-15.5,40,,,,
BHPUMB,44.00,27/05/10,4:1,0.265,0.285,0.28,-,1400,,,,
BHPVZD,45.00,27/05/10,4:1,0.265,0.295,-,-,-,,,,
BHPUMC,46.00,27/05/10,4:1,0.115,0.135,0.13,0.5,2480,,,,
BHPWOK,39.00,24/06/10,4:1,1.26,1.265,1.22,-3.5,100,,,,
BHPWOL,41.00,24/06/10,4:1,0.87,0.875,1.215,-,-,,,,
BHPWMA,43.00,24/06/10,4:1,0.55,0.585,-,-,-,,,,
BHPWOM,43.00,24/06/10,4:1,0.525,0.53,0.70,-,-,,,,
BHPVOD,45.00,24/06/10,4:1,0.325,0.33,0.56,-,-,,,,
BHPWMB,45.00,24/06/10,4:1,0.33,0.355,0.35,-,100,,,,
BHPVOE,47.00,24/06/10,4:1,0.17,0.175,0.175,-,200,,,,
BHPWOJ,48.50,24/06/10,4:1,0.11,0.115,0.20,-,-,,,,
BHPWMH,46.00,23/09/10,4:1,0.57,0.60,0.59,-21.5,150,,,,
BHPWMI,48.00,23/09/10,4:1,0.405,0.43,0.505,-,-,,,,
BlueScope Steel Last Sale Price $2.81,,,,,,,,,,,,
BSLUMA,3.00,27/05/10,1:1,0.091,0.094,-,-,-,,,,
BSLWOD,2.50,24/06/10,2:1,0.22,0.225,0.285,-,-,,,,
BSLWOC,3.00,24/06/10,2:1,0.08,0.085,-,-,-,,,,
Brambles Ltd Last Sale Price $7.26,,,,,,,,,,,,
BXBWOA,7.00,24/06/10,4:1,0.16,0.165,0.205,-,-,,,,
BXBWOB,7.75,24/06/10,4:1,0.066,0.071,-,-,-,,,,
C'wlth Bank  of Aust  Last Sale Price $59.27,,,,,,,,,,,,
CBAWOB,55.00,29/04/10,5:1,0.90,0.93,0.80,-,-,,,,
CBAVME,57.00,29/04/10,5:1,0.48,0.54,0.465,-,-,,,,
CBAWOA,57.00,29/04/10,5:1,0.52,0.54,0.54,7.5,200,,,,
