Warrants Market,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5415.1 at 2014-06-24T17:13:36. Report at Tuesday, June 24, 2014. Processed Wednesday at 2014-06-25T01:00:11+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Equity Call Warrants,
ANZ Banking Grp Last Sale Price $33.62,
ANZVRE,32.00,26/06/14,4:1,,,.565,,,,
ANZVRF,34.00,24/07/14,4:1,.285,,,,,,
ANZWOE,34.00,25/09/14,4:1,.425,.43,.425,-6.5,2000,,
ANZWOF,36.00,25/09/14,4:1,.22,.225,.29,,,,
,
BHP Billiton Last Sale Price $36.46,
BHPVRE,40.00,26/06/14,4:1,.001,,.002,,,,
BHPVRF,40.00,24/07/14,4:1,.11,,,,,,
BHPWOA,37.00,25/09/14,4:1,.47,.475,.84,,,,
BHPWOB,39.00,25/09/14,4:1,.285,.29,.22,,,,
BHPWOC,41.00,25/09/14,4:1,.16,.165,.195,,,,
,
C'wlth Bank of Aust Last Sale Price $81.58,
CBAVRE,80.00,26/06/14,4:1,,,.84,,,,
CBAVRF,80.00,24/07/14,4:1,.97,,,,,,
CBAWOE,77.00,25/09/14,5:1,1.175,1.18,1.06,,,,
CBAWOF,80.00,25/09/14,5:1,.85,.855,,,,,
,
Fortescue Metals Grp Last Sale Price $4.36,
FMGVRA,6.00,26/06/14,2:1,.001,,.001,,,,
FMGVRF,6.00,24/07/14,2:1,.009,,,,,,
FMGWOE,5.25,25/09/14,3:1,.072,.077,.069,,,,
FMGWOF,5.75,25/09/14,3:1,.043,.048,.07,,,,
,
Fox Inc Nasdaq ClassB,
FX1WMA,0.01,17/06/16,1:1,35.56,35.57,35.535,-12,123,,
FX1WUA,0.01,10/03/22,1:1,35.56,35.57,35.535,-12,478,,
,
Fox Inc Nasdaq ClassA,
FX2WUA,0.01,10/03/22,1:1,36.42,36.43,,,,,
,
Macquarie Grp Last Sale Price $60.20,
