Warrants Market,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5043.8 at 2013-03-14T16:42:36. Report at Thursday, March 14, 2013. Processed Friday at 2013-03-15T01:00:07+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Equity Call Warrants,
ANZ Banking Grp Last Sale Price $28.18,
ANZVRI,24.00,27/03/13,4:1,1.06,1.06,,,,,
ANZVRK,27.00,27/03/13,4:1,.36,.36,,,,,
ANZVMC,28.50,27/03/13,4:1,.115,.14,.245,,,,
ANZVRE,26.00,23/04/13,4:1,.64,.64,,,,,
ANZWOJ,27.00,23/04/13,4:1,.45,.455,.60,,,,
ANZWOI,29.00,23/04/13,4:1,.17,.175,.26,,,,
ANZVRF,29.00,30/05/13,4:1,.17,.175,.285,,,,
,
BHP Billiton Last Sale Price $35.09,
BHPVMC,34.50,27/03/13,4:1,.28,.315,.47,,,,
BHPVRF,37.00,27/03/13,4:1,.039,.039,.505,,,,
BHPVRG,40.00,27/03/13,4:1,.001,.051,.051,,,,
BHPVRI,36.00,23/04/13,4:1,.20,.20,.335,,,,
BHPVRH,38.00,23/04/13,4:1,.075,.075,,,,,
BHPWON,38.00,23/04/13,4:1,.15,.155,.32,,,,
BHPWOO,40.00,23/04/13,4:1,.043,.048,.08,,,,
BHPWOM,42.00,23/04/13,4:1,.022,.027,,,,,
BHPVRJ,39.00,30/05/13,4:1,.105,.11,.11,-5,210,,
BHPVRK,41.00,30/05/13,4:1,.047,.047,,,,,
,
Brambles Last Sale Price $8.41,
BXBVMB,8.22,27/03/13,2:1,.145,.17,,,,,
,
C'wlth Bank of Aust Last Sale Price $68.88,
CBAWCA,58.00,27/03/13,4:1,2.75,2.77,,,,,
CBAWCB,60.00,27/03/13,4:1,2.25,2.27,1.035,,,,
CBAWCC,62.00,27/03/13,4:1,1.75,1.765,,,,,
CBAWRC,63.00,27/03/13,4:1,1.525,1.51,,,,,
CBAVMC,64.50,27/03/13,4:1,1.13,1.16,.49,,,,
CBAWRD,65.00,27/03/13,4:1,1.005,,1.15,,,,
CBAVRE,64.00,23/04/13,4:1,1.42,1.41,.955,,,,
CBAWOJ,65.00,23/04/13,5:1,.965,.97,1.09,,,,
CBAWOI,68.00,23/04/13,5:1,.56,.565,.575,-6.5,40,,
CBAVRF,67.00,30/05/13,4:1,1.095,1.09,,,,,
,
Fortescue Metals Grp Last Sale Price $3.97,
FMGVMB,4.40,27/03/13,2:1,.002,.03,.255,,,,
FMGWRD,4.50,27/03/13,2:1,.01,.03,.042,,,,
FMGWRC,5.00,27/03/13,2:1,.001,.03,.03,,,,
FMGWOJ,5.00,23/04/13,3:1,.029,.034,.165,,,,
FMGWOI,5.50,23/04/13,3:1,.019,.024,,,,,
FMGVRG,6.00,23/04/13,2:1,.002,.03,,,,,
FMGVRA,5.50,30/05/13,2:1,.03,.03,,,,,
,
Iluka Res Last Sale Price $9.51,
ILUWRF,9.50,27/03/13,3:1,.13,.135,,,,,
ILUWRG,10.00,27/03/13,3:1,.068,.069,.11,,,,
ILUVRD,11.00,23/04/13,3:1,.024,,.065,,,,
ILUVRF,12.00,30/05/13,3:1,.06,.062,.06,-4,40,,
,
Macquarie Grp Last Sale Price $37.43,
MQGWRC,34.00,27/03/13,4:1,.905,.895,.655,,,,
MQGWRD,36.00,27/03/13,4:1,.485,.48,,,,,
MQGVRC,38.00,23/04/13,4:1,.35,.35,.50,,,,
MQGWOI,38.00,23/04/13,4:1,.345,.35,.645,,,,
MQGWOJ,40.00,23/04/13,4:1,.155,.16,.335,,,,
MQGVRD,40.00,30/05/13,4:1,.245,.245,,,,,
,
National Aust Bank Last Sale Price $30.69,
NABWRC,26.00,27/03/13,4:1,1.195,1.19,,,,,
NABWRD,27.00,27/03/13,4:1,.945,.94,,,,,
NABVMC,29.50,27/03/13,4:1,.33,.36,.41,,,,
NABWOJ,27.00,23/04/13,4:1,.985,.99,1.025,,,,
NABVRE,28.00,23/04/13,4:1,.76,.755,.61,,,,
NABWOI,30.00,23/04/13,4:1,.365,.37,.41,,,,
NABVRF,30.00,30/05/13,4:1,.345,.345,.385,,,,
,
Newcrest Min Last Sale Price $21.85,
NCMWRD,22.00,27/03/13,4:1,.145,.145,.165,,,,
NCMWRC,24.00,27/03/13,4:1,,,.067,,,,
NCMVRG,23.00,23/04/13,4:1,.14,.145,.19,,,,
NCMWOI,23.00,23/04/13,4:1,.19,.195,.205,,,,
