Warrants Market - Daily,,,,,,,,,,,,
XAO 4438.8 at 16:38 31/8/2010  Report at 19:05 Tuesday 31/8/2010. Processed 19:14 Tuesday 31/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $5.04,,,,,,,,,,,,
AMPWOB,5.25,23/09/10,3:1,0.026,0.036,-,-,-,,,,
AMPWOA,6.00,23/09/10,3:1,0.005,0.015,0.005,-,-,,,,
AMPWOC,5.75,25/11/10,3:1,0.034,0.039,-,-,-,,,,
AMPWOD,6.25,25/11/10,3:1,0.018,0.023,-,-,-,,,,
ANZ Banking Grp Last Sale Price $22.59,,,,,,,,,,,,
ANZVMB,20.00,23/09/10,4:1,0.695,0.70,-,-,-,,,,
ANZVMC,22.00,23/09/10,4:1,0.295,0.30,0.39,-,-,,,,
ANZWOG,22.50,23/09/10,4:1,0.215,0.22,0.225,-3,810,,,,
ANZVMD,24.00,23/09/10,4:1,0.068,0.071,0.096,-,-,,,,
ANZVZF,24.00,23/09/10,4:1,0.023,0.04,0.155,-,-,,,,
ANZWOH,24.50,23/09/10,4:1,0.04,0.045,0.041,-1.9,1200,,,,
ANZWMH,26.00,23/09/10,4:1,0.005,-,0.079,-,-,,,,
ANZWOI,26.50,23/09/10,4:1,0.012,0.022,0.17,-,-,,,,
ANZWMI,28.00,23/09/10,4:1,0.001,-,0.007,-,-,,,,
ANZVZG,23.00,28/10/10,4:1,0.215,0.245,-,-,-,,,,
ANZWOJ,22.00,25/11/10,4:1,0.39,0.395,-,-,-,,,,
ANZWOK,23.50,25/11/10,4:1,0.215,0.22,-,-,-,,,,
ANZWOL,25.00,25/11/10,4:1,0.11,0.115,-,-,-,,,,
ANZWOM,26.50,25/11/10,4:1,0.05,0.055,-,-,-,,,,
ANZVMF,20.00,27/01/11,4:1,0.88,-,-,-,-,,,,
ANZVMG,22.00,27/01/11,4:1,0.56,-,-,-,-,,,,
ANZVMH,24.00,27/01/11,4:1,0.325,-,0.47,-,-,,,,
ANZVMI,26.00,27/01/11,4:1,0.18,0.185,0.175,-,-,,,,
ASX Ltd Last Sale Price $29.11,,,,,,,,,,,,
