Warrants Market - Daily,,,,,,,,,,,,
XAO 4504.1 at 16:37 24/6/2010  Report at 19:05 Thursday 24/6/2010. Processed 21:20 Thursday 24/6/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $5.49,,,,,,,,,,,,
AMPWOA,6.00,23/09/10,3:1,0.056,0.061,0.07,-,-,,,,
AMPWOB,6.50,23/09/10,3:1,0.028,0.033,-,-,-,,,,
ANZ Banking Grp Last Sale Price $22.83,,,,,,,,,,,,
ANZUMD,20.00,24/06/10,4:1,0.705,0.765,0.765,7.5,120,,,,
ANZUMF,20.00,24/06/10,4:1,0.705,-,0.765,27,100,,,,
ANZUME,22.00,24/06/10,4:1,0.205,-,0.19,-,-,,,,
ANZUMG,22.00,24/06/10,4:1,0.205,-,-,-,-,,,,
ANZWOD,23.00,24/06/10,4:1,0.001,-,0.135,-,-,,,,
ANZUMH,24.00,24/06/10,4:1,-,-,-,-,-,,,,
ANZVZC,24.00,24/06/10,4:1,0.001,-,-,-,-,,,,
ANZWMA,24.00,24/06/10,4:1,-,-,0.083,-,-,,,,
ANZWOE,24.50,24/06/10,4:1,0.001,0.003,0.017,-,-,,,,
ANZWMB,26.00,24/06/10,4:1,-,-,0.001,-,-,,,,
ANZWOF,26.00,24/06/10,4:1,0.001,-,0.064,-,-,,,,
ANZVZD,24.00,28/07/10,4:1,0.17,0.195,-,-,-,,,,
ANZWOG,22.50,23/09/10,4:1,0.485,0.735,0.55,3.5,150,,,,
ANZWOH,24.50,23/09/10,4:1,0.255,0.26,0.265,-1,300,,,,
ANZWMH,26.00,23/09/10,4:1,0.155,0.17,0.175,-,-,,,,
ANZWOI,26.50,23/09/10,4:1,0.12,0.125,0.17,-,-,,,,
ANZWMI,28.00,23/09/10,4:1,0.069,0.078,0.095,-,-,,,,
ASX Ltd Last Sale Price $29.77,,,,,,,,,,,,
ASXUMB,32.00,23/09/10,4:1,0.17,0.19,-,-,-,,,,
ASXUMC,35.00,23/09/10,4:1,0.039,0.046,0.086,-,-,,,,
AXA Asia Pacific Last Sale Price $5.55,,,,,,,,,,,,
AXAWSA,0.00,25/03/20,1:1,-,-,-,-,32,,,,
BHP Billiton Ltd Last Sale Price $39.65,,,,,,,,,,,,
BHPUMD,32.00,24/06/10,4:1,1.91,-,1.56,-,-,,,,
BHPUME,36.00,24/06/10,4:1,0.91,0.975,0.975,24.5,100,,,,
BHPWOJ,38.00,24/06/10,4:1,0.43,-,0.455,2.5,100,,,,
BHPWOK,39.00,24/06/10,4:1,0.18,0.225,0.225,-3.5,300,,,,
BHPUMF,40.00,24/06/10,4:1,-,-,0.14,-,-,,,,
BHPVZE,40.00,24/06/10,4:1,0.001,-,0.11,-,-,,,,
BHPWOL,41.00,24/06/10,4:1,-,-,0.01,-,-,,,,
BHPWMA,43.00,24/06/10,4:1,0.001,-,0.001,-3.9,215,,,,
BHPWOM,43.00,24/06/10,4:1,0.001,0.003,0.001,-,-,,,,
BHPVOD,45.00,24/06/10,4:1,-,-,0.001,-,-,,,,
BHPWMB,45.00,24/06/10,4:1,0.001,-,0.048,-,-,,,,
BHPVOE,47.00,24/06/10,4:1,-,-,0.001,-,-,,,,
BHPUMG,48.00,24/06/10,4:1,-,-,-,-,-,,,,
BHPVZF,42.00,28/07/10,4:1,0.315,0.34,-,-,-,,,,
BHPWOC,35.00,26/08/10,4:1,1.45,1.455,1.175,-,-,,,,
BHPWOD,37.50,26/08/10,4:1,0.985,0.99,0.70,-,-,,,,
BHPWOE,39.50,26/08/10,4:1,0.645,0.65,0.675,10,190,,,,
BHPWOF,41.00,26/08/10,4:1,0.47,0.475,0.49,7,200,,,,
BHPWON,43.00,26/08/10,4:1,0.285,0.29,0.295,4.5,1100,,,,
BHPWOO,45.00,26/08/10,4:1,0.17,0.175,0.165,-,-,,,,
BHPVOA,47.50,26/08/10,4:1,0.086,0.091,0.086,-1.9,160,,,,
BHPUMH,34.00,23/09/10,4:1,1.72,1.79,1.665,-,-,,,,
BHPUMI,38.00,23/09/10,4:1,1.035,1.09,1.10,-,-,,,,
BHPUMJ,42.00,23/09/10,4:1,0.50,0.54,0.33,-,-,,,,
BHPWMH,46.00,23/09/10,4:1,0.215,0.22,0.22,-,115,,,,
BHPWMI,48.00,23/09/10,4:1,0.13,0.15,0.14,2,950,,,,
BlueScope Steel Last Sale Price $2.26,,,,,,,,,,,,
BSLWOD,2.50,24/06/10,2:1,0.001,-,0.285,-,-,,,,
BSLWOC,3.00,24/06/10,2:1,0.001,-,-,-,-,,,,
BSLWOE,2.65,26/08/10,2:1,0.041,0.046,-,-,-,,,,
BSLWOF,2.90,26/08/10,2:1,0.024,0.029,-,-,-,,,,
BSLUMB,2.50,28/10/10,1:1,0.17,0.175,-,-,-,,,,
Brambles Ltd Last Sale Price $5.60,,,,,,,,,,,,
BXBWOA,7.00,24/06/10,4:1,0.001,-,0.011,-,-,,,,
BXBWOB,7.75,24/06/10,4:1,0.001,-,-,-,-,,,,
BXBWOC,7.25,26/08/10,3:1,0.018,0.023,0.036,-,-,,,,
BXBWOD,7.75,26/08/10,3:1,0.012,0.017,-,-,-,,,,
C'wlth Bank  of Aust  Last Sale Price $50.82,,,,,,,,,,,,
CBAUMD,50.00,24/06/10,4:1,0.20,-,0.70,-,-,,,,
CBAUME,53.00,24/06/10,4:1,0.001,-,0.125,-,-,,,,
CBAWOD,55.00,24/06/10,5:1,0.001,-,0.055,-,-,,,,
CBAVZB,56.00,24/06/10,5:1,0.001,-,0.095,-,-,,,,
CBAWMA,56.00,24/06/10,4:1,0.001,-,0.13,-,-,,,,
CBAWOE,57.50,24/06/10,5:1,0.001,-,0.046,-,-,,,,
CBAWMB,58.00,24/06/10,4:1,-,-,0.031,-,-,,,,
CBAUMF,60.00,24/06/10,4:1,0.001,-,-,-,-,,,,
CBAWOF,60.00,24/06/10,5:1,0.001,-,0.001,-,-,,,,
CBAVZC,54.00,28/07/10,5:1,0.255,0.28,-,-,-,,,,
CBAUMG,50.00,23/09/10,4:1,1.01,1.025,1.08,-,-,,,,
CBAUMH,53.00,23/09/10,4:1,0.665,0.68,0.735,-0.5,100,,,,
CBAWOG,54.00,23/09/10,5:1,0.32,0.325,0.36,-2,218,,,,
CBAUMI,55.00,23/09/10,4:1,0.40,0.41,-,-,-,,,,
CBAWOH,56.50,23/09/10,5:1,0.19,0.195,0.355,-,-,,,,
CBAWMI,57.00,23/09/10,4:1,0.35,0.36,0.56,-,-,,,,
CBAWMH,58.00,23/09/10,4:1,0.225,0.23,0.23,-3,200,,,,
CBAWOI,59.00,23/09/10,5:1,0.11,0.115,0.14,-,-,,,,
Computershare Ltd Last Sale Price $11.17,,,,,,,,,,,,
CPUUMB,11.50,23/09/10,1:1,0.715,0.73,-,-,-,,,,
