Warrants Market - Daily,,,,,,,,,,,,
XAO 4673.2 at 16:35 3/2/2010  Report at 19:05 Wednesday 3/2/2010. Processed 19:47 Wednesday 3/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $6.30,,,,,,,,,,,,
AMPWOA,6.00,25/02/10,3:1,0.105,0.11,0.125,-,-,,,,
AMPWOB,6.75,25/02/10,3:1,0.015,0.02,0.022,-,-,,,,
ANZ Banking Grp Last Sale Price $21.77,,,,,,,,,,,,
ANZWZH,22.00,25/02/10,4:1,0.165,0.195,0.475,-,-,,,,
ANZWOK,24.50,25/02/10,4:1,0.016,0.021,0.044,-,-,,,,
ANZWOL,26.50,25/02/10,4:1,0.004,0.01,0.01,-,-,,,,
ANZWOJ,28.50,25/02/10,4:1,0.001,0.01,0.006,-,-,,,,
ANZVMA,22.00,25/03/10,3:1,0.365,0.37,0.36,-2,600,,,,
ANZWZJ,23.00,25/03/10,4:1,0.20,0.23,-,-,-,,,,
ANZVMB,24.00,25/03/10,3:1,0.145,0.15,0.285,-,-,,,,
ANZWZI,24.00,25/03/10,4:1,0.12,0.15,-,-,-,,,,
ANZWOA,23.50,29/04/10,4:1,0.16,0.165,0.15,-2,1550,,,,
ANZVZA,24.00,29/04/10,4:1,0.315,0.34,-,-,-,,,,
ANZWOB,25.00,29/04/10,4:1,0.074,0.079,0.205,-,-,,,,
ANZVME,26.00,29/04/10,3:1,0.115,0.12,0.16,-,-,,,,
ANZWOC,26.50,29/04/10,4:1,0.033,0.038,0.094,-,-,,,,
ASX Ltd Last Sale Price $35.21,,,,,,,,,,,,
ASXVMA,33.00,25/03/10,4:1,0.73,0.735,0.65,5,100,,,,
ASXVMB,35.00,25/03/10,4:1,0.425,0.43,-,-,-,,,,
ASXVME,37.00,29/04/10,4:1,0.325,0.33,-,-,-,,,,
BHP Billiton Ltd Last Sale Price $41.50,,,,,,,,,,,,
