Warrants Market - Daily,,,,,,,,,,,,
XAO 4819.6 at 16:36 8/3/2010  Report at 19:05 Monday 8/3/2010. Processed 19:09 Monday 8/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $6.13,,,,,,,,,,,,
AMPWOC,6.25,27/05/10,3:1,0.14,0.145,0.14,-,72,,,,
AMPWOD,6.75,27/05/10,3:1,0.073,0.078,0.069,-,-,,,,
ANZ Banking Grp Last Sale Price $23.80,,,,,,,,,,,,
ANZVMA,22.00,25/03/10,3:1,0.615,0.66,0.33,-,-,,,,
ANZWZJ,23.00,25/03/10,4:1,0.315,0.345,-,-,-,,,,
ANZVMB,24.00,25/03/10,3:1,0.18,0.205,0.285,-,-,,,,
ANZWZI,24.00,25/03/10,4:1,0.17,0.20,-,-,-,,,,
ANZWOA,23.50,29/04/10,4:1,0.28,0.285,0.305,-,-,,,,
ANZVZA,24.00,29/04/10,4:1,0.43,0.46,0.215,-,-,,,,
ANZWOB,25.00,29/04/10,4:1,0.105,0.11,0.12,-,-,,,,
ANZVME,26.00,29/04/10,3:1,0.115,0.13,0.135,-,-,,,,
ANZWOC,26.50,29/04/10,4:1,0.035,0.04,0.05,-,-,,,,
ANZWOF,19.00,24/06/10,4:1,1.19,1.195,1.11,-,-,,,,
ANZWOD,23.00,24/06/10,4:1,0.465,0.47,0.46,-,-,,,,
ANZWOE,24.50,24/06/10,4:1,0.295,0.30,-,-,-,,,,
ASX Ltd Last Sale Price $36.80,,,,,,,,,,,,
ASXVMA,37.00,25/03/10,4:1,0.19,0.215,0.835,-,-,,,,
ASXVMB,39.00,25/03/10,4:1,0.039,-,-,-,-,,,,
ASXVME,40.00,29/04/10,4:1,0.12,0.135,-,-,-,,,,
BHP Billiton Ltd Last Sale Price $43.51,,,,,,,,,,,,
BHPVMA,37.00,25/03/10,4:1,1.62,1.68,1.655,55.5,200,,,,
BHPVZA,42.00,25/03/10,4:1,0.675,0.705,0.42,-,-,,,,
BHPVMB,43.00,25/03/10,4:1,0.375,0.415,-,-,-,,,,
BHPVZB,44.00,25/03/10,4:1,0.41,0.44,-,-,-,,,,
BHPWOA,36.00,29/04/10,4:1,2.00,2.02,1.295,-,-,,,,
BHPWOB,38.50,29/04/10,4:1,1.44,1.445,1.235,-,-,,,,
BHPWOG,40.50,29/04/10,4:1,1.015,1.02,0.835,-,-,,,,
BHPVME,41.00,29/04/10,4:1,0.97,1.02,0.84,-,-,,,,
BHPWOH,43.50,29/04/10,4:1,0.515,0.52,0.50,9.5,512,,,,
BHPVZC,44.00,29/04/10,4:1,0.865,0.895,-,-,-,,,,
BHPWOI,46.00,29/04/10,4:1,0.265,0.27,0.265,6.5,2620,,,,
BHPWOJ,37.50,24/06/10,4:1,1.89,1.90,-,-,-,,,,
BHPWOK,39.00,24/06/10,4:1,1.575,1.585,-,-,-,,,,
BHPWOL,41.00,24/06/10,4:1,1.225,1.23,1.215,42.5,7,,,,
BHPWOM,43.00,24/06/10,4:1,0.885,0.89,-,-,-,,,,
BHPVOD,45.00,24/06/10,4:1,0.635,0.645,0.635,-,11,,,,
BHPVOE,47.00,24/06/10,4:1,0.46,0.465,-,-,-,,,,
BlueScope Steel Last Sale Price $2.72,,,,,,,,,,,,
BSLWOB,2.75,25/03/10,2:1,0.063,0.068,-,-,-,,,,
BSLVMA,3.00,25/03/10,2:1,0.011,-,0.15,-,-,,,,
BSLWOA,3.00,25/03/10,2:1,0.013,0.018,0.014,-,-,,,,
BSLWOD,2.50,24/06/10,2:1,0.24,0.245,0.245,-,42,,,,
BSLWOC,3.00,24/06/10,2:1,0.115,0.12,-,-,-,,,,
Brambles Ltd Last Sale Price $7.21,,,,,,,,,,,,
BXBWOA,7.00,24/06/10,4:1,0.17,0.175,-,-,-,,,,
BXBWOB,7.75,24/06/10,4:1,0.095,0.10,-,-,-,,,,
C'wlth Bank  of Aust  Last Sale Price $54.82,,,,,,,,,,,,
CBAVMA,53.00,25/03/10,5:1,0.495,0.535,0.52,-,-,,,,
CBAVZL,53.00,25/03/10,5:1,0.575,0.605,0.475,-,-,,,,
CBAVMB,55.00,25/03/10,5:1,0.265,0.295,0.32,-1,100,,,,
CBAVZM,55.00,25/03/10,5:1,0.36,0.39,-,-,-,,,,
CBAWOA,50.00,29/04/10,5:1,1.16,1.165,1.30,19.5,100,,,,
CBAWOB,55.00,29/04/10,5:1,0.44,0.445,0.455,-5.5,190,,,,
CBAVME,57.00,29/04/10,5:1,0.32,0.345,0.35,-2.5,180,,,,
CBAVZN,58.00,29/04/10,5:1,0.58,0.61,-,-,-,,,,
CBAWOC,59.00,29/04/10,5:1,0.16,0.165,0.20,-,-,,,,
CBAWOD,55.00,24/06/10,5:1,0.70,0.705,0.75,6,780,,,,
CBAWOE,57.50,24/06/10,5:1,0.47,0.475,0.52,-,100,,,,
CBAWOF,60.00,24/06/10,5:1,0.325,0.33,-,-,-,,,,
Computershare Ltd Last Sale Price $11.98,,,,,,,,,,,,
CPUVMA,13.00,25/03/10,2:1,0.025,0.032,0.56,-,-,,,,
CSL Ltd Last Sale Price $35.93,,,,,,,,,,,,
CSLWZC,32.00,25/03/10,4:1,0.91,0.94,0.20,-,-,,,,
CSLVMA,33.00,25/03/10,4:1,0.695,0.75,0.55,-,-,,,,
Fortescue Metals Grp Last Sale Price $4.87,,,,,,,,,,,,
FMGVMA,4.50,25/03/10,3:1,0.15,0.16,0.155,1,200,,,,
Insurance Aust Grp Last Sale Price $3.98,,,,,,,,,,,,
IAGVMA,4.00,25/03/10,3:1,0.042,0.046,0.054,-1.1,1000,,,,
Incitec Pivot Last Sale Price $3.54,,,,,,,,,,,,
IPLVMA,3.00,25/03/10,2:1,0.265,0.28,0.27,-,-,,,,
