Warrants Market - Daily,,,,,,,,,,,,
XAO 4590.8 at 16:34 16/2/2010  Report at 19:05 Tuesday 16/2/2010. Processed 20:40 Tuesday 16/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $6.15,,,,,,,,,,,,
AMPWOA,6.00,25/02/10,3:1,0.049,0.054,0.056,-6.9,300,,,,
AMPWOB,6.75,25/02/10,3:1,0.002,0.012,0.019,-,-,,,,
ANZ Banking Grp Last Sale Price $21.10,,,,,,,,,,,,
ANZWZH,22.00,25/02/10,4:1,0.043,0.057,0.475,-,-,,,,
ANZWOK,24.50,25/02/10,4:1,-,0.011,0.003,-,-,,,,
ANZWOL,26.50,25/02/10,4:1,0.001,0.01,0.01,-,-,,,,
ANZWOJ,28.50,25/02/10,4:1,-,0.011,0.006,-,-,,,,
ANZVMA,22.00,25/03/10,3:1,0.205,0.21,0.225,8,141,,,,
ANZWZJ,23.00,25/03/10,4:1,0.10,0.13,-,-,-,,,,
ANZVMB,24.00,25/03/10,3:1,0.06,0.063,0.285,-,-,,,,
ANZWZI,24.00,25/03/10,4:1,0.056,0.07,-,-,-,,,,
ANZWOA,23.50,29/04/10,4:1,0.087,0.092,0.094,3.1,450,,,,
ANZVZA,24.00,29/04/10,4:1,0.22,0.25,0.215,-,-,,,,
ANZWOB,25.00,29/04/10,4:1,0.036,0.041,0.035,-,-,,,,
ANZVME,26.00,29/04/10,3:1,0.059,0.062,0.05,-,-,,,,
ANZWOC,26.50,29/04/10,4:1,0.017,0.022,0.094,-,-,,,,
ASX Ltd Last Sale Price $35.33,,,,,,,,,,,,
ASXVMA,33.00,25/03/10,4:1,0.685,0.69,0.785,-,-,,,,
ASXVMB,35.00,25/03/10,4:1,0.34,0.345,-,-,-,,,,
ASXVME,37.00,29/04/10,4:1,0.265,0.27,-,-,-,,,,
BHP Billiton Ltd Last Sale Price $40.55,,,,,,,,,,,,
BHPWOC,37.00,25/02/10,4:1,0.935,0.94,0.995,-,-,,,,
BHPWOD,39.00,25/02/10,4:1,0.485,0.49,0.515,-,-,,,,
BHPWOE,41.00,25/02/10,4:1,0.14,0.145,0.18,2,8000,,,,
BHPWOF,43.00,25/02/10,4:1,0.022,0.027,0.065,-,-,,,,
BHPVOC,45.00,25/02/10,4:1,0.001,0.005,0.006,-,-,,,,
BHPWZB,46.00,25/02/10,4:1,0.012,0.04,-,-,-,,,,
BHPVMA,37.00,25/03/10,4:1,1.02,1.025,1.08,3.5,240,,,,
BHPVMB,39.00,25/03/10,4:1,0.645,0.65,-,-,-,,,,
BHPVZA,42.00,25/03/10,4:1,0.445,0.475,-,-,-,,,,
BHPVZB,44.00,25/03/10,4:1,0.29,0.32,-,-,-,,,,
BHPWOA,36.00,29/04/10,4:1,1.32,1.325,1.275,-,-,,,,
BHPWOB,38.50,29/04/10,4:1,0.875,0.88,0.875,-,-,,,,
BHPWOG,40.50,29/04/10,4:1,0.575,0.585,0.575,-6,100,,,,
BHPVME,41.00,29/04/10,4:1,0.615,0.62,0.635,-3.5,500,,,,
BHPWOH,43.50,29/04/10,4:1,0.265,0.27,0.27,-2,140,,,,
BHPVZC,44.00,29/04/10,4:1,0.62,0.65,-,-,-,,,,
BHPWOI,46.00,29/04/10,4:1,0.14,0.275,0.155,-,-,,,,
BlueScope Steel Last Sale Price $2.41,,,,,,,,,,,,
BSLWOB,2.75,25/03/10,2:1,0.028,0.033,-,-,-,,,,
BSLWOA,3.00,25/03/10,2:1,0.014,0.019,0.027,-,-,,,,
BSLVMA,3.25,25/03/10,2:1,0.001,-,0.15,-,-,,,,
C'wlth Bank  of Aust  Last Sale Price $51.51,,,,,,,,,,,,
CBAWOJ,54.00,25/02/10,5:1,0.038,0.043,0.031,-,-,,,,
CBAVZK,55.00,25/02/10,5:1,0.072,0.086,-,-,-,,,,
CBAWOK,57.00,25/02/10,5:1,0.003,0.013,0.009,-,-,,,,
CBAWOL,60.00,25/02/10,5:1,0.001,0.011,0.015,-,-,,,,
CBAVMA,53.00,25/03/10,5:1,0.355,0.36,0.37,-,-,,,,
CBAVZL,53.00,25/03/10,5:1,0.39,0.42,0.475,-,-,,,,
CBAVMB,55.00,25/03/10,5:1,0.21,0.215,0.25,-,-,,,,
