Warrants Market - Daily,,,,,,,,,,,,
XAO 4547.0 at 16:38 17/6/2010  Report at 19:05 Thursday 17/6/2010. Processed 22:39 Thursday 17/6/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $5.58,,,,,,,,,,,,
AMPWOA,6.00,23/09/10,3:1,0.071,0.076,0.082,-,-,,,,
AMPWOB,6.50,23/09/10,3:1,0.035,0.04,-,-,-,,,,
ANZ Banking Grp Last Sale Price $22.95,,,,,,,,,,,,
ANZUMD,20.00,24/06/10,4:1,0.725,-,0.69,-,-,,,,
ANZUMF,20.00,24/06/10,4:1,0.725,-,0.495,-,-,,,,
ANZUME,22.00,24/06/10,4:1,0.28,-,0.19,-,-,,,,
ANZUMG,22.00,24/06/10,4:1,0.275,-,-,-,-,,,,
ANZWOD,23.00,24/06/10,4:1,0.10,0.125,0.135,-,-,,,,
ANZUMH,24.00,24/06/10,4:1,0.035,-,-,-,-,,,,
ANZVZC,24.00,24/06/10,4:1,0.042,0.047,-,-,-,,,,
ANZWMA,24.00,24/06/10,4:1,0.038,-,0.083,-,-,,,,
ANZWOE,24.50,24/06/10,4:1,0.005,0.01,0.017,-,-,,,,
ANZWMB,26.00,24/06/10,4:1,0.001,-,0.08,-,-,,,,
ANZWOF,26.00,24/06/10,4:1,-,0.011,0.064,-,-,,,,
ANZWOG,22.50,23/09/10,4:1,0.55,0.555,0.555,5,340,,,,
ANZWOH,24.50,23/09/10,4:1,0.305,0.31,0.355,-,-,,,,
ANZWMH,26.00,23/09/10,4:1,0.18,0.20,0.195,-0.5,120,,,,
ANZWOI,26.50,23/09/10,4:1,0.15,0.155,0.17,-,-,,,,
ANZWMI,28.00,23/09/10,4:1,0.084,0.096,0.095,-,-,,,,
ASX Ltd Last Sale Price $30.73,,,,,,,,,,,,
ASXUMB,32.00,23/09/10,4:1,0.265,0.30,-,-,-,,,,
ASXUMC,35.00,23/09/10,4:1,0.08,0.09,0.086,-,-,,,,
AXA Asia Pacific Last Sale Price $5.75,,,,,,,,,,,,
AXAWSA,0.00,25/03/20,1:1,-,-,-,-,-,,,,
BHP Billiton Ltd Last Sale Price $38.82,,,,,,,,,,,,
BHPUMD,32.00,24/06/10,4:1,1.65,-,1.56,-,-,,,,
BHPUME,36.00,24/06/10,4:1,0.675,-,0.73,-,-,,,,
BHPWOJ,38.00,24/06/10,4:1,0.26,0.27,0.29,-8,5000,,,,
BHPWOK,39.00,24/06/10,4:1,0.125,0.13,0.135,-8,2563,,,,
BHPUMF,40.00,24/06/10,4:1,0.073,-,0.14,-,-,,,,
BHPVZE,40.00,24/06/10,4:1,0.115,0.14,0.13,-,-,,,,
BHPWOL,41.00,24/06/10,4:1,0.014,0.034,0.017,-1.8,200,,,,
BHPWMA,43.00,24/06/10,4:1,0.001,0.10,0.04,-,-,,,,
BHPWOM,43.00,24/06/10,4:1,-,-,0.003,-,-,,,,
BHPVOD,45.00,24/06/10,4:1,-,-,0.001,-,-,,,,
BHPWMB,45.00,24/06/10,4:1,0.001,-,0.048,-,-,,,,
BHPVOE,47.00,24/06/10,4:1,-,-,0.001,-,-,,,,
BHPUMG,48.00,24/06/10,4:1,0.001,-,-,-,-,,,,
BHPWOC,35.00,26/08/10,4:1,1.275,1.28,1.175,-,-,,,,
BHPWOD,37.50,26/08/10,4:1,0.845,0.85,0.70,-,-,,,,
BHPWOE,39.50,26/08/10,4:1,0.55,0.555,0.58,-3.5,850,,,,
BHPWOF,41.00,26/08/10,4:1,0.40,0.405,0.29,-,-,,,,
BHPWON,43.00,26/08/10,4:1,0.235,0.24,0.21,-,-,,,,
BHPWOO,45.00,26/08/10,4:1,0.14,0.145,0.16,-1,80,,,,
BHPVOA,47.50,26/08/10,4:1,0.072,0.077,0.068,-,-,,,,
BHPUMH,34.00,23/09/10,4:1,1.545,1.62,1.665,-,-,,,,
BHPUMI,38.00,23/09/10,4:1,0.915,0.975,1.015,-,-,,,,
BHPUMJ,42.00,23/09/10,4:1,0.43,0.47,0.33,-,-,,,,
BHPWMH,46.00,23/09/10,4:1,0.165,-,0.185,-,-,,,,
BHPWMI,48.00,23/09/10,4:1,0.11,0.13,0.12,-1.5,6480,,,,
BlueScope Steel Last Sale Price $2.30,,,,,,,,,,,,
BSLWOD,2.50,24/06/10,2:1,0.018,0.023,0.285,-,-,,,,
BSLWOC,3.00,24/06/10,2:1,-,0.011,-,-,-,,,,
BSLWOE,2.65,26/08/10,2:1,0.05,0.055,-,-,-,,,,
BSLWOF,2.90,26/08/10,2:1,0.029,0.034,-,-,-,,,,
BSLUMB,2.50,28/10/10,1:1,0.19,0.20,-,-,-,,,,
Brambles Ltd Last Sale Price $6.21,,,,,,,,,,,,
BXBWOA,7.00,24/06/10,4:1,0.001,0.011,0.011,-,-,,,,
BXBWOB,7.75,24/06/10,4:1,0.001,0.011,-,-,-,,,,
BXBWOC,7.25,26/08/10,3:1,0.047,0.052,-,-,-,,,,
BXBWOD,7.75,26/08/10,3:1,0.025,0.03,-,-,-,,,,
C'wlth Bank  of Aust  Last Sale Price $52.50,,,,,,,,,,,,
CBAUMD,50.00,24/06/10,4:1,0.51,-,0.70,-,-,,,,
CBAUME,53.00,24/06/10,4:1,0.105,-,0.125,-,-,,,,
CBAWOD,55.00,24/06/10,5:1,0.018,0.028,0.055,-,-,,,,
CBAVZB,56.00,24/06/10,5:1,0.037,0.042,0.095,-,-,,,,
CBAWMA,56.00,24/06/10,4:1,0.006,-,0.13,-,-,,,,
CBAWOE,57.50,24/06/10,5:1,0.001,0.011,0.046,-,-,,,,
CBAWMB,58.00,24/06/10,4:1,0.001,-,0.031,-,-,,,,
CBAUMF,60.00,24/06/10,4:1,0.001,-,-,-,-,,,,
CBAWOF,60.00,24/06/10,5:1,-,0.03,0.032,-,-,,,,
CBAUMG,50.00,23/09/10,4:1,1.155,1.34,1.12,-,-,,,,
CBAUMH,53.00,23/09/10,4:1,0.795,0.94,1.00,-,-,,,,
CBAWOG,54.00,23/09/10,5:1,0.515,0.525,0.51,0.5,50,,,,
CBAUMI,55.00,23/09/10,4:1,0.50,0.62,-,-,-,,,,
CBAWOH,56.50,23/09/10,5:1,0.305,0.31,0.355,-,-,,,,
CBAWMI,57.00,23/09/10,4:1,0.445,0.545,0.56,-,-,,,,
CBAWMH,58.00,23/09/10,4:1,0.285,0.37,0.38,-,-,,,,
CBAWOI,59.00,23/09/10,5:1,0.19,0.195,0.245,-,-,,,,
Computershare Ltd Last Sale Price $11.31,,,,,,,,,,,,
CPUUMB,11.50,23/09/10,1:1,0.80,0.84,-,-,-,,,,
CSL Ltd Last Sale Price $33.38,,,,,,,,,,,,
CSLUMB,34.00,23/09/10,4:1,0.49,0.525,0.535,-,-,,,,
CSLUMC,37.00,23/09/10,4:1,0.195,0.215,-,-,-,,,,
Fortescue Metals Grp Last Sale Price $4.31,,,,,,,,,,,,
FMGUMB,4.50,23/09/10,1:1,0.47,0.50,0.405,-,-,,,,
Incitec Pivot Last Sale Price $3.06,,,,,,,,,,,,
IPLUMC,3.00,23/09/10,1:1,0.32,0.34,0.315,-,-,,,,
Macq Grp Ltd Last Sale Price $44.44,,,,,,,,,,,,
MQGVZL,48.00,24/06/10,5:1,0.042,0.047,0.15,-,-,,,,
MQGWOE,49.00,24/06/10,6:1,0.023,0.033,0.16,-,-,,,,
MQGWOD,52.50,24/06/10,6:1,-,0.06,0.088,-,-,,,,
MQGWOB,50.00,23/09/10,6:1,0.34,0.455,0.385,-4,200,,,,
MQGWOC,57.50,23/09/10,6:1,0.10,0.105,0.10,-,-,,,,
National Aust Bank Last Sale Price $24.80,,,,,,,,,,,,
NABWOF,26.50,24/06/10,4:1,0.029,0.034,0.005,-,-,,,,
NABVZC,27.00,24/06/10,4:1,0.007,0.04,-,-,-,,,,
NABWOD,28.00,24/06/10,4:1,-,0.011,0.02,-,-,,,,
NABWOE,30.00,24/06/10,4:1,-,-,0.001,-,-,,,,
NABWOG,26.00,23/09/10,4:1,0.33,0.335,0.35,-,-,,,,
NABWOH,28.00,23/09/10,4:1,0.165,0.175,0.17,-,-,,,,
NABWOI,30.50,23/09/10,4:1,0.065,0.07,-,-,-,,,,
NABWSA,0.00,25/03/20,1:1,-,-,-,-,-,,,,
Newcrest Min Last Sale Price $34.64,,,,,,,,,,,,
NCMVZF,34.00,24/06/10,4:1,0.29,0.315,0.16,-,-,,,,
NCMWOA,34.00,26/08/10,4:1,0.705,0.71,0.61,-,-,,,,
NCMWOB,36.50,26/08/10,4:1,0.44,0.445,0.46,4.5,100,,,,
NCMWOH,40.00,26/08/10,4:1,0.21,0.215,-,-,-,,,,
News Corp Last Sale Price $18.47,,,,,,,,,,,,
NWSUMB,18.00,24/06/10,4:1,0.18,-,-,-,-,,,,
NWSWMA,20.00,24/06/10,4:1,0.006,-,0.047,-,-,,,,
NWSUMC,18.00,23/09/10,4:1,0.455,0.47,-,-,-,,,,
NWSUMD,20.00,23/09/10,4:1,0.23,0.24,-,-,-,,,,
Orica Ltd Last Sale Price $26.84,,,,,,,,,,,,
ORIUMB,27.00,23/09/10,4:1,0.405,0.42,0.42,-,-,,,,
