Warrants Market - Daily,,,,,,,,,,,,
XAO 4519.2 at 16:47 5/11/2009  Report at 19:05 Thursday 5/11/2009. Processed 19:31 Thursday 5/11/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $5.75,,,,,,,,,,,,
AMPWMM,6.50,26/11/09,3:1,0.021,0.03,0.135,-,-,,,,
AMPWOF,6.25,17/12/09,3:1,0.048,0.053,0.051,-1.3,200,,,,
AMPWOE,6.75,17/12/09,3:1,0.017,0.022,0.032,-,-,,,,
AMPWOA,6.00,25/02/10,3:1,0.12,0.125,0.205,-,-,,,,
AMPWOB,6.75,25/02/10,3:1,0.05,0.055,0.079,-,-,,,,
ANZ Banking Grp Last Sale Price $22.07,,,,,,,,,,,,
ANZWMA,20.00,26/11/09,3:1,0.755,-,1.35,-,-,,,,
ANZWMF,22.00,26/11/09,3:1,0.295,0.305,0.32,-,-,,,,
ANZWZD,22.00,26/11/09,4:1,0.20,0.23,0.23,-,-
ANZWZC,25.00,26/11/09,4:1,0.033,0.047,0.041,-14.9,490
ANZWOG,17.00,17/12/09,4:1,1.285,1.305,1.755,-,-
ANZWOI,21.00,17/12/09,4:1,0.40,0.415,0.415,-4.5,950
ANZWOH,23.00,17/12/09,4:1,0.145,0.16,0.17,-0.5,3419
ANZWZE,24.00,17/12/09,4:1,0.125,0.155,0.41,-,-
ANZWZF,26.00,17/12/09,4:1,0.092,0.105,-,-,-
ANZWZG,27.00,28/01/10,4:1,0.165,0.195,-,-,-
ANZWOK,24.50,25/02/10,4:1,0.225,0.235,0.335,-,-
ANZWOL,26.50,25/02/10,4:1,0.10,0.115,0.11,-0.5,1750
ANZWOJ,28.50,25/02/10,4:1,0.054,0.059,0.064,-,-
ASX Ltd Last Sale Price $32.82,,,,,,,,
ASXWMC,35.00,26/11/09,4:1,0.15,0.16,0.56,-,-
ASXWMD,40.00,26/11/09,4:1,0.003,-,0.245,-,-
Billabong Intl Last Sale Price $9.87,,,,,,,,
BBGWMB,11.00,26/11/09,2:1,0.125,0.145,0.185,-,-
BHP Billiton Ltd Last Sale Price $36.44,,,,,,,,
BHPWMG,37.00,26/11/09,4:1,0.345,0.365,0.355,-5.5,100
BHPVZK,38.00,26/11/09,4:1,0.275,0.305,0.74,-,-
BHPWME,40.00,26/11/09,4:1,0.11,0.12,0.11,-3,580
BHPWMF,42.00,26/11/09,4:1,0.041,0.046,0.105,-,-
BHPVZL,45.00,26/11/09,4:1,0.046,0.06,-,-,-
BHPVZN,34.00,17/12/09,4:1,1.07,1.10,-,-,-
BHPWON,35.00,17/12/09,4:1,0.675,0.68,0.73,-,-
BHPVZM,36.00,17/12/09,4:1,0.80,0.83,-,-,-
BHPWOO,37.50,17/12/09,4:1,0.345,0.35,0.345,-6,80
BHPVOA,40.00,17/12/09,4:1,0.14,0.145,0.14,-3,300
BHPVOB,42.50,17/12/09,4:1,0.056,0.061,0.058,-1.2,1000
