Warrants Market,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4335.3 at 2011-11-07T16:45:46. Report at Monday, November 7, 2011. Processed Tuesday at 2011-11-08T01:00:07+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Equity Call Warrants,
ANZ Banking Grp Last Sale Price $21.19,
ANZWOD,19.00,24/11/11,4:1,.48,.485,.70,,,,
ANZVRE,21.00,24/11/11,4:1,.083,.081,,,,,
ANZWOE,21.00,24/11/11,4:1,.145,,.155,,,,
ANZVRF,22.50,24/11/11,4:1,.008,.04,,,,,
ANZWOF,23.00,24/11/11,4:1,.034,.039,.14,,,,
ANZVRH,21.00,22/12/11,4:1,.175,.175,,,,,
ANZVRG,22.50,22/12/11,4:1,.05,.05,,,,,
ANZWOG,18.00,24/01/12,4:1,.84,.845,.78,,,,
ANZWOH,21.00,24/01/12,4:1,.345,.35,.32,,,,
ANZWOI,24.00,24/01/12,4:1,.093,.098,.15,,,,
ANZWMK,25.00,24/01/12,4:1,.006,,.03,,,,
ANZWOJ,27.00,24/01/12,4:1,.026,.031,,,,,
,
BHP Billiton Last Sale Price $37.70,
BHPWOA,37.00,24/11/11,4:1,.475,.48,.465,-8.5,918,,
BHPVRE,38.00,24/11/11,4:1,.245,.26,,,,,
BHPWOB,39.00,24/11/11,4:1,.245,.25,.365,,,,
BHPVRF,40.00,24/11/11,4:1,.056,.06,.05,,,,
BHPWOG,41.00,24/11/11,4:1,.093,.098,.11,,,,
BHPWOH,43.00,24/11/11,4:1,.035,.04,.05,,,,
BHPWML,45.00,24/11/11,4:1,.001,,.001,,,,
BHPVRG,38.00,22/12/11,4:1,.44,.45,,,,,
BHPVRH,40.00,22/12/11,4:1,.20,.215,,,,,
BHPVOA,33.00,24/01/12,4:1,1.60,1.605,1.645,+17.5,280,,
