Warrants Market - Daily,,,,,,,,,,,,
XAO 4724.4 at 16:34 22/12/2009  Report at 19:05 Tuesday 22/12/2009. Processed 19:26 Tuesday 22/12/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $6.55,,,,,,,,,,,,
AMPWOA,6.00,25/02/10,3:1,0.195,0.20,0.165,-,-,,,,
AMPWOB,6.75,25/02/10,3:1,0.072,0.077,0.07,-,-,,,,
ANZ Banking Grp Last Sale Price $21.47,,,,,,,,,,,,
ANZWZG,25.00,28/01/10,4:1,0.029,0.043,0.04,-,-,,,,
ANZWZH,22.00,25/02/10,4:1,0.28,0.31,0.27,-4,60,,,,
ANZWOK,24.50,25/02/10,4:1,0.084,0.089,0.083,1.5,750,,,,
ANZWOL,26.50,25/02/10,4:1,0.03,0.04,0.031,0.3,750,,,,
ANZWOJ,28.50,25/02/10,4:1,0.015,0.02,0.024,-,-,,,,
ANZVMA,22.00,25/03/10,3:1,0.525,0.535,0.575,-,-,,,,
ANZWZJ,23.00,25/03/10,4:1,0.29,0.32,-,-,-,,,,
ANZVMB,24.00,25/03/10,3:1,0.265,0.275,0.345,-,-,,,,
ANZWZI,24.00,25/03/10,4:1,0.215,0.245,-,-,-,,,,
ANZWOA,23.50,29/04/10,4:1,0.23,0.24,-,-,-,,,,
ANZWOB,25.00,29/04/10,4:1,0.135,0.14,-,-,-,,,,
ANZVME,26.00,29/04/10,3:1,0.195,0.205,0.195,1.5,700,,,,
ANZWOC,26.50,29/04/10,4:1,0.071,0.076,-,-,-,,,,
ASX Ltd Last Sale Price $34.67,,,,,,,,,,,,
ASXVMA,33.00,25/03/10,4:1,0.835,0.84,0.845,13.5,50,,,,
ASXVMB,35.00,25/03/10,4:1,0.555,0.57,-,-,-,,,,
ASXVME,37.00,29/04/10,4:1,0.455,0.47,-,-,-,,,,
BHP Billiton Ltd Last Sale Price $41.65,,,,,,,,,,,,
BHPWZA,40.00,28/01/10,4:1,0.79,0.82,0.895,-,-,,,,
BHPVZO,44.00,28/01/10,4:1,0.365,0.395,-,-,-,,,,
BHPWOC,37.00,25/02/10,4:1,1.28,1.29,1.285,-,-,,,,
BHPWOD,39.00,25/02/10,4:1,0.885,0.88,0.88,-,-,,,,
BHPWOE,41.00,25/02/10,4:1,0.60,0.61,0.60,11,1100,,,,
BHPWOF,43.00,25/02/10,4:1,0.39,0.39,0.355,-,-,,,,
BHPVOC,45.00,25/02/10,4:1,0.255,0.26,0.255,2,1230,,,,
BHPWZB,46.00,25/02/10,4:1,0.41,0.44,-,-,-,,,,
BHPVMA,37.00,25/03/10,4:1,1.555,1.575,1.515,-1,100,,,,
BHPVMB,39.00,25/03/10,4:1,1.185,1.235,-,-,-,,,,
