Warrants Market - Daily,,,,,,,,,,,,
XAO 4370.6 at 16:36 29/6/2010  Report at 19:05 Tuesday 29/6/2010. Processed 22:18 Tuesday 29/6/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $5.32,,,,,,,,,,,,
AMPWOA,6.00,23/09/10,3:1,0.04,0.045,0.07,-,-,,,,
AMPWOB,6.50,23/09/10,3:1,0.02,0.025,-,-,-,,,,
ANZ Banking Grp Last Sale Price $21.87,,,,,,,,,,,,
ANZVZD,24.00,28/07/10,4:1,0.085,0.09,-,-,-,,,,
ANZWOG,22.50,23/09/10,4:1,0.345,0.35,0.43,-,-,,,,
ANZWOH,24.50,23/09/10,4:1,0.16,0.165,0.17,-3,580,,,,
ANZWMH,26.00,23/09/10,4:1,0.079,0.086,0.175,-,-,,,,
ANZWOI,26.50,23/09/10,4:1,0.07,0.075,0.17,-,-,,,,
ANZWMI,28.00,23/09/10,4:1,0.026,0.03,0.095,-,-,,,,
ASX Ltd Last Sale Price $29.48,,,,,,,,,,,,
ASXUMB,32.00,23/09/10,4:1,0.135,0.15,-,-,-,,,,
ASXUMC,35.00,23/09/10,4:1,0.027,-,0.086,-,-,,,,
AXA Asia Pacific Last Sale Price $5.45,,,,,,,,,,,,
AXAWSA,0.00,25/03/20,1:1,-,-,5.47,-,-,,,,
BHP Billiton Ltd Last Sale Price $38.10,,,,,,,,,,,,
BHPVZF,42.00,28/07/10,4:1,0.155,0.18,-,-,-,,,,
BHPWOC,35.00,26/08/10,4:1,1.09,1.095,1.175,-,-,,,,
BHPWOD,37.50,26/08/10,4:1,0.68,0.685,0.70,-,-,,,,
BHPWOE,39.50,26/08/10,4:1,0.40,0.405,0.505,-,-,,,,
