Warrants Market - Daily,,,,,,,,,,,,
XAO 4570.4 at 16:34 15/2/2010  Report at 19:05 Monday 15/2/2010. Processed 19:19 Monday 15/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $6.20,,,,,,,,,,,,
AMPWOA,6.00,25/02/10,3:1,0.062,0.067,0.125,-,-,,,,
AMPWOB,6.75,25/02/10,3:1,0.006,0.011,0.019,-,-,,,,
ANZ Banking Grp Last Sale Price $20.50,,,,,,,,,,,,
ANZWZH,22.00,25/02/10,4:1,0.019,0.04,0.475,-,-,,,,
ANZWOK,24.50,25/02/10,4:1,-,0.011,0.003,-,-,,,,
ANZWOL,26.50,25/02/10,4:1,0.001,0.011,0.01,-,-,,,,
ANZWOJ,28.50,25/02/10,4:1,-,0.011,0.006,-,-,,,,
ANZVMA,22.00,25/03/10,3:1,0.14,0.145,0.145,-0.5,541,,,,
ANZWZJ,23.00,25/03/10,4:1,0.074,0.088,-,-,-,,,,
ANZVMB,24.00,25/03/10,3:1,0.037,0.04,0.285,-,-,,,,
ANZWZI,24.00,25/03/10,4:1,0.036,0.05,-,-,-,,,,
ANZWOA,23.50,29/04/10,4:1,0.063,0.068,0.063,-0.4,450,,,,
ANZVZA,24.00,29/04/10,4:1,0.175,0.205,0.215,-,-,,,,
ANZWOB,25.00,29/04/10,4:1,0.027,0.032,0.035,-,-,,,,
ANZVME,26.00,29/04/10,3:1,0.04,0.043,0.05,-,-,,,,
ANZWOC,26.50,29/04/10,4:1,0.014,0.019,0.094,-,-,,,,
ASX Ltd Last Sale Price $35.85,,,,,,,,,,,,
ASXVMA,33.00,25/03/10,4:1,0.78,0.80,0.785,-,-,,,,
ASXVMB,35.00,25/03/10,4:1,0.435,0.45,-,-,-,,,,
ASXVME,37.00,29/04/10,4:1,0.34,0.355,-,-,-,,,,
BHP Billiton Ltd Last Sale Price $40.66,,,,,,,,,,,,
BHPWOC,37.00,25/02/10,4:1,0.945,0.95,0.995,-,-,,,,
BHPWOD,39.00,25/02/10,4:1,0.495,0.50,0.515,-,-,,,,
BHPWOE,41.00,25/02/10,4:1,0.16,0.16,0.16,-4,2000,,,,
BHPWOF,43.00,25/02/10,4:1,0.027,0.032,0.065,-,-,,,,
BHPVOC,45.00,25/02/10,4:1,0.002,0.008,0.006,-,-,,,,
BHPWZB,46.00,25/02/10,4:1,0.016,0.04,-,-,-,,,,
BHPVMA,37.00,25/03/10,4:1,1.06,1.065,1.045,-6,60,,,,
BHPVMB,39.00,25/03/10,4:1,0.71,0.72,-,-,-,,,,
