Warrants Market - Daily,,,,,,,,,,,,
XAO 4773.8 at 16:47 16/11/2009  Report at 19:05 Monday 16/11/2009. Processed 19:39 Monday 16/11/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $6.41,,,,,,,,,,,,
AMPWMM,6.50,26/11/09,3:1,0.056,0.069,0.064,-,-,,,,
AMPWOF,6.25,17/12/09,3:1,0.13,0.18,0.11,-,-,,,,
AMPWOE,6.75,17/12/09,3:1,0.051,0.056,0.049,0.4,1000,,,,
AMPWOA,6.00,25/02/10,3:1,0.225,0.23,0.215,-,-,,,,
AMPWOB,6.75,25/02/10,3:1,0.105,0.11,0.115,-,-,,,,
ANZ Banking Grp Last Sale Price $22.18,,,,,,,,,,,,
ANZWMA,20.00,26/11/09,3:1,0.735,-,1.35,-,-,,,,
ANZWMF,22.00,26/11/09,3:1,0.22,0.23,0.32,-,-,,,,
ANZWZD,22.00,26/11/09,4:1,0.15,0.175,0.31,-,-
ANZWZC,25.00,26/11/09,4:1,0.005,0.04,0.041,-,-
ANZWOG,17.00,17/12/09,4:1,1.305,1.315,1.50,-,-
ANZWOI,21.00,17/12/09,4:1,0.40,0.41,0.41,-16.5,240
ANZWOH,23.00,17/12/09,4:1,0.115,0.12,0.12,-4,1510
ANZWZE,24.00,17/12/09,4:1,0.095,0.12,0.41,-,-
ANZWZF,26.00,17/12/09,4:1,0.062,0.071,-,-,-
ANZWZG,27.00,28/01/10,4:1,0.14,0.165,-,-,-
ANZWOK,24.50,25/02/10,4:1,0.21,0.215,0.235,-1,65
ANZWOL,26.50,25/02/10,4:1,0.091,0.096,0.145,-,-
ANZWOJ,28.50,25/02/10,4:1,0.046,0.051,0.065,-,-
ASX Ltd Last Sale Price $32.98,,,,,,,,
ASXWMC,35.00,26/11/09,4:1,0.071,0.079,0.115,-,-
ASXWMD,40.00,26/11/09,4:1,0.001,-,0.245,-,-
Billabong Intl Last Sale Price $10.98,,,,,,,,
BBGWMB,11.00,26/11/09,2:1,0.25,0.255,0.145,-,-
BHP Billiton Ltd Last Sale Price $40.10,,,,,,,,
BHPWMG,37.00,26/11/09,4:1,0.825,0.83,0.77,-,-
BHPVZK,38.00,26/11/09,4:1,0.645,0.675,0.74,-,-
BHPVZL,40.00,26/11/09,4:1,0.47,0.495,-,-,-
BHPWME,40.00,26/11/09,4:1,0.285,0.29,0.235,-3.5,4000
BHPWMF,42.00,26/11/09,4:1,0.10,0.105,0.105,-,-
BHPVZN,34.00,17/12/09,4:1,1.685,1.715,-,-,-
BHPWON,35.00,17/12/09,4:1,1.35,1.355,1.255,-,-
BHPVZM,36.00,17/12/09,4:1,1.305,1.335,-,-,-
BHPWOO,37.50,17/12/09,4:1,0.82,0.825,0.755,12,30
BHPVOA,40.00,17/12/09,4:1,0.395,0.40,0.385,10,380
BHPVOB,42.50,17/12/09,4:1,0.16,0.165,0.155,5,600
BHPWZA,40.00,28/01/10,4:1,1.02,1.05,-,-,-
BHPVZO,44.00,28/01/10,4:1,0.63,0.66,-,-,-
BHPWOC,37.00,25/02/10,4:1,1.235,1.24,1.065,-,-
BHPWOD,39.00,25/02/10,4:1,0.895,0.90,0.82,24,8
BHPWOE,41.00,25/02/10,4:1,0.66,0.665,-,-,-
BHPWOF,43.00,25/02/10,4:1,0.47,0.475,0.44,-,-
BHPVOC,45.00,25/02/10,4:1,0.335,0.34,0.29,2,100
BlueScope Steel Last Sale Price $2.94,,,,,,,,
BSLWMC,3.50,26/11/09,1:1,0.001,-,0.14,-,-
BSLWOE,3.00,17/12/09,2:1,0.073,0.10,0.066,0.6,250
BSLWOF,3.50,17/12/09,2:1,0.013,0.018,0.028,-,-
Brambles Ltd Last Sale Price $7.04,,,,,,,,
BXBWMA,7.50,26/11/09,2:1,0.044,0.05,0.465,-,-
