Warrants Market - Daily,,,,,,,,,,,,
XAO 4773.4 at 16:35 5/3/2010  Report at 19:05 Friday 5/3/2010. Processed 20:47 Friday 5/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $5.97,,,,,,,,,,,,
AMPWOC,6.25,27/05/10,3:1,0.12,0.125,0.14,-,-,,,,
AMPWOD,6.75,27/05/10,3:1,0.061,0.066,0.069,-,-,,,,
ANZ Banking Grp Last Sale Price $23.83,,,,,,,,,,,,
ANZVMA,22.00,25/03/10,3:1,0.67,0.675,0.33,-,-,,,,
ANZWZJ,23.00,25/03/10,4:1,0.335,0.365,-,-,-,,,,
ANZVMB,24.00,25/03/10,3:1,0.225,0.23,0.285,-,-,,,,
ANZWZI,24.00,25/03/10,4:1,0.195,0.225,-,-,-,,,,
ANZWOA,23.50,29/04/10,4:1,0.275,0.28,0.305,3.5,400,,,,
ANZVZA,24.00,29/04/10,4:1,0.45,0.48,0.215,-,-,,,,
ANZWOB,25.00,29/04/10,4:1,0.115,0.12,0.12,-,-,,,,
ANZVME,26.00,29/04/10,3:1,0.135,0.14,0.135,-4.5,200,,,,
ANZWOC,26.50,29/04/10,4:1,0.038,0.043,0.05,-,-,,,,
ANZWOF,19.00,24/06/10,4:1,1.18,1.185,1.11,-,-,,,,
ANZWOD,23.00,24/06/10,4:1,0.455,0.47,0.46,-,-,,,,
ANZWOE,24.50,24/06/10,4:1,0.29,0.295,-,-,-,,,,
ASX Ltd Last Sale Price $35.91,,,,,,,,,,,,
ASXVMA,37.00,25/03/10,4:1,0.125,0.13,0.835,-,-,,,,
ASXVMB,39.00,25/03/10,4:1,0.023,-,-,-,-,,,,
ASXVME,40.00,29/04/10,4:1,0.086,0.089,-,-,-,,,,
BHP Billiton Ltd Last Sale Price $42.50,,,,,,,,,,,,
BHPVMA,37.00,25/03/10,4:1,1.41,1.415,1.10,-,-,,,,
BHPVZA,42.00,25/03/10,4:1,0.56,0.59,0.42,-,-,,,,
BHPVMB,43.00,25/03/10,4:1,0.285,0.29,-,-,-,,,,
BHPVZB,44.00,25/03/10,4:1,0.34,0.37,-,-,-,,,,
BHPWOA,36.00,29/04/10,4:1,1.72,1.735,1.295,-,-,,,,
BHPWOB,38.50,29/04/10,4:1,1.185,1.195,1.235,16,100,,,,
