Warrants Market - Daily,,,,,,,,,,,,
XAO 4771.9 at 16:36 22/1/2010  Report at 19:05 Friday 22/1/2010. Processed 19:38 Friday 22/1/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $6.55,,,,,,,,,,,,
AMPWOA,6.00,25/02/10,3:1,0.18,0.20,0.185,-,-,,,,
AMPWOB,6.75,25/02/10,3:1,0.054,0.059,0.039,-2.7,250,,,,
ANZ Banking Grp Last Sale Price $22.65,,,,,,,,,,,,
ANZWZG,25.00,28/01/10,4:1,0.003,0.04,0.04,-,-,,,,
ANZWZH,22.00,25/02/10,4:1,0.345,0.375,0.475,-,-,,,,
ANZWOK,24.50,25/02/10,4:1,0.061,0.079,0.068,-6.7,800,,,,
ANZWOL,26.50,25/02/10,4:1,0.015,0.02,0.025,-,-,,,,
ANZWOJ,28.50,25/02/10,4:1,0.005,0.01,0.006,-,-,,,,
ANZVMA,22.00,25/03/10,3:1,0.58,0.585,0.73,-,-,,,,
ANZWZJ,23.00,25/03/10,4:1,0.34,0.37,-,-,-,,,,
ANZVMB,24.00,25/03/10,3:1,0.30,0.305,0.285,-6,600,,,,
ANZWZI,24.00,25/03/10,4:1,0.235,0.265,-,-,-,,,,
ANZWOA,23.50,29/04/10,4:1,0.265,0.295,0.265,-,-,,,,
ANZWOB,25.00,29/04/10,4:1,0.135,0.16,0.205,-,-,,,,
ANZVME,26.00,29/04/10,3:1,0.23,0.235,0.265,-,-,,,,
ANZWOC,26.50,29/04/10,4:1,0.068,0.082,0.094,-,-,,,,
ASX Ltd Last Sale Price $33.77,,,,,,,,,,,,
ASXVMA,33.00,25/03/10,4:1,0.555,0.565,0.55,-21,200,,,,
ASXVMB,35.00,25/03/10,4:1,0.315,0.325,-,-,-,,,,
ASXVME,37.00,29/04/10,4:1,0.275,0.28,-,-,-,,,,
BHP Billiton Ltd Last Sale Price $41.70,,,,,,,,,,,,
BHPWZA,40.00,28/01/10,4:1,0.49,0.52,0.75,-,-,,,,
BHPVZO,44.00,28/01/10,4:1,0.059,0.073,0.27,-,-,,,,
BHPWOC,37.00,25/02/10,4:1,1.28,1.29,1.61,-,-,,,,
BHPWOD,39.00,25/02/10,4:1,0.83,0.835,0.785,-47,7,,,,
BHPWOE,41.00,25/02/10,4:1,0.48,0.475,0.475,-21,2160,,,,
BHPWOF,43.00,25/02/10,4:1,0.245,0.275,0.375,-,-,,,,
BHPVOC,45.00,25/02/10,4:1,0.08,0.26,0.115,-8,8249,,,,
BHPWZB,46.00,25/02/10,4:1,0.21,0.24,-,-,-,,,,
BHPVMA,37.00,25/03/10,4:1,1.41,1.415,1.385,-13,150,,,,
BHPVMB,39.00,25/03/10,4:1,1.055,1.06,-,-,-,,,,
