Warrants Market - Daily,,,,,,,,,,,,
XAO 4809.1 at 16:36 16/3/2010  Report at 19:05 Tuesday 16/3/2010. Processed 19:11 Tuesday 16/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $6.15,,,,,,,,,,,,
AMPWOC,6.25,27/05/10,3:1,0.11,0.115,0.115,-,-,,,,
AMPWOD,6.75,27/05/10,3:1,0.06,0.065,0.069,-,-,,,,
ANZ Banking Grp Last Sale Price $24.15,,,,,,,,,,,,
ANZVMA,22.00,25/03/10,3:1,0.71,0.74,0.745,-,-,,,,
ANZWZJ,23.00,25/03/10,4:1,0.33,0.36,-,-,-,,,,
ANZVMB,24.00,25/03/10,3:1,0.165,0.185,0.285,-,-,,,,
ANZWZI,24.00,25/03/10,4:1,0.16,0.19,-,-,-,,,,
ANZWOA,23.50,29/04/10,4:1,0.29,0.295,0.295,-,-,,,,
ANZVZA,24.00,29/04/10,4:1,0.44,0.47,0.215,-,-,,,,
ANZWOB,25.00,29/04/10,4:1,0.105,0.11,0.125,-,-,,,,
ANZVME,26.00,29/04/10,3:1,0.12,0.135,0.135,-,-,,,,
ANZWOC,26.50,29/04/10,4:1,0.03,0.035,0.05,-,-,,,,
ANZWOF,19.00,24/06/10,4:1,1.235,1.24,1.11,-,-,,,,
ANZWOD,23.00,24/06/10,4:1,0.47,0.475,0.46,-,-,,,,
ANZWOE,24.50,24/06/10,4:1,0.285,0.29,-,-,-,,,,
ASX Ltd Last Sale Price $35.95,,,,,,,,,,,,
ASXVMA,37.00,25/03/10,4:1,0.036,0.054,0.835,-,-,,,,
ASXVMB,39.00,25/03/10,4:1,0.001,-,-,-,-,,,,
ASXVME,40.00,29/04/10,4:1,0.053,0.065,-,-,-,,,,
BHP Billiton Ltd Last Sale Price $42.75,,,,,,,,,,,,
BHPVMA,37.00,25/03/10,4:1,1.425,-,1.58,-,-,,,,
BHPVZA,42.00,25/03/10,4:1,0.43,0.46,0.42,-,-,,,,
BHPVMB,43.00,25/03/10,4:1,0.16,0.175,0.17,-,-,,,,
BHPVZB,44.00,25/03/10,4:1,0.20,0.23,-,-,-,,,,
BHPWOA,36.00,29/04/10,4:1,1.84,1.79,1.295,-,-,,,,
BHPWOB,38.50,29/04/10,4:1,1.26,1.215,1.235,-,-,,,,
BHPWOG,40.50,29/04/10,4:1,0.825,0.785,0.86,-,-,,,,
BHPVME,41.00,29/04/10,4:1,0.79,0.815,0.795,-13,45,,,,
BHPWOH,43.50,29/04/10,4:1,0.365,0.34,0.34,-7,2200,,,,
BHPVZC,46.00,29/04/10,4:1,0.505,0.535,-,-,-,,,,
BHPWOI,46.00,29/04/10,4:1,0.14,0.145,0.145,-4,360,,,,
BHPWOJ,37.50,24/06/10,4:1,1.735,1.74,1.66,-,-,,,,
BHPWOK,39.00,24/06/10,4:1,1.425,1.43,-,-,-,,,,
BHPWOL,41.00,24/06/10,4:1,1.03,1.035,1.215,-,-,,,,
BHPWOM,43.00,24/06/10,4:1,0.71,0.75,0.715,-,-,,,,
BHPVOD,45.00,24/06/10,4:1,0.505,0.51,0.635,-,-,,,,
BHPVOE,47.00,24/06/10,4:1,0.35,0.355,0.335,-,500,,,,
BlueScope Steel Last Sale Price $2.82,,,,,,,,,,,,
BSLWOB,2.75,25/03/10,2:1,0.068,0.073,-,-,-,,,,
BSLVMA,3.00,25/03/10,2:1,0.008,-,0.15,-,-,,,,
BSLWOA,3.00,25/03/10,2:1,0.009,0.017,0.005,-,-,,,,
BSLWOD,2.50,24/06/10,2:1,0.265,0.27,0.255,1,1000,,,,
BSLWOC,3.00,24/06/10,2:1,0.125,0.13,-,-,-,,,,
Brambles Ltd Last Sale Price $7.33,,,,,,,,,,,,
BXBWOA,7.00,24/06/10,4:1,0.195,0.20,-,-,-,,,,
BXBWOB,7.75,24/06/10,4:1,0.10,0.105,-,-,-,,,,
C'wlth Bank  of Aust  Last Sale Price $55.68,,,,,,,,,,,,
CBAVMA,53.00,25/03/10,5:1,0.58,0.62,0.52,-,-,,,,
CBAVZL,53.00,25/03/10,5:1,0.615,0.645,0.475,-,-,,,,
CBAVMB,55.00,25/03/10,5:1,0.275,0.31,0.295,-,-,,,,
CBAVZM,55.00,25/03/10,5:1,0.345,0.375,-,-,-,,,,
