Warrants Market - Daily,,,,,,,,,,,,
XAO 4615.6 at 16:40 9/8/2010  Report at 19:05 Monday 9/8/2010. Processed 19:24 Monday 9/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $5.54,,,,,,,,,,,,
AMPWOB,5.25,23/09/10,3:1,0.125,0.13,-,-,-,,,,
AMPWOA,6.00,23/09/10,3:1,0.03,0.035,0.03,-,-,,,,
AMPWOC,5.75,25/11/10,3:1,0.095,0.10,-,-,-,,,,
AMPWOD,6.25,25/11/10,3:1,0.051,0.056,-,-,-,,,,
ANZ Banking Grp Last Sale Price $23.10,,,,,,,,,,,,
ANZVZE,24.00,25/08/10,4:1,0.10,0.125,-,-,-,,,,
ANZVMB,20.00,23/09/10,4:1,0.85,0.855,-,-,-,,,,
ANZVMC,22.00,23/09/10,4:1,0.435,0.44,0.455,-,-,,,,
ANZWOG,22.50,23/09/10,4:1,0.365,0.37,0.36,-,1000,,,,
ANZVMD,24.00,23/09/10,4:1,0.15,0.155,-,-,-,,,,
ANZVZF,24.00,23/09/10,4:1,0.13,0.155,0.155,-,-,,,,
ANZWOH,24.50,23/09/10,4:1,0.13,0.135,0.13,-,800,,,,
ANZWMH,26.00,23/09/10,4:1,0.03,0.03,0.079,-,-,,,,
ANZWOI,26.50,23/09/10,4:1,0.039,0.044,0.17,-,-,,,,
ANZWMI,28.00,23/09/10,4:1,0.002,-,0.007,-,-,,,,
ANZWOJ,22.00,25/11/10,4:1,0.50,0.505,-,-,-,,,,
ANZWOK,23.50,25/11/10,4:1,0.305,0.31,-,-,-,,,,
ANZWOL,25.00,25/11/10,4:1,0.17,0.175,-,-,-,,,,
ANZWOM,26.50,25/11/10,4:1,0.089,0.094,-,-,-,,,,
ANZVMF,20.00,27/01/11,4:1,1.015,1.02,-,-,-,,,,
ANZVMG,22.00,27/01/11,4:1,0.675,0.68,-,-,-,,,,
ANZVMH,24.00,27/01/11,4:1,0.41,0.415,0.47,-,-,,,,
ANZVMI,26.00,27/01/11,4:1,0.23,0.235,0.225,-,-,,,,
ASX Ltd Last Sale Price $30.26,,,,,,,,,,,,
ASXUMB,32.00,23/09/10,4:1,0.057,0.06,0.086,-,-,,,,
ASXUMC,35.00,23/09/10,4:1,0.001,-,0.086,-,-,,,,
AXA Asia Pacific Last Sale Price $5.49,,,,,,,,,,,,
AXAWSA,0.00,25/03/20,1:1,-,-,5.47,-,-,,,,
BHP Billiton Ltd Last Sale Price $41.55,,,,,,,,,,,,
BHPVZG,40.00,25/08/10,4:1,0.605,0.63,-,-,-,,,,
BHPWOC,35.00,26/08/10,4:1,1.695,1.705,1.675,27,238,,,,
BHPWOD,37.50,26/08/10,4:1,1.09,1.10,0.815,-,-,,,,
BHPWOE,39.50,26/08/10,4:1,0.635,0.64,0.58,-,-,,,,
BHPWOF,41.00,26/08/10,4:1,0.38,0.385,0.365,-,-,,,,
BHPWON,43.00,26/08/10,4:1,0.15,0.155,0.135,-,-,,,,
BHPWOO,45.00,26/08/10,4:1,0.048,0.053,0.058,-,-,,,,
BHPVOA,47.50,26/08/10,4:1,0.011,0.016,0.02,-,-,,,,
BHPUMH,34.00,23/09/10,4:1,1.945,1.95,1.69,-,-,,,,
BHPUMI,38.00,23/09/10,4:1,1.035,1.04,0.96,-,-,,,,
BHPVMF,40.00,23/09/10,4:1,0.655,0.66,0.63,-,-,,,,
BHPVZH,40.00,23/09/10,4:1,0.575,0.60,-,-,-,,,,
BHPUMJ,42.00,23/09/10,4:1,0.37,0.375,0.345,3,135,,,,
BHPVMG,44.00,23/09/10,4:1,0.175,0.18,0.145,-,-,,,,
BHPWMH,46.00,23/09/10,4:1,0.093,0.096,0.091,-,-,,,,
BHPWMI,48.00,23/09/10,4:1,0.027,-,0.06,-,-,,,,
BHPWOA,36.00,28/10/10,4:1,1.575,1.58,-,-,-,,,,
BHPWOB,38.00,28/10/10,4:1,1.17,1.175,-,-,-,,,,
BHPWOG,40.00,28/10/10,4:1,0.82,0.825,-,-,-,,,,
BHPWOH,42.00,28/10/10,4:1,0.535,0.54,-,-,-,,,,
BHPWOI,44.00,28/10/10,4:1,0.335,0.34,0.33,5,120,,,,
BHPVOB,39.00,23/12/10,4:1,1.24,1.245,-,-,-,,,,
BHPVOC,42.00,23/12/10,4:1,0.805,0.81,-,-,-,,,,
BHPVOF,46.00,23/12/10,4:1,0.395,0.40,-,-,-,,,,
BHPVMH,40.00,27/01/11,4:1,1.215,1.22,0.85,-,-,,,,
BHPVMI,42.00,27/01/11,4:1,0.935,0.94,-,-,-,,,,
BHPVMJ,44.00,27/01/11,4:1,0.71,0.715,0.59,-,-,,,,
BHPVMK,46.00,27/01/11,4:1,0.485,0.49,0.46,2,1150,,,,
BlueScope Steel Last Sale Price $2.45,,,,,,,,,,,,
BSLWOF,2.25,26/08/10,2:1,0.125,0.13,0.125,-,-,,,,
BSLWOE,2.65,26/08/10,2:1,0.028,0.033,-,-,-,,,,
BSLUMB,2.50,28/10/10,1:1,0.195,0.20,0.195,-,-,,,,
Brambles Ltd Last Sale Price $5.42,,,,,,,,,,,,
BXBWOC,7.25,26/08/10,3:1,0.001,0.011,0.036,-,-,,,,
BXBWOD,7.75,26/08/10,3:1,0.001,0.011,-,-,-,,,,
BXBVME,5.00,23/09/10,1:1,0.585,0.59,0.605,-,-,,,,
C'wlth Bank  of Aust  Last Sale Price $53.04,,,,,,,,,,,,
CBAVZD,52.00,25/08/10,5:1,0.295,0.32,0.365,-,-,,,,
CBAUMG,50.00,23/09/10,4:1,0.84,0.845,0.765,-,-,,,,
CBAVZE,52.00,23/09/10,5:1,0.345,0.37,-,-,-,,,,
CBAUMH,53.00,23/09/10,4:1,0.39,0.395,0.38,0.5,300,,,,
CBAWOG,54.00,23/09/10,5:1,0.255,0.26,0.235,-3.5,238,,,,
CBAUMI,55.00,23/09/10,4:1,0.205,0.21,0.33,-,-,,,,
CBAWOH,56.50,23/09/10,5:1,0.12,0.125,0.105,-,-,,,,
CBAWMI,57.00,23/09/10,4:1,0.10,0.105,0.56,-,-,,,,
CBAWMH,58.00,23/09/10,4:1,0.076,0.079,0.18,-,-,,,,
CBAWOI,59.00,23/09/10,5:1,0.055,0.06,0.066,-,-,,,,
CBAWOA,48.00,25/11/10,5:1,1.18,1.185,-,-,-,,,,
CBAWOB,50.50,25/11/10,5:1,0.855,0.86,-,-,-,,,,
CBAWOC,52.50,25/11/10,5:1,0.63,0.635,-,-,-,,,,
CBAWOJ,55.00,25/11/10,5:1,0.41,0.415,-,-,-,,,,
CBAWOK,57.50,25/11/10,5:1,0.265,0.27,-,-,-,,,,
CBAVMF,48.00,27/01/11,4:1,1.75,1.755,-,-,-,,,,
CBAVMG,52.00,27/01/11,4:1,1.18,1.185,1.17,-,-,,,,
CBAVMH,56.00,27/01/11,4:1,0.75,0.755,-,-,-,,,,
CBAVMI,60.00,27/01/11,4:1,0.445,0.45,-,-,-,,,,
Computershare Ltd Last Sale Price $10.28,,,,,,,,,,,,
CPUUMB,11.50,23/09/10,1:1,0.145,0.15,0.20,-,-,,,,
CSL Ltd Last Sale Price $33.73,,,,,,,,,,,,
CSLUMB,34.00,23/09/10,4:1,0.30,0.305,0.28,2,100,,,,
CSLUMC,37.00,23/09/10,4:1,0.058,0.061,-,-,-,,,,
Fortescue Metals Grp Last Sale Price $4.62,,,,,,,,,,,,
FMGUMB,4.50,23/09/10,1:1,0.45,0.455,0.395,-,-,,,,
Incitec Pivot Last Sale Price $3.41,,,,,,,,,,,,
IPLUMC,3.00,23/09/10,1:1,0.475,0.48,0.455,-,-,,,,
Macq Grp Ltd Last Sale Price $40.31,,,,,,,,,,,,
MQGVZB,42.00,25/08/10,5:1,0.19,0.215,0.195,-,-,,,,
MQGVZC,42.00,23/09/10,5:1,0.41,0.435,0.39,-,-,,,,
MQGWOB,50.00,23/09/10,6:1,0.036,0.041,0.036,-,-,,,,
MQGWOC,57.50,23/09/10,6:1,0.012,0.022,0.014,-,-,,,,
MQGWOA,36.00,25/11/10,6:1,0.955,0.96,-,-,-,,,,
MQGWOF,40.00,25/11/10,6:1,0.545,0.55,-,-,-,,,,
MQGWOG,45.00,25/11/10,6:1,0.225,0.23,-,-,-,,,,
National Aust Bank Last Sale Price $25.05,,,,,,,,,,,,
