Warrants Market - Daily,,,,,,,,,,,,
XAO 4598.6 at 16:36 6/5/2010  Report at 19:05 Thursday 6/5/2010. Processed 21:43 Thursday 6/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
Asciano Grp Last Sale Price $1.62,,,,,,,,,,,,
AIOUMA,1.50,27/05/10,1:1,0.14,0.16,-,-,-,,,,
AMP Ltd Last Sale Price $6.05,,,,,,,,,,,,
AMPWOC,6.25,27/05/10,3:1,0.035,0.04,0.066,-,-,,,,
AMPWOD,6.75,27/05/10,3:1,0.014,0.019,0.069,-,-,,,,
ANZ Banking Grp Last Sale Price $22.45,,,,,,,,,,,,
ANZUMA,23.00,27/05/10,4:1,0.12,0.145,0.14,-31,200,,,,
ANZUMB,25.00,27/05/10,4:1,0.01,0.011,0.011,-12.4,1200,,,,
ANZUMC,27.00,27/05/10,4:1,0.001,-,0.012,-,-,,,,
ANZVZB,27.50,27/05/10,4:1,0.001,0.04,-,-,-,,,,
ANZWOD,23.00,24/06/10,4:1,0.195,0.20,0.205,-27,2108,,,,
ANZWMA,24.00,24/06/10,4:1,0.12,0.135,0.24,-,-,,,,
ANZWOE,24.50,24/06/10,4:1,0.071,0.075,0.105,-4,400,,,,
ANZWMB,26.00,24/06/10,4:1,0.026,0.036,0.08,-,-,,,,
ANZWOF,26.00,24/06/10,4:1,0.024,0.029,1.11,-,-,,,,
ANZWMH,26.00,23/09/10,4:1,0.155,0.175,0.195,-14.5,1670,,,,
ANZWMI,28.00,23/09/10,4:1,0.069,0.081,0.185,-,-,,,,
ASX Ltd Last Sale Price $32.25,,,,,,,,,,,,
ASXUMA,34.00,27/05/10,4:1,0.044,0.055,-,-,-,,,,
BHP Billiton Ltd Last Sale Price $37.60,,,,,,,,,,,,
BHPUMA,42.00,27/05/10,4:1,0.022,-,0.028,-0.2,300,,,,
BHPUMB,44.00,27/05/10,4:1,0.002,-,0.07,-,-,,,,
BHPVZD,45.00,27/05/10,4:1,0.006,0.04,-,-,-,,,,
BHPUMC,46.00,27/05/10,4:1,0.001,-,0.13,-,-,,,,
BHPWOK,39.00,24/06/10,4:1,0.33,0.335,0.345,-12.5,4440,,,,
BHPWOL,41.00,24/06/10,4:1,0.16,0.16,0.16,-8.5,4448,,,,
BHPWMA,43.00,24/06/10,4:1,0.10,0.11,0.11,-6,400,,,,
BHPWOM,43.00,24/06/10,4:1,0.055,0.15,0.069,-3.6,5420,,,,
BHPVOD,45.00,24/06/10,4:1,0.027,0.032,0.034,-1.6,250,,,,
BHPWMB,45.00,24/06/10,4:1,0.046,0.051,0.052,-,-,,,,
BHPVOE,47.00,24/06/10,4:1,0.014,0.019,0.024,-,-,,,,
BHPWOJ,48.50,24/06/10,4:1,0.013,0.018,0.20,-,-,,,,
BHPWMH,46.00,23/09/10,4:1,0.19,0.195,0.21,-4.5,470,,,,
BHPWMI,48.00,23/09/10,4:1,0.12,0.125,0.505,-,-,,,,
BlueScope Steel Last Sale Price $2.52,,,,,,,,,,,,
BSLUMA,3.00,27/05/10,1:1,0.004,-,-,-,-,,,,
BSLWOD,2.50,24/06/10,2:1,0.105,0.11,0.285,-,-,,,,
BSLWOC,3.00,24/06/10,2:1,0.017,0.022,-,-,-,,,,
Brambles Ltd Last Sale Price $7.13,,,,,,,,,,,,
BXBWOA,7.00,24/06/10,4:1,0.12,0.125,0.205,-,-,,,,
BXBWOB,7.75,24/06/10,4:1,0.04,0.045,-,-,-,,,,
C'wlth Bank  of Aust  Last Sale Price $55.17,,,,,,,,,,,,
CBAUMA,55.00,27/05/10,4:1,0.48,0.55,0.52,-27,50,,,,
CBAUMB,57.00,27/05/10,4:1,0.275,0.33,-,-,-,,,,
CBAVZA,58.00,27/05/10,5:1,0.115,0.145,-,-,-,,,,
CBAUMC,59.00,27/05/10,4:1,0.145,0.18,0.305,-,-,,,,
CBAWOD,55.00,24/06/10,5:1,0.475,0.495,0.495,-23.5,272,,,,
CBAWMA,56.00,24/06/10,4:1,0.565,0.63,-,-,-,,,,
