Warrants Market,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4372.1 at 2012-02-22T16:44:47. Report at Wednesday, February 22, 2012. Processed Thursday at 2012-02-23T01:00:07+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Equity Call Warrants,
ANZ Banking Grp Last Sale Price $22.14,
ANZVOA,18.00,23/02/12,4:1,1.04,,.945,,,,
ANZVRI,18.00,23/02/12,4:1,1.03,,,,,,
ANZVOB,20.00,23/02/12,4:1,.54,,,,,,
ANZVRJ,21.00,23/02/12,4:1,.28,,,,,,
ANZVOC,22.00,23/02/12,4:1,.059,,.115,,,,
ANZVRK,23.00,23/02/12,4:1,.001,,,,,,
ANZVOG,24.00,23/02/12,4:1,.001,,,,,,
ANZVRL,25.00,23/02/12,4:1,.001,,,,,,
ANZWOA,19.00,29/03/12,4:1,.845,.85,,,,,
ANZWOB,21.00,29/03/12,4:1,.41,.415,,,,,
ANZWRA,22.00,29/03/12,4:1,.165,.17,,,,,
ANZVMA,23.00,29/03/12,4:1,.066,.089,,,,,
ANZWOC,23.00,29/03/12,4:1,.115,.12,,,,,
ANZWRB,23.00,29/03/12,4:1,.053,.055,,,,,
ANZWOK,25.00,29/03/12,4:1,.025,.03,,,,,
ANZVMB,26.00,29/03/12,4:1,.001,,,,,,
,
BHP Billiton Last Sale Price $36.41,
BHPVOJ,35.00,23/02/12,4:1,.355,,,,,,
BHPVRI,36.00,23/02/12,4:1,.093,,.075,,,,
BHPVOK,37.00,23/02/12,4:1,.021,,.043,,,,
BHPVRJ,38.00,23/02/12,4:1,.001,,,,,,
BHPVOL,39.00,23/02/12,4:1,.001,,.006,,,,
BHPVRL,39.00,23/02/12,4:1,.001,,,,,,
BHPVRK,40.00,23/02/12,4:1,.001,.044,.04,,,,
BHPVOM,41.00,23/02/12,4:1,.001,,.105,,,,
BHPVOE,43.00,23/02/12,4:1,,,.045,,,,
BHPVON,45.00,23/02/12,4:1,.001,,.068,,,,
BHPWOI,34.00,29/03/12,4:1,.705,.71,.725,+1.5,432,,
BHPWOJ,36.00,29/03/12,4:1,.40,.405,,,,,
BHPWRA,36.00,29/03/12,4:1,.24,.28,.16,,,,
BHPWRB,37.50,29/03/12,4:1,.092,.12,.084,,,,
BHPWOC,38.00,29/03/12,4:1,.205,.21,.21,+.5,500,,
BHPWOD,40.00,29/03/12,4:1,.089,.094,.086,,,,
BHPWOE,42.00,29/03/12,4:1,.044,.049,,,,,
BHPWOF,44.00,29/03/12,4:1,.027,.032,,,,,
BHPVMA,38.00,26/04/12,4:1,.23,.255,.25,,,,
BHPVMB,42.00,26/04/12,4:1,.022,,,,,,
,
C'wlth Bank of Aust Last Sale Price $49.64,
CBAVOA,47.00,23/02/12,5:1,.545,,.75,,,,
CBAVOB,49.00,23/02/12,5:1,.165,,.12,,,,
CBAVRJ,49.00,23/02/12,4:1,.165,,.13,,,,
CBAVOC,51.00,23/02/12,5:1,.002,.255,.10,,,,
CBAVRI,52.00,23/02/12,4:1,.001,,.001,-4.4,300,,
CBAVOG,53.00,23/02/12,5:1,,,,,,,
CBAVRK,53.00,23/02/12,4:1,.001,,,,,,
CBAVRL,54.00,23/02/12,4:1,.001,,,,,,
CBAWOK,48.00,29/03/12,5:1,.60,.605,,,,,
CBAWOL,50.00,29/03/12,5:1,.37,.375,.35,+5,500,,
CBAWRA,50.50,29/03/12,4:1,.125,.155,.205,,,,
CBAVMA,52.00,29/03/12,4:1,.097,.12,.10,+3.5,100,,
CBAWOM,52.00,29/03/12,5:1,.17,.175,,,,,
CBAWRB,52.00,29/03/12,4:1,.024,.042,.045,,,,
CBAWON,54.00,29/03/12,5:1,.074,.079,,,,,
CBAVMB,55.00,29/03/12,4:1,.001,,,,,,
,
Fortescue Metals Grp Last Sale Price $5.54,
FMGVRK,4.50,23/02/12,2:1,.525,,.31,,,,
FMGVOA,5.00,23/02/12,3:1,.19,,.125,,,,
FMGVRL,5.00,23/02/12,2:1,.275,,.20,,,,
FMGVRN,5.25,23/02/12,2:1,.15,,.14,,,,
FMGVOB,5.50,23/02/12,3:1,.034,,.105,,,,
FMGVRM,5.50,23/02/12,2:1,.033,,.10,,,,
FMGVOE,6.00,23/02/12,3:1,.001,,,,,,
FMGWOA,4.75,29/03/12,3:1,.31,.315,,,,,
FMGWOB,5.25,29/03/12,3:1,.185,.19,.145,,,,
FMGWRA,5.50,29/03/12,2:1,.145,.145,,,,,
FMGWOE,5.75,29/03/12,3:1,.095,.10,,,,,
FMGWRB,5.75,29/03/12,2:1,.09,.089,.071,,850,,
,
Macquarie Grp Last Sale Price $27.30,
MQGVOA,22.00,23/02/12,4:1,1.34,,,,,,
MQGVRJ,24.00,23/02/12,4:1,.83,,,,,,
MQGVOB,25.00,23/02/12,4:1,.59,,.535,,,,
MQGVRI,25.00,23/02/12,4:1,.58,,.385,,,,
MQGVRL,26.00,23/02/12,4:1,.33,,,,,,
MQGVRK,27.00,23/02/12,4:1,.09,,,,,,
MQGVOC,28.00,23/02/12,4:1,.015,,,,,,
MQGWOF,21.00,29/03/12,4:1,1.655,1.66,,,,,
MQGWOG,24.00,29/03/12,4:1,.98,.985,,,,,
MQGWOH,27.00,29/03/12,4:1,.435,.44,.34,,,,
MQGWRA,27.00,29/03/12,4:1,.30,.30,,,,,
MQGWRB,28.00,29/03/12,4:1,.16,.165,,,,,
,
National Aust Bank Last Sale Price $23.45,
NABVOA,23.00,23/02/12,4:1,.135,,.21,,,,
NABVRJ,24.00,23/02/12,4:1,.001,,.16,,,,
NABVOB,25.00,23/02/12,4:1,.001,,.125,,,,
NABVRI,25.00,23/02/12,4:1,.001,,,,,,
NABVOC,27.00,23/02/12,4:1,.001,,.072,,,,
NABVRK,27.00,23/02/12,4:1,.001,,,,,,
NABVOK,29.00,23/02/12,4:1,.001,.001,.001,-4.2,1000,,
NABVRL,29.00,23/02/12,4:1,.001,,,,,,
NABWOD,23.00,29/03/12,4:1,.36,.365,.36,,,,
NABWRB,23.50,29/03/12,4:1,.17,.17,,,,,
NABWRA,24.50,29/03/12,4:1,.04,.049,.175,,,,
NABWOE,25.00,29/03/12,4:1,.12,.125,.115,,,,
NABVMA,26.00,29/03/12,4:1,.001,,.053,,,,
NABWOF,27.00,29/03/12,4:1,.031,.036,,,,,
NABVMB,29.00,29/03/12,4:1,.001,,,,,,
NABWOG,29.00,29/03/12,4:1,.017,.022,,,,,
NABWSA,0.00,25/03/20,1:1,.01,,26.20,,,,
,
Newcrest Min Last Sale Price $35.85,
NCMVRN,32.00,23/02/12,4:1,.98,,.445,,,,
NCMVRM,34.00,23/02/12,4:1,.48,.485,.485,+20.5,450,,
NCMVOG,35.00,23/02/12,4:1,.25,.26,.26,+11,600,,
NCMVRK,36.00,23/02/12,4:1,.001,,.08,,,,
NCMVRL,39.00,23/02/12,4:1,.001,,,,,,
NCMVOH,40.00,23/02/12,4:1,,,.025,,,,
NCMVOI,45.00,23/02/12,4:1,.001,,,,,,
NCMWOA,30.00,29/03/12,4:1,1.575,1.58,1.31,,,,
NCMWRA,32.00,29/03/12,4:1,1.01,1.005,.76,,,,
NCMWRB,33.00,29/03/12,4:1,.78,.78,.82,+19.5,323,,
NCMWOB,36.00,29/03/12,4:1,.47,.475,.395,,,,
NCMWOE,42.00,29/03/12,4:1,.061,.066,.084,,,,
,
QBE Insurance Grp Last Sale Price $11.60,
QBEVOA,11.00,23/02/12,4:1,.155,,.185,,,,
QBEVOB,12.00,23/02/12,4:1,.002,,.12,,,,
QBEVOC,13.00,23/02/12,4:1,,,,,,,
QBEWOC,10.00,29/03/12,4:1,.41,.415,.445,,,,
QBEWOD,12.00,29/03/12,4:1,.115,.12,,,,,
QBEWOE,14.00,29/03/12,4:1,.022,.027,,,,,
,
Rio Tinto Last Sale Price $68.53,
RIOVRL,66.00,23/02/12,6:1,.435,,.26,,,,
RIOVOH,67.00,23/02/12,6:1,.325,,.36,,,,
RIOVRK,68.00,23/02/12,6:1,.10,,.21,,,,
RIOVOI,70.00,23/02/12,6:1,.048,,.115,,,,
RIOVRM,70.00,23/02/12,6:1,.001,.04,.046,,,,
RIOVRN,72.00,23/02/12,6:1,.001,,.001,-11.9,808,,
RIOVOJ,73.00,23/02/12,6:1,.011,,.022,,,,
RIOVOK,76.00,23/02/12,6:1,.001,.042,.135,,,,
RIOWOA,60.00,29/03/12,6:1,1.505,1.51,,,,,
RIOWOB,65.00,29/03/12,6:1,.87,.875,.885,+.5,225,,
RIOWRB,65.00,29/03/12,6:1,.69,.71,1.235,,,,
RIOWRA,68.00,29/03/12,6:1,.43,.425,,,,,
RIOWOF,70.00,29/03/12,6:1,.41,.415,.42,,480,,
RIOWOG,75.00,29/03/12,6:1,.15,.155,.155,+3,423,,
RIOVMA,65.00,26/04/12,4:1,1.435,1.46,1.28,,,,
RIOVMB,70.00,26/04/12,4:1,.695,.72,,,,,
,
Telstra Corp Last Sale Price $3.31,
TLSVOA,3.00,23/02/12,2:1,.16,,,,,,
TLSVOB,3.50,23/02/12,2:1,.001,,,,,,
TLSVRG,3.50,23/02/12,2:1,.001,,,,,,
TLSVRH,3.50,23/02/12,2:1,.001,,,,,,
TLSVOH,4.00,23/02/12,2:1,,,,,,,
TLSVRI,4.00,23/02/12,2:1,.001,,,,,,
TLSWOC,3.25,29/03/12,2:1,.075,.08,,,,,
TLSWRA,3.25,29/03/12,2:1,.057,.061,,,,,
TLSWRB,3.50,29/03/12,2:1,.006,.04,,,,,
TLSWOD,3.75,29/03/12,2:1,.011,.018,,,,,
TLSWOE,4.25,29/03/12,2:1,.006,.013,.006,,,,
,
Westpac Banking Last Sale Price $20.77,
WBCVOA,20.00,23/02/12,4:1,.21,,.14,,,,
WBCVRJ,21.00,23/02/12,4:1,.004,,.12,,,,
WBCVOB,22.00,23/02/12,4:1,.001,,.15,,,,
WBCVRI,22.00,23/02/12,4:1,.001,,,,,,
WBCVRK,23.00,23/02/12,4:1,.001,,,,,,
WBCVOC,24.00,23/02/12,4:1,.001,,,,,,
WBCVRL,25.00,23/02/12,4:1,.001,,,,,,
WBCVOK,26.00,23/02/12,4:1,,,,,,,
WBCWOD,19.00,29/03/12,4:1,.56,.565,,,,,
WBCWRB,20.00,29/03/12,4:1,.295,.295,,,,,
WBCWOE,21.00,29/03/12,4:1,.205,.21,,,,,
WBCWRA,21.00,29/03/12,4:1,.10,.115,.17,,,,
WBCVMA,22.00,29/03/12,4:1,.038,.061,.072,,,,
WBCWOF,23.00,29/03/12,4:1,.047,.052,,,,,
WBCVMB,25.00,29/03/12,4:1,.001,,,,,,
WBCWOG,25.00,29/03/12,4:1,.014,.024,,,,,
,
Wesfarmers Last Sale Price $29.23,
WESVOF,30.00,23/02/12,4:1,.08,,.26,,,,
WESVRG,32.00,23/02/12,4:1,.001,,,,,,
WESVRH,32.00,23/02/12,4:1,.001,,,,,,
WESVOG,33.00,23/02/12,4:1,.035,,.105,,,,
WESVRJ,34.00,23/02/12,4:1,.001,,,,,,
WESVRI,35.00,23/02/12,4:1,.001,,,,,,
WESVOH,36.00,23/02/12,4:1,,,,,,,
WESWOA,29.00,29/03/12,4:1,.385,.39,.43,,,,
WESWOC,32.00,29/03/12,4:1,.10,.105,.115,,,,
WESWRA,32.00,29/03/12,4:1,.005,.04,.04,,,,
WESWRB,33.00,29/03/12,4:1,.001,.04,.066,,,,
WESWOE,35.00,29/03/12,4:1,.024,.029,,,,,
,
Woolworths Last Sale Price $24.95,
WOWVOF,24.00,23/02/12,4:1,.245,,,,,,
WOWVOG,26.00,23/02/12,4:1,.001,,.32,,,,
WOWVOH,28.00,23/02/12,4:1,.001,,,,,,
WOWWOC,25.00,29/03/12,4:1,.20,.205,,,,,
WOWWOD,27.00,29/03/12,4:1,.044,.049,,,,,
WOWWOE,29.00,29/03/12,4:1,.017,.022,,,,,
,
Woodside Petroleum Last Sale Price $36.86,
WPLVRK,30.00,23/02/12,4:1,1.715,,.60,,,,
WPLVRL,34.00,23/02/12,4:1,.715,,.26,,,,
WPLVOA,35.00,23/02/12,5:1,.38,,.24,,,,
WPLVRM,37.00,23/02/12,4:1,.036,,,,,,
WPLVOB,38.00,23/02/12,5:1,.003,,.22,,,,
WPLVRN,40.00,23/02/12,4:1,.001,,,,,,
WPLVOC,41.00,23/02/12,5:1,.001,,.016,,,,
WPLWOA,30.00,29/03/12,5:1,1.35,1.355,,,,,
WPLWRA,32.50,29/03/12,4:1,1.045,1.05,.77,,,,
WPLWOB,33.00,29/03/12,5:1,.82,.825,.51,,,,
WPLWRB,35.00,29/03/12,4:1,.53,.535,.45,,327,,
