Warrants Market - Daily,,,,,,,,,,,,
XAO 4833.9 at 16:43 30/4/2010  Report at 19:06 Friday 30/4/2010. Processed 20:37 Friday 30/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
Asciano Grp Last Sale Price $1.70,,,,,,,,,,,,
AIOUMA,1.50,27/05/10,1:1,0.22,0.235,-,-,-,,,,
AMP Ltd Last Sale Price $6.26,,,,,,,,,,,,
AMPWOC,6.25,27/05/10,3:1,0.059,0.064,0.091,-,-,,,,
AMPWOD,6.75,27/05/10,3:1,0.021,0.026,0.069,-,-,,,,
ANZ Banking Grp Last Sale Price $24.20,,,,,,,,,,,,
ANZUMA,23.00,27/05/10,4:1,0.335,0.34,0.48,-,-,,,,
ANZUMB,25.00,27/05/10,4:1,0.066,0.069,0.07,-3,800,,,,
ANZUMC,27.00,27/05/10,4:1,0.01,-,0.012,-,-,,,,
ANZVZB,27.50,27/05/10,4:1,0.009,0.04,-,-,-,,,,
ANZWOD,23.00,24/06/10,4:1,0.34,0.345,0.37,-12.5,50,,,,
ANZWMA,24.00,24/06/10,4:1,0.275,0.28,0.24,-,-,,,,
ANZWOE,24.50,24/06/10,4:1,0.16,0.165,0.17,-1.5,2095,,,,
ANZWMB,26.00,24/06/10,4:1,0.068,0.071,0.11,-,-,,,,
ANZWOF,26.00,24/06/10,4:1,0.057,0.062,1.11,-,-,,,,
ANZWMH,26.00,23/09/10,4:1,0.23,0.235,0.23,-1.5,40,,,,
ANZWMI,28.00,23/09/10,4:1,0.11,0.115,0.185,-,-,,,,
ASX Ltd Last Sale Price $32.98,,,,,,,,,,,,
ASXUMA,34.00,27/05/10,4:1,0.105,0.115,-,-,-,,,,
BHP Billiton Ltd Last Sale Price $40.75,,,,,,,,,,,,
BHPUMA,42.00,27/05/10,4:1,0.21,0.225,0.27,-,-,,,,
BHPUMB,44.00,27/05/10,4:1,0.067,0.075,0.07,-,-,,,,
BHPVZD,45.00,27/05/10,4:1,0.082,0.096,-,-,-,,,,
BHPUMC,46.00,27/05/10,4:1,0.018,0.079,0.13,-,-,,,,
BHPWOK,39.00,24/06/10,4:1,0.77,0.78,1.05,-,-,,,,
BHPWOL,41.00,24/06/10,4:1,0.46,0.465,0.50,4,200,,,,
BHPWMA,43.00,24/06/10,4:1,0.265,0.28,0.31,-,-,,,,
BHPWOM,43.00,24/06/10,4:1,0.20,0.225,0.255,2.5,500,,,,
BHPVOD,45.00,24/06/10,4:1,0.115,0.12,0.15,-,-,,,,
BHPWMB,45.00,24/06/10,4:1,0.13,0.14,0.35,-,-,,,,
BHPVOE,47.00,24/06/10,4:1,0.051,0.056,0.057,0.2,800,,,,
BHPWOJ,48.50,24/06/10,4:1,0.032,0.037,0.20,-,-,,,,
BHPWMH,46.00,23/09/10,4:1,0.335,0.35,0.33,-,-,,,,
BHPWMI,48.00,23/09/10,4:1,0.225,0.235,0.505,-,-,,,,
BlueScope Steel Last Sale Price $2.65,,,,,,,,,,,,
BSLUMA,3.00,27/05/10,1:1,0.028,0.031,-,-,-,,,,
BSLWOD,2.50,24/06/10,2:1,0.15,0.155,0.285,-,-,,,,
BSLWOC,3.00,24/06/10,2:1,0.031,0.036,-,-,-,,,,
Brambles Ltd Last Sale Price $7.26,,,,,,,,,,,,
BXBWOA,7.00,24/06/10,4:1,0.135,0.14,0.205,-,-,,,,
BXBWOB,7.75,24/06/10,4:1,0.048,0.053,-,-,-,,,,
C'wlth Bank  of Aust  Last Sale Price $58.51,,,,,,,,,,,,
CBAUMA,55.00,27/05/10,4:1,1.075,1.10,-,-,-,,,,
CBAUMB,57.00,27/05/10,4:1,0.74,0.76,-,-,-,,,,
CBAVZA,58.00,27/05/10,5:1,0.44,0.47,-,-,-,,,,
CBAUMC,59.00,27/05/10,4:1,0.48,0.495,0.325,-,-,,,,
CBAWOD,55.00,24/06/10,5:1,0.89,0.895,0.735,-,-,,,,
CBAWMA,56.00,24/06/10,4:1,1.055,1.075,-,-,-,,,,
CBAWOE,57.50,24/06/10,5:1,0.55,0.555,0.48,-,-,,,,
CBAWMB,58.00,24/06/10,4:1,0.76,0.78,-,-,-,,,,
CBAWOF,60.00,24/06/10,5:1,0.265,0.27,0.24,-,-,,,,
CBAWMH,58.00,23/09/10,4:1,1.095,1.115,-,-,-,,,,
CBAWMI,60.00,23/09/10,4:1,0.845,0.865,-,-,-,,,,
Computershare Ltd Last Sale Price $11.84,,,,,,,,,,,,
CPUUMA,13.00,27/05/10,1:1,0.064,0.07,-,-,-,,,,
CSL Ltd Last Sale Price $32.39,,,,,,,,,,,,
CSLUMA,37.00,27/05/10,4:1,0.004,-,0.052,-,-,,,,
Fortescue Metals Grp Last Sale Price $4.58,,,,,,,,,,,,
FMGUMA,5.00,27/05/10,1:1,0.095,0.10,0.355,-,-,,,,
Incitec Pivot Last Sale Price $3.25,,,,,,,,,,,,
IPLUMA,3.50,27/05/10,1:1,0.058,0.061,-,-,-,,,,
Lihir Gold Ltd Last Sale Price $3.81,,,,,,,,,,,,
LGLUMA,3.50,27/05/10,1:1,0.37,0.375,0.47,-,-,,,,
LGLWOI,3.50,27/05/10,2:1,0.185,0.19,0.295,-,-,,,,
LGLWOG,3.75,27/05/10,2:1,0.10,0.105,0.15,-,-,,,,
LGLWOH,4.00,27/05/10,2:1,0.055,0.058,0.074,-,-,,,,
Macq Grp Ltd Last Sale Price $50.29,,,,,,,,,,,,
MQGVZA,52.00,27/05/10,5:1,0.205,0.235,0.24,-,-,,,,
MQGWOD,52.50,24/06/10,6:1,0.325,0.33,0.345,6.5,100,,,,
MQGWOE,60.00,24/06/10,6:1,0.052,0.057,0.16,-,-,,,,
National Aust Bank Last Sale Price $28.00,,,,,,,,,,,,
NABVZB,28.50,27/05/10,4:1,0.17,0.20,-,-,-,,,,
NABWOD,28.00,24/06/10,4:1,0.19,0.185,0.21,-,-,,,,
NABWOE,30.00,24/06/10,4:1,0.051,0.056,0.094,-,-,,,,
NABWOF,32.50,24/06/10,4:1,0.01,0.015,0.014,-,-,,,,
Newcrest Min Last Sale Price $33.09,,,,,,,,,,,,
NCMUMA,35.00,27/05/10,4:1,0.21,0.215,0.215,-4.5,400,,,,
NCMVZE,35.00,27/05/10,4:1,0.135,0.165,0.31,-,-,,,,
NCMWOF,36.00,27/05/10,4:1,0.093,0.098,0.14,-,-,,,,
NCMWOG,39.00,27/05/10,4:1,0.028,0.031,0.03,-3.8,300,,,,
News Corp Last Sale Price $19.44,,,,,,,,,,,,
NWSUMA,18.00,27/05/10,4:1,0.405,0.42,0.51,-,-,,,,
NWSWMA,20.00,24/06/10,4:1,0.165,0.175,0.19,-,100,,,,
Orica Ltd Last Sale Price $26.45,,,,,,,,,,,,
ORIUMA,27.00,27/05/10,4:1,0.205,0.21,-,-,-,,,,
Oil Search Ltd Last Sale Price $5.68,,,,,,,,,,,,
OSHUMA,6.00,27/05/10,1:1,0.089,0.092,-,-,-,,,,
Paladin Energy Last Sale Price $4.00,,,,,,,,,,,,
PDNUMA,4.00,27/05/10,1:1,0.205,0.25,-,-,-,,,,
Qantas Airways Last Sale Price $2.84,,,,,,,,,,,,
QANUMA,3.00,27/05/10,1:1,0.055,0.061,-,-,-,,,,
QBE Insurance Grp Last Sale Price $21.10,,,,,,,,,,,,
QBEUMA,22.00,27/05/10,4:1,0.061,0.068,0.215,-,-,,,,
QBEWOE,23.50,27/05/10,4:1,0.02,0.025,0.039,-,-,,,,
QBEUMB,24.00,27/05/10,4:1,0.001,-,-,-,-,,,,
QBEWOF,26.50,27/05/10,4:1,0.005,0.01,0.023,-,-,,,,
Rio Tinto Ltd Last Sale Price $72.10,,,,,,,,,,,,
RIOUMA,75.00,27/05/10,4:1,0.455,0.47,0.52,-0.5,100,,,,
RIOUMB,80.00,27/05/10,4:1,0.13,0.14,0.165,-4.5,200,,,,
RIOVZA,80.00,27/05/10,6:1,0.12,0.15,-,-,-,,,,
RIOUMC,85.00,27/05/10,4:1,0.026,0.03,0.18,-,-,,,,
RIOWOF,72.50,24/06/10,6:1,0.725,0.73,0.79,-,-,,,,
RIOWOJ,79.00,24/06/10,6:1,0.29,0.295,0.295,-15,130,,,,
RIOWOK,86.00,24/06/10,6:1,0.11,0.115,0.125,-3,302,,,,
RIOWMA,90.00,24/06/10,4:1,0.052,0.056,0.064,-4.6,500,,,,
RIOWMB,95.00,24/06/10,4:1,0.014,0.03,-,-,-,,,,
RIOWMH,95.00,23/09/10,4:1,0.275,0.28,0.78,-,-,,,,
RIOWMI,100.00,23/09/10,4:1,0.145,0.155,0.395,-,-,,,,
Santos Ltd Last Sale Price $13.84,,,,,,,,,,,,
STOUMA,15.00,27/05/10,4:1,0.046,0.065,0.086,-,-,,,,
Suncorp-Metway Last Sale Price $9.03,,,,,,,,,,,,
SUNUMA,9.00,27/05/10,4:1,0.069,0.072,-,-,-,,,,
Ten Network Hldgs Last Sale Price $1.81,,,,,,,,,,,,
TENUMA,2.00,27/05/10,1:1,0.029,-,-,-,-,,,,
TENWMH,2.50,23/09/10,1:1,0.045,0.05,-,-,-,,,,
Telstra Corp Last Sale Price $3.18,,,,,,,,,,,,
TLSUMA,3.01,27/05/10,1:1,0.22,0.225,-,-,-,,,,
TLSUMB,3.15,27/05/10,1:1,0.12,0.125,-,-,-,,,,
TLSUMC,3.40,27/05/10,1:1,0.031,-,-,-,-,,,,
TLSWOC,3.00,24/06/10,2:1,0.135,0.14,0.145,-,-,,,,
TLSWMA,3.15,24/06/10,1:1,0.17,0.175,-,-,-,,,,
TLSWMB,3.30,24/06/10,1:1,0.10,0.105,-,-,-,,,,
TLSWOD,3.30,24/06/10,2:1,0.051,0.056,0.055,-,-,,,,
TLSWMH,3.40,23/09/10,1:1,0.135,0.14,-,-,-,,,,
TLSWMI,3.65,23/09/10,1:1,0.073,0.076,0.076,-,-,,,,
Toll Hldgs Ltd Last Sale Price $7.15,,,,,,,,,,,,
TOLUMA,7.50,27/05/10,1:1,0.084,0.093,-,-,-,,,,
Westpac Banking Last Sale Price $27.20,,,,,,,,,,,,
WBCUMA,26.00,27/05/10,4:1,0.37,0.385,-,-,-,,,,
WBCUMB,28.00,27/05/10,4:1,0.10,0.11,-,-,-,,,,
WBCVZD,29.00,27/05/10,4:1,0.052,0.066,-,-,-,,,,
WBCUMC,30.00,27/05/10,4:1,0.012,-,-,-,-,,,,
WBCWOF,26.50,24/06/10,4:1,0.295,0.30,0.27,-,-,,,,
WBCWMA,27.00,24/06/10,4:1,0.28,0.29,0.48,-,-,,,,
WBCWOG,28.00,24/06/10,4:1,0.11,0.115,0.125,2,200,,,,
WBCWMB,29.00,24/06/10,4:1,0.078,0.084,0.098,-,-,,,,
WBCWOE,30.00,24/06/10,4:1,0.033,0.038,0.735,-,-,,,,
WBCWMH,29.00,23/09/10,4:1,0.295,0.305,-,-,-,,,,
WBCWMI,31.00,23/09/10,4:1,0.135,0.145,0.155,-,-,,,,
Wesfarmers Ltd Last Sale Price $29.29,,,,,,,,,,,,
WESUMA,32.00,27/05/10,4:1,0.061,0.065,0.054,-8.1,100,,,,
WorleyParsons Ltd Last Sale Price $26.65,,,,,,,,,,,,
WORUMA,27.00,27/05/10,4:1,0.19,0.20,-,-,-,,,,
Woolworths Ltd Last Sale Price $27.10,,,,,,,,,,,,
WOWWOA,27.50,27/05/10,4:1,0.12,0.115,0.115,0.5,1100,,,,
WOWUMA,30.00,27/05/10,4:1,0.001,-,0.075,-,-,,,,
Woodside Pet Last Sale Price $45.40,,,,,,,,,,,,
WPLUMA,44.00,27/05/10,4:1,0.57,0.605,-,-,-,,,,
WPLVZC,48.00,27/05/10,5:1,0.15,0.18,0.255,-,-,,,,
WPLWOG,44.00,24/06/10,5:1,0.50,0.505,0.725,-,-,,,,
WPLWMA,46.00,24/06/10,4:1,0.45,0.475,0.51,-,-,,,,
WPLWOH,47.50,24/06/10,5:1,0.175,0.18,0.40,-,-,,,,
WPLWOI,51.00,24/06/10,5:1,0.04,0.045,-,-,-,,,,
WPLWMH,48.00,23/09/10,4:1,0.67,0.695,-,-,-,,,,
Equity Put Warrants ,,,,,,,,,,,,
Asciano Grp Last Sale Price $1.70,,,,,,,,,,,,
AIOUMR,2.00,27/05/10,1:1,0.285,0.30,-,-,-,,,,
AMP Ltd Last Sale Price $6.26,,,,,,,,,,,,
AMPWOR,5.75,27/05/10,3:1,0.022,0.027,0.086,-,-,,,,
AMPWOS,6.50,27/05/10,3:1,0.13,0.135,-,-,-,,,,
ANZ Banking Grp Last Sale Price $24.20,,,,,,,,,,,,
ANZVZQ,24.50,27/05/10,4:1,0.305,0.335,-,-,-,,,,
ANZUMR,25.00,27/05/10,4:1,0.395,0.40,0.25,-,-,,,,
ANZUMS,27.00,27/05/10,4:1,0.82,0.825,-,-,-,,,,
ANZWOS,20.00,24/06/10,4:1,0.034,0.039,-,-,-,,,,
ANZWOT,22.00,24/06/10,4:1,0.10,0.105,0.078,-,-,,,,
ANZWOU,24.00,24/06/10,4:1,0.215,0.305,0.27,-0.5,700,,,,
ANZWMR,26.00,24/06/10,4:1,0.61,0.615,0.47,-,-,,,,
ANZWMV,28.00,23/09/10,4:1,1.115,1.12,-,-,-,,,,
ASX Ltd Last Sale Price $32.98,,,,,,,,,,,,
ASXUMR,34.00,27/05/10,4:1,0.34,0.355,-,-,-,,,,
BHP Billiton Ltd Last Sale Price $40.75,,,,,,,,,,,,
BHPVZQ,40.00,27/05/10,4:1,0.26,0.29,0.31,-,-,,,,
BHPUMS,42.00,27/05/10,4:1,0.505,0.53,0.51,-18.5,200,,,,
BHPUMR,44.00,27/05/10,4:1,0.86,0.89,0.83,32,35,,,,
BHPWOW,31.00,24/06/10,4:1,0.032,0.037,0.11,-,-,,,,
BHPWOX,34.00,24/06/10,4:1,0.077,0.082,-,-,-,,,,
BHPWOY,37.00,24/06/10,4:1,0.16,0.165,0.165,-,-,,,,
BHPWOZ,40.00,24/06/10,4:1,0.37,0.375,0.355,-1.5,500,,,,
BHPVOP,42.00,24/06/10,4:1,0.61,0.62,0.60,1,960,,,,
BHPVOQ,44.00,24/06/10,4:1,0.945,0.95,0.90,2.5,300,,,,
BHPWMR,45.00,24/06/10,4:1,1.135,1.165,1.08,-,-,,,,
BHPWMV,48.00,23/09/10,4:1,1.96,1.99,1.725,-,-,,,,
BlueScope Steel Last Sale Price $2.65,,,,,,,,,,,,
BSLUMR,3.00,27/05/10,1:1,0.37,0.375,0.315,-,-,,,,
BSLWOS,2.75,24/06/10,2:1,0.12,0.125,0.105,-,-,,,,
Brambles Ltd Last Sale Price $7.26,,,,,,,,,,,,
BXBWOP,6.50,24/06/10,4:1,0.046,0.051,-,-,-,,,,
C'wlth Bank  of Aust  Last Sale Price $58.51,,,,,,,,,,,,
CBAVZS,55.00,27/05/10,5:1,0.10,0.13,0.135,-,-,,,,
CBAUMR,57.00,27/05/10,4:1,0.29,0.30,0.335,-,-,,,,
CBAUMS,59.00,27/05/10,4:1,0.52,0.535,0.54,-13.5,259,,,,
CBAWOS,47.50,24/06/10,5:1,0.033,0.038,-,-,-,,,,
CBAWOT,51.00,24/06/10,5:1,0.071,0.09,0.07,-2,300,,,,
CBAWOU,54.00,24/06/10,5:1,0.125,0.13,0.165,-,-,,,,
CBAWMR,58.00,24/06/10,4:1,0.565,0.58,0.67,-,-,,,,
CBAWMV,60.00,23/09/10,4:1,1.31,1.325,1.25,-,-,,,,
Computershare Ltd Last Sale Price $11.84,,,,,,,,,,,,
CPUUMR,13.00,27/05/10,1:1,1.185,1.20,-,-,-,,,,
CSL Ltd Last Sale Price $32.39,,,,,,,,,,,,
CSLUMR,37.00,27/05/10,4:1,1.11,-,0.98,-,-,,,,
Incitec Pivot Last Sale Price $3.25,,,,,,,,,,,,
IPLUMR,3.50,27/05/10,1:1,0.33,0.335,-,-,-,,,,
Lihir Gold Ltd Last Sale Price $3.81,,,,,,,,,,,,
LGLUMR,3.50,27/05/10,1:1,0.052,0.055,0.092,-,-,,,,
LGLWOR,3.50,27/05/10,2:1,0.036,0.041,-,-,-,,,,
LGLWOU,3.75,27/05/10,2:1,0.075,0.08,-,-,-,,,,
Macq Grp Ltd Last Sale Price $50.29,,,,,,,,,,,,
MQGVZW,47.00,27/05/10,5:1,0.20,0.23,0.20,-15,2185,,,,
MQGWOR,45.00,24/06/10,6:1,0.19,0.195,0.315,-,-,,,,
National Aust Bank Last Sale Price $28.00,,,,,,,,,,,,
NABVZP,26.00,27/05/10,4:1,0.048,0.062,0.13,-,-,,,,
NABWOS,24.00,24/06/10,4:1,0.067,0.072,-,-,-,,,,
NABWOT,26.50,24/06/10,4:1,0.205,0.21,0.195,0.5,1080,,,,
NABWOU,29.00,24/06/10,4:1,0.56,0.565,-,-,-,,,,
Newcrest Min Last Sale Price $33.09,,,,,,,,,,,,
NCMWOT,29.00,27/05/10,4:1,0.055,0.06,0.15,-,-,,,,
NCMVZQ,30.00,27/05/10,4:1,0.053,-,-,-,-,,,,
NCMWOU,32.50,27/05/10,4:1,0.28,0.285,-,-,-,,,,
NCMUMR,35.00,27/05/10,4:1,0.655,0.665,0.365,-,-,,,,
News Corp Last Sale Price $19.44,,,,,,,,,,,,
NWSUMR,21.00,27/05/10,4:1,0.41,0.425,-,-,-,,,,
NWSWMR,20.00,24/06/10,4:1,0.285,0.295,0.29,1,70,,,,
Orica Ltd Last Sale Price $26.45,,,,,,,,,,,,
ORIUMR,27.00,27/05/10,4:1,0.325,0.33,0.27,-,-,,,,
Qantas Airways Last Sale Price $2.84,,,,,,,,,,,,
QANUMR,3.00,27/05/10,1:1,0.21,0.22,-,-,-,,,,
QBE Insurance Grp Last Sale Price $21.10,,,,,,,,,,,,
QBEWOT,21.00,27/05/10,4:1,0.165,0.185,0.29,-,-,,,,
QBEUMR,22.00,27/05/10,4:1,0.27,0.285,-,-,-,,,,
QBEWOU,23.00,27/05/10,4:1,0.51,0.515,-,-,-,,,,
Rio Tinto Ltd Last Sale Price $72.10,,,,,,,,,,,,
RIOVZR,72.00,27/05/10,6:1,0.47,0.50,0.48,8,120,,,,
RIOUMR,80.00,27/05/10,4:1,2.05,2.08,0.915,-,-,,,,
RIOUMS,85.00,27/05/10,4:1,3.19,-,-,-,-,,,,
RIOWOW,62.00,24/06/10,6:1,0.225,0.23,0.14,-,-,,,,
RIOWOX,65.00,24/06/10,6:1,0.295,0.30,0.335,-,-,,,,
RIOWOY,70.00,24/06/10,6:1,0.57,0.575,0.505,0.5,20,,,,
RIOWMR,90.00,24/06/10,4:1,4.40,4.55,2.76,-,-,,,,
RIOWMV,95.00,23/09/10,4:1,5.73,5.76,-,-,-,,,,
Santos Ltd Last Sale Price $13.84,,,,,,,,,,,,
STOUMR,15.00,27/05/10,4:1,0.325,0.33,-,-,-,,,,
Suncorp-Metway Last Sale Price $9.03,,,,,,,,,,,,
SUNUMR,9.00,27/05/10,4:1,0.055,0.058,-,-,-,,,,
Telstra Corp Last Sale Price $3.18,,,,,,,,,,,,
TLSUMR,3.01,27/05/10,1:1,0.04,0.043,-,-,-,,,,
TLSUMS,3.15,27/05/10,1:1,0.083,0.086,-,-,-,,,,
TLSWMR,3.01,24/06/10,1:1,0.07,0.073,0.115,-,-,,,,
TLSWOR,3.20,24/06/10,2:1,0.083,0.088,0.185,-,-,,,,
TLSWMS,3.30,24/06/10,1:1,0.20,0.205,0.24,-,-,,,,
TLSWMV,2.92,23/09/10,1:1,0.155,0.16,-,-,-,,,,
Toll Hldgs Ltd Last Sale Price $7.15,,,,,,,,,,,,
TOLUMR,7.50,27/05/10,1:1,0.415,0.435,-,-,-,,,,
Westpac Banking Last Sale Price $27.20,,,,,,,,,,,,
WBCVZS,25.50,27/05/10,4:1,0.105,0.135,0.14,-,-,,,,
WBCUMR,28.00,27/05/10,4:1,0.44,0.455,0.31,-,-,,,,
WBCUMS,30.00,27/05/10,4:1,0.86,0.875,0.98,-,-,,,,
WBCWOS,22.50,24/06/10,4:1,0.036,0.041,0.046,-,-,,,,
WBCWOT,24.50,24/06/10,4:1,0.10,0.105,0.10,-,-,,,,
WBCWOU,26.50,24/06/10,4:1,0.255,0.26,0.305,-,-,,,,
WBCWMR,29.00,24/06/10,4:1,0.685,0.70,0.71,-,-,,,,
WBCWMV,31.00,23/09/10,4:1,1.17,1.18,-,-,-,,,,
Wesfarmers Ltd Last Sale Price $29.29,,,,,,,,,,,,
WESUMR,31.00,27/05/10,4:1,0.515,0.52,0.545,24,300,,,,
WorleyParsons Ltd Last Sale Price $26.65,,,,,,,,,,,,
WORUMR,27.00,27/05/10,4:1,0.265,0.28,-,-,-,,,,
Woolworths Ltd Last Sale Price $27.10,,,,,,,,,,,,
WOWWOP,25.50,27/05/10,4:1,0.026,0.031,0.046,-,-,,,,
