Warrants Market - Daily,,,,,,,,,,,,
XAO 4960.3 at 16:34 8/4/2010  Report at 19:05 Thursday 8/4/2010. Processed 19:52 Thursday 8/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
Asciano Grp Last Sale Price $1.88,,,,,,,,,,,,
AIOUMA,2.00,27/05/10,1:1,0.058,0.065,-,-,-,,,,
AMP Ltd Last Sale Price $6.36,,,,,,,,,,,,
AMPWOC,6.25,27/05/10,3:1,0.13,0.135,0.14,-,-,,,,
AMPWOD,6.75,27/05/10,3:1,0.062,0.067,0.069,-,-,,,,
ANZ Banking Grp Last Sale Price $25.18,,,,,,,,,,,,
ANZWOA,23.50,29/04/10,4:1,0.465,0.47,0.475,-9,400,,,,
ANZVZA,24.00,29/04/10,4:1,0.435,0.465,0.215,-,-,,,,
ANZWOB,25.00,29/04/10,4:1,0.165,0.17,0.215,-,-,,,,
ANZVME,26.00,29/04/10,3:1,0.10,0.11,0.155,-,-,,,,
ANZWOC,26.50,29/04/10,4:1,0.025,0.03,0.026,-2.4,210,,,,
ANZUMA,23.00,27/05/10,4:1,0.605,0.625,-,-,-,,,,
ANZUMB,25.00,27/05/10,4:1,0.245,0.26,-,-,-,,,,
ANZUMC,27.00,27/05/10,4:1,0.06,0.066,-,-,-,,,,
ANZVZB,27.50,27/05/10,4:1,0.077,0.091,-,-,-,,,,
ANZWOD,23.00,24/06/10,4:1,0.61,0.615,0.675,-,-,,,,
ANZWMA,24.00,24/06/10,4:1,0.455,0.47,-,-,-,,,,
ANZWOE,24.50,24/06/10,4:1,0.355,0.36,0.40,-,-,,,,
ANZWMB,26.00,24/06/10,4:1,0.19,0.20,-,-,-,,,,
ANZWOF,26.00,24/06/10,4:1,0.175,0.18,1.11,-,-,,,,
ANZWMH,26.00,23/09/10,4:1,0.375,0.385,0.415,-,-,,,,
ANZWMI,28.00,23/09/10,4:1,0.205,0.215,-,-,-,,,,
ASX Ltd Last Sale Price $34.37,,,,,,,,,,,,
ASXVME,35.00,29/04/10,4:1,0.13,0.16,-,-,-,,,,
ASXUMA,37.00,27/05/10,4:1,0.087,0.105,-,-,-,,,,
BHP Billiton Ltd Last Sale Price $43.75,,,,,,,,,,,,
BHPWOG,40.50,29/04/10,4:1,0.855,0.86,0.86,-,-,,,,
BHPVME,41.00,29/04/10,4:1,0.78,0.825,0.99,-,-,,,,
BHPWOA,42.50,29/04/10,4:1,0.495,0.50,1.295,-,-,,,,
BHPWOH,43.50,29/04/10,4:1,0.29,0.295,0.295,-19.5,1487,,,,
BHPWOB,44.50,29/04/10,4:1,0.225,0.23,1.235,-,-,,,,
BHPVZC,46.00,29/04/10,4:1,0.30,0.33,-,-,-,,,,
BHPWOI,46.00,29/04/10,4:1,0.066,0.071,0.067,-5.8,2340,,,,
BHPUMA,42.00,27/05/10,4:1,0.725,0.765,-,-,-,,,,
BHPUMB,44.00,27/05/10,4:1,0.425,0.455,-,-,-,,,,
BHPVZD,45.00,27/05/10,4:1,0.44,0.47,-,-,-,,,,
BHPUMC,46.00,27/05/10,4:1,0.235,0.245,0.235,-,560,,,,
BHPWOK,39.00,24/06/10,4:1,1.455,1.46,-,-,-,,,,
BHPWOL,41.00,24/06/10,4:1,1.05,1.055,1.215,-,-,,,,
BHPWMA,43.00,24/06/10,4:1,0.73,0.765,-,-,-,,,,
BHPWOM,43.00,24/06/10,4:1,0.68,0.685,0.70,-,-,,,,
BHPVOD,45.00,24/06/10,4:1,0.45,0.455,0.56,-,-,,,,
BHPWMB,45.00,24/06/10,4:1,0.475,0.50,-,-,-,,,,
BHPVOE,47.00,24/06/10,4:1,0.275,0.275,0.275,-10.5,245,,,,
BHPWOJ,48.50,24/06/10,4:1,0.19,0.195,1.76,-,-,,,,
BHPWMH,46.00,23/09/10,4:1,0.715,0.74,0.725,-1.5,100,,,,
BHPWMI,48.00,23/09/10,4:1,0.525,0.55,0.505,-,-,,,,
BlueScope Steel Last Sale Price $2.97,,,,,,,,,,,,
BSLUMA,3.00,27/05/10,1:1,0.185,0.195,-,-,-,,,,
BSLWOD,2.50,24/06/10,2:1,0.29,0.295,0.265,-,-,,,,
BSLWOC,3.00,24/06/10,2:1,0.13,0.135,-,-,-,,,,
Brambles Ltd Last Sale Price $7.13,,,,,,,,,,,,
BXBWOA,7.00,24/06/10,4:1,0.15,0.155,0.205,-,-,,,,
BXBWOB,7.75,24/06/10,4:1,0.063,0.068,-,-,-,,,,
C'wlth Bank  of Aust  Last Sale Price $57.93,,,,,,,,,,,,
CBAWOB,55.00,29/04/10,5:1,0.675,0.68,0.565,-0.5,30,,,,
CBAVME,57.00,29/04/10,5:1,0.375,0.405,0.28,-,-,,,,
CBAWOA,57.00,29/04/10,5:1,0.37,0.375,1.30,-,-,,,,
CBAVZN,58.00,29/04/10,5:1,0.495,0.525,-,-,-,,,,
CBAWOC,59.00,29/04/10,5:1,0.16,0.165,0.115,-,-,,,,
CBAUMA,55.00,27/05/10,4:1,1.015,1.05,-,-,-,,,,
CBAUMB,57.00,27/05/10,4:1,0.685,0.72,-,-,-,,,,
CBAVZA,58.00,27/05/10,5:1,0.525,0.555,-,-,-,,,,
CBAUMC,59.00,27/05/10,4:1,0.44,0.465,0.44,-,57,,,,
CBAWOD,55.00,24/06/10,5:1,0.95,0.955,0.865,-,-,,,,
CBAWMA,56.00,24/06/10,4:1,1.015,1.05,-,-,-,,,,
CBAWOE,57.50,24/06/10,5:1,0.625,0.63,0.555,-,-,,,,
CBAWMB,58.00,24/06/10,4:1,0.73,0.76,-,-,-,,,,
CBAWOF,60.00,24/06/10,5:1,0.375,0.38,-,-,-,,,,
CBAWMH,58.00,23/09/10,4:1,1.11,1.145,-,-,-,,,,
CBAWMI,60.00,23/09/10,4:1,0.87,0.90,-,-,-,,,,
Computershare Ltd Last Sale Price $12.59,,,,,,,,,,,,
