Warrants Market - Daily,,,,,,,,,,,,
XAO 4692.0 at 16:36 5/5/2010  Report at 19:27 Wednesday 5/5/2010. Processed 19:28 Wednesday 5/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Volume 100s,,,,
Equity Call Warrants ,,,,,,,,,,,,
Asciano Grp Last Sale Price $1.65,,,,,,,,,,,,
AIOUMA,1.50,27/05/10,1:1,0.17,0.18,-,-,-,,,,
AMP Ltd Last Sale Price $6.18,,,,,,,,,,,,
AMPWOC,6.25,27/05/10,3:1,0.058,0.063,0.066,-,-,,,,
AMPWOD,6.75,27/05/10,3:1,0.019,0.024,0.069,-,-,,,,
ANZ Banking Grp Last Sale Price $24.11,,,,,,,,,,,,
ANZUMA,23.00,27/05/10,4:1,0.255,0.305,0.45,-,-,,,,
ANZUMB,25.00,27/05/10,4:1,0.05,0.071,0.135,-,-,,,,
ANZUMC,27.00,27/05/10,4:1,0.002,-,0.012,-,-,,,,
ANZVZB,27.50,27/05/10,4:1,0.006,0.04,-,-,-,,,,
ANZWOD,23.00,24/06/10,4:1,0.325,0.335,0.475,-,-,,,,
ANZWMA,24.00,24/06/10,4:1,0.225,0.26,0.24,-,-,,,,
ANZWOE,24.50,24/06/10,4:1,0.145,0.15,0.145,-10,4785,,,,
ANZWMB,26.00,24/06/10,4:1,0.069,0.089,0.08,-2.5,500,,,,
ANZWOF,26.00,24/06/10,4:1,0.05,0.055,1.11,-,-,,,,
ANZWMH,26.00,23/09/10,4:1,0.24,0.27,0.34,-,-,,,,
ANZWMI,28.00,23/09/10,4:1,0.12,0.14,0.185,-,-,,,,
ASX Ltd Last Sale Price $32.64,,,,,,,,,,,,
ASXUMA,34.00,27/05/10,4:1,0.069,0.087,-,-,-,,,,
BHP Billiton Ltd Last Sale Price $38.74,,,,,,,,,,,,
BHPUMA,42.00,27/05/10,4:1,0.055,0.03,0.03,-3.8,10,,,,
BHPUMB,44.00,27/05/10,4:1,0.012,-,0.07,-,-,,,,
BHPVZD,45.00,27/05/10,4:1,0.014,0.04,-,-,-,,,,
BHPUMC,46.00,27/05/10,4:1,0.001,0.011,0.13,-,-,,,,
BHPWOK,39.00,24/06/10,4:1,0.47,0.55,0.47,1,7182,,,,
BHPWOL,41.00,24/06/10,4:1,0.245,0.25,0.245,1,7280,,,,
BHPWMA,43.00,24/06/10,4:1,0.16,0.17,0.17,5,1030,,,,
BHPWOM,43.00,24/06/10,4:1,0.064,0.13,0.105,1.3,7820,,,,
BHPVOD,45.00,24/06/10,4:1,0.045,0.05,0.05,-2.5,450,,,,
BHPWMB,45.00,24/06/10,4:1,0.075,0.083,0.052,-,-,,,,
BHPVOE,47.00,24/06/10,4:1,0.019,0.024,0.024,-,-,,,,
BHPWOJ,48.50,24/06/10,4:1,0.017,0.022,0.20,-,-,,,,
BHPWMH,46.00,23/09/10,4:1,0.245,0.26,0.255,2,820,,,,
BHPWMI,48.00,23/09/10,4:1,0.16,0.175,0.505,-,-,,,,
BlueScope Steel Last Sale Price $2.51,,,,,,,,,,,,
BSLUMA,3.00,27/05/10,1:1,0.005,-,-,-,-,,,,
BSLWOD,2.50,24/06/10,2:1,0.105,0.11,0.285,-,-,,,,
BSLWOC,3.00,24/06/10,2:1,0.017,0.022,-,-,-,,,,
Brambles Ltd Last Sale Price $7.25,,,,,,,,,,,,
BXBWOA,7.00,24/06/10,4:1,0.13,0.135,0.205,-,-,,,,
BXBWOB,7.75,24/06/10,4:1,0.045,0.05,-,-,-,,,,
C'wlth Bank  of Aust  Last Sale Price $56.90,,,,,,,,,,,,
CBAUMA,55.00,27/05/10,4:1,0.73,0.815,0.79,-,50,,,,
CBAUMB,57.00,27/05/10,4:1,0.46,0.53,-,-,-,,,,
CBAVZA,58.00,27/05/10,5:1,0.24,0.27,-,-,-,,,,
CBAUMC,59.00,27/05/10,4:1,0.27,0.32,0.305,-2,860,,,,
CBAWOD,55.00,24/06/10,5:1,0.67,0.69,0.73,-18.5,130,,,,
CBAWMA,56.00,24/06/10,4:1,0.78,0.855,-,-,-,,,,
CBAWOE,57.50,24/06/10,5:1,0.385,0.395,0.565,-,-,,,,
CBAWMB,58.00,24/06/10,4:1,0.55,0.61,0.585,-,100,,,,
CBAWOF,60.00,24/06/10,5:1,0.17,0.18,0.30,-,-,,,,
CBAWMH,58.00,23/09/10,4:1,0.885,0.955,-,-,-,,,,
CBAWMI,60.00,23/09/10,4:1,0.675,0.735,-,-,-,,,,
Computershare Ltd Last Sale Price $11.89,,,,,,,,,,,,
CPUUMA,13.00,27/05/10,1:1,0.05,0.062,-,-,-,,,,
CSL Ltd Last Sale Price $33.51,,,,,,,,,,,,
CSLUMA,37.00,27/05/10,4:1,0.014,0.052,0.052,-,-,,,,
Fortescue Metals Grp Last Sale Price $4.31,,,,,,,,,,,,
FMGUMA,5.00,27/05/10,1:1,0.024,-,0.355,-,-,,,,
Incitec Pivot Last Sale Price $3.05,,,,,,,,,,,,
IPLUMA,3.50,27/05/10,1:1,0.011,-,-,-,-,,,,
Lihir Gold Ltd Last Sale Price $3.75,,,,,,,,,,,,
LGLUMA,3.50,27/05/10,1:1,0.305,0.305,0.305,-16.5,15,,,,
LGLWOI,3.50,27/05/10,2:1,0.16,0.165,0.295,-,-,,,,
LGLWOG,3.75,27/05/10,2:1,0.079,0.084,0.15,-,-,,,,
LGLWOH,4.00,27/05/10,2:1,0.035,0.04,0.048,-,-,,,,
Macq Grp Ltd Last Sale Price $47.95,,,,,,,,,,,,
MQGVZA,52.00,27/05/10,5:1,0.067,0.081,0.24,-,-,,,,
MQGWOD,52.50,24/06/10,6:1,0.215,0.22,0.245,2.5,75,,,,
MQGWOE,60.00,24/06/10,6:1,0.029,0.034,0.16,-,-,,,,
National Aust Bank Last Sale Price $26.78,,,,,,,,,,,,
NABVZB,28.50,27/05/10,4:1,0.058,0.072,-,-,-,,,,
